,butyl_acryl Cumulative Hazard Index PAC1
BLOCK 4020,3.148679757032555e-06
BLOCK 4021,1.0688634304777126e-05
BLOCK 4022,4.047740548102439e-06
BLOCK 4023,1.7985081985741575e-05
BLOCK 4024,1.809770495418934e-05
BLOCK 4025,1.7047065553519493e-05
BLOCK 4026,2.1089752109834767e-05
BLOCK 4027,2.360903782285083e-05
BLOCK 4028,2.3681288646758953e-05
BLOCK 4029,2.418380864051158e-05
BLOCK 4030,2.0892762724857952e-05
BLOCK 4031,3.0374493198024248e-05
BLOCK 4032,2.1988017884195078e-05
BLOCK 4033,3.31497854015536e-05
BLOCK 5000,5.3239889028918045e-06
BLOCK 5001,5.0545350528102295e-06
BLOCK 5002,5.112078742669507e-06
BLOCK 5003,5.1386250034887715e-06
BLOCK 5004,4.718925153838306e-06
BLOCK 5005,1.6474796666416919e-06
BLOCK 5006,2.922513593879635e-07
BLOCK 5007,1.2058726354771574e-07
BLOCK 5008,3.515822445850168e-08
BLOCK 5009,2.7175463021361975e-08
BLOCK 5010,1.0380574107237606e-08
BLOCK 5011,1.7041683457109337e-08
BLOCK 5012,2.8725279491019418e-08
BLOCK 5013,5.056255551876961e-09
BLOCK 5014,3.4372638908192185e-09
BLOCK 5015,1.717040424277714e-08
BLOCK 5016,2.9454058538500767e-10
BLOCK 5017,1.0946873947082316e-08
BLOCK 5018,2.404375204079866e-08
BLOCK 5019,1.2782108780798317e-08
BLOCK 5020,3.643675811481197e-12
BLOCK 5021,1.8994302055631776e-11
BLOCK 5022,2.8608359126757473e-14
BLOCK 5023,1.388281495771664e-12
BLOCK 5024,2.0634497964182031e-10
BLOCK 5025,1.9843402756961955e-08
BLOCK 5026,6.984371670490052e-11
BLOCK 5027,2.5285559793402564e-06
BLOCK 5028,2.6305635596470708e-05
BLOCK 5029,1.595910524012384e-07
BLOCK 5032,3.5440294614511805e-16
BLOCK 5033,6.015771421688472e-14
BLOCK 5034,7.100724334320019e-07
BLOCK 5035,1.607995233754358e-08
BLOCK 2063,3.9769419848537736e-05
BLOCK 4034,2.5625832420092155e-05
BLOCK 4035,2.157790911555045e-05
BLOCK 4036,2.2359754609391657e-05
BLOCK 4037,1.9619848832431884e-05
BLOCK 4038,1.1867543902085808e-05
BLOCK 4039,9.104533978718215e-06
BLOCK 4040,6.972058277421784e-06
BLOCK 4041,2.3272506160148293e-05
BLOCK 4042,1.5216369287365776e-05
BLOCK 4043,2.4875432205662103e-05
BLOCK 4044,3.1661376361317675e-05
BLOCK 4045,3.703082918234066e-05
BLOCK 4046,3.3749881799631643e-05
BLOCK 4048,3.096119744706781e-05
BLOCK 4049,3.3734218071835166e-05
BLOCK 4050,3.1523278986491186e-05
BLOCK 4051,4.234615929632165e-05
BLOCK 4052,3.913877603492134e-05
BLOCK 4053,3.7819658895872343e-05
BLOCK 4054,3.56003705659089e-05
BLOCK 4055,3.5630499263241165e-05
BLOCK 4056,3.639225939203625e-05
BLOCK 4058,3.8470490685864095e-05
BLOCK 4059,3.787581948342414e-05
BLOCK 4061,2.748314980999767e-05
BLOCK 4062,2.94091069666592e-05
BLOCK 2035,7.587555167049068e-05
BLOCK 2037,8.82715207978469e-05
BLOCK 2038,0.00010898992335600683
BLOCK 2040,3.212455815012707e-05
BLOCK 2041,5.25591864595951e-05
BLOCK 2042,4.570141052622011e-05
BLOCK 2043,3.7187719120333175e-05
BLOCK 2044,3.6500377907142163e-05
BLOCK 1045,1.4447137907386305e-05
BLOCK 1047,5.905778390172713e-06
BLOCK 1041,1.221968984074806e-05
BLOCK 1042,9.196313136444801e-06
BLOCK 1043,1.5958978015926056e-05
BLOCK 1044,1.9970766484169527e-05
BLOCK 1046,2.1823163592372485e-05
BLOCK 2033,7.288663328703316e-05
BLOCK 2045,3.162903961404507e-05
BLOCK 2046,2.943116786781182e-05
BLOCK 2047,3.2061463825654917e-05
BLOCK 2048,3.419682615869978e-05
BLOCK 2049,3.275971890494035e-05
BLOCK 2050,3.135862976937551e-05
BLOCK 2052,3.88967947365184e-05
BLOCK 2062,2.7492989444285968e-05
BLOCK 2031,3.218454370519439e-05
BLOCK 2032,3.077605433948658e-05
BLOCK 2034,6.452636323870235e-05
BLOCK 2036,0.00011645776395299159
BLOCK 2039,5.34266349220095e-05
BLOCK 2053,3.619275561268873e-05
BLOCK 2057,4.8710371399959225e-06
BLOCK 2058,1.839737518215877e-05
BLOCK 2065,7.352797005049138e-05
BLOCK 2066,6.636291800387227e-05
BLOCK 2067,5.3495089181783664e-05
BLOCK 4063,3.1728326987903705e-05
BLOCK 4064,3.6545831448451196e-05
BLOCK 4065,6.886936521696491e-06
