,ethyl_acryl_100 Cumulative Hazard Index PAC3
BLOCK 1030,5.521084370949292e-07
BLOCK 1033,2.793609835855918e-07
BLOCK 1035,2.0752475991924838e-07
BLOCK 1037,2.0834617965860533e-07
BLOCK 1038,2.6437914594030383e-07
BLOCK 2009,5.559067718459595e-07
BLOCK 2013,2.7100607054001762e-06
BLOCK 2008,5.571670778499278e-07
BLOCK 1009,1.8105095927917676e-06
BLOCK 1016,1.8361535520480206e-06
BLOCK 1020,5.729273241488626e-07
BLOCK 1026,5.599822318306053e-07
BLOCK 1027,3.3913681973148633e-07
BLOCK 1028,7.309430043261801e-07
BLOCK 1029,1.2157816884091984e-06
BLOCK 1039,3.4105384681242e-07
BLOCK 1040,5.36981154769853e-07
BLOCK 1052,1.0269836528584817e-06
BLOCK 1054,1.3177465627002079e-06
BLOCK 2025,2.5280566367615023e-07
BLOCK 2028,1.1739547757155208e-06
BLOCK 2029,1.2291530586102379e-06
BLOCK 1005,1.1367834632363412e-06
BLOCK 1006,2.5305339755806765e-06
BLOCK 1007,2.219521342415829e-06
BLOCK 1008,2.58758537226531e-06
BLOCK 1011,9.112932626501824e-07
BLOCK 1024,5.674902553537538e-07
BLOCK 1025,6.14177763161104e-07
BLOCK 3010,5.751913538690772e-06
BLOCK 3011,5.496844657328293e-06
BLOCK 3012,3.2720035396696647e-06
BLOCK 3013,1.3825557002105503e-06
BLOCK 3014,1.3953400259672102e-06
BLOCK 3015,3.971042292001502e-07
BLOCK 3017,5.302255001933005e-07
BLOCK 3025,1.1067851322419418e-06
BLOCK 3026,2.8856514861762066e-07
BLOCK 3027,1.1382400752468747e-06
BLOCK 3028,6.369291736326052e-06
BLOCK 3030,3.821661875145102e-07
BLOCK 3031,7.243498832195765e-07
BLOCK 4047,1.3939923987272297e-06
BLOCK 4057,1.4153176166193066e-06
BLOCK 4000,7.548662529001647e-14
BLOCK 4001,1.4470483815694538e-06
BLOCK 1000,4.0803450728613114e-07
BLOCK 1001,4.048024896039839e-07
BLOCK 1002,5.430466769945399e-07
BLOCK 1003,7.071012142517192e-07
BLOCK 1004,1.428757123543877e-06
BLOCK 1010,2.281923649214804e-06
BLOCK 1017,9.478786690490423e-07
BLOCK 1018,6.541026246426385e-07
BLOCK 1019,5.635171634974643e-07
BLOCK 2000,8.905211717569869e-07
BLOCK 2001,1.1212760509910564e-06
BLOCK 2002,1.1820737552745948e-06
BLOCK 2003,1.103680792453285e-06
BLOCK 2004,5.419817320090164e-07
BLOCK 2005,3.7026525350643547e-07
BLOCK 2006,3.494575254579085e-07
BLOCK 2007,3.691259797117331e-07
BLOCK 2010,4.697556599531993e-07
BLOCK 2011,1.1315609848341496e-06
BLOCK 2012,1.9545013118348262e-06
BLOCK 2026,4.0406473849388904e-07
BLOCK 2027,4.690930009559114e-07
BLOCK 2051,1.3580384590035133e-06
BLOCK 2054,1.377134580319723e-06
BLOCK 2055,2.7637031717166374e-06
BLOCK 2056,2.6357659376472283e-06
BLOCK 5030,9.330665720073489e-16
BLOCK 5031,5.865111739998126e-13
BLOCK 1012,1.7799457536642188e-06
BLOCK 1013,6.184860466586127e-06
BLOCK 1014,1.1897211227419687e-06
BLOCK 1015,1.9069804860104353e-06
BLOCK 1021,5.133279671847986e-07
BLOCK 1022,5.097676107930713e-07
BLOCK 1023,4.7682404063157767e-07
BLOCK 1031,4.210798397159506e-07
BLOCK 1032,4.056085383610684e-07
BLOCK 1034,7.431248384378814e-07
BLOCK 1036,2.348336707330827e-07
BLOCK 1048,7.371888689200734e-07
BLOCK 1049,6.453723529368283e-07
BLOCK 1050,4.447514108489242e-07
BLOCK 1051,1.3542819081529345e-06
BLOCK 1053,1.2247358699138593e-06
BLOCK 1055,4.689963922791381e-16
BLOCK 1056,1.6807950513870649e-18
BLOCK 1057,1.3081162991699005e-18
BLOCK 1058,1.3050114457731402e-06
BLOCK 1059,2.0429879439339743e-07
BLOCK 1060,2.22915970228725e-06
BLOCK 1061,2.80610608263101e-06
BLOCK 1062,4.666605139426945e-06
BLOCK 1063,1.8007020126926284e-06
BLOCK 1064,1.6333008232197606e-06
BLOCK 1065,8.1346870320156e-07
BLOCK 1066,2.565117820366966e-06
BLOCK 1067,6.150756705543383e-07
BLOCK 3039,3.671620233844536e-06
BLOCK 3040,2.5883009245398173e-06
BLOCK 3041,2.339981067549351e-06
BLOCK 3042,2.904375157524393e-06
BLOCK 3043,3.4387243179041075e-06
BLOCK 3044,2.1363405760142878e-06
BLOCK 3045,2.920029348245228e-06
BLOCK 3046,2.9978171020349976e-06
BLOCK 3047,1.8672595273281252e-06
BLOCK 3048,2.3089189697998356e-06
BLOCK 3049,5.093338411290798e-06
BLOCK 3050,2.3304051033092375e-06
BLOCK 2059,3.073170035352587e-06
BLOCK 2060,4.433239429446857e-06
BLOCK 2061,1.5050780894425205e-06
BLOCK 2064,3.865239427892719e-06
BLOCK 2014,2.3482301527078658e-06
BLOCK 2015,2.814180447691825e-06
BLOCK 2016,1.1653500103718454e-06
BLOCK 2017,1.3367333083740582e-06
BLOCK 2018,3.3282435701715183e-06
BLOCK 2019,7.065380201371381e-06
BLOCK 2020,1.588803221874694e-06
BLOCK 2021,2.3513773181798058e-06
BLOCK 2022,9.736587830971024e-06
BLOCK 2023,3.746429840012467e-07
BLOCK 2024,1.746134079719302e-07
BLOCK 3001,1.204387832307982e-06
BLOCK 3002,1.3032358549364029e-06
BLOCK 3003,1.5386803431826122e-06
BLOCK 3004,4.149435245252308e-06
BLOCK 3005,2.4972189978852614e-06
BLOCK 3006,2.7549679472256824e-06
BLOCK 3007,3.206286422580696e-06
BLOCK 3008,5.7576849547560584e-06
BLOCK 3009,5.955050010779211e-06
BLOCK 3018,4.667232410839742e-07
BLOCK 3019,9.338103717266425e-07
BLOCK 3020,2.2023441455077188e-07
BLOCK 3021,1.9181363357645565e-07
BLOCK 3022,1.7830870604477366e-07
BLOCK 3023,2.027249684143522e-07
BLOCK 3024,6.964029946092417e-07
BLOCK 3029,4.2639617454241285e-07
BLOCK 2030,1.8927459502019437e-07
BLOCK 3000,7.161919782452601e-07
BLOCK 3016,7.469009922727136e-07
BLOCK 3032,7.702765918306429e-07
BLOCK 3033,4.0139191155890655e-06
BLOCK 3034,7.065482955952432e-07
BLOCK 3035,1.2980523300987746e-06
BLOCK 3036,4.893069089899236e-15
BLOCK 3037,1.2965731662145972e-14
BLOCK 3038,2.921456395593426e-06
BLOCK 4002,4.066042078949151e-07
BLOCK 4003,3.8309032238594636e-07
BLOCK 4004,6.045635263612991e-07
BLOCK 4005,2.6074190293632914e-14
BLOCK 4006,1.911257746551033e-18
BLOCK 4007,4.62370556561181e-17
BLOCK 4008,9.179356775515744e-08
BLOCK 4009,1.0152058866598449e-07
BLOCK 4010,1.0119727929935785e-07
BLOCK 4011,1.7435008432834203e-07
BLOCK 4012,1.1085546625038194e-07
BLOCK 4013,2.3564270049225165e-07
BLOCK 4014,1.1962438335157198e-07
BLOCK 4015,1.103916505079822e-07
BLOCK 4016,1.1684040200481235e-11
BLOCK 4017,1.171747607807685e-07
BLOCK 4018,2.9488269383741335e-12
BLOCK 4019,4.4233319073604235e-07
BLOCK 4020,1.2110345133850935e-07
BLOCK 4021,4.0864717014542825e-07
BLOCK 4022,6.640061016108939e-14
BLOCK 4023,6.863953769786194e-07
BLOCK 4024,6.915777660835965e-07
BLOCK 4025,6.534673319342008e-07
BLOCK 4026,8.096338349489862e-07
BLOCK 4027,9.080953869424602e-07
BLOCK 4028,9.096437570467535e-07
BLOCK 4029,9.268228669501211e-07
BLOCK 4030,7.995314744412807e-07
BLOCK 4031,1.1693409785207785e-06
BLOCK 4032,8.484758611902934e-07
BLOCK 4033,1.2791163038879922e-06
BLOCK 5000,2.0498548529419664e-07
BLOCK 5001,1.9477849574047368e-07
BLOCK 5002,1.9694641546026097e-07
BLOCK 5003,1.9780480629205948e-07
BLOCK 5004,1.8128492726818326e-07
BLOCK 5005,6.339472782959133e-08
BLOCK 5006,1.1200987226862058e-08
BLOCK 5007,3.8091393910370515e-09
BLOCK 5008,5.704361493176361e-10
BLOCK 5009,6.977127121969256e-10
BLOCK 5010,2.2825758753260697e-10
BLOCK 5011,5.828739728180211e-10
