,ethyl_acryl_100 Cumulative Hazard Index PAC2
BLOCK 1030,6.980681388556573e-07
BLOCK 1033,3.5321503671741486e-07
BLOCK 1035,2.6238762748410705e-07
BLOCK 1037,2.634262041660528e-07
BLOCK 1038,3.342724833727981e-07
BLOCK 2009,7.02870631069604e-07
BLOCK 2013,3.4265135355634423e-06
BLOCK 2008,7.04464121419449e-07
BLOCK 1009,2.2891500598516593e-06
BLOCK 1016,2.3215734566124393e-06
BLOCK 1020,7.243908696135044e-07
BLOCK 1026,7.080235115099607e-07
BLOCK 1027,4.2879368012026997e-07
BLOCK 1028,9.241808100675839e-07
BLOCK 1029,1.537195238218526e-06
BLOCK 1039,4.3121750746397916e-07
BLOCK 1040,6.789416899388949e-07
BLOCK 1052,1.2984850783268156e-06
BLOCK 1054,1.666116343643941e-06
BLOCK 2025,3.196393448778911e-07
BLOCK 2028,1.4843106359621533e-06
BLOCK 2029,1.5541015683577722e-06
BLOCK 1005,1.437312424781581e-06
BLOCK 1006,3.199525716251429e-06
BLOCK 1007,2.806291352479784e-06
BLOCK 1008,3.271659666082576e-06
BLOCK 1011,1.1522098723163223e-06
BLOCK 1024,7.175164148150909e-07
BLOCK 1025,7.765465971002464e-07
BLOCK 3010,7.272534359264192e-06
BLOCK 3011,6.950033474782898e-06
BLOCK 3012,4.137015969697276e-06
BLOCK 3013,1.7480589313006955e-06
BLOCK 3014,1.764223021337852e-06
BLOCK 3015,5.020858070346726e-07
BLOCK 3017,6.704000577156672e-07
BLOCK 3025,1.3993835005357883e-06
BLOCK 3026,3.6485248675791106e-07
BLOCK 3027,1.4391541181282318e-06
BLOCK 3028,8.053127482711103e-06
BLOCK 3030,4.831986278919095e-07
BLOCK 3031,9.158446799327976e-07
BLOCK 4047,1.762519124827532e-06
BLOCK 4057,1.7894820440014222e-06
BLOCK 4000,9.544285956208979e-14
BLOCK 4001,1.8296014019843672e-06
BLOCK 1000,5.159056988675222e-07
BLOCK 1001,5.118192397291749e-07
BLOCK 1002,6.866107410275793e-07
BLOCK 1003,8.940360180194153e-07
BLOCK 1004,1.8064745240209949e-06
BLOCK 1010,2.885190820846301e-06
BLOCK 1017,1.1984672827056864e-06
BLOCK 1018,8.270263070194283e-07
BLOCK 1019,7.124929653416217e-07
BLOCK 2000,1.1259463091180286e-06
