,ethyl_acryl_20 Cumulative Hazard Index PAC2
BLOCK 1030,1.3962882960342336e-07
BLOCK 1033,7.06506993085681e-08
BLOCK 1035,5.248323951309931e-08
BLOCK 1037,5.269097746657646e-08
BLOCK 1038,6.68617761275946e-08
BLOCK 2009,1.4058943263010235e-07
BLOCK 2013,6.853773263098906e-07
BLOCK 2008,1.4090816540151627e-07
BLOCK 1009,4.578798627991608e-07
BLOCK 1016,4.6436524823574075e-07
BLOCK 1020,1.4489394898519233e-07
BLOCK 1026,1.4162012093246904e-07
BLOCK 1027,8.57680738655199e-08
BLOCK 1028,1.848562879022374e-07
BLOCK 1029,3.0747252314976366e-07
BLOCK 1039,8.625289211795826e-08
BLOCK 1040,1.358031233033261e-07
BLOCK 1052,2.5972529277943806e-07
BLOCK 1054,3.332595517502086e-07
BLOCK 2025,6.393482976270526e-08
BLOCK 2028,2.968944510303213e-07
BLOCK 2029,3.108541573468229e-07
BLOCK 1005,2.8749378531399824e-07
BLOCK 1006,6.399748193329558e-07
BLOCK 1007,5.613193831125169e-07
BLOCK 1008,6.544031801604621e-07
BLOCK 1011,2.304670661416683e-07
BLOCK 1024,1.4351890832048337e-07
BLOCK 1025,1.5532623027799982e-07
BLOCK 3010,1.454665245858918e-06
BLOCK 3011,1.390158045859774e-06
BLOCK 3012,8.274932857506406e-07
BLOCK 3013,3.4964985374557667e-07
BLOCK 3014,3.5288302375845265e-07
BLOCK 3015,1.004280953313036e-07
BLOCK 3017,1.3409461084752616e-07
BLOCK 3025,2.799071744865244e-07
BLOCK 3026,7.297844274545749e-08
BLOCK 3027,2.8786216408989074e-07
BLOCK 3028,1.610800869527468e-06
BLOCK 3030,9.6650248196585e-08
BLOCK 3031,1.8318888033934525e-07
BLOCK 4047,3.525422073506284e-07
BLOCK 4057,3.5793537835699125e-07
BLOCK 4000,1.9090650371903163e-14
BLOCK 4001,3.659601236329788e-07
BLOCK 1000,1.0319237465370618e-07
BLOCK 1001,1.0237499383520178e-07
BLOCK 1002,1.3733710053001528e-07
BLOCK 1003,1.7882667302936218e-07
BLOCK 1004,3.6133424440620255e-07
BLOCK 1010,5.771009949798184e-07
BLOCK 1017,2.397195555673283e-07
BLOCK 1018,1.6542327155865498e-07
BLOCK 1019,1.4251410903011284e-07
BLOCK 2000,2.252137815603024e-07
BLOCK 2001,2.835719437399405e-07
BLOCK 2002,2.9894774987026044e-07
BLOCK 2003,2.791220835473923e-07
BLOCK 2004,1.3706777477454767e-07
BLOCK 2005,9.364048892632526e-08
BLOCK 2006,8.837819166926926e-08
BLOCK 2007,9.335236533345061e-08
BLOCK 2010,1.1880172189357657e-07
BLOCK 2011,2.861730147951413e-07
BLOCK 2012,4.942955265560081e-07
BLOCK 2026,1.021884157698797e-07
BLOCK 2027,1.1863413470598653e-07
BLOCK 2051,3.4344941654005933e-07
BLOCK 2054,3.48278846576262e-07
BLOCK 2055,6.989435649064586e-07
BLOCK 2056,6.665880980170094e-07
BLOCK 5030,2.3597355997127024e-16
BLOCK 5031,1.4832931951888086e-13
BLOCK 1012,4.501502343442472e-07
BLOCK 1013,1.5641579990226081e-06
BLOCK 1014,3.008817774946801e-07
BLOCK 1015,4.822774575575309e-07
BLOCK 1021,1.298212062069868e-07
BLOCK 1022,1.2892078816852366e-07
BLOCK 1023,1.2058932312370183e-07
BLOCK 1031,1.0649155354064286e-07
BLOCK 1032,1.0257884445039473e-07
BLOCK 1034,1.8793708711695312e-07
BLOCK 1036,5.9389693025644236e-08
BLOCK 1048,1.8643587391199993e-07
BLOCK 1049,1.6321537626399816e-07
BLOCK 1050,1.1247811985642446e-07
BLOCK 1051,3.4249938070765656e-07
BLOCK 1053,3.0973704547825925e-07
BLOCK 1055,1.1860970226561599e-16
BLOCK 1056,4.250749129342683e-19
BLOCK 1057,3.3082404753552063e-19
BLOCK 1058,3.300388267043358e-07
BLOCK 1059,5.166738929156374e-08
BLOCK 1060,5.637569349007577e-07
BLOCK 1061,7.096673076079931e-07
BLOCK 1062,1.1801895607102835e-06
BLOCK 1063,4.553995150296354e-07
BLOCK 1064,4.1306357051245636e-07
BLOCK 1065,2.0572712770828195e-07
BLOCK 1066,6.487211116303611e-07
BLOCK 1067,1.5555331204307704e-07
BLOCK 3039,9.285567862311314e-07
BLOCK 3040,6.545841441159027e-07
BLOCK 3041,5.917837797865561e-07
BLOCK 3042,7.345196644851532e-07
BLOCK 3043,8.696571535189666e-07
BLOCK 3044,5.402828760102602e-07
BLOCK 3045,7.384786264967458e-07
BLOCK 3046,7.581512347914056e-07
BLOCK 3047,4.722319835185552e-07
BLOCK 3048,5.839281411793779e-07
BLOCK 3049,1.2881108734449843e-06
BLOCK 3050,5.89362007921945e-07
BLOCK 2059,7.772080743167743e-07
BLOCK 2060,1.1211711165699545e-06
BLOCK 2061,3.806359004335996e-07
BLOCK 2064,9.775232928760165e-07
BLOCK 2014,5.938699824753661e-07
BLOCK 2015,7.117093233923641e-07
BLOCK 2016,2.947182964323739e-07
BLOCK 2017,3.3806132056643414e-07
BLOCK 2018,8.417164511801611e-07
BLOCK 2019,1.7868424061975775e-06
BLOCK 2020,4.0181007830236873e-07
BLOCK 2021,5.94665904076797e-07
BLOCK 2022,2.4623937470016744e-06
BLOCK 2023,9.474762177241252e-08
BLOCK 2024,4.4159922489997464e-08
BLOCK 3001,3.045910044385957e-07
BLOCK 3002,3.295897778332614e-07
BLOCK 3003,3.891339472782625e-07
BLOCK 3004,1.0493967269515857e-06
BLOCK 3005,6.315494249152372e-07
BLOCK 3006,6.967344170470043e-07
BLOCK 3007,8.108733547234573e-07
BLOCK 3008,1.4561248433151548e-06
BLOCK 3009,1.5060386825640712e-06
BLOCK 3018,1.1803481983389221e-07
BLOCK 3019,2.3616166773649616e-07
BLOCK 3020,5.569752511648744e-08
BLOCK 3021,4.8509878420234006e-08
BLOCK 3022,4.509446742769456e-08
BLOCK 3023,5.126936697440836e-08
BLOCK 3024,1.7612108154197355e-07
