,ethyl_acryl_50 Cumulative Hazard Index PAC2
BLOCK 1030,3.490340694278285e-07
BLOCK 1033,1.7660751835870738e-07
BLOCK 1035,1.311938137420535e-07
BLOCK 1037,1.3171310208302634e-07
BLOCK 1038,1.6713624168639897e-07
BLOCK 2009,3.514353155348019e-07
BLOCK 2013,1.7132567677817207e-06
BLOCK 2008,3.522320607097243e-07
BLOCK 1009,1.1445750299258292e-06
BLOCK 1016,1.160786728306219e-06
BLOCK 1020,3.6219543480675204e-07
BLOCK 1026,3.540117557549803e-07
BLOCK 1027,2.1439684006013483e-07
BLOCK 1028,4.6209040503379176e-07
BLOCK 1029,7.685976191092626e-07
BLOCK 1039,2.1560875373198947e-07
BLOCK 1040,3.394708449694472e-07
BLOCK 1052,6.492425391634076e-07
BLOCK 1054,8.330581718219701e-07
BLOCK 2025,1.5981967243894548e-07
BLOCK 2028,7.421553179810764e-07
BLOCK 2029,7.770507841788859e-07
BLOCK 1005,7.186562123907901e-07
BLOCK 1006,1.5997628581257133e-06
BLOCK 1007,1.4031456762398919e-06
BLOCK 1008,1.6358298330412871e-06
BLOCK 1011,5.761049361581608e-07
BLOCK 1024,3.5875820740754516e-07
BLOCK 1025,3.88273298550123e-07
BLOCK 3010,3.636267179632095e-06
BLOCK 3011,3.475016737391448e-06
BLOCK 3012,2.068507984848637e-06
BLOCK 3013,8.740294656503474e-07
BLOCK 3014,8.821115106689256e-07
BLOCK 3015,2.510429035173361e-07
BLOCK 3017,3.3520002885783344e-07
BLOCK 3025,6.99691750267894e-07
BLOCK 3026,1.8242624337895545e-07
BLOCK 3027,7.195770590641155e-07
BLOCK 3028,4.026563741355548e-06
BLOCK 3030,2.4159931394595463e-07
BLOCK 3031,4.5792233996639855e-07
BLOCK 4047,8.812595624137657e-07
BLOCK 4057,8.947410220007109e-07
BLOCK 4000,4.7721429781044864e-14
BLOCK 4001,9.148007009921832e-07
BLOCK 1000,2.57952849433761e-07
BLOCK 1001,2.5590961986458745e-07
BLOCK 1002,3.433053705137896e-07
BLOCK 1003,4.470180090097075e-07
BLOCK 1004,9.032372620104974e-07
BLOCK 1010,1.4425954104231502e-06
BLOCK 1017,5.99233641352843e-07
BLOCK 1018,4.1351315350971404e-07
BLOCK 1019,3.5624648267081073e-07
BLOCK 2000,5.629731545590142e-07
BLOCK 2001,7.088526759138863e-07
BLOCK 2002,7.472880062080776e-07
BLOCK 2003,6.97729236608398e-07
BLOCK 2004,3.4263212943098697e-07
BLOCK 2005,2.3407573497533266e-07
BLOCK 2006,2.2092142414005684e-07
BLOCK 2007,2.3335550441546327e-07
BLOCK 2010,2.9697196893593036e-07
BLOCK 2011,7.153546455848062e-07
BLOCK 2012,1.2356042775967284e-06
BLOCK 2026,2.554432254846424e-07
BLOCK 2027,2.9655304658132314e-07
BLOCK 2051,8.585300602895773e-07
BLOCK 2054,8.706023208917777e-07
BLOCK 2055,1.747168671774885e-06
BLOCK 2056,1.6662888111562913e-06
BLOCK 5030,5.898696719586687e-16
BLOCK 5031,3.7078292609183543e-13
BLOCK 1012,1.1252530626612871e-06
BLOCK 1013,3.909969260485481e-06
BLOCK 1014,7.52122548859865e-07
BLOCK 1015,1.2055623762134932e-06
BLOCK 1021,3.245176804041829e-07
BLOCK 1022,3.222668803864242e-07
BLOCK 1023,3.014404854567446e-07
BLOCK 1031,2.6619989867100297e-07
BLOCK 1032,2.564191909179169e-07
BLOCK 1034,4.6979156452969463e-07
BLOCK 1036,1.4845806770482236e-07
BLOCK 1048,4.660389401218854e-07
BLOCK 1049,4.079940162244315e-07
BLOCK 1050,2.811646850194346e-07
BLOCK 1051,8.561552292920843e-07
BLOCK 1053,7.742583085662319e-07
BLOCK 1055,2.964919721304896e-16
BLOCK 1056,1.0625715842102128e-18
BLOCK 1057,8.269700741878676e-19
BLOCK 1058,8.250072358335936e-07
BLOCK 1059,1.2915441024869946e-07
