,ethyl_acryl_80 Cumulative Hazard Index PAC2
BLOCK 1030,5.584393092522336e-07
BLOCK 1033,2.825643374088463e-07
BLOCK 1035,2.0990438797100765e-07
BLOCK 1037,2.1073522669947604e-07
BLOCK 1038,2.6741070724520323e-07
BLOCK 2009,5.622811984395011e-07
BLOCK 2013,2.741136209253549e-06
BLOCK 2008,5.635559560179321e-07
BLOCK 1009,1.831270197052498e-06
BLOCK 1016,1.857208208376701e-06
BLOCK 1020,5.794969206283122e-07
BLOCK 1026,5.664033905774913e-07
BLOCK 1027,3.4302560625475e-07
BLOCK 1028,7.393245221653461e-07
BLOCK 1029,1.229722715068762e-06
BLOCK 1039,3.449646153460208e-07
BLOCK 1040,5.431385666355681e-07
BLOCK 1052,1.038759785547377e-06
BLOCK 1054,1.332856791893732e-06
BLOCK 2025,2.557045151151856e-07
BLOCK 2028,1.1874161849318314e-06
BLOCK 2029,1.2432474110109483e-06
BLOCK 1005,1.1498186394675818e-06
BLOCK 1006,2.5595508969184736e-06
BLOCK 1007,2.2449719693672654e-06
BLOCK 1008,2.6172564859221126e-06
BLOCK 1011,9.217428061746537e-07
BLOCK 1024,5.739975064946072e-07
BLOCK 1025,6.21220366822246e-07
BLOCK 3010,5.817869113405277e-06
BLOCK 3011,5.559875428923122e-06
BLOCK 3012,3.309522683946632e-06
BLOCK 3013,1.3984090775551194e-06
BLOCK 3014,1.411339997579398e-06
BLOCK 3015,4.0165771170336866e-07
BLOCK 3017,5.363054468681417e-07
BLOCK 3025,1.119476326049263e-06
BLOCK 3026,2.9187404401245333e-07
BLOCK 3027,1.15129195403834e-06
BLOCK 3028,6.442326613183628e-06
BLOCK 3030,3.865483796953242e-07
BLOCK 3031,7.326557995934519e-07
BLOCK 4047,1.409976917476903e-06
BLOCK 4057,1.4315466656444294e-06
BLOCK 4000,7.635220919018656e-14
BLOCK 4001,1.4636412783513875e-06
BLOCK 1000,4.12713324213816e-07
BLOCK 1001,4.094442458939731e-07
BLOCK 1002,5.492736404975634e-07
BLOCK 1003,7.152093449900521e-07
BLOCK 1004,1.4451402796147933e-06
BLOCK 1010,2.3080898258664827e-06
BLOCK 1017,9.587477271383578e-07
BLOCK 1018,6.616030354607728e-07
BLOCK 1019,5.69978856311508e-07
BLOCK 2000,9.007325275577271e-07
BLOCK 2001,1.1341334080878307e-06
BLOCK 2002,1.1956282625458933e-06
BLOCK 2003,1.1163363896694042e-06
BLOCK 2004,5.481964840874267e-07
BLOCK 2005,3.7451098102434007e-07
BLOCK 2006,3.5346465661084463e-07
BLOCK 2007,3.7335864349747606e-07
BLOCK 2010,4.751422159782843e-07
BLOCK 2011,1.1445362763744723e-06
BLOCK 2012,1.97691302863745e-06
BLOCK 2026,4.086980351994052e-07
BLOCK 2027,4.744719584566598e-07
BLOCK 2051,1.3736107040390973e-06
BLOCK 2054,1.3929257952072939e-06
BLOCK 2055,2.795393778643316e-06
BLOCK 2056,2.665989524295572e-06
BLOCK 5030,9.43765783946067e-16
BLOCK 5031,5.932365326647901e-13
BLOCK 1012,1.8003558909783277e-06
BLOCK 1013,6.255780521948347e-06
BLOCK 1014,1.2033633202250502e-06
BLOCK 1015,1.928847294869454e-06
BLOCK 1021,5.192141546013787e-07
BLOCK 1022,5.156129726043249e-07
BLOCK 1023,4.822916477897871e-07
BLOCK 1031,4.2590824380136327e-07
BLOCK 1032,4.102595373854387e-07
BLOCK 1034,7.516460419424365e-07
BLOCK 1036,2.3752644238400032e-07
BLOCK 1048,7.456420063317716e-07
BLOCK 1049,6.527726561848648e-07
BLOCK 1050,4.498512501824449e-07
BLOCK 1051,1.3698110778765144e-06
BLOCK 1053,1.2387795716542057e-06
BLOCK 1055,4.743742419953629e-16
BLOCK 1056,1.7000682554861588e-18
BLOCK 1057,1.3231161008402141e-18
BLOCK 1058,1.3199756449628518e-06
BLOCK 1059,2.066414312058352e-07
BLOCK 1060,2.2547208496003633e-06
BLOCK 1061,2.8382829118105254e-06
BLOCK 1062,4.720115787990454e-06
BLOCK 1063,1.8213501561909302e-06
BLOCK 1064,1.6520294243631038e-06
BLOCK 1065,8.227965200178277e-07
BLOCK 1066,2.594531304925574e-06
BLOCK 1067,6.221285702670054e-07
BLOCK 3039,3.7137216703539172e-06
BLOCK 3040,2.6179802432332853e-06
BLOCK 3041,2.3668129722873343e-06
BLOCK 3042,2.937678810545689e-06
BLOCK 3043,3.4781552024517455e-06
BLOCK 3044,2.1608373925135495e-06
BLOCK 3045,2.9535125034684815e-06
BLOCK 3046,3.0321922275516935e-06
BLOCK 3047,1.8886708671262004e-06
BLOCK 3048,2.335394694199724e-06
BLOCK 3049,5.151742290256019e-06
BLOCK 3050,2.3571272031586962e-06
BLOCK 2059,3.1084092117612097e-06
BLOCK 2060,4.484074139052511e-06
BLOCK 2061,1.522336396562688e-06
BLOCK 2064,3.909561041241213e-06
BLOCK 2014,2.375156647385154e-06
BLOCK 2015,2.846449863344426e-06
BLOCK 2016,1.1787127511642103e-06
BLOCK 2017,1.352061253239845e-06
BLOCK 2018,3.366407603059687e-06
BLOCK 2019,7.146396928869683e-06
BLOCK 2020,1.6070215815391986e-06
BLOCK 2021,2.3783399005183592e-06
BLOCK 2022,9.84823454503065e-06
BLOCK 2023,3.7893890972341626e-07
BLOCK 2024,1.7661565080784526e-07
BLOCK 3001,1.218198208824368e-06
BLOCK 3002,1.3181796939254083e-06
BLOCK 3003,1.5563239578951546e-06
BLOCK 3004,4.1970156521030545e-06
BLOCK 3005,2.5258539057442864e-06
BLOCK 3006,2.786558389790063e-06
BLOCK 3007,3.243052007160179e-06
BLOCK 3008,5.8237067086752615e-06
BLOCK 3009,6.0233348942832065e-06
BLOCK 3018,4.7207502521481066e-07
BLOCK 3019,9.445181126075336e-07
BLOCK 3020,2.227597806373619e-07
BLOCK 3021,1.9401310656149146e-07
BLOCK 3022,1.8035332182431812e-07
BLOCK 3023,2.050495586069563e-07
BLOCK 3024,7.043884518720095e-07
BLOCK 3029,4.3128553954396155e-07
BLOCK 2030,1.9144495356425795e-07
BLOCK 3000,7.244043502173598e-07
BLOCK 3016,7.554654958711781e-07
BLOCK 3032,7.791091368544124e-07
BLOCK 3033,4.059945597097418e-06
BLOCK 3034,7.146500861708612e-07
BLOCK 3035,1.3129367310664304e-06
BLOCK 3036,4.949176536885569e-15
BLOCK 3037,1.3114406060260369e-14
BLOCK 3038,2.9549559143672384e-06
BLOCK 4002,4.1126662398177935e-07
BLOCK 4003,3.8748311136140094e-07
BLOCK 4004,6.114958862732424e-07
BLOCK 4005,2.637317569987448e-14
BLOCK 4006,1.9331736015536124e-18
BLOCK 4007,4.676724296828688e-17
BLOCK 4008,9.284613877794162e-08
BLOCK 4009,1.0268469670164587e-07
BLOCK 4010,1.0235768003744894e-07
BLOCK 4011,1.7634930770610063e-07
BLOCK 4012,1.121266147016941e-07
BLOCK 4013,2.3834474905986302e-07
BLOCK 4014,1.2099608250886085e-07
BLOCK 4015,1.1165748051463308e-07
BLOCK 4016,1.1818017803104497e-11
BLOCK 4017,1.1851837080504034e-07
BLOCK 4018,2.982640307463533e-12
BLOCK 4019,4.474053010196983e-07
BLOCK 4020,1.224921105523888e-07
BLOCK 4021,4.133330123057975e-07
BLOCK 4022,6.716200728138843e-14
BLOCK 4023,6.94266079704847e-07
BLOCK 4024,6.995078938080471e-07
BLOCK 4025,6.609604580295355e-07
BLOCK 4026,8.189176784096304e-07
BLOCK 4027,9.185082613256532e-07
BLOCK 4028,9.200743861544247e-07
BLOCK 4029,9.374504840791072e-07
BLOCK 4030,8.086994769754622e-07
BLOCK 4031,1.1827494826223738e-06
BLOCK 4032,8.582050952407977e-07
BLOCK 4033,1.2937835707692018e-06
BLOCK 5000,2.073359961980492e-07
BLOCK 5001,1.9701196596602111e-07
BLOCK 5002,1.992047446114671e-07
BLOCK 5003,2.000729783694953e-07
BLOCK 5004,1.8336367053937835e-07
BLOCK 5005,6.412165734265591e-08
BLOCK 5006,1.1329425796904546e-08
BLOCK 5007,3.8528177210421096e-09
BLOCK 5008,5.769771801959855e-10
BLOCK 5009,7.057131876228892e-10
BLOCK 5010,2.308749530871117e-10
BLOCK 5011,5.895576247200781e-10
BLOCK 5012,1.091067206672194e-09
BLOCK 5013,1.6676366491923038e-10
BLOCK 5014,6.527726694989235e-19
BLOCK 5015,1.4919144430591457e-12
BLOCK 5016,1.3474632871482506e-12
BLOCK 5017,1.8720882649212603e-11
BLOCK 5018,2.739345641521693e-11
BLOCK 5019,1.1471740668823011e-10
BLOCK 5020,5.650983711620712e-14
BLOCK 5021,7.267165167040164e-13
BLOCK 5022,6.496026869447191e-23
BLOCK 5023,2.395631268555226e-19
BLOCK 5024,2.117571567036535e-20
BLOCK 5025,1.0051454169967986e-19
BLOCK 5026,1.2424400198222792e-13
BLOCK 5027,9.81644054479205e-08
BLOCK 5028,1.016170397377592e-06
BLOCK 5029,6.242405108771267e-09
BLOCK 5032,6.342836498936364e-30
BLOCK 5033,2.3102621763761736e-15
BLOCK 5034,2.7402914346345154e-08
BLOCK 5035,2.5494426267383854e-14
BLOCK 2063,1.571312977878484e-06
BLOCK 4034,1.0013617063050537e-06
BLOCK 4035,8.416296470752849e-07
BLOCK 4036,8.71814951034038e-07
BLOCK 4037,7.643329275302218e-07
BLOCK 4038,4.6248410577529424e-07
BLOCK 4039,3.536757229129917e-07
BLOCK 4040,2.706346663231506e-07
BLOCK 4041,9.101117633702877e-07
BLOCK 4042,5.946682992157886e-07
BLOCK 4043,9.742440965242348e-07
BLOCK 4044,1.2388340758298991e-06
BLOCK 4045,1.44916223339669e-06
BLOCK 4046,1.3182620537407748e-06
BLOCK 4048,1.207158443658857e-06
BLOCK 4049,1.3166451982159484e-06
BLOCK 4050,1.2305544085960634e-06
BLOCK 4051,1.658338811245178e-06
BLOCK 4052,1.531676452525095e-06
BLOCK 4053,1.4795661951681306e-06
BLOCK 4054,1.39227995797012e-06
BLOCK 4055,1.393872786455544e-06
BLOCK 4056,1.4270401123244116e-06
BLOCK 4058,1.5066299635903452e-06
BLOCK 4059,1.4829017512410278e-06
BLOCK 4061,1.0779151076580071e-06
BLOCK 4062,1.1532395062281788e-06
BLOCK 2035,3.0022673553026943e-06
BLOCK 2037,3.497042604390024e-06
BLOCK 2038,4.319830610643106e-06
BLOCK 2040,1.2647094022549814e-06
BLOCK 2041,2.0647609062380366e-06
BLOCK 2042,1.7963635330441135e-06
BLOCK 2043,1.4609485593209803e-06
BLOCK 2044,1.433566538442894e-06
BLOCK 1045,5.676926780269937e-07
BLOCK 1047,2.3147022109648619e-07
BLOCK 1041,4.803488414642026e-07
BLOCK 1042,3.6215503574589626e-07
BLOCK 1043,6.291124972275616e-07
BLOCK 1044,7.848399415349529e-07
BLOCK 1046,8.574160976370168e-07
BLOCK 2033,2.8743319439495736e-06
BLOCK 2045,1.2426833865144237e-06
BLOCK 2046,1.1562468986947516e-06
BLOCK 2047,1.259286227820546e-06
BLOCK 2048,1.3428403807332908e-06
BLOCK 2049,1.286257190969168e-06
BLOCK 2050,1.2310968068910158e-06
BLOCK 2052,1.527575504850049e-06
BLOCK 2062,1.0830994992019871e-06
BLOCK 2031,1.1505510179712212e-06
BLOCK 2032,1.0964416467691405e-06
BLOCK 2034,2.5559831380980743e-06
BLOCK 2036,4.607461778015651e-06
BLOCK 2039,2.1045318401483767e-06
BLOCK 2053,1.4210809500100208e-06
BLOCK 2057,1.8364864337195097e-07
BLOCK 2058,6.685748112218884e-07
BLOCK 2065,2.892738305241477e-06
BLOCK 2066,2.6069724408665462e-06
BLOCK 2067,2.1211797645922878e-06
BLOCK 4063,1.244429615344764e-06
BLOCK 4064,1.4338418848397434e-06
BLOCK 4065,2.672738057639472e-07
