,ethyl_acryl_80 Cumulative Hazard Index PAC3
BLOCK 1030,4.4167472640858477e-07
BLOCK 1033,2.2348270322336036e-07
BLOCK 1035,1.6601528866797882e-07
BLOCK 1037,1.6667240657140386e-07
BLOCK 1038,2.114975593666608e-07
BLOCK 2009,4.4471331149306016e-07
BLOCK 2013,2.1679895473187158e-06
BLOCK 2008,4.457215288505464e-07
BLOCK 1009,1.448368246759703e-06
BLOCK 1016,1.4688828557161187e-06
BLOCK 1020,4.583293826787558e-07
BLOCK 1026,4.4797359072947066e-07
BLOCK 1027,2.713020704014842e-07
BLOCK 1028,5.84738485712592e-07
BLOCK 1029,9.72598874645294e-07
BLOCK 1039,2.728356503191254e-07
BLOCK 1040,4.295732299754036e-07
BLOCK 1052,8.215645576601986e-07
BLOCK 1054,1.0541685535886788e-06
BLOCK 2025,2.022390255911014e-07
BLOCK 2028,9.391382553551757e-07
BLOCK 2029,9.832956796177499e-07
BLOCK 1005,9.09402014851633e-07
BLOCK 1006,2.0243720730173378e-06
BLOCK 1007,1.7755687394086548e-06
BLOCK 1008,2.070011947956579e-06
BLOCK 1011,7.290147648835894e-07
BLOCK 1024,4.539798460457346e-07
BLOCK 1025,4.913288355775946e-07
BLOCK 3010,4.601405571511448e-06
BLOCK 3011,4.397356021057379e-06
BLOCK 3012,2.6175315773032446e-06
BLOCK 3013,1.1060144522481404e-06
BLOCK 3014,1.1162416344491609e-06
BLOCK 3015,3.176747356199372e-07
BLOCK 3017,4.241688534320757e-07
BLOCK 3025,8.854040033298722e-07
BLOCK 3026,2.308458348098495e-07
BLOCK 3027,9.105672727394151e-07
BLOCK 3028,5.0952946849725056e-06
BLOCK 3030,3.0572462757721094e-07
BLOCK 3031,5.794641324057303e-07
BLOCK 4047,1.1151635620044595e-06
BLOCK 4057,1.1322232719187764e-06
BLOCK 4000,6.038765635951119e-14
BLOCK 4001,1.1576071928779155e-06
BLOCK 1000,3.264187200600182e-07
BLOCK 1001,3.238331762979607e-07
BLOCK 1002,4.3442551566625477e-07
BLOCK 1003,5.656655728557683e-07
BLOCK 1004,1.1429745847862448e-06
BLOCK 1010,1.8254892259125843e-06
BLOCK 1017,7.582822932821559e-07
BLOCK 1018,5.232678553189751e-07
BLOCK 1019,4.5080145908273843e-07
BLOCK 2000,7.123975445229293e-07
BLOCK 2001,8.969964227603759e-07
BLOCK 2002,9.456332621953884e-07
BLOCK 2003,8.829205991021647e-07
BLOCK 2004,4.335735828691464e-07
BLOCK 2005,2.9620413953743256e-07
BLOCK 2006,2.7955841022857724e-07
BLOCK 2007,2.9529274531164e-07
BLOCK 2010,3.75794298091916e-07
BLOCK 2011,9.052241458598103e-07
BLOCK 2012,1.5635584862859832e-06
BLOCK 2026,3.232429914758932e-07
BLOCK 2027,3.752641853248129e-07
BLOCK 2051,1.0864011931945593e-06
BLOCK 2054,1.101677674391224e-06
BLOCK 2055,2.2109023521997117e-06
BLOCK 2056,2.10855535103377e-06
BLOCK 5030,7.464329382118893e-16
BLOCK 5031,4.691961667439704e-13
BLOCK 1012,1.4239178410464965e-06
BLOCK 1013,4.9477536855409685e-06
BLOCK 1014,9.517509896325395e-07
BLOCK 1015,1.5255428604876583e-06
BLOCK 1021,4.1065119500290864e-07
BLOCK 1022,4.078029874234204e-07
BLOCK 1023,3.8144884870646796e-07
BLOCK 1031,3.368547019156236e-07
BLOCK 1032,3.244779977503015e-07
BLOCK 1034,5.944836877181091e-07
BLOCK 1036,1.8786182261280023e-07
BLOCK 1048,5.897350413714924e-07
BLOCK 1049,5.162838280734842e-07
BLOCK 1050,3.5579144332611555e-07
BLOCK 1051,1.0833960343205155e-06
BLOCK 1053,9.797620248537813e-07
BLOCK 1055,3.7518690048724157e-16
BLOCK 1056,1.344599438429962e-18
BLOCK 1057,1.0464645524827151e-18
BLOCK 1058,1.0439807373797109e-06
BLOCK 1059,1.6343458649916047e-07
BLOCK 1060,1.7832792174111983e-06
BLOCK 1061,2.24482375752287e-06
BLOCK 1062,3.7331824868651746e-06
BLOCK 1063,1.4405223962600992e-06
BLOCK 1064,1.3066050901780912e-06
BLOCK 1065,6.507572476504637e-07
BLOCK 1066,2.052038395713863e-06
BLOCK 1067,4.920471419384498e-07
BLOCK 3039,2.937216230189006e-06
BLOCK 3040,2.070584374193598e-06
BLOCK 3041,1.8719338962636165e-06
BLOCK 3042,2.32343687743159e-06
BLOCK 3043,2.7509045692118367e-06
BLOCK 3044,1.709025937715261e-06
BLOCK 3045,2.3359598891068916e-06
BLOCK 3046,2.3981883981545228e-06
BLOCK 3047,1.4937669585452686e-06
BLOCK 3048,1.8470848945034187e-06
BLOCK 3049,4.074559811384307e-06
BLOCK 3050,1.8642733334073333e-06
BLOCK 2059,2.458469103847502e-06
BLOCK 2060,3.5464950008869857e-06
BLOCK 2061,1.2040296954632185e-06
BLOCK 2064,3.0921073689816854e-06
BLOCK 2014,1.8785329847500747e-06
BLOCK 2015,2.251283073736045e-06
BLOCK 2016,9.322546304662392e-07
BLOCK 2017,1.0693575366533318e-06
BLOCK 2018,2.6625223769653903e-06
BLOCK 2019,5.65215029828784e-06
BLOCK 2020,1.2710079781264564e-06
BLOCK 2021,1.8810506485917935e-06
BLOCK 2022,7.7890582310697e-06
BLOCK 2023,2.9970622859942923e-07
BLOCK 2024,1.3968692382075027e-07
BLOCK 3001,9.634840378883645e-07
BLOCK 3002,1.0425603033773685e-06
BLOCK 3003,1.2309107666988943e-06
BLOCK 3004,3.3194578339360535e-06
BLOCK 3005,1.99772081636139e-06
BLOCK 3006,2.2039143628339594e-06
BLOCK 3007,2.5649593147539597e-06
BLOCK 3008,4.606022578679527e-06
BLOCK 3009,4.763910325478538e-06
BLOCK 3018,3.733684290335323e-07
BLOCK 3019,7.470279617895948e-07
BLOCK 3020,1.7618273559500446e-07
BLOCK 3021,1.5344672973499779e-07
BLOCK 3022,1.4264308180650612e-07
BLOCK 3023,1.6217555998913818e-07
BLOCK 3024,5.57107230116953e-07
BLOCK 3029,3.4110765400295146e-07
BLOCK 2030,1.514155541826403e-07
BLOCK 3000,5.729379860810024e-07
BLOCK 3016,5.975045285526592e-07
BLOCK 3032,6.162044991484899e-07
BLOCK 3033,3.211047881340685e-06
BLOCK 3034,5.652232499714993e-07
BLOCK 3035,1.038413596388904e-06
BLOCK 3036,3.914348715536766e-15
BLOCK 3037,1.0372302974933198e-14
BLOCK 3038,2.337101495908634e-06
BLOCK 4002,3.2527451169468e-07
BLOCK 4003,3.064639153494717e-07
BLOCK 4004,4.83637655507019e-07
BLOCK 4005,2.085878441717345e-14
BLOCK 4006,1.5289645757742206e-18
BLOCK 4007,3.698863762037235e-17
BLOCK 4008,7.343285521528111e-08
BLOCK 4009,8.121426011857444e-08
BLOCK 4010,8.095561966598238e-08
BLOCK 4011,1.3947627064027961e-07
BLOCK 4012,8.868195890043078e-08
BLOCK 4013,1.8850902880189166e-07
BLOCK 4014,9.569690162064452e-08
BLOCK 4015,8.831091640702799e-08
BLOCK 4016,9.346977717000829e-12
BLOCK 4017,9.3737256909441e-08
BLOCK 4018,2.3589973340847942e-12
BLOCK 4019,3.5385691989739775e-07
BLOCK 4020,9.68801238005257e-08
BLOCK 4021,3.269088370054945e-07
BLOCK 4022,5.311904212255266e-14
BLOCK 4023,5.491013539483794e-07
BLOCK 4024,5.532471523754555e-07
BLOCK 4025,5.227596349869964e-07
BLOCK 4026,6.476894365603441e-07
BLOCK 4027,7.264565339575623e-07
BLOCK 4028,7.27695196322136e-07
BLOCK 4029,7.414381101352941e-07
BLOCK 4030,6.396077681533201e-07
BLOCK 4031,9.354473180740591e-07
BLOCK 4032,6.78762211690449e-07
BLOCK 4033,1.023265187790187e-06
BLOCK 5000,1.639839242657298e-07
BLOCK 5001,1.558185549003985e-07
BLOCK 5002,1.5755284346543308e-07
BLOCK 5003,1.5823953743769174e-07
BLOCK 5004,1.4502399397205378e-07
BLOCK 5005,5.071440171646423e-08
BLOCK 5006,8.960545857551777e-09
BLOCK 5007,3.0472285611878506e-09
BLOCK 5008,4.5633649706409754e-10
BLOCK 5009,5.581549756653759e-10
BLOCK 5010,1.8260109925980654e-10
BLOCK 5011,4.6628648500588e-10
BLOCK 5012,8.629349725498262e-10
BLOCK 5013,1.3189489861793677e-10
BLOCK 5014,5.16283838603694e-19
BLOCK 5015,1.1799686958740517e-12
BLOCK 5016,1.065720963471798e-12
BLOCK 5017,1.480651627710451e-11
BLOCK 5018,2.166573371021703e-11
BLOCK 5019,9.073103983523656e-11
BLOCK 5020,4.4694143901000173e-14
BLOCK 5021,5.747666995749948e-13
BLOCK 5022,5.137766705835506e-23
BLOCK 5023,1.8947265487664066e-19
BLOCK 5024,1.674806603019805e-20
BLOCK 5025,7.949786479883771e-20
BLOCK 5026,9.826571065867117e-14
BLOCK 5027,7.763912067244624e-08
BLOCK 5028,8.036984051986409e-07
BLOCK 5029,4.937174949664549e-09
BLOCK 5032,5.016607049158761e-30
BLOCK 5033,1.8272073576793373e-15
BLOCK 5034,2.1673214073927537e-08
BLOCK 5035,2.016377350238541e-14
BLOCK 2063,1.242765718867531e-06
BLOCK 4034,7.919860768049061e-07
BLOCK 4035,6.656525390504527e-07
BLOCK 4036,6.895263703632846e-07
BLOCK 4037,6.045178608648117e-07
BLOCK 4038,3.657828836586418e-07
BLOCK 4039,2.7972534448572975e-07
BLOCK 4040,2.1404741791012823e-07
BLOCK 4041,7.198156673928638e-07
BLOCK 4042,4.703285639252148e-07
BLOCK 4043,7.705385127055312e-07
BLOCK 4044,9.798051327018296e-07
BLOCK 4045,1.1461555845955634e-06
BLOCK 4046,1.0426254425040671e-06
BLOCK 4048,9.54752587257459e-07
BLOCK 4049,1.0413466567707959e-06
BLOCK 4050,9.732566686168865e-07
BLOCK 4051,1.3115952416211867e-06
BLOCK 4052,1.2114168306334847e-06
BLOCK 4053,1.1702023543602485e-06
BLOCK 4054,1.1011668758490954e-06
BLOCK 4055,1.1024266583784754e-06
BLOCK 4056,1.1286589979293075e-06
BLOCK 4058,1.1916073348396365e-06
BLOCK 4059,1.1728404759815396e-06
BLOCK 4061,8.525328578749694e-07
BLOCK 4062,9.121076094713784e-07
BLOCK 2035,2.374520544648496e-06
BLOCK 2037,2.7658427871084746e-06
BLOCK 2038,3.416593301145001e-06
BLOCK 2040,1.0002701636016677e-06
BLOCK 2041,1.6330381712973562e-06
BLOCK 2042,1.420760248862162e-06
BLOCK 2043,1.1554774969175034e-06
BLOCK 2044,1.1338208076775616e-06
BLOCK 1045,4.489932998940771e-07
BLOCK 1047,1.8307190213994808e-07
BLOCK 1041,3.7991226552168773e-07
BLOCK 1042,2.864317100899363e-07
BLOCK 1043,4.975707932617987e-07
BLOCK 1044,6.207370446685531e-07
BLOCK 1046,6.781381863129134e-07
BLOCK 2033,2.273335264760118e-06
BLOCK 2045,9.828495875159525e-07
BLOCK 2046,9.144861835131213e-07
BLOCK 2047,9.959809256398864e-07
BLOCK 2048,1.0620646647617845e-06
BLOCK 2049,1.017312505584705e-06
BLOCK 2050,9.736856563592584e-07
BLOCK 2052,1.208173353835948e-06
BLOCK 2062,8.566332402779349e-07
BLOCK 2031,9.099812596681481e-07
BLOCK 2032,8.671856660810472e-07
BLOCK 2034,2.0215503001321125e-06
BLOCK 2036,3.644083406248741e-06
BLOCK 2039,1.6644933644809878e-06
BLOCK 2053,1.1239458422806534e-06
BLOCK 2057,1.4524938157599756e-07
BLOCK 2058,5.28781896148221e-07
BLOCK 2065,2.287893023236441e-06
BLOCK 2066,2.0618782032308134e-06
BLOCK 2067,1.6776603592684467e-06
BLOCK 4063,9.842306957726767e-07
BLOCK 4064,1.134038581645979e-06
BLOCK 4065,2.113892827405764e-07
