,ethyl_acryl_20 Cumulative Hazard Index PAC3
BLOCK 1030,1.1043371068634396e-07
BLOCK 1033,5.587828036223117e-08
BLOCK 1035,4.150947125126946e-08
BLOCK 1037,4.167377308720139e-08
BLOCK 1038,5.288158657364301e-08
BLOCK 2009,1.1119346035289917e-07
BLOCK 2013,5.420711580814588e-07
BLOCK 2008,1.114455489993811e-07
BLOCK 1009,3.621413460320637e-07
BLOCK 1016,3.672706963319039e-07
BLOCK 1020,1.1459794147010658e-07
BLOCK 1026,1.1200864110113462e-07
BLOCK 1027,6.78347493300021e-08
BLOCK 1028,1.4620451861358776e-07
BLOCK 1029,2.4318281376390405e-07
BLOCK 1039,6.821819649329425e-08
BLOCK 1040,1.0740792479444882e-07
BLOCK 1052,2.0541909519828276e-07
BLOCK 1054,2.635780091115286e-07
BLOCK 2025,5.056663808504871e-08
BLOCK 2028,2.348165203603452e-07
BLOCK 2029,2.458573789924873e-07
BLOCK 1005,2.2738144838470775e-07
BLOCK 1006,5.061619025633379e-07
BLOCK 1007,4.439526030071724e-07
BLOCK 1008,5.175734243087291e-07
BLOCK 1011,1.8227849776659218e-07
BLOCK 1024,1.1351040930801866e-07
BLOCK 1025,1.2284892758350894e-07
BLOCK 3010,1.150507967179327e-06
BLOCK 3011,1.0994886362709126e-06
BLOCK 3012,6.544719623664157e-07
BLOCK 3013,2.7654124796241047e-07
BLOCK 3014,2.7909839151804894e-07
BLOCK 3015,7.942949358021286e-08
BLOCK 3017,1.0605664676122525e-07
BLOCK 3025,2.213811289120693e-07
BLOCK 3026,5.771931380777092e-08
BLOCK 3027,2.276728025074591e-07
BLOCK 3028,1.2739970513535427e-06
BLOCK 3030,7.644155993729902e-08
BLOCK 3031,1.4488575081384578e-07
BLOCK 4047,2.788288367227698e-07
BLOCK 4057,2.830943447005295e-07
BLOCK 4000,1.509896893050523e-14
BLOCK 4001,2.894411886915378e-07
BLOCK 1000,8.161578722611301e-08
BLOCK 1001,8.096931330602324e-08
BLOCK 1002,1.0862116132828483e-07
BLOCK 1003,1.4143564139595004e-07
BLOCK 1004,2.8578253875763275e-07
BLOCK 1010,4.564344233022204e-07
BLOCK 1017,1.8959637576688694e-07
BLOCK 1018,1.3083476932366347e-07
BLOCK 1019,1.1271570441472561e-07
BLOCK 2000,1.781236272340573e-07
BLOCK 2001,2.242796282306802e-07
BLOCK 2002,2.3644049307920608e-07
BLOCK 2003,2.207601933511195e-07
BLOCK 2004,1.0840814913986948e-07
BLOCK 2005,7.406111396900269e-08
BLOCK 2006,6.989911522933113e-08
BLOCK 2007,7.383323440009277e-08
BLOCK 2010,9.39613618612833e-08
BLOCK 2011,2.263368389743391e-07
BLOCK 2012,3.909428255488427e-07
BLOCK 2026,8.082174701799576e-08
BLOCK 2027,9.382881563109843e-08
BLOCK 2051,2.716372658089561e-07
BLOCK 2054,2.7545690592849777e-07
BLOCK 2055,5.528008195169262e-07
BLOCK 2056,5.272105866134522e-07
BLOCK 5030,1.866336337954592e-16
BLOCK 5031,1.1731500725584213e-13
BLOCK 1012,3.560279126177226e-07
BLOCK 1013,1.237106781045154e-06
BLOCK 1014,2.3797013310942873e-07
BLOCK 1015,3.814376255227743e-07
BLOCK 1021,1.0267677218188953e-07
BLOCK 1022,1.019646233696505e-07
BLOCK 1023,9.537519192510967e-08
BLOCK 1031,8.422513780032666e-08
BLOCK 1032,8.113054061076676e-08
BLOCK 1034,1.4864115071977197e-07
BLOCK 1036,4.6971848120282255e-08
BLOCK 1048,1.4745382754858168e-07
BLOCK 1049,1.2908852486334404e-07
BLOCK 1050,8.895996752280843e-08
BLOCK 1051,2.708858738324193e-07
BLOCK 1053,2.4497384506007785e-07
BLOCK 1055,9.380949179189628e-17
BLOCK 1056,3.361956129571032e-19
BLOCK 1057,2.6165174668718463e-19
BLOCK 1058,2.610307083934293e-07
BLOCK 1059,4.086420789423677e-08
BLOCK 1060,4.4588048487605386e-07
BLOCK 1061,5.6128232510814e-07
BLOCK 1062,9.334226525617696e-07
BLOCK 1063,3.6017961643252983e-07
BLOCK 1064,3.2669573304167e-07
BLOCK 1065,1.6271145555109575e-07
BLOCK 1066,5.13079424653104e-07
BLOCK 1067,1.2302852861588824e-07
BLOCK 3039,7.344040036555312e-07
BLOCK 3040,5.177165503462138e-07
BLOCK 3041,4.6804717128573033e-07
BLOCK 3042,5.809382800928031e-07
BLOCK 3043,6.878197486922736e-07
BLOCK 3044,4.273146382990242e-07
BLOCK 3045,5.840694591383355e-07
BLOCK 3046,5.996287038804752e-07
BLOCK 3047,3.7349256878285733e-07
BLOCK 3048,4.6183407529641723e-07
BLOCK 3049,1.018778599906488e-06
BLOCK 3050,4.661317699019015e-07
BLOCK 2059,6.147009315050847e-07
BLOCK 2060,8.867444285598731e-07
BLOCK 2061,3.01048393979302e-07
BLOCK 2064,7.731320589110315e-07
BLOCK 2014,4.6969716795778973e-07
BLOCK 2015,5.628973739557793e-07
BLOCK 2016,2.3309537990560478e-07
BLOCK 2017,2.673757717207253e-07
BLOCK 2018,6.657211932061275e-07
BLOCK 2019,1.4132299030835378e-06
BLOCK 2020,3.1779524374823714e-07
BLOCK 2021,4.7032666958801164e-07
BLOCK 2022,1.9475295999013226e-06
BLOCK 2023,7.493675540181717e-08
BLOCK 2024,3.49264841511798e-08
BLOCK 3001,2.4090379441961657e-07
BLOCK 3002,2.606755515590342e-07
BLOCK 3003,3.0776957648371675e-07
BLOCK 3004,8.29977411316254e-07
BLOCK 3005,4.994981815238696e-07
BLOCK 3006,5.510535843917217e-07
BLOCK 3007,6.413271078267343e-07
BLOCK 3008,1.1516623760765311e-06
BLOCK 3009,1.1911396853006738e-06
BLOCK 3018,9.335481205044201e-08
BLOCK 3019,1.8678240993704697e-07
BLOCK 3020,4.405167895576735e-08
BLOCK 3021,3.8366903841457804e-08
BLOCK 3022,3.566562423826751e-08
BLOCK 3023,4.054940842521389e-08
BLOCK 3024,1.3929576449228816e-07
BLOCK 3029,8.528852053946115e-08
BLOCK 2030,3.785904083755408e-08
BLOCK 3000,1.432539921642575e-07
BLOCK 3016,1.4939646372005356e-07
BLOCK 3032,1.5407209268215245e-07
BLOCK 3033,8.028712342483773e-07
BLOCK 3034,1.413250456237435e-07
BLOCK 3035,2.5963873370986996e-07
BLOCK 3036,9.78720374362466e-16
BLOCK 3037,2.593428687212775e-15
BLOCK 3038,5.843548996847907e-07
BLOCK 4002,8.132969620023495e-08
BLOCK 4003,7.662640703647453e-08
BLOCK 4004,1.209258708542797e-07
BLOCK 4005,5.2154058764594495e-15
BLOCK 4006,3.822931707768122e-19
BLOCK 4007,9.248418035745731e-18
BLOCK 4008,1.836071253987631e-08
BLOCK 4009,2.0306328547409973e-08
BLOCK 4010,2.0241659633375448e-08
BLOCK 4011,3.487381368806225e-08
BLOCK 4012,2.2173507349951155e-08
BLOCK 4013,4.713367169035992e-08
BLOCK 4014,2.3927481730927412e-08
BLOCK 4015,2.208073410095417e-08
BLOCK 4016,2.3370624834804e-12
BLOCK 4017,2.3437503871327462e-08
BLOCK 4018,5.898296042893373e-13
BLOCK 4019,8.847627083864415e-08
BLOCK 4020,2.4223327537983596e-08
BLOCK 4021,8.173833313993362e-08
BLOCK 4022,1.3281568038536691e-14
BLOCK 4023,1.3729402303023978e-07
BLOCK 4024,1.3833061370814077e-07
BLOCK 4025,1.3070769694720448e-07
BLOCK 4026,1.6194439838864166e-07
BLOCK 4027,1.816388529848973e-07
BLOCK 4028,1.8194856072461715e-07
BLOCK 4029,1.85384756814827e-07
BLOCK 4030,1.5992370628796067e-07
BLOCK 4031,2.3389366044671893e-07
BLOCK 4032,1.6971364949984391e-07
BLOCK 4033,2.558511160978046e-07
BLOCK 5000,4.100156102846676e-08
BLOCK 5001,3.8959940840075095e-08
BLOCK 5002,3.9393571994827836e-08
BLOCK 5003,3.956526885436767e-08
BLOCK 5004,3.626093329612936e-08
BLOCK 5005,1.2680326113127083e-08
BLOCK 5006,2.2404413693102756e-09
BLOCK 5007,7.619108298492e-10
BLOCK 5008,1.140996522535383e-10
BLOCK 5009,1.395577365315495e-10
BLOCK 5010,4.565648827280035e-11
BLOCK 5011,1.16587487812141e-10
BLOCK 5012,2.1576310665224288e-10
BLOCK 5013,3.297821270738389e-11
