,butyl_acryl Cumulative Hazard Index PAC3
BLOCK 2011,5.008650337138347e-07
BLOCK 2012,8.614143062597393e-07
BLOCK 2026,1.8307431533964139e-07
BLOCK 2027,2.12708832368403e-07
BLOCK 2051,6.017769677902942e-07
BLOCK 2054,6.10061185433357e-07
BLOCK 2055,1.2175852219199316e-06
BLOCK 2056,1.1656494269697494e-06
BLOCK 5030,4.2796570709904874e-16
BLOCK 5031,2.718816960830636e-13
BLOCK 1012,7.938372571961008e-07
BLOCK 1013,2.7131658539752503e-06
BLOCK 1014,5.232480855901065e-07
BLOCK 1015,8.493098958074439e-07
BLOCK 1021,2.3074798388115653e-07
BLOCK 1022,2.2929284084218598e-07
BLOCK 1023,2.1418312676568992e-07
BLOCK 1031,1.9047851630211046e-07
BLOCK 1032,1.830486014120303e-07
BLOCK 1034,3.3395373977124225e-07
BLOCK 1036,1.042179170808421e-07
BLOCK 1048,3.26842751961788e-07
BLOCK 1049,2.9106198737948285e-07
BLOCK 1050,2.005601395610121e-07
BLOCK 1051,6.004477242197888e-07
BLOCK 1053,5.438949179540844e-07
BLOCK 1055,2.0668280769574163e-16
BLOCK 1056,7.42223765739076e-19
BLOCK 1057,5.917358135660616e-19
BLOCK 1058,5.797806408565608e-07
BLOCK 1059,9.075197805556186e-08
BLOCK 1060,1.00330367844e-06
BLOCK 1061,1.2537176918007005e-06
BLOCK 1062,2.077970048917402e-06
BLOCK 1063,7.99373267716351e-07
BLOCK 1064,7.269300774383935e-07
BLOCK 1065,3.810665630140883e-07
BLOCK 1066,1.1563331492737785e-06
BLOCK 1067,2.826699951436654e-07
BLOCK 3039,1.6334389025299711e-06
BLOCK 3040,1.154709450790969e-06
BLOCK 3041,1.0439537382138963e-06
BLOCK 3042,1.295307241374556e-06
BLOCK 3043,1.532886538734916e-06
BLOCK 3044,9.528991358735285e-07
BLOCK 3045,1.3046408574593663e-06
BLOCK 3046,1.3409067642650266e-06
BLOCK 3047,8.360514567106411e-07
BLOCK 3048,1.0308916107685496e-06
BLOCK 3049,2.266102583996203e-06
BLOCK 3050,1.0404355996404584e-06
BLOCK 2059,1.369122344350663e-06
BLOCK 2060,1.9677596720806996e-06
BLOCK 2061,6.644955240239602e-07
BLOCK 2064,1.7160392582990493e-06
BLOCK 2014,1.030936854695483e-06
BLOCK 2015,1.2382093885896129e-06
BLOCK 2016,5.108588229723382e-07
BLOCK 2017,5.862341165027866e-07
BLOCK 2018,1.4572102596619379e-06
BLOCK 2019,3.1300972048691396e-06
BLOCK 2020,2.10884814426441e-06
BLOCK 2021,1.0338810509848406e-06
BLOCK 2022,4.260763636120576e-06
BLOCK 2023,1.7812255810615705e-07
BLOCK 2024,7.998800527541649e-08
BLOCK 3001,5.743537689004939e-07
BLOCK 3002,6.147614993553943e-07
BLOCK 3003,7.289619884652627e-07
BLOCK 3004,2.0342072077812476e-06
BLOCK 3005,1.1904843387631725e-06
BLOCK 3006,1.3243104372041756e-06
BLOCK 3007,1.519995984215548e-06
BLOCK 3008,2.7026970673932342e-06
BLOCK 3009,2.8132330380914912e-06
BLOCK 3018,2.1698268317728007e-07
BLOCK 3019,4.1772825428409293e-07
BLOCK 3020,9.77106956305595e-08
BLOCK 3021,8.521337458103555e-08
BLOCK 3022,7.928462898971353e-08
BLOCK 3023,9.060212682145516e-08
BLOCK 3024,3.108432085463772e-07
BLOCK 3029,1.89775449242904e-07
BLOCK 2030,8.58580621836105e-08
BLOCK 3000,3.357637134767951e-07
BLOCK 3016,3.405838115820529e-07
BLOCK 3032,3.4136929609731507e-07
BLOCK 3033,1.783760421805397e-06
BLOCK 3034,3.152037298658837e-07
BLOCK 3035,5.761954530588363e-07
BLOCK 3036,2.5507801297956854e-08
BLOCK 3037,3.4464204067627794e-08
BLOCK 3038,1.2888122843331446e-06
BLOCK 4002,1.8807147627106184e-07
BLOCK 4003,1.758053435914456e-07
BLOCK 4004,2.7969092450833666e-07
BLOCK 4005,1.2202502515508452e-14
BLOCK 4006,9.005986299053221e-19
BLOCK 4007,2.2051420363487346e-17
BLOCK 4008,4.1359974047640176e-08
BLOCK 4009,4.5598953262336366e-08
BLOCK 4010,4.5377586174959656e-08
BLOCK 4011,7.910764096036525e-08
BLOCK 4012,4.969353435555976e-08
BLOCK 4013,1.0696886060687975e-07
BLOCK 4014,5.395803394544201e-08
BLOCK 4015,4.978487425314678e-08
BLOCK 4016,1.6376973328725763e-09
BLOCK 4017,5.277414601809791e-08
BLOCK 4018,1.4063557534323192e-12
BLOCK 4019,2.000396216733779e-07
BLOCK 4020,5.415729182095994e-08
BLOCK 4021,1.838445100421665e-07
BLOCK 4022,6.962113742736196e-08
BLOCK 4023,3.0934341015475517e-07
BLOCK 4024,3.1128052521205683e-07
BLOCK 4025,2.9320952752053525e-07
BLOCK 4026,3.627437362891579e-07
BLOCK 4027,4.060754505530341e-07
BLOCK 4028,4.0731816472425386e-07
BLOCK 4029,4.159615086167992e-07
BLOCK 4030,3.593555188675566e-07
BLOCK 4031,5.224412830060172e-07
BLOCK 4032,3.781939076081553e-07
BLOCK 4033,5.701763089067221e-07
BLOCK 5000,9.157260912973904e-08
BLOCK 5001,8.693800290833595e-08
BLOCK 5002,8.792775437391551e-08
BLOCK 5003,8.838435006000686e-08
BLOCK 5004,8.116551264601886e-08
BLOCK 5005,2.8336650266237098e-08
BLOCK 5006,5.026723381472972e-09
BLOCK 5007,2.0741009330207105e-09
BLOCK 5008,6.047214606862288e-10
BLOCK 5009,4.674179639674258e-10
BLOCK 5010,1.7854587464448677e-10
BLOCK 5011,2.931169554622806e-10
BLOCK 5012,4.94074807245534e-10
BLOCK 5013,8.696759549228373e-11
BLOCK 5014,5.912093892209054e-11
BLOCK 5015,2.9533095297576674e-10
BLOCK 5016,5.066098068622133e-12
BLOCK 5017,1.8828623188981577e-10
BLOCK 5018,4.13552535101737e-10
BLOCK 5019,2.1985227102973099e-10
BLOCK 5020,6.267122395747659e-14
BLOCK 5021,3.267019953568665e-13
BLOCK 5022,4.920637769802283e-16
BLOCK 5023,2.387844172727262e-14
BLOCK 5024,3.5491336498393088e-12
BLOCK 5025,3.413065274197455e-10
BLOCK 5026,1.2013119273242882e-12
BLOCK 5027,4.3491162844652415e-08
BLOCK 5028,4.524569322592962e-07
BLOCK 5029,2.7449661013013e-09
BLOCK 5032,6.095730673696032e-18
BLOCK 5033,1.0347126845304172e-15
BLOCK 5034,1.2213245855030429e-08
BLOCK 5035,2.765751802057495e-10
BLOCK 2063,6.840340213948505e-07
BLOCK 4034,4.407643176255851e-07
BLOCK 4035,3.7114003678746784e-07
BLOCK 4036,3.845877792815365e-07
BLOCK 4037,3.374613999178284e-07
BLOCK 4038,2.0412175511587598e-07
BLOCK 4039,1.565979844339533e-07
BLOCK 4040,1.199194023716547e-07
BLOCK 4041,4.0028710595455057e-07
BLOCK 4042,2.617215517426914e-07
BLOCK 4043,4.278574339373881e-07
BLOCK 4044,5.44575673414664e-07
BLOCK 4045,6.369302619362592e-07
BLOCK 4046,5.804979669536643e-07
BLOCK 4048,5.325325960895664e-07
BLOCK 4049,5.802285508355647e-07
BLOCK 4050,5.422003985676482e-07
BLOCK 4051,7.283539398967323e-07
BLOCK 4052,6.731869478006468e-07
BLOCK 4053,6.504981330090042e-07
BLOCK 4054,6.12326373733633e-07
BLOCK 4055,6.128445873277482e-07
BLOCK 4056,6.259468615430234e-07
BLOCK 4058,6.616924397968625e-07
BLOCK 4059,6.51464095114895e-07
BLOCK 4061,4.727101767319598e-07
BLOCK 4062,5.058366398265383e-07
BLOCK 2035,1.30505948873244e-06
BLOCK 2037,1.5182701577229678e-06
BLOCK 2038,1.8746266817233195e-06
BLOCK 2040,5.525424001821847e-07
BLOCK 2041,9.040180071050359e-07
BLOCK 2042,7.860642610509859e-07
BLOCK 2043,6.396287688697299e-07
BLOCK 2044,6.278065000028449e-07
BLOCK 1045,2.4849077200704437e-07
BLOCK 1047,1.015793883109707e-07
BLOCK 1041,2.1017866526086666e-07
BLOCK 1042,1.581765859468506e-07
BLOCK 1043,2.744944218739281e-07
BLOCK 1044,3.4349718352771606e-07
BLOCK 1046,3.7535841378880653e-07
BLOCK 2033,1.2536500925369687e-06
BLOCK 2045,5.440194813615754e-07
BLOCK 2046,5.062160873263633e-07
BLOCK 2047,5.514571778012644e-07
BLOCK 2048,5.881854099296362e-07
BLOCK 2049,5.634671651649736e-07
BLOCK 2050,5.39368432033259e-07
BLOCK 2052,6.690248694681168e-07
BLOCK 2062,4.728794184417187e-07
BLOCK 2031,5.535741517293439e-07
BLOCK 2032,5.293481346391694e-07
BLOCK 2034,1.109853447705681e-06
BLOCK 2036,2.003073539991456e-06
BLOCK 2039,9.189381206585635e-07
BLOCK 2053,6.225153965382469e-07
BLOCK 2057,8.378183880792988e-08
BLOCK 2058,3.164348531331311e-07
BLOCK 2065,1.26468108486845e-06
BLOCK 2066,1.1414421896666046e-06
BLOCK 2067,9.201155339266799e-07
BLOCK 4063,5.457272241919436e-07
BLOCK 4064,6.285883009133606e-07
BLOCK 4065,1.1845530817317965e-07
