,butyl_acryl Cumulative Hazard Index PAC2
BLOCK 1014,2.145970571296314e-06
BLOCK 1015,3.0763426870663392e-06
BLOCK 1021,8.350220971959319e-07
BLOCK 1022,8.297724475585457e-07
BLOCK 1023,7.790933663812442e-07
BLOCK 1031,6.918110204623104e-07
BLOCK 1032,6.661048449849465e-07
BLOCK 1034,1.2020390507044357e-06
BLOCK 1036,3.863140662048272e-07
BLOCK 1048,1.1899175021988363e-06
BLOCK 1049,1.0496922130368736e-06
BLOCK 1050,7.288423890890443e-07
BLOCK 1051,2.1696653346773007e-06
BLOCK 1053,1.968408274006975e-06
BLOCK 1055,2.7996464148659275e-15
BLOCK 1056,1.1406989323361518e-17
BLOCK 1057,1.5020677521522384e-17
BLOCK 1058,2.111013558921542e-06
BLOCK 1059,3.3483155880971016e-07
BLOCK 1060,3.7079293794195863e-06
BLOCK 1061,4.676851490691758e-06
BLOCK 1062,7.581675797468188e-06
BLOCK 1063,2.90946319296035e-06
BLOCK 1064,2.633304967117963e-06
BLOCK 1065,1.3716343888479377e-06
BLOCK 1066,4.213919555872229e-06
BLOCK 1067,1.0419027144349993e-06
BLOCK 3039,6.135456558106273e-06
BLOCK 3040,4.352975457563943e-06
BLOCK 3041,3.945041911501865e-06
BLOCK 3042,4.871823705838267e-06
BLOCK 3043,5.736901562582135e-06
BLOCK 3044,3.613220263104832e-06
BLOCK 3045,4.819568734579469e-06
BLOCK 3046,4.89603652476675e-06
BLOCK 3047,3.119288166735297e-06
BLOCK 3048,3.888357897018413e-06
BLOCK 3049,8.299033459312469e-06
BLOCK 3050,3.921168018504605e-06
BLOCK 2059,5.03296927952765e-06
BLOCK 2060,7.119613623127576e-06
BLOCK 2061,2.3881666851507393e-06
BLOCK 2064,6.305937858387876e-06
BLOCK 2014,3.6959268256765644e-06
BLOCK 2015,4.434085489944054e-06
BLOCK 2016,1.9425088353723913e-06
BLOCK 2017,2.189404739418495e-06
BLOCK 2018,5.249300691839556e-06
BLOCK 2019,1.1142712538153439e-05
BLOCK 2020,4.079003578908328e-06
BLOCK 2021,3.7765400258837205e-06
BLOCK 2022,1.5210317102849384e-05
BLOCK 2023,6.56926973131712e-07
BLOCK 2024,2.9734408126341853e-07
BLOCK 3001,2.0893334825184483e-06
BLOCK 3002,2.2474352428249034e-06
BLOCK 3003,2.6367243980800763e-06
BLOCK 3004,7.325208636399154e-06
BLOCK 3005,4.338624949122755e-06
BLOCK 3006,4.742073354752933e-06
BLOCK 3007,5.4586752535586824e-06
BLOCK 3008,9.722338397975746e-06
BLOCK 3009,1.0109369569872354e-05
BLOCK 3018,8.035135900765657e-07
BLOCK 3019,1.5519607206712714e-06
BLOCK 3020,3.534162934800503e-07
BLOCK 3021,3.120849336003706e-07
BLOCK 3022,2.868926754113445e-07
BLOCK 3023,3.3285838588298457e-07
BLOCK 3024,1.1295398940643544e-06
BLOCK 3029,7.027941507589954e-07
BLOCK 2030,3.1965100251026674e-07
BLOCK 3000,1.2168643815888992e-06
BLOCK 3016,1.2463556242168987e-06
BLOCK 3032,1.314151609787369e-06
BLOCK 3033,6.707272002481593e-06
BLOCK 3034,1.1459187109564002e-06
BLOCK 3035,2.0673602303346566e-06
BLOCK 3036,1.91514320908358e-08
BLOCK 3037,2.6397260928911915e-08
BLOCK 3038,4.7125337000198604e-06
BLOCK 4002,7.238655015466067e-07
BLOCK 4003,6.492134534171441e-07
BLOCK 4004,1.0219600342627202e-06
BLOCK 4005,1.1309342075298387e-13
BLOCK 4006,1.271863560702569e-17
BLOCK 4007,2.1886868447132747e-16
BLOCK 4008,1.5035373924207665e-07
BLOCK 4009,1.6561977307324119e-07
BLOCK 4010,1.653032810027382e-07
BLOCK 4011,2.9704315632279587e-07
BLOCK 4012,1.803817521964951e-07
BLOCK 4013,3.9230371210411894e-07
BLOCK 4014,1.975306136286109e-07
BLOCK 4015,1.8180554963986921e-07
BLOCK 4016,1.4019499293791422e-09
BLOCK 4017,1.9272445360249766e-07
BLOCK 4018,8.36433352586254e-12
BLOCK 4019,7.261657672033458e-07
BLOCK 4020,1.9646606543987713e-07
BLOCK 4021,6.714667064983249e-07
BLOCK 4022,5.163200738343889e-08
BLOCK 4023,1.1160711867155134e-06
BLOCK 4024,1.1222318803196356e-06
BLOCK 4025,1.0580519691915146e-06
BLOCK 4026,1.3045455283371822e-06
BLOCK 4027,1.4579727781817328e-06
BLOCK 4028,1.4632361886904492e-06
BLOCK 4029,1.4991185300647367e-06
BLOCK 4030,1.2946979267077197e-06
BLOCK 4031,1.8755311966026302e-06
BLOCK 4032,1.3629048518769455e-06
BLOCK 4033,2.0400621644903018e-06
BLOCK 5000,4.3501246790649173e-07
BLOCK 5001,4.0680825215719527e-07
BLOCK 5002,4.0091491201421696e-07
BLOCK 5003,3.947107560691083e-07
BLOCK 5004,3.5596325739089155e-07
BLOCK 5005,1.5599116589256028e-07
BLOCK 5006,3.6540822271358716e-08
BLOCK 5007,1.8926673294727903e-08
BLOCK 5008,4.346544736130986e-09
BLOCK 5009,4.515155598469715e-09
BLOCK 5010,1.7060673760476723e-09
BLOCK 5011,3.3088711784192395e-09
BLOCK 5012,5.060338662724694e-09
BLOCK 5013,1.0761203735604182e-09
BLOCK 5014,4.141587146920473e-11
BLOCK 5015,2.386258059943571e-10
BLOCK 5016,2.0113522370235418e-11
BLOCK 5017,3.673983346464681e-10
BLOCK 5018,6.541674305445881e-10
BLOCK 5019,1.146738809867233e-09
BLOCK 5020,7.269070043959264e-13
BLOCK 5021,4.598363674598112e-12
BLOCK 5022,3.3657245788535896e-16
BLOCK 5023,1.6371408392606192e-14
BLOCK 5024,2.4358248665322704e-12
BLOCK 5025,2.6928600867078803e-10
BLOCK 5026,2.4527506537731516e-12
BLOCK 5027,1.751220838847547e-07
BLOCK 5028,1.6647868234522646e-06
BLOCK 5029,1.8373605934657172e-08
BLOCK 5032,4.145849786083263e-18
BLOCK 5033,2.075087150157309e-14
BLOCK 5034,5.193416302703712e-08
BLOCK 5035,1.7834534025986585e-10
BLOCK 2063,2.467849519392179e-06
BLOCK 4034,1.5827512781829193e-06
BLOCK 4035,1.3371542416834514e-06
BLOCK 4036,1.3836000144316654e-06
BLOCK 4037,1.2177228760850897e-06
BLOCK 4038,7.502863910999002e-07
BLOCK 4039,5.767166397231581e-07
BLOCK 4040,4.430327238414171e-07
BLOCK 4041,1.4442090148403276e-06
BLOCK 4042,9.598957729788777e-07
BLOCK 4043,1.5445440849883587e-06
BLOCK 4044,1.9458548292298295e-06
BLOCK 4045,2.2703149897650183e-06
BLOCK 4046,2.0744138631107724e-06
BLOCK 4048,1.9088273262032325e-06
BLOCK 4049,2.077652545058494e-06
BLOCK 4050,1.9420150326332805e-06
BLOCK 4051,2.5949146466196413e-06
BLOCK 4052,2.3998308220795115e-06
BLOCK 4053,2.31983276036584e-06
BLOCK 4054,2.184549269118184e-06
BLOCK 4055,2.185687596011918e-06
BLOCK 4056,2.2311986318143956e-06
BLOCK 4058,2.356173897848765e-06
BLOCK 4059,2.320694774832926e-06
BLOCK 4061,1.7053460244394338e-06
BLOCK 4062,1.8180773554487745e-06
BLOCK 2035,4.6574254453701605e-06
BLOCK 2037,5.398320523998696e-06
BLOCK 2038,6.76034695045334e-06
BLOCK 2040,2.0174906924028436e-06
BLOCK 2041,3.3079094014333347e-06
BLOCK 2042,2.8690504456106903e-06
BLOCK 2043,2.3075211983350705e-06
BLOCK 2044,2.265522943353151e-06
BLOCK 1045,9.1246572691742e-07
BLOCK 1047,3.73190621283945e-07
BLOCK 1041,7.660576106305508e-07
BLOCK 1042,5.882369294132606e-07
BLOCK 1043,1.0140021109910916e-06
BLOCK 1044,1.2515046102091557e-06
BLOCK 1046,1.3641727235006348e-06
BLOCK 2033,4.575627959737418e-06
BLOCK 2045,1.962854588656725e-06
BLOCK 2046,1.8282857214368567e-06
BLOCK 2047,1.98960582644468e-06
BLOCK 2048,2.122037433270821e-06
BLOCK 2049,2.0331268461092633e-06
BLOCK 2050,1.9467556793557072e-06
BLOCK 2052,2.4197360756310027e-06
BLOCK 2062,1.7104402897123682e-06
BLOCK 2031,2.0066095823386165e-06
BLOCK 2032,1.923644739911729e-06
BLOCK 2034,3.960591406276157e-06
BLOCK 2036,7.218224823795566e-06
BLOCK 2039,3.3778979880274724e-06
BLOCK 2053,2.2475463583250954e-06
BLOCK 2057,3.179705473841127e-07
BLOCK 2058,1.1694972877734095e-06
BLOCK 2065,4.563623050888539e-06
BLOCK 2066,4.120029625385115e-06
BLOCK 2067,3.3335071832418485e-06
BLOCK 4063,1.9558125022002558e-06
BLOCK 4064,2.241611624123844e-06
BLOCK 4065,4.376409397926572e-07
