,ethyl_acryl_80 Cumulative Hazard Index PAC3
BLOCK 1030,4.3354583623752725e-07
BLOCK 1033,2.2166802975989652e-07
BLOCK 1035,1.6576507991535123e-07
BLOCK 1037,1.6736079072666093e-07
BLOCK 1038,2.0989021045279901e-07
BLOCK 2009,4.3682214165797154e-07
BLOCK 2013,2.1547289438336705e-06
BLOCK 2008,4.375421698967408e-07
BLOCK 1009,1.3956900449178296e-06
BLOCK 1016,1.4504626665615109e-06
BLOCK 1020,4.50051928746467e-07
BLOCK 1026,4.399882836534793e-07
BLOCK 1027,2.6884874550426955e-07
BLOCK 1028,5.762135215465691e-07
BLOCK 1029,9.430601074630657e-07
BLOCK 1039,2.7052118353926863e-07
BLOCK 1040,4.259604611952871e-07
BLOCK 1052,8.079847244036812e-07
BLOCK 1054,1.0363133446508727e-06
BLOCK 2025,2.0074833255487594e-07
BLOCK 2028,9.32279349632737e-07
BLOCK 2029,9.74884257128243e-07
BLOCK 1005,9.139221406445334e-07
BLOCK 1006,1.9694601581809686e-06
BLOCK 1007,1.7459426071621142e-06
BLOCK 1008,1.981930969774037e-06
BLOCK 1011,7.269410803464583e-07
BLOCK 1024,4.4583008743719363e-07
BLOCK 1025,4.817933366959876e-07
BLOCK 3010,4.5042002076497035e-06
BLOCK 3011,4.311264068822071e-06
BLOCK 3012,2.588569854824807e-06
BLOCK 3013,1.1050488845488016e-06
BLOCK 3014,1.1169652279398076e-06
BLOCK 3015,3.27862955299177e-07
BLOCK 3017,4.2381675979712787e-07
BLOCK 3025,8.629773621374923e-07
BLOCK 3026,2.3160696049030661e-07
BLOCK 3027,9.097522283281452e-07
BLOCK 3028,4.999598274205227e-06
BLOCK 3030,3.078606266497843e-07
BLOCK 3031,6.063127250728622e-07
BLOCK 4047,1.0842516449654554e-06
BLOCK 4057,1.0962300214042722e-06
BLOCK 4000,2.4270759246970905e-13
BLOCK 4001,1.1392126383309296e-06
BLOCK 1000,3.2250624627359157e-07
BLOCK 1001,3.2215515784283164e-07
BLOCK 1002,4.35057681131137e-07
BLOCK 1003,5.660118477632619e-07
BLOCK 1004,1.128243386309442e-06
BLOCK 1010,1.796072560006171e-06
BLOCK 1017,7.385480752795484e-07
BLOCK 1018,5.13202503533308e-07
BLOCK 1019,4.427883682109319e-07
BLOCK 2000,7.02731579157871e-07
BLOCK 2001,8.809229226083179e-07
BLOCK 2002,9.280339841295686e-07
BLOCK 2003,8.673650608562901e-07
BLOCK 2004,4.26003558919805e-07
BLOCK 2005,2.9274591759359914e-07
BLOCK 2006,2.7675387709242185e-07
BLOCK 2007,2.9197387159022087e-07
BLOCK 2010,3.699268023067085e-07
BLOCK 2011,8.890847608716574e-07
BLOCK 2012,1.52271282271356e-06
BLOCK 2026,3.190483832628789e-07
BLOCK 2027,3.6919741226323304e-07
BLOCK 2051,1.065988670433806e-06
BLOCK 2054,1.0805811125194724e-06
BLOCK 2055,2.1882580539550767e-06
BLOCK 2056,2.0800224405608363e-06
BLOCK 5030,3.942118914917969e-15
BLOCK 5031,1.1220097318272186e-12
BLOCK 1012,1.4034086061112108e-06
BLOCK 1013,4.6376551155177425e-06
BLOCK 1014,1.0624502738611576e-06
BLOCK 1015,1.5021161574625959e-06
BLOCK 1021,4.038324491518484e-07
BLOCK 1022,4.010382736624242e-07
BLOCK 1023,3.770596660661627e-07
BLOCK 1031,3.3247002913029877e-07
BLOCK 1032,3.2087022570770943e-07
BLOCK 1034,5.814713029474186e-07
BLOCK 1036,1.8931618263663165e-07
BLOCK 1048,5.836885073202504e-07
BLOCK 1049,5.059655045724197e-07
BLOCK 1050,3.5136146197245576e-07
BLOCK 1051,1.0642483972900588e-06
BLOCK 1053,9.639592126751611e-07
BLOCK 1055,1.3815565407977618e-15
BLOCK 1056,5.617606763850235e-18
BLOCK 1057,7.417072106459734e-18
BLOCK 1058,1.0333650297402327e-06
BLOCK 1059,1.6392556692841952e-07
BLOCK 1060,1.790440031130443e-06
BLOCK 1061,2.275377149860824e-06
BLOCK 1062,3.700978517923492e-06
BLOCK 1063,1.424557925547248e-06
BLOCK 1064,1.2860393462126172e-06
BLOCK 1065,6.355778266214608e-07
BLOCK 1066,2.0315816679050164e-06
BLOCK 1067,4.920729178693729e-07
BLOCK 3039,2.9979253961740635e-06
BLOCK 3040,2.1208919584008665e-06
BLOCK 3041,1.9219771284495894e-06
BLOCK 3042,2.37454318081413e-06
BLOCK 3043,2.797594171750807e-06
BLOCK 3044,1.7605578388497202e-06
BLOCK 3045,2.344372789386186e-06
BLOCK 3046,2.3788762318206488e-06
BLOCK 3047,1.5140190656692404e-06
BLOCK 3048,1.8929137087634842e-06
BLOCK 3049,4.054557786224218e-06
BLOCK 3050,1.908717721773328e-06
BLOCK 2059,2.4556198219726586e-06
BLOCK 2060,3.487168839368402e-06
BLOCK 2061,1.1761908585079707e-06
BLOCK 2064,3.0873606186769415e-06
BLOCK 2014,1.8308578161512356e-06
BLOCK 2015,2.1916812959984885e-06
BLOCK 2016,9.636580788744344e-07
BLOCK 2017,1.0854252854682984e-06
BLOCK 2018,2.607456587341851e-06
BLOCK 2019,5.523555816761591e-06
BLOCK 2020,1.5132028519029535e-06
BLOCK 2021,1.8677468542737478e-06
BLOCK 2022,7.5588346929328005e-06
BLOCK 2023,2.999624963614268e-07
BLOCK 2024,1.4088369068687254e-07
BLOCK 3001,9.506049392221132e-07
BLOCK 3002,1.0338411130767015e-06
BLOCK 3003,1.2077481360121928e-06
BLOCK 3004,3.236283029380052e-06
BLOCK 3005,1.9729096497414845e-06
BLOCK 3006,2.1403878608604706e-06
BLOCK 3007,2.4982662398374885e-06
BLOCK 3008,4.485354917508988e-06
BLOCK 3009,4.63472273459767e-06
BLOCK 3018,3.752087290749297e-07
BLOCK 3019,7.536265693920243e-07
BLOCK 3020,1.7317757402061165e-07
BLOCK 3021,1.5267403983686357e-07
BLOCK 3022,1.4027287279341744e-07
BLOCK 3023,1.6189317393873988e-07
BLOCK 3024,5.500917115600888e-07
BLOCK 3029,3.4324017246745195e-07
BLOCK 2030,1.5300000762811567e-07
BLOCK 3000,5.635501985089035e-07
BLOCK 3016,5.93750423978238e-07
BLOCK 3032,6.440498260161544e-07
BLOCK 3033,3.275369876427448e-06
BLOCK 3034,5.583654463856283e-07
BLOCK 3035,1.012432360830671e-06
BLOCK 3036,8.848892952323345e-17
BLOCK 3037,1.3222798615846847e-16
BLOCK 3038,2.3219082938603742e-06
BLOCK 4002,3.3917941380317616e-07
BLOCK 4003,3.073130949815919e-07
BLOCK 4004,4.79876110359143e-07
BLOCK 4005,5.2434267670609885e-14
BLOCK 4006,5.856584904355357e-18
BLOCK 4007,9.957565490828578e-17
BLOCK 4008,7.254588165221968e-08
BLOCK 4009,8.016508097470146e-08
BLOCK 4010,8.013750063443916e-08
BLOCK 4011,1.4216822576552294e-07
BLOCK 4012,8.748318796358283e-08
BLOCK 4013,1.8785247611895706e-07
BLOCK 4014,9.519347043651113e-08
BLOCK 4015,8.763296123290266e-08
BLOCK 4016,1.1841120560997624e-10
BLOCK 4017,9.301877077163728e-08
BLOCK 4018,3.805409292377716e-12
BLOCK 4019,3.4904342943136053e-07
BLOCK 4020,9.551324484043242e-08
BLOCK 4021,3.2443550530652324e-07
BLOCK 4022,7.675217943670408e-16
BLOCK 4023,5.383619468120035e-07
BLOCK 4024,5.42029708042477e-07
BLOCK 4025,5.126416334834055e-07
BLOCK 4026,6.329960862818626e-07
BLOCK 4027,7.088032029544157e-07
BLOCK 4028,7.103953307572505e-07
BLOCK 4029,7.261419859743582e-07
BLOCK 4030,6.262186974560099e-07
BLOCK 4031,9.125778002572499e-07
BLOCK 4032,6.64741618453356e-07
BLOCK 4033,9.94917999986334e-07
BLOCK 5000,2.1200905026234108e-07
BLOCK 5001,1.9807735466648403e-07
BLOCK 5002,1.9497265323007902e-07
BLOCK 5003,1.917188029827315e-07
BLOCK 5004,1.7250858979106534e-07
BLOCK 5005,7.58321595508845e-08
BLOCK 5006,1.7745190040676245e-08
BLOCK 5007,9.093087333022472e-09
BLOCK 5008,1.9918837813313495e-09
BLOCK 5009,2.14317005064253e-09
BLOCK 5010,8.031130305417936e-10
BLOCK 5011,1.59690582042394e-09
BLOCK 5012,2.452124022960545e-09
BLOCK 5013,5.178066031154676e-10
BLOCK 5014,1.0154441383926499e-16
BLOCK 5015,1.6828941060598978e-11
BLOCK 5016,8.275748773136336e-12
BLOCK 5017,1.1661562552704416e-10
BLOCK 5018,1.7856011968300528e-10
BLOCK 5019,4.986187673496425e-10
BLOCK 5020,3.3795992486977016e-13
BLOCK 5021,2.1957226892421116e-12
BLOCK 5022,3.512295435541247e-21
BLOCK 5023,7.538395529148233e-18
BLOCK 5024,2.8031387594855668e-18
BLOCK 5025,1.412694271329282e-20
BLOCK 5026,8.490601835483925e-13
BLOCK 5027,8.485844943124002e-08
BLOCK 5028,8.023365803988401e-07
BLOCK 5029,8.986726914868865e-09
BLOCK 5032,1.4359181136689e-27
BLOCK 5033,1.0028484344439803e-14
