,ethyl_acryl_80 Cumulative Hazard Index PAC3
BLOCK 1030,4.5014014754731435e-07
BLOCK 1033,2.25371820902701e-07
BLOCK 1035,1.6634808105282598e-07
BLOCK 1037,1.6600477577299273e-07
BLOCK 1038,2.131520810316415e-07
BLOCK 2009,4.528806089170725e-07
BLOCK 2013,2.1792585267399546e-06
BLOCK 2008,4.5419893859711306e-07
BLOCK 1009,1.5060991291483322e-06
BLOCK 1016,1.4880670856588014e-06
BLOCK 1020,4.6690857044390333e-07
BLOCK 1026,4.562404807368504e-07
BLOCK 1027,2.742172027504541e-07
BLOCK 1028,5.933613781384024e-07
BLOCK 1029,1.0040088447545985e-06
BLOCK 1039,2.7515041290937636e-07
BLOCK 1040,4.342654913378785e-07
BLOCK 1052,8.358630742682596e-07
BLOCK 1054,1.0729938347049112e-06
BLOCK 2025,2.0376753241307925e-07
BLOCK 2028,9.4608025981881e-07
BLOCK 2029,9.92084258647273e-07
BLOCK 1005,9.02456471932156e-07
BLOCK 1006,2.0847626766371196e-06
BLOCK 1007,1.8040975550189692e-06
BLOCK 1008,2.1621655791154176e-06
BLOCK 1011,7.306176110114578e-07
BLOCK 1024,4.6242441116023417e-07
BLOCK 1025,5.012175033145417e-07
BLOCK 3010,4.697019599963085e-06
BLOCK 3011,4.481219478337179e-06
BLOCK 3012,2.645636919484213e-06
BLOCK 3013,1.1050750034051177e-06
BLOCK 3014,1.1143604981416234e-06
BLOCK 3015,3.069590215674271e-07
BLOCK 3017,4.240723246615014e-07
BLOCK 3025,9.09290717817769e-07
BLOCK 3026,2.3025075448202059e-07
BLOCK 3027,9.079117075282133e-07
BLOCK 3028,5.187406319825128e-06
BLOCK 3030,3.038167621255046e-07
BLOCK 3031,5.561655051478234e-07
BLOCK 4047,1.1471437413256083e-06
BLOCK 4057,1.1711013960173145e-06
BLOCK 4000,1.1545910809936022e-14
BLOCK 4001,1.1729889647185353e-06
BLOCK 1000,3.305188416745668e-07
BLOCK 1001,3.256455405383716e-07
BLOCK 1002,4.3382087438394876e-07
BLOCK 1003,5.654240261846716e-07
BLOCK 1004,1.1583150117097138e-06
BLOCK 1010,1.856555719657623e-06
BLOCK 1017,7.790395162097879e-07
BLOCK 1018,5.337745534077559e-07
BLOCK 1019,4.59114445133912e-07
BLOCK 2000,7.224510890889235e-07
BLOCK 2001,9.140018799688562e-07
BLOCK 2002,9.64294731444882e-07
BLOCK 2003,8.993616728677775e-07
BLOCK 2004,4.4140230661796164e-07
BLOCK 2005,2.998146756498815e-07
BLOCK 2006,2.8249798932034993e-07
BLOCK 2007,2.9876381102300887e-07
BLOCK 2010,3.818739306159987e-07
BLOCK 2011,9.222941793601648e-07
BLOCK 2012,1.6080142371034432e-06
BLOCK 2026,3.275729916633748e-07
BLOCK 2027,3.8158018611643293e-07
BLOCK 2051,1.1080526128908077e-06
BLOCK 2054,1.1240818978859173e-06
BLOCK 2055,2.232809347598756e-06
BLOCK 2056,2.137909210440473e-06
BLOCK 5030,1.0590810743445978e-16
BLOCK 5031,1.73661135766456e-13
BLOCK 1012,1.4454734367862142e-06
BLOCK 1013,5.223143404128077e-06
BLOCK 1014,8.458189731118436e-07
BLOCK 1015,1.5502542067573753e-06
BLOCK 1021,4.17722682910975e-07
BLOCK 1022,4.1481299160305013e-07
BLOCK 1023,3.8589498807957087e-07
BLOCK 1031,3.4137708621311753e-07
BLOCK 1032,3.281529891423304e-07
BLOCK 1034,6.08025914660978e-07
BLOCK 1036,1.8637458888089392e-07
BLOCK 1048,5.959194158979128e-07
BLOCK 1049,5.269906114334319e-07
BLOCK 1050,3.6033431480380454e-07
BLOCK 1051,1.103633204039169e-06
BLOCK 1053,9.96375900838294e-07
BLOCK 1055,8.486144619629858e-17
BLOCK 1056,2.720109932046242e-19
BLOCK 1057,1.0808017358198778e-19
BLOCK 1058,1.0549303710598486e-06
BLOCK 1059,1.6297478323118043e-07
BLOCK 1060,1.7730815197853262e-06
BLOCK 1061,2.2088733263854717e-06
BLOCK 1062,3.7628622344877805e-06
BLOCK 1063,1.4579584855357402e-06
BLOCK 1064,1.328814643822877e-06
BLOCK 1065,6.665914990419792e-07
BLOCK 1066,2.072021678735941e-06
BLOCK 1067,4.908473740172925e-07
BLOCK 3039,2.867945188638827e-06
BLOCK 3040,2.0192188514890357e-06
BLOCK 3041,1.8214397366757603e-06
BLOCK 3042,2.269663716753414e-06
BLOCK 3043,2.6978866770504513e-06
BLOCK 3044,1.6564792763009575e-06
BLOCK 3045,2.320695972724056e-06
BLOCK 3046,2.415231180549997e-06
BLOCK 3047,1.4687060782476644e-06
BLOCK 3048,1.800864833724848e-06
BLOCK 3049,4.0855680404466265e-06
BLOCK 3050,1.8133550316708267e-06
BLOCK 2059,2.460290392992125e-06
BLOCK 2060,3.6073159345692283e-06
BLOCK 2061,1.2347523829161289e-06
BLOCK 2064,3.0941313648992072e-06
BLOCK 2014,1.9300167359519058e-06
BLOCK 2015,2.316303316818967e-06
BLOCK 2016,8.979295598430126e-07
BLOCK 2017,1.0612963757575843e-06
BLOCK 2018,2.7160315323581843e-06
BLOCK 2019,5.520332380836698e-06
BLOCK 2020,8.242177713829265e-07
BLOCK 2021,1.895713404342519e-06
BLOCK 2022,8.006794529608426e-06
BLOCK 2023,2.9921937623191054e-07
BLOCK 2024,1.3859269133673484e-07
BLOCK 3001,9.764770517233178e-07
BLOCK 3002,1.0509282357528647e-06
BLOCK 3003,1.2550463509618305e-06
BLOCK 3004,3.405968624121579e-06
BLOCK 3005,2.0230134428635685e-06
BLOCK 3006,2.271020188377661e-06
BLOCK 3007,2.634297200789385e-06
BLOCK 3008,4.729761068354759e-06
BLOCK 3009,4.896992088727348e-06
BLOCK 3018,3.710350473400325e-07
BLOCK 3019,7.385381284816002e-07
BLOCK 3020,1.7947804604808473e-07
BLOCK 3021,1.546423284522264e-07
BLOCK 3022,1.4518434306484367e-07
BLOCK 3023,1.6260259668515212e-07
BLOCK 3024,5.642501743945255e-07
BLOCK 3029,3.386527695064166e-07
BLOCK 2030,1.5001273567059416e-07
BLOCK 3000,5.825490503751062e-07
BLOCK 3016,6.010377913215524e-07
BLOCK 3032,5.849975505349926e-07
BLOCK 3033,3.1220621355198653e-06
BLOCK 3034,5.721654296973655e-07
BLOCK 3035,1.0663425003213493e-06
BLOCK 3036,3.59180382587583e-13
BLOCK 3037,9.157314447190326e-13
BLOCK 3038,2.3510000469104397e-06
BLOCK 4002,3.106740459008712e-07
BLOCK 4003,3.0553004391355855e-07
BLOCK 4004,4.874321134253279e-07
BLOCK 4005,7.439442503717518e-15
BLOCK 4006,3.464136764363948e-19
BLOCK 4007,1.2563261828553949e-17
BLOCK 4008,7.435865600235709e-08
BLOCK 4009,8.230687336837248e-08
BLOCK 4010,8.185308753162875e-08
BLOCK 4011,1.3675791657082334e-07
BLOCK 4012,8.993357875207776e-08
BLOCK 4013,1.8912666736569065e-07
BLOCK 4014,9.625565579926425e-08
BLOCK 4015,8.90447858377158e-08
BLOCK 4016,1.686037711261438e-13
BLOCK 4017,9.452017839687936e-08
BLOCK 4018,1.3987046486865965e-12
BLOCK 4019,3.5885518478993083e-07
BLOCK 4020,9.831588638806755e-08
BLOCK 4021,3.2935160900619883e-07
BLOCK 4022,4.875815113890079e-12
BLOCK 4023,5.602983383041123e-07
BLOCK 4024,5.6499795837383e-07
BLOCK 4025,5.333998512796083e-07
BLOCK 4026,6.632175600162156e-07
BLOCK 4027,7.451753080580297e-07
BLOCK 4028,7.459237424984611e-07
BLOCK 4029,7.571438004978382e-07
BLOCK 4030,6.535592648295035e-07
BLOCK 4031,9.590308197923427e-07
BLOCK 4032,6.936041975618166e-07
BLOCK 4033,1.0529518794005493e-06
BLOCK 5000,1.0713910261695344e-07
BLOCK 5001,1.0584783494918896e-07
BLOCK 5002,1.1269518291100116e-07
BLOCK 5003,1.1779521593184477e-07
BLOCK 5004,1.121693791972319e-07
BLOCK 5005,2.7764486026647722e-08
BLOCK 5006,3.3543968587751155e-09
BLOCK 5007,5.664037708243246e-10
BLOCK 5008,4.860369213652255e-11
BLOCK 5009,7.565894991603826e-11
BLOCK 5010,2.127179298108122e-11
BLOCK 5011,8.047853907088142e-11
BLOCK 5012,2.0009787541447537e-10
