,ethyl_acryl_50 Cumulative Hazard Index PAC1
BLOCK 1030,2.8134525078770463e-06
BLOCK 1033,1.4086122248335414e-06
BLOCK 1035,1.0397038086219905e-06
BLOCK 1037,1.0375580922139405e-06
BLOCK 1038,1.3322367716037814e-06
BLOCK 2009,2.830580857693203e-06
BLOCK 2013,1.3620736565659263e-05
BLOCK 2008,2.838820642490735e-06
BLOCK 1009,9.413375801074094e-06
BLOCK 1016,9.300672461338267e-06
BLOCK 1020,2.9182580039177935e-06
BLOCK 1026,2.85158062820691e-06
BLOCK 1027,1.7139041718117388e-06
BLOCK 1028,3.708609566369326e-06
BLOCK 1029,6.275226099242021e-06
BLOCK 1039,1.7197368940790204e-06
BLOCK 1040,2.7142332056942107e-06
BLOCK 1052,5.22428642580624e-06
BLOCK 1054,6.706394023363212e-06
BLOCK 2025,1.2735817460743973e-06
BLOCK 2028,5.913162587570401e-06
BLOCK 2029,6.200695407252311e-06
BLOCK 1005,5.640506491237863e-06
BLOCK 1006,1.3030121425231587e-05
BLOCK 1007,1.127591666346414e-05
BLOCK 1008,1.3513902734855038e-05
BLOCK 1011,4.566484374254271e-06
BLOCK 1024,2.890231245471341e-06
BLOCK 1025,3.132694671594359e-06
BLOCK 3010,2.935717163880561e-05
BLOCK 3011,2.8008384162956753e-05
BLOCK 3012,1.6535680868751198e-05
BLOCK 3013,6.906906785948418e-06
BLOCK 3014,6.9649427078621635e-06
BLOCK 3015,1.9185461100280708e-06
BLOCK 3017,2.6505241797272536e-06
BLOCK 3025,5.683221690784257e-06
BLOCK 3026,1.4391063897937092e-06
BLOCK 3027,5.674602641853213e-06
BLOCK 3028,3.242217207109974e-05
BLOCK 3030,1.8989064538999822e-06
BLOCK 3031,3.4761290317664407e-06
BLOCK 4047,7.169843555420162e-06
BLOCK 4057,7.319582973338104e-06
BLOCK 4000,7.21639069541666e-14
BLOCK 4001,7.331380598866901e-06
BLOCK 1000,2.065798994105907e-06
BLOCK 1001,2.035340032873556e-06
BLOCK 1002,2.7114542740861485e-06
BLOCK 1003,3.5339963634680962e-06
BLOCK 1004,7.2396658959725064e-06
BLOCK 1010,1.1603789117555206e-05
BLOCK 1017,4.86912952012433e-06
BLOCK 1018,3.3361817738511154e-06
BLOCK 1019,2.8695433946575787e-06
BLOCK 2000,4.515442222807045e-06
BLOCK 2001,5.712667255773768e-06
BLOCK 2002,6.027006134197494e-06
BLOCK 2003,5.621163470544216e-06
BLOCK 2004,2.7588395154344348e-06
BLOCK 2005,1.8738927325224648e-06
BLOCK 2006,1.7656604967456744e-06
BLOCK 2007,1.867324649813062e-06
BLOCK 2010,2.3867770374148164e-06
BLOCK 2011,5.764495537800294e-06
BLOCK 2012,1.0050362565372289e-05
BLOCK 2026,2.0473869303364863e-06
BLOCK 2027,2.3849410843155843e-06
BLOCK 2051,6.925517351836914e-06
BLOCK 2054,7.025703110238366e-06
BLOCK 2055,1.3955438307028016e-05
BLOCK 2056,1.3362296303719387e-05
BLOCK 5030,6.619436904029389e-16
BLOCK 5031,1.085411644806813e-12
BLOCK 1012,9.034454909108872e-06
BLOCK 1013,3.264553492821031e-05
BLOCK 1014,5.2865124874500966e-06
BLOCK 1015,9.689352548563862e-06
BLOCK 1021,2.610837838474477e-06
BLOCK 1022,2.5926517727524246e-06
BLOCK 1023,2.4119093306946914e-06
BLOCK 1031,2.133664869866116e-06
BLOCK 1032,2.0510120132592626e-06
BLOCK 1034,3.8002654146225776e-06
BLOCK 1036,1.164872889806812e-06
BLOCK 1048,3.724597737584337e-06
BLOCK 1049,3.2937809823088595e-06
BLOCK 1050,2.252150773892839e-06
BLOCK 1051,6.897895294607138e-06
BLOCK 1053,6.227518901115355e-06
BLOCK 1055,5.303984768387142e-16
BLOCK 1056,1.7001149867913898e-18
BLOCK 1057,6.7551947337483e-19
BLOCK 1058,6.593494302309558e-06
BLOCK 1059,1.0186201233123459e-06
BLOCK 1060,1.1082061166264086e-05
BLOCK 1061,1.3805834102030867e-05
BLOCK 1062,2.351852916941319e-05
BLOCK 1063,9.11248858796803e-06
BLOCK 1064,8.305317605056009e-06
BLOCK 1065,4.166310281204259e-06
BLOCK 1066,1.2950488020628062e-05
BLOCK 1067,3.0678795991389775e-06
BLOCK 3039,1.7925145373934247e-05
BLOCK 3040,1.2620461366595415e-05
BLOCK 3041,1.1384308249374039e-05
BLOCK 3042,1.4185784384553792e-05
BLOCK 3043,1.6862250743181818e-05
BLOCK 3044,1.0353277306075957e-05
BLOCK 3045,1.4504744666869289e-05
BLOCK 3046,1.5095605799762617e-05
BLOCK 3047,9.179662870985801e-06
BLOCK 3048,1.1255711605368843e-05
BLOCK 3049,2.5535495361005702e-05
BLOCK 3050,1.1333777467581913e-05
BLOCK 2059,1.537723354378636e-05
BLOCK 2060,2.2546338330668112e-05
BLOCK 2061,7.71741247087364e-06
BLOCK 2064,1.9338847458305645e-05
BLOCK 2014,1.2062932967865984e-05
BLOCK 2015,1.4477289820107087e-05
BLOCK 2016,5.612212520483347e-06
BLOCK 2017,6.633282914766339e-06
BLOCK 2018,1.6975659175974922e-05
BLOCK 2019,3.450301659562013e-05
BLOCK 2020,5.151501301470529e-06
BLOCK 2021,1.1848531309025226e-05
BLOCK 2022,5.004382806582537e-05
BLOCK 2023,1.8701720098774094e-06
BLOCK 2024,8.662279006646059e-07
BLOCK 3001,6.103147708606874e-06
BLOCK 3002,6.568480275727716e-06
BLOCK 3003,7.844253223923678e-06
BLOCK 3004,2.1287883383648137e-05
BLOCK 3005,1.2644178208288422e-05
BLOCK 3006,1.4194262562991992e-05
BLOCK 3007,1.646480569759746e-05
BLOCK 3008,2.9561811386804198e-05
BLOCK 3009,3.0607033716395764e-05
BLOCK 3018,2.319032172839839e-06
BLOCK 3019,4.615988956019471e-06
BLOCK 3020,1.121768323741398e-06
BLOCK 3021,9.66540863281099e-07
BLOCK 3022,9.074268454522414e-07
BLOCK 3023,1.0162938940767912e-06
BLOCK 3024,3.5266595900635095e-06
BLOCK 3029,2.1166374269408798e-06
BLOCK 2030,9.376051207286892e-07
BLOCK 3000,3.6410306782666198e-06
BLOCK 3016,3.7565884548095378e-06
BLOCK 3032,3.656334220847539e-06
BLOCK 3033,1.9513419526755418e-05
BLOCK 3034,3.5761312823877786e-06
BLOCK 3035,6.6648220518247346e-06
BLOCK 3036,2.2449385012143475e-12
BLOCK 3037,5.723477329726142e-12
BLOCK 3038,1.4694150286392726e-05
BLOCK 4002,1.9417656441769427e-06
