,ethyl_acryl_100 Cumulative Hazard Index PAC3
BLOCK 1030,5.626905015754095e-07
BLOCK 1033,2.817224449667085e-07
BLOCK 1035,2.0794076172439825e-07
BLOCK 1037,2.0751161844278822e-07
BLOCK 1038,2.664473543207561e-07
BLOCK 2009,5.661161715386414e-07
BLOCK 2013,2.724147313131853e-06
BLOCK 2008,5.677641284981471e-07
BLOCK 1009,1.8826751602148197e-06
BLOCK 1016,1.8601344922676524e-06
BLOCK 1020,5.836516007835585e-07
BLOCK 1026,5.703161256413823e-07
BLOCK 1027,3.42780834362348e-07
BLOCK 1028,7.417219132738651e-07
BLOCK 1029,1.255045219848405e-06
BLOCK 1039,3.4394737881580414e-07
BLOCK 1040,5.428466411388426e-07
BLOCK 1052,1.0448572851612487e-06
BLOCK 1054,1.3412788046726432e-06
BLOCK 2025,2.5471634921487964e-07
BLOCK 2028,1.1826325175140796e-06
BLOCK 2029,1.2401390814504627e-06
BLOCK 1005,1.128101298247574e-06
BLOCK 1006,2.6060242850463187e-06
BLOCK 1007,2.255183332692829e-06
BLOCK 1008,2.702780546971009e-06
BLOCK 1011,9.132968748508544e-07
BLOCK 1024,5.780462490942682e-07
BLOCK 1025,6.265389343188724e-07
BLOCK 3010,5.871434327761124e-06
BLOCK 3011,5.601676832591355e-06
BLOCK 3012,3.30713617375024e-06
BLOCK 3013,1.3813813571896831e-06
BLOCK 3014,1.3929885415724332e-06
BLOCK 3015,3.8370922200561426e-07
BLOCK 3017,5.301048359454515e-07
BLOCK 3025,1.1366443381568516e-06
BLOCK 3026,2.8782127795874205e-07
BLOCK 3027,1.1349205283706424e-06
BLOCK 3028,6.484434414219946e-06
BLOCK 3030,3.797812907799967e-07
BLOCK 3031,6.952258063532886e-07
BLOCK 4047,1.4339687110840331e-06
BLOCK 4057,1.4639165946676218e-06
BLOCK 4000,1.4432781390833325e-14
BLOCK 4001,1.466276119773381e-06
BLOCK 1000,4.1315979882118164e-07
BLOCK 1001,4.070680065747114e-07
BLOCK 1002,5.422908548172297e-07
