,ethyl_acryl_80 Cumulative Hazard Index PAC1
BLOCK 1030,4.5014014754731435e-06
BLOCK 1033,2.2537182090270106e-06
BLOCK 1035,1.6634808105282607e-06
BLOCK 1037,1.6600477577299265e-06
BLOCK 1038,2.1315208103164144e-06
BLOCK 2009,4.528806089170728e-06
BLOCK 2013,2.1792585267399534e-05
BLOCK 2008,4.5419893859711316e-06
BLOCK 1009,1.5060991291483318e-05
BLOCK 1016,1.4880670856588013e-05
BLOCK 1020,4.669085704439032e-06
BLOCK 1026,4.5624048073685024e-06
BLOCK 1027,2.7421720275045395e-06
BLOCK 1028,5.933613781384024e-06
BLOCK 1029,1.0040088447545986e-05
BLOCK 1039,2.751504129093765e-06
BLOCK 1040,4.342654913378785e-06
BLOCK 1052,8.358630742682595e-06
BLOCK 1054,1.0729938347049112e-05
BLOCK 2025,2.037675324130792e-06
BLOCK 2028,9.460802598188093e-06
BLOCK 2029,9.920842586472741e-06
BLOCK 1005,9.02456471932156e-06
BLOCK 1006,2.08476267663712e-05
BLOCK 1007,1.8040975550189686e-05
BLOCK 1008,2.1621655791154174e-05
BLOCK 1011,7.306176110114577e-06
BLOCK 1024,4.62424411160234e-06
BLOCK 1025,5.012175033145417e-06
BLOCK 3010,4.6970195999630824e-05
BLOCK 3011,4.48121947833718e-05
BLOCK 3012,2.6456369194842123e-05
BLOCK 3013,1.1050750034051184e-05
BLOCK 3014,1.1143604981416234e-05
BLOCK 3015,3.0695902156742704e-06
BLOCK 3017,4.240723246615017e-06
BLOCK 3025,9.09290717817769e-06
BLOCK 3026,2.302507544820206e-06
BLOCK 3027,9.079117075282136e-06
BLOCK 3028,5.187406319825128e-05
BLOCK 3030,3.0381676212550464e-06
BLOCK 3031,5.56165505147823e-06
BLOCK 4047,1.1471437413256084e-05
BLOCK 4057,1.1711013960173138e-05
BLOCK 4000,1.154591080993602e-13
BLOCK 4001,1.1729889647185353e-05
BLOCK 1000,3.3051884167456694e-06
BLOCK 1001,3.2564554053837144e-06
BLOCK 1002,4.338208743839488e-06
BLOCK 1003,5.6542402618467156e-06
BLOCK 1004,1.1583150117097137e-05
BLOCK 1010,1.856555719657622e-05
BLOCK 1017,7.790395162097881e-06
BLOCK 1018,5.337745534077558e-06
BLOCK 1019,4.591144451339121e-06
BLOCK 2000,7.2245108908892376e-06
BLOCK 2001,9.140018799688569e-06
BLOCK 2002,9.642947314448824e-06
BLOCK 2003,8.993616728677772e-06
BLOCK 2004,4.414023066179615e-06
BLOCK 2005,2.9981467564988142e-06
BLOCK 2006,2.8249798932035e-06
BLOCK 2007,2.9876381102300893e-06
BLOCK 2010,3.818739306159988e-06
BLOCK 2011,9.222941793601657e-06
BLOCK 2012,1.608014237103445e-05
BLOCK 2026,3.275729916633747e-06
BLOCK 2027,3.815801861164328e-06
BLOCK 2051,1.1080526128908073e-05
BLOCK 2054,1.124081897885917e-05
BLOCK 2055,2.2328093475987557e-05
BLOCK 2056,2.137909210440471e-05
BLOCK 5030,1.0590810743445978e-15
BLOCK 5031,1.7366113576645602e-12
BLOCK 1012,1.4454734367862139e-05
BLOCK 1013,5.223143404128073e-05
BLOCK 1014,8.458189731118441e-06
BLOCK 1015,1.5502542067573765e-05
BLOCK 1021,4.1772268291097494e-06
BLOCK 1022,4.1481299160305015e-06
BLOCK 1023,3.85894988079571e-06
BLOCK 1031,3.413770862131176e-06
BLOCK 1032,3.2815298914233013e-06
BLOCK 1034,6.080259146609776e-06
BLOCK 1036,1.8637458888089398e-06
BLOCK 1048,5.959194158979121e-06
BLOCK 1049,5.269906114334318e-06
BLOCK 1050,3.6033431480380463e-06
BLOCK 1051,1.1036332040391692e-05
BLOCK 1053,9.963759008382948e-06
BLOCK 1055,8.486144619629857e-16
