,ethyl_acryl_100 Cumulative Hazard Index PAC1
BLOCK 1030,5.521084370949292e-06
BLOCK 1033,2.7936098358559167e-06
BLOCK 1035,2.075247599192483e-06
BLOCK 1037,2.083461796586052e-06
BLOCK 1038,2.6437914594030386e-06
BLOCK 2009,5.559067718459591e-06
BLOCK 2013,2.7100607054001764e-05
BLOCK 2008,5.5716707784992785e-06
BLOCK 1009,1.8105095927917665e-05
BLOCK 1016,1.8361535520480214e-05
BLOCK 1020,5.729273241488627e-06
BLOCK 1026,5.599822318306055e-06
BLOCK 1027,3.391368197314862e-06
BLOCK 1028,7.309430043261797e-06
BLOCK 1029,1.215781688409198e-05
BLOCK 1039,3.410538468124201e-06
BLOCK 1040,5.369811547698531e-06
BLOCK 1052,1.026983652858481e-05
BLOCK 1054,1.3177465627002082e-05
BLOCK 2025,2.528056636761502e-06
BLOCK 2028,1.1739547757155225e-05
BLOCK 2029,1.2291530586102374e-05
BLOCK 1005,1.1367834632363415e-05
BLOCK 1006,2.530533975580675e-05
BLOCK 1007,2.2195213424158287e-05
BLOCK 1008,2.5875853722653097e-05
BLOCK 1011,9.11293262650182e-06
BLOCK 1024,5.674902553537536e-06
BLOCK 1025,6.141777631611039e-06
BLOCK 3010,5.75191353869077e-05
BLOCK 3011,5.496844657328293e-05
BLOCK 3012,3.272003539669665e-05
BLOCK 3013,1.3825557002105505e-05
BLOCK 3014,1.3953400259672098e-05
BLOCK 3015,3.9710422920015e-06
BLOCK 3017,5.302255001933005e-06
BLOCK 3025,1.1067851322419419e-05
BLOCK 3026,2.8856514861762055e-06
BLOCK 3027,1.1382400752468733e-05
BLOCK 3028,6.369291736326051e-05
BLOCK 3030,3.821661875145101e-06
BLOCK 3031,7.243498832195761e-06
BLOCK 4047,1.3939923987272302e-05
BLOCK 4057,1.4153176166193066e-05
BLOCK 4000,7.548662529001646e-13
BLOCK 4001,1.4470483815694537e-05
BLOCK 1000,4.080345072861312e-06
BLOCK 1001,4.048024896039839e-06
BLOCK 1002,5.430466769945398e-06
BLOCK 1003,7.071012142517193e-06
BLOCK 1004,1.4287571235438777e-05
BLOCK 1010,2.281923649214806e-05
BLOCK 1017,9.478786690490421e-06
BLOCK 1018,6.541026246426388e-06
BLOCK 1019,5.635171634974644e-06
BLOCK 2000,8.905211717569866e-06
BLOCK 2001,1.1212760509910567e-05
BLOCK 2002,1.1820737552745952e-05
BLOCK 2003,1.1036807924532845e-05
BLOCK 2004,5.4198173200901644e-06
BLOCK 2005,3.7026525350643512e-06
BLOCK 2006,3.494575254579083e-06
BLOCK 2007,3.6912597971173305e-06
BLOCK 2010,4.697556599531991e-06
BLOCK 2011,1.1315609848341502e-05
BLOCK 2012,1.9545013118348255e-05
BLOCK 2026,4.040647384938891e-06
BLOCK 2027,4.690930009559114e-06
BLOCK 2051,1.3580384590035149e-05
BLOCK 2054,1.3771345803197227e-05
BLOCK 2055,2.7637031717166396e-05
BLOCK 2056,2.635765937647226e-05
BLOCK 5030,9.330665720073489e-15
BLOCK 5031,5.865111739998126e-12
BLOCK 1012,1.779945753664217e-05
BLOCK 1013,6.184860466586128e-05
BLOCK 1014,1.1897211227419688e-05
BLOCK 1015,1.906980486010435e-05
BLOCK 1021,5.133279671847987e-06
BLOCK 1022,5.097676107930712e-06
BLOCK 1023,4.7682404063157796e-06
BLOCK 1031,4.210798397159504e-06
BLOCK 1032,4.056085383610687e-06
BLOCK 1034,7.431248384378811e-06
BLOCK 1036,2.348336707330827e-06
BLOCK 1048,7.371888689200734e-06
BLOCK 1049,6.453723529368288e-06
BLOCK 1050,4.447514108489241e-06
BLOCK 1051,1.3542819081529344e-05
BLOCK 1053,1.2247358699138586e-05
BLOCK 1055,4.6899639227913814e-15
BLOCK 1056,1.680795051387065e-17
BLOCK 1057,1.3081162991699002e-17
BLOCK 1058,1.3050114457731391e-05
BLOCK 1059,2.0429879439339743e-06
BLOCK 1060,2.2291597022872553e-05
BLOCK 1061,2.8061060826310105e-05
BLOCK 1062,4.6666051394269506e-05
BLOCK 1063,1.800702012692628e-05
BLOCK 1064,1.6333008232197612e-05
BLOCK 1065,8.134687032015602e-06
BLOCK 1066,2.565117820366967e-05
BLOCK 1067,6.150756705543381e-06
BLOCK 3039,3.67162023384454e-05
BLOCK 3040,2.5883009245398154e-05
BLOCK 3041,2.3399810675493515e-05
BLOCK 3042,2.904375157524392e-05
BLOCK 3043,3.438724317904111e-05
BLOCK 3044,2.1363405760142837e-05
BLOCK 3045,2.9200293482452264e-05
BLOCK 3046,2.9978171020349957e-05
BLOCK 3047,1.8672595273281236e-05
BLOCK 3048,2.308918969799837e-05
BLOCK 3049,5.0933384112907986e-05
BLOCK 3050,2.3304051033092353e-05
BLOCK 2059,3.073170035352586e-05
BLOCK 2060,4.4332394294468605e-05
BLOCK 2061,1.5050780894425198e-05
BLOCK 2064,3.8652394278927184e-05
BLOCK 2014,2.3482301527078665e-05
BLOCK 2015,2.8141804476918235e-05
BLOCK 2016,1.1653500103718445e-05
BLOCK 2017,1.3367333083740588e-05
BLOCK 2018,3.328243570171518e-05
BLOCK 2019,7.065380201371384e-05
BLOCK 2020,1.5888032218746952e-05
BLOCK 2021,2.3513773181798073e-05
BLOCK 2022,9.736587830971038e-05
BLOCK 2023,3.7464298400124663e-06
BLOCK 2024,1.7461340797193014e-06
BLOCK 3001,1.2043878323079813e-05
BLOCK 3002,1.3032358549364025e-05
BLOCK 3003,1.538680343182612e-05
