,ethyl_acryl_50 Cumulative Hazard Index PAC3
BLOCK 1030,2.7605421854746454e-07
BLOCK 1033,1.3968049179279584e-07
BLOCK 1035,1.0376237995962415e-07
BLOCK 1037,1.0417308982930261e-07
BLOCK 1038,1.321895729701518e-07
BLOCK 2009,2.7795338592297964e-07
BLOCK 2013,1.3550303527000877e-06
BLOCK 2008,2.7858353892496386e-07
BLOCK 1009,9.052547963958834e-07
BLOCK 1016,9.180767760240098e-07
BLOCK 1020,2.8646366207443115e-07
BLOCK 1026,2.7999111591530256e-07
BLOCK 1027,1.6956840986574306e-07
BLOCK 1028,3.654715021630899e-07
BLOCK 1029,6.078908442045988e-07
BLOCK 1039,1.7052692340620986e-07
BLOCK 1040,2.684905773849263e-07
BLOCK 1052,5.134918264292407e-07
BLOCK 1054,6.588732813501036e-07
BLOCK 2025,1.2640283183807506e-07
BLOCK 2028,5.869773878577602e-07
BLOCK 2029,6.145765293051187e-07
BLOCK 1005,5.683917316181703e-07
BLOCK 1006,1.2652669877903372e-06
BLOCK 1007,1.1097606712079143e-06
BLOCK 1008,1.2937926861326542e-06
BLOCK 1011,4.55646631325091e-07
BLOCK 1024,2.8374512767687667e-07
BLOCK 1025,3.070888815805518e-07
BLOCK 3010,2.875956769345385e-06
BLOCK 3011,2.7484223286641457e-06
BLOCK 3012,1.6360017698348315e-06
BLOCK 3013,6.912778501052748e-07
BLOCK 3014,6.976700129836049e-07
BLOCK 3015,1.98552114600075e-07
BLOCK 3017,2.6511275009665016e-07
BLOCK 3025,5.533925661209707e-07
BLOCK 3026,1.4428257430881028e-07
BLOCK 3027,5.69120037623437e-07
BLOCK 3028,3.1846458681630237e-06
BLOCK 3030,1.91083093757255e-07
BLOCK 3031,3.6217494160978796e-07
BLOCK 4047,6.969961993636148e-07
BLOCK 4057,7.076588083096529e-07
BLOCK 4000,3.774331264500821e-14
BLOCK 4001,7.235241907847267e-07
BLOCK 1000,2.040172536430655e-07
BLOCK 1001,2.024012448019919e-07
BLOCK 1002,2.715233384972699e-07
BLOCK 1003,3.535506071258594e-07
BLOCK 1004,7.143785617719385e-07
BLOCK 1010,1.1409618246074016e-06
BLOCK 1017,4.7393933452452096e-07
BLOCK 1018,3.270513123213192e-07
BLOCK 1019,2.8175858174873206e-07
BLOCK 2000,4.452605858784933e-07
BLOCK 2001,5.60638025495528e-07
BLOCK 2002,5.910368776372972e-07
BLOCK 2003,5.518403962266426e-07
BLOCK 2004,2.7099086600450805e-07
BLOCK 2005,1.8513262675321768e-07
BLOCK 2006,1.7472876272895413e-07
BLOCK 2007,1.845629898558665e-07
BLOCK 2010,2.3487782997659943e-07
BLOCK 2011,5.657804924170746e-07
BLOCK 2012,9.77250655917413e-07
BLOCK 2026,2.0203236924694442e-07
BLOCK 2027,2.345465004779556e-07
BLOCK 2051,6.790192295017564e-07
BLOCK 2054,6.885672901598613e-07
BLOCK 2055,1.3818515858583183e-06
BLOCK 2056,1.3178829688236137e-06
BLOCK 5030,4.665332860036743e-16
BLOCK 5031,2.932555869999062e-13
BLOCK 1012,8.89972876832109e-07
BLOCK 1013,3.0924302332930612e-06
BLOCK 1014,5.948605613709841e-07
BLOCK 1015,9.534902430052172e-07
BLOCK 1021,2.5666398359239914e-07
BLOCK 1022,2.548838053965355e-07
BLOCK 1023,2.3841202031578878e-07
BLOCK 1031,2.1053991985797516e-07
BLOCK 1032,2.0280426918053416e-07
BLOCK 1034,3.7156241921894045e-07
BLOCK 1036,1.1741683536654133e-07
BLOCK 1048,3.6859443446003655e-07
BLOCK 1049,3.2268617646841397e-07
BLOCK 1050,2.22375705424462e-07
BLOCK 1051,6.771409540764669e-07
BLOCK 1053,6.123679349569292e-07
BLOCK 1055,2.3449819613956893e-16
BLOCK 1056,8.403975256935318e-19
BLOCK 1057,6.5405814958495e-19
BLOCK 1058,6.525057228865699e-07
BLOCK 1059,1.0214939719669867e-07
BLOCK 1060,1.1145798511436246e-06
BLOCK 1061,1.4030530413155039e-06
BLOCK 1062,2.3333025697134716e-06
BLOCK 1063,9.00351006346314e-07
BLOCK 1064,8.166504116098799e-07
BLOCK 1065,4.067343516007797e-07
BLOCK 1066,1.2825589101834822e-06
BLOCK 1067,3.0753783527716903e-07
BLOCK 3039,1.835810116922267e-06
BLOCK 3040,1.2941504622699078e-06
BLOCK 3041,1.1699905337746752e-06
BLOCK 3042,1.4521875787621957e-06
BLOCK 3043,1.7193621589520533e-06
BLOCK 3044,1.0681702880071432e-06
BLOCK 3045,1.4600146741226136e-06
BLOCK 3046,1.4989085510174975e-06
BLOCK 3047,9.336297636640619e-07
BLOCK 3048,1.1544594848999176e-06
BLOCK 3049,2.546669205645397e-06
BLOCK 3050,1.165202551654618e-06
BLOCK 2059,1.5365850176762933e-06
BLOCK 2060,2.2166197147234274e-06
BLOCK 2061,7.5253904472126e-07
BLOCK 2064,1.932619713946359e-06
BLOCK 2014,1.1741150763539325e-06
BLOCK 2015,1.4070902238459122e-06
BLOCK 2016,5.826750051859224e-07
BLOCK 2017,6.683666541870286e-07
BLOCK 2018,1.6641217850857585e-06
BLOCK 2019,3.5326901006856894e-06
BLOCK 2020,7.944016109373468e-07
BLOCK 2021,1.1756886590899025e-06
BLOCK 2022,4.868293915485511e-06
BLOCK 2023,1.873214920006233e-07
BLOCK 2024,8.730670398596505e-08
BLOCK 3001,6.021939161539906e-07
BLOCK 3002,6.51617927468201e-07
BLOCK 3003,7.693401715913059e-07
BLOCK 3004,2.074717622626153e-06
BLOCK 3005,1.2486094989426303e-06
BLOCK 3006,1.3774839736128403e-06
BLOCK 3007,1.6031432112903473e-06
BLOCK 3008,2.878842477378029e-06
BLOCK 3009,2.9775250053896037e-06
BLOCK 3018,2.3336162054198694e-07
BLOCK 3019,4.6690518586332107e-07
BLOCK 3020,1.1011720727538591e-07
BLOCK 3021,9.590681678822778e-08
BLOCK 3022,8.91543530223868e-08
BLOCK 3023,1.0136248420717605e-07
BLOCK 3024,3.482014973046206e-07
BLOCK 3029,2.1319808727120632e-07
BLOCK 2030,9.463729751009716e-08
BLOCK 3000,3.580959891226298e-07
BLOCK 3016,3.734504961363567e-07
BLOCK 3032,3.8513829591532125e-07
BLOCK 3033,2.006959557794532e-06
BLOCK 3034,3.532741477976213e-07
BLOCK 3035,6.490261650493871e-07
BLOCK 3036,2.4465345449496173e-15
BLOCK 3037,6.4828658310729845e-15
BLOCK 3038,1.4607281977967126e-06
BLOCK 4002,2.0330210394745744e-07
BLOCK 4003,1.9154516119297312e-07
BLOCK 4004,3.022817631806494e-07
BLOCK 4005,1.303709514681645e-14
BLOCK 4006,9.556288732755165e-19
BLOCK 4007,2.3118527828059043e-17
BLOCK 4008,4.58967838775787e-08
BLOCK 4009,5.076029433299221e-08
