,ethyl_acryl_50 Cumulative Hazard Index PAC2
BLOCK 1030,3.557238803062933e-07
BLOCK 1033,1.7810039624332135e-07
BLOCK 1035,1.3145680338898732e-07
BLOCK 1037,1.311855059121074e-07
BLOCK 1038,1.684437297430067e-07
BLOCK 2009,3.5788953373132437e-07
BLOCK 2013,1.7221620945086432e-06
BLOCK 2008,3.5893134560227686e-07
BLOCK 1009,1.1901969403656903e-06
BLOCK 1016,1.175947092812885e-06
BLOCK 1020,3.689751499206407e-07
BLOCK 1026,3.605446771296091e-07
BLOCK 1027,2.167005274704498e-07
BLOCK 1028,4.689046578168113e-07
BLOCK 1029,7.934193918581867e-07
BLOCK 1039,2.174379981019451e-07
BLOCK 1040,3.431789110647854e-07
BLOCK 1052,6.605419618835476e-07
BLOCK 1054,8.479348765171873e-07
BLOCK 2025,1.6102757708986634e-07
BLOCK 2028,7.476412467043033e-07
BLOCK 2029,7.839959710319017e-07
BLOCK 1005,7.131674873978909e-07
BLOCK 1006,1.6474866169833047e-06
BLOCK 1007,1.4256906126219028e-06
BLOCK 1008,1.708654368774775e-06
BLOCK 1011,5.773715875493905e-07
BLOCK 1024,3.6543153678373256e-07
BLOCK 1025,3.960878320406663e-07
BLOCK 3010,3.7118262991593277e-06
BLOCK 3011,3.5412899516382096e-06
BLOCK 3012,2.090718270761645e-06
BLOCK 3013,8.7328706489003e-07
BLOCK 3014,8.806249400745265e-07
BLOCK 3015,2.425747955207906e-07
BLOCK 3017,3.351237468620669e-07
BLOCK 3025,7.185682597543313e-07
BLOCK 3026,1.8195598031874488e-07
BLOCK 3027,7.174784949469579e-07
BLOCK 3028,4.099355089449391e-06
BLOCK 3030,2.400916206080438e-07
BLOCK 3031,4.395105672348374e-07
BLOCK 4047,9.065319437887559e-07
BLOCK 4057,9.254645138703351e-07
BLOCK 4000,9.12417214363026e-15
BLOCK 4001,9.269561676728265e-07
BLOCK 1000,2.6119297626626403e-07
BLOCK 1001,2.573418432368864e-07
BLOCK 1002,3.428275518959499e-07
BLOCK 1003,4.4682712641550655e-07
BLOCK 1004,9.153600558126158e-07
BLOCK 1010,1.4671457504954836e-06
BLOCK 1017,6.156370657628461e-07
BLOCK 1018,4.218160863489917e-07
BLOCK 1019,3.628158315084296e-07
BLOCK 2000,5.709179821939941e-07
BLOCK 2001,7.222912622242689e-07
BLOCK 2002,7.620352583468102e-07
BLOCK 2003,7.107218181147859e-07
BLOCK 2004,3.488187893078021e-07
BLOCK 2005,2.369289661810013e-07
BLOCK 2006,2.2324443062301627e-07
BLOCK 2007,2.360985189418814e-07
BLOCK 2010,3.0177640702945963e-07
BLOCK 2011,7.28844263400037e-07
BLOCK 2012,1.2707354967712084e-06
BLOCK 2026,2.588650141804753e-07
BLOCK 2027,3.015442750284072e-07
BLOCK 2051,8.756401249448978e-07
BLOCK 2054,8.883072898002529e-07
BLOCK 2055,1.7644807054863005e-06
BLOCK 2056,1.6894857395507268e-06
BLOCK 5030,8.369402982106124e-17
BLOCK 5031,1.3723595509051658e-13
BLOCK 1012,1.1422874023011222e-06
BLOCK 1013,4.12759637023349e-06
BLOCK 1014,6.684096248500124e-07
BLOCK 1015,1.22509055211727e-06
BLOCK 1021,3.3010593360022105e-07
BLOCK 1022,3.2780654598019164e-07
BLOCK 1023,3.0495405330622536e-07
BLOCK 1031,2.6977371917847445e-07
BLOCK 1032,2.593233579982975e-07
BLOCK 1034,4.804933282856135e-07
BLOCK 1036,1.4728277917097625e-07
BLOCK 1048,4.709261507290539e-07
BLOCK 1049,4.1645506672870626e-07
BLOCK 1050,2.847546955496693e-07
BLOCK 1051,8.721476809273388e-07
BLOCK 1053,7.873874472674583e-07
BLOCK 1055,6.706187638190639e-17
BLOCK 1056,2.1495706729546303e-19
BLOCK 1057,8.541050812785207e-20
BLOCK 1058,8.336601991425875e-07
BLOCK 1059,1.287910500739747e-07
BLOCK 1060,1.4011801474586759e-06
BLOCK 1061,1.7455652312912593e-06
BLOCK 1062,2.9736071363625863e-06
BLOCK 1063,1.1521537295131994e-06
BLOCK 1064,1.0500976282254723e-06
BLOCK 1065,5.267748631407683e-07
BLOCK 1066,1.6374180255966505e-06
BLOCK 1067,3.878928228796409e-07
BLOCK 3039,2.2663976909572043e-06
BLOCK 3040,1.5956905176155128e-06
BLOCK 3041,1.4393952958978658e-06
BLOCK 3042,1.7936049221849614e-06
BLOCK 3043,2.1320087146551738e-06
BLOCK 3044,1.3090350616877638e-06
BLOCK 3045,1.8339332337420935e-06
BLOCK 3046,1.908639813763091e-06
BLOCK 3047,1.1606470296648721e-06
BLOCK 3048,1.4231359501041069e-06
BLOCK 3049,3.228625850242103e-06
BLOCK 3050,1.4330063464758758e-06
BLOCK 2059,1.9442479193293084e-06
BLOCK 2060,2.8506864556017154e-06
BLOCK 2061,9.757647951679312e-07
BLOCK 2064,2.445141632659335e-06
BLOCK 2014,1.5251984212244342e-06
BLOCK 2015,1.8304619312779074e-06
BLOCK 2016,7.09590088796745e-07
BLOCK 2017,8.386909432463185e-07
BLOCK 2018,2.146347711904876e-06
BLOCK 2019,4.362450374158869e-06
BLOCK 2020,6.513392450135154e-07
BLOCK 2021,1.4980901655089356e-06
BLOCK 2022,6.327380560046879e-06
BLOCK 2023,2.3645852998449996e-07
BLOCK 2024,1.095230679001226e-07
BLOCK 3001,7.716623539617886e-07
BLOCK 3002,8.304975061264933e-07
BLOCK 3003,9.91802131760465e-07
BLOCK 3004,2.691571462300339e-06
BLOCK 3005,1.598689198749111e-06
BLOCK 3006,1.7946768757805964e-06
BLOCK 3007,2.0817570422249655e-06
BLOCK 3008,3.7377002902855892e-06
BLOCK 3009,3.86985483770521e-06
BLOCK 3018,2.9321096438204846e-07
BLOCK 3019,5.83630787542692e-07
BLOCK 3020,1.418327765650043e-07
BLOCK 3021,1.2220631604703549e-07
BLOCK 3022,1.1473212988476619e-07
BLOCK 3023,1.2849692913614604e-07
BLOCK 3024,4.458994883988344e-07
BLOCK 3029,2.6762082409597326e-07
BLOCK 2030,1.1854777388523656e-07
BLOCK 3000,4.603602007003771e-07
BLOCK 3016,4.7497095405637813e-07
BLOCK 3032,4.6229513137152784e-07
BLOCK 3033,2.4672139631529837e-06
BLOCK 3034,4.521545299570755e-07
BLOCK 3035,8.426786502307137e-07
BLOCK 3036,2.838427990041129e-13
BLOCK 3037,7.23658053183765e-13
BLOCK 3038,1.8578810706933335e-06
BLOCK 4002,2.455105986890388e-07
BLOCK 4003,2.414455439339801e-07
BLOCK 4004,3.8519390842677433e-07
BLOCK 4005,5.879029829170702e-15
BLOCK 4006,2.7375389163698325e-19
BLOCK 4007,9.928135207018845e-18
BLOCK 4008,5.87620317619837e-08
BLOCK 4009,6.504312163668694e-08
BLOCK 4010,6.468451674540127e-08
BLOCK 4011,1.080731345787463e-07
BLOCK 4012,7.10701362183165e-08
BLOCK 4013,1.4945761303739212e-07
BLOCK 4014,7.60661664348484e-08
BLOCK 4015,7.036776637637222e-08
BLOCK 4016,1.3323936561993045e-13
BLOCK 4017,7.469470299368681e-08
BLOCK 4018,1.1053283021838195e-12
BLOCK 4019,2.835858109903172e-07
BLOCK 4020,7.769426653515728e-08
BLOCK 4021,2.6027056901982204e-07
BLOCK 4022,3.853119703762357e-12
BLOCK 4023,4.4277654440888875e-07
BLOCK 4024,4.4649042573290365e-07
BLOCK 4025,4.215199774688797e-07
BLOCK 4026,5.241086031133059e-07
BLOCK 4027,5.888758279730595e-07
BLOCK 4028,5.894672793349423e-07
BLOCK 4029,5.983339458399125e-07
BLOCK 4030,5.164761218523454e-07
BLOCK 4031,7.578754448113278e-07
BLOCK 4032,5.481216858744825e-07
BLOCK 4033,8.320966933454816e-07
BLOCK 5000,8.466682548334767e-08
BLOCK 5001,8.364639940539388e-08
BLOCK 5002,8.905752569585036e-08
BLOCK 5003,9.308783391374605e-08
BLOCK 5004,8.864200857665849e-08
BLOCK 5005,2.1940923860986802e-08
BLOCK 5006,2.6508168027054373e-09
BLOCK 5007,4.476013709853936e-10
BLOCK 5008,3.8409135595262535e-11
BLOCK 5009,5.978959084338003e-11
BLOCK 5010,1.6810064113437096e-11
BLOCK 5011,6.35982779044752e-11
BLOCK 5012,1.5812762552133996e-10
BLOCK 5013,1.5484458082300454e-11
BLOCK 5014,1.587309604372504e-20
BLOCK 5015,1.7657039079598865e-14
BLOCK 5016,5.201996131598393e-14
BLOCK 5017,5.573388847414571e-13
BLOCK 5018,7.072834069804235e-13
BLOCK 5019,5.770658268884095e-12
BLOCK 5020,2.6849134079381715e-15
BLOCK 5021,8.899599256381112e-14
BLOCK 5022,2.134108839876973e-25
BLOCK 5023,1.3445892375072006e-21
BLOCK 5024,2.0531108265826107e-23
BLOCK 5025,5.136339710695428e-18
BLOCK 5026,4.506556992679562e-15
BLOCK 5027,5.496074080055166e-08
BLOCK 5028,6.332123469086269e-07
BLOCK 5029,1.7206905642725483e-09
BLOCK 5032,4.0771126470577026e-33
BLOCK 5033,1.902890383784449e-16
BLOCK 5034,1.4391578383667423e-08
BLOCK 5035,1.2251033674849662e-16
BLOCK 2063,1.0037398348382633e-06
BLOCK 4034,6.420055961189562e-07
BLOCK 4035,5.376737061367584e-07
BLOCK 4036,5.578156016041824e-07
BLOCK 4037,4.874692824864851e-07
BLOCK 4038,2.8921282886616506e-07
BLOCK 4039,2.2075462248653853e-07
BLOCK 4040,1.6842903470923236e-07
BLOCK 4041,5.805494014995807e-07
BLOCK 4042,3.7268572856531826e-07
BLOCK 4043,6.210805656741411e-07
BLOCK 4044,7.984445218515146e-07
BLOCK 4045,9.360317061446721e-07
BLOCK 4046,8.490883666443369e-07
BLOCK 4048,7.751615205121331e-07
BLOCK 4049,8.461980918060023e-07
BLOCK 4050,7.910130029420061e-07
BLOCK 4051,1.0709717469544598e-06
BLOCK 4052,9.888587371341854e-07
BLOCK 4053,9.549286614939742e-07
BLOCK 4054,8.984349554935272e-07
BLOCK 4055,8.99850648657243e-07
BLOCK 4056,9.222166260869912e-07
BLOCK 4058,9.74267407570828e-07
BLOCK 4059,9.58486965306489e-07
BLOCK 4061,6.876530346402194e-07
