,ethyl_acryl_50 Cumulative Hazard Index PAC3
BLOCK 1030,2.8134525078770463e-07
BLOCK 1033,1.4086122248335415e-07
BLOCK 1035,1.0397038086219906e-07
BLOCK 1037,1.0375580922139405e-07
BLOCK 1038,1.3322367716037798e-07
BLOCK 2009,2.8305808576932046e-07
BLOCK 2013,1.3620736565659258e-06
BLOCK 2008,2.838820642490735e-07
BLOCK 1009,9.413375801074096e-07
BLOCK 1016,9.30067246133826e-07
BLOCK 1020,2.918258003917792e-07
BLOCK 1026,2.85158062820691e-07
BLOCK 1027,1.7139041718117387e-07
BLOCK 1028,3.7086095663693235e-07
BLOCK 1029,6.275226099242023e-07
BLOCK 1039,1.7197368940790202e-07
BLOCK 1040,2.7142332056942124e-07
BLOCK 1052,5.224286425806239e-07
BLOCK 1054,6.706394023363213e-07
BLOCK 2025,1.2735817460743974e-07
BLOCK 2028,5.913162587570395e-07
BLOCK 2029,6.200695407252308e-07
BLOCK 1005,5.640506491237867e-07
BLOCK 1006,1.3030121425231583e-06
BLOCK 1007,1.1275916663464143e-06
BLOCK 1008,1.3513902734855041e-06
BLOCK 1011,4.56648437425427e-07
BLOCK 1024,2.89023124547134e-07
BLOCK 1025,3.1326946715943603e-07
BLOCK 3010,2.9357171638805596e-06
BLOCK 3011,2.8008384162956754e-06
BLOCK 3012,1.6535680868751193e-06
BLOCK 3013,6.906906785948414e-07
BLOCK 3014,6.964942707862164e-07
BLOCK 3015,1.9185461100280703e-07
BLOCK 3017,2.6505241797272553e-07
BLOCK 3025,5.683221690784256e-07
BLOCK 3026,1.4391063897937092e-07
BLOCK 3027,5.674602641853209e-07
BLOCK 3028,3.2422172071099723e-06
BLOCK 3030,1.8989064538999821e-07
BLOCK 3031,3.4761290317664414e-07
BLOCK 4047,7.169843555420163e-07
BLOCK 4057,7.319582973338104e-07
BLOCK 4000,7.21639069541666e-15
BLOCK 4001,7.331380598866901e-07
BLOCK 1000,2.0657989941059077e-07
BLOCK 1001,2.0353400328735565e-07
BLOCK 1002,2.711454274086147e-07
BLOCK 1003,3.533996363468098e-07
BLOCK 1004,7.23966589597251e-07
BLOCK 1010,1.160378911755519e-06
BLOCK 1017,4.869129520124331e-07
BLOCK 1018,3.3361817738511147e-07
BLOCK 1019,2.8695433946575766e-07
BLOCK 2000,4.515442222807045e-07
BLOCK 2001,5.712667255773766e-07
BLOCK 2002,6.027006134197494e-07
BLOCK 2003,5.621163470544213e-07
BLOCK 2004,2.758839515434434e-07
BLOCK 2005,1.8738927325224646e-07
BLOCK 2006,1.7656604967456742e-07
BLOCK 2007,1.8673246498130617e-07
BLOCK 2010,2.386777037414815e-07
BLOCK 2011,5.764495537800296e-07
BLOCK 2012,1.0050362565372285e-06
BLOCK 2026,2.0473869303364864e-07
BLOCK 2027,2.3849410843155835e-07
BLOCK 2051,6.92551735183692e-07
BLOCK 2054,7.025703110238366e-07
BLOCK 2055,1.3955438307028019e-06
BLOCK 2056,1.3362296303719376e-06
BLOCK 5030,6.619436904029389e-17
BLOCK 5031,1.085411644806813e-13
BLOCK 1012,9.03445490910887e-07
BLOCK 1013,3.2645534928210327e-06
BLOCK 1014,5.286512487450096e-07
BLOCK 1015,9.689352548563856e-07
BLOCK 1021,2.610837838474475e-07
BLOCK 1022,2.592651772752425e-07
BLOCK 1023,2.4119093306946904e-07
BLOCK 1031,2.1336648698661164e-07
BLOCK 1032,2.0510120132592625e-07
BLOCK 1034,3.8002654146225796e-07
BLOCK 1036,1.1648728898068114e-07
BLOCK 1048,3.7245977375843374e-07
BLOCK 1049,3.293780982308857e-07
BLOCK 1050,2.2521507738928396e-07
BLOCK 1051,6.897895294607133e-07
BLOCK 1053,6.227518901115357e-07
BLOCK 1055,5.303984768387141e-17
BLOCK 1056,1.700114986791389e-19
BLOCK 1057,6.755194733748302e-20
BLOCK 1058,6.593494302309554e-07
BLOCK 1059,1.0186201233123458e-07
BLOCK 1060,1.1082061166264067e-06
BLOCK 1061,1.3805834102030862e-06
BLOCK 1062,2.3518529169413193e-06
BLOCK 1063,9.112488587968032e-07
BLOCK 1064,8.305317605056009e-07
BLOCK 1065,4.1663102812042565e-07
BLOCK 1066,1.2950488020628048e-06
BLOCK 1067,3.067879599138978e-07
BLOCK 3039,1.7925145373934247e-06
BLOCK 3040,1.2620461366595414e-06
BLOCK 3041,1.1384308249374029e-06
