,ethyl_acryl_20 Cumulative Hazard Index PAC2
BLOCK 1030,1.423050453228789e-07
BLOCK 1033,7.124791548322758e-08
BLOCK 1035,5.2588446826125796e-08
BLOCK 1037,5.247991601928162e-08
BLOCK 1038,6.738482829658161e-08
BLOCK 2009,1.4317140101577583e-07
BLOCK 2013,6.889398448633218e-07
BLOCK 2008,1.435881711392381e-07
BLOCK 1009,4.761306139921104e-07
BLOCK 1016,4.704300543330285e-07
BLOCK 1020,1.476061303145071e-07
BLOCK 1026,1.4423357401722374e-07
BLOCK 1027,8.668964916446343e-08
BLOCK 1028,1.8758228580345842e-07
BLOCK 1029,3.1740231333699634e-07
BLOCK 1039,8.698466953686252e-08
BLOCK 1040,1.37286511242598e-07
BLOCK 1052,2.642455540026301e-07
BLOCK 1054,3.3921088156839553e-07
BLOCK 2025,6.441804423216122e-08
BLOCK 2028,2.9908906145378985e-07
BLOCK 2029,3.136325345787463e-07
BLOCK 1005,2.85298056260872e-07
BLOCK 1006,6.590664014369182e-07
BLOCK 1007,5.703383395876377e-07
BLOCK 1008,6.835361662541934e-07
BLOCK 1011,2.309737818659036e-07
BLOCK 1024,1.4618853072119273e-07
BLOCK 1025,1.5845238402846312e-07
BLOCK 3010,1.4848921845722307e-06
BLOCK 3011,1.4166702180225144e-06
BLOCK 3012,8.363783674627912e-07
BLOCK 3013,3.493528611069213e-07
BLOCK 3014,3.5228833077458703e-07
BLOCK 3015,9.704048331265065e-08
BLOCK 3017,1.3406409472683275e-07
BLOCK 3025,2.874586004287251e-07
BLOCK 3026,7.279031703953269e-08
BLOCK 3027,2.8702264704215154e-07
BLOCK 3028,1.639920579119887e-06
BLOCK 3030,9.604710519533445e-08
BLOCK 3031,1.7582336934024293e-07
BLOCK 4047,3.626522606140992e-07
BLOCK 4057,3.7022611323601994e-07
BLOCK 4000,3.650066251709226e-15
BLOCK 4001,3.708228397245167e-07
BLOCK 1000,1.0448856650721399e-07
BLOCK 1001,1.0294794556318805e-07
BLOCK 1002,1.3714595227196406e-07
BLOCK 1003,1.7875031167798015e-07
BLOCK 1004,3.6618388992329613e-07
BLOCK 1010,5.869222002744339e-07
BLOCK 1017,2.462816397661908e-07
BLOCK 1018,1.6874480632036068e-07
BLOCK 1019,1.4514213468662558e-07
BLOCK 2000,2.2839205864337247e-07
BLOCK 2001,2.889479635683755e-07
BLOCK 2002,3.0484729302767596e-07
BLOCK 2003,2.8431968202893285e-07
BLOCK 2004,1.39542708179101e-07
BLOCK 2005,9.478190567824449e-08
BLOCK 2006,8.930749543869347e-08
BLOCK 2007,9.444969061329175e-08
BLOCK 2010,1.2072370638351845e-07
BLOCK 2011,2.9156944944814197e-07
BLOCK 2012,5.083495443311647e-07
BLOCK 2026,1.0355728028082153e-07
BLOCK 2027,1.2063084347281866e-07
BLOCK 2051,3.5029418761406256e-07
BLOCK 2054,3.5536160526199065e-07
BLOCK 2055,7.058691323994627e-07
BLOCK 2056,6.758678796939633e-07
BLOCK 5030,3.348125713878252e-17
BLOCK 5031,5.490035921195094e-14
BLOCK 1012,4.5696471211392813e-07
BLOCK 1013,1.6512183214544669e-06
BLOCK 1014,2.673929618574631e-07
BLOCK 1015,4.900895784493518e-07
BLOCK 1021,1.320567508762206e-07
BLOCK 1022,1.3113689568066451e-07
BLOCK 1023,1.2199490329345284e-07
BLOCK 1031,1.0792123739783469e-07
BLOCK 1032,1.0374063777066026e-07
BLOCK 1034,1.9221825872401374e-07
BLOCK 1036,5.891952642358076e-08
BLOCK 1048,1.8839097101247188e-07
BLOCK 1049,1.6660016497836073e-07
BLOCK 1050,1.1391428042786196e-07
BLOCK 1051,3.4889705789710845e-07
BLOCK 1053,3.1498927278534803e-07
BLOCK 1055,2.682767136619377e-17
BLOCK 1056,8.599218915979207e-20
BLOCK 1057,3.4167923221006984e-20
BLOCK 1058,3.3350038889915744e-07
BLOCK 1059,5.152202939588231e-08
BLOCK 1060,5.605330859933772e-07
BLOCK 1061,6.983021188767512e-07
BLOCK 1062,1.1895723670509734e-06
BLOCK 1063,4.609116727168431e-07
BLOCK 1064,4.200847872496061e-07
BLOCK 1065,2.1073288841236714e-07
BLOCK 1066,6.550385263547574e-07
BLOCK 1067,1.551740234385669e-07
BLOCK 3039,9.066577870837062e-07
BLOCK 3040,6.383457057621274e-07
BLOCK 3041,5.75820809791894e-07
BLOCK 3042,7.175200875552643e-07
BLOCK 3043,8.528963433844833e-07
BLOCK 3044,5.236710383973036e-07
BLOCK 3045,7.33653168637679e-07
BLOCK 3046,7.635390544169839e-07
BLOCK 3047,4.6430936269476614e-07
BLOCK 3048,5.693163633147308e-07
BLOCK 3049,1.2915909596896195e-06
BLOCK 3050,5.732649517587501e-07
BLOCK 2059,7.777838475191504e-07
BLOCK 2060,1.1403987410584399e-06
BLOCK 2061,3.903484165338603e-07
BLOCK 2064,9.781631487794414e-07
BLOCK 2014,6.101457969924395e-07
BLOCK 2015,7.322644964628729e-07
BLOCK 2016,2.8386694101036984e-07
BLOCK 2017,3.355129056497137e-07
BLOCK 2018,8.58632566805151e-07
BLOCK 2019,1.745170151857543e-06
BLOCK 2020,2.605640664394221e-07
BLOCK 2021,5.993013140330828e-07
BLOCK 2022,2.5312278067957547e-06
BLOCK 2023,9.459371071026262e-08
BLOCK 2024,4.381399732851154e-08
BLOCK 3001,3.0869855057225714e-07
BLOCK 3002,3.322351739447662e-07
BLOCK 3003,3.967640496611436e-07
BLOCK 3004,1.0767458136423608e-06
BLOCK 3005,6.395453088201466e-07
BLOCK 3006,7.179489156813918e-07
BLOCK 3007,8.327934857507095e-07
BLOCK 3008,1.495242907938724e-06
BLOCK 3009,1.548110482766652e-06
BLOCK 3018,1.1729715626520524e-07
BLOCK 3019,2.3347773447646433e-07
BLOCK 3020,5.6739288011740553e-08
BLOCK 3021,4.8887848993554856e-08
BLOCK 3022,4.589784899789095e-08
BLOCK 3023,5.1404368210605385e-08
BLOCK 3024,1.7837921606895857e-07
BLOCK 3029,1.0705998559762685e-07
BLOCK 2030,4.74242727846645e-08
BLOCK 3000,1.8416413081154e-07
BLOCK 3016,1.9000906851079382e-07
BLOCK 3032,1.8493818735398423e-07
BLOCK 3033,9.869930423153374e-07
BLOCK 3034,1.8088150512437866e-07
BLOCK 3035,3.371081621240895e-07
BLOCK 3036,1.1354948209289082e-13
BLOCK 3037,2.89494739481397e-13
BLOCK 3038,7.432333464424321e-07
BLOCK 4002,9.821493244594158e-08
BLOCK 4003,9.658873349449485e-08
BLOCK 4004,1.5409434010888147e-07
BLOCK 4005,2.3518679869744262e-15
BLOCK 4006,1.0951347973369723e-19
BLOCK 4007,3.971686492877525e-18
BLOCK 4008,2.350737202673431e-08
BLOCK 4009,2.6020081543247774e-08
BLOCK 4010,2.5876623968053573e-08
BLOCK 4011,4.323396084955506e-08
BLOCK 4012,2.843114987653468e-08
BLOCK 4013,5.978955469287652e-08
BLOCK 4014,3.042977956028232e-08
BLOCK 4015,2.8150171348735977e-08
BLOCK 4016,5.330154935623083e-14
BLOCK 4017,2.988113445108939e-08
BLOCK 4018,4.4217946235010323e-13
BLOCK 4019,1.1344667569451476e-07
BLOCK 4020,3.108109051068898e-08
BLOCK 4021,1.0411956343410552e-07
BLOCK 4022,1.5414157003073687e-12
BLOCK 4023,1.7712990245625595e-07
BLOCK 4024,1.7861561674027498e-07
BLOCK 4025,1.6862634987158773e-07
BLOCK 4026,2.0966626827507436e-07
BLOCK 4027,2.3557597909113868e-07
BLOCK 4028,2.3581258539596868e-07
BLOCK 4029,2.393596381768114e-07
BLOCK 4030,2.0661294334554823e-07
BLOCK 4031,3.031831864369355e-07
BLOCK 4032,2.1927254724551907e-07
BLOCK 4033,3.3287491848337305e-07
BLOCK 5000,3.387041777284614e-08
BLOCK 5001,3.3462202898020126e-08
BLOCK 5002,3.562688909043487e-08
BLOCK 5003,3.723918791366534e-08
BLOCK 5004,3.546066414532262e-08
BLOCK 5005,8.77732515954545e-09
