,ethyl_acryl_100 Cumulative Hazard Index PAC2
BLOCK 1030,7.114477606125868e-07
BLOCK 1033,3.56200792486643e-07
BLOCK 1035,2.629136067779748e-07
BLOCK 1037,2.62371011824215e-07
BLOCK 1038,3.368874594860135e-07
BLOCK 2009,7.157790674626493e-07
BLOCK 2013,3.4443241890172877e-06
BLOCK 2008,7.178626912045539e-07
BLOCK 1009,2.380393880731381e-06
BLOCK 1016,2.35189418562577e-06
BLOCK 1020,7.379502998412814e-07
BLOCK 1026,7.210893542592185e-07
BLOCK 1027,4.3340105494089994e-07
BLOCK 1028,9.378093156336231e-07
BLOCK 1029,1.5868387837163738e-06
BLOCK 1039,4.3487599620389033e-07
BLOCK 1040,6.863578221295711e-07
BLOCK 1052,1.3210839237670959e-06
BLOCK 1054,1.6958697530343756e-06
BLOCK 2025,3.220551541797329e-07
BLOCK 2028,1.4952824934086072e-06
BLOCK 2029,1.5679919420638045e-06
BLOCK 1005,1.4263349747957828e-06
BLOCK 1006,3.294973233966612e-06
BLOCK 1007,2.8513812252438065e-06
BLOCK 1008,3.417308737549551e-06
BLOCK 1011,1.1547431750987814e-06
BLOCK 1024,7.308630735674654e-07
BLOCK 1025,7.92175664081333e-07
BLOCK 3010,7.423652598318661e-06
BLOCK 3011,7.0825799032764235e-06
BLOCK 3012,4.181436541523292e-06
BLOCK 3013,1.7465741297800604e-06
BLOCK 3014,1.7612498801490535e-06
BLOCK 3015,4.851495910415814e-07
BLOCK 3017,6.70247493724134e-07
BLOCK 3025,1.4371365195086634e-06
BLOCK 3026,3.6391196063749e-07
BLOCK 3027,1.4349569898939164e-06
BLOCK 3028,8.198710178898785e-06
BLOCK 3030,4.801832412160879e-07
BLOCK 3031,8.790211344696751e-07
BLOCK 4047,1.813063887577513e-06
BLOCK 4057,1.8509290277406715e-06
BLOCK 4000,1.8248344287260527e-14
BLOCK 4001,1.8539123353456541e-06
BLOCK 1000,5.223859525325283e-07
BLOCK 1001,5.146836864737729e-07
BLOCK 1002,6.856551037919001e-07
BLOCK 1003,8.936542528310139e-07
BLOCK 1004,1.8307201116252332e-06
BLOCK 1010,2.934291500990968e-06
BLOCK 1017,1.2312741315256926e-06
BLOCK 1018,8.436321726979836e-07
BLOCK 1019,7.256316630168596e-07
BLOCK 2000,1.1418359643879883e-06
BLOCK 2001,1.4445825244485385e-06
BLOCK 2002,1.524070516693621e-06
BLOCK 2003,1.4214436362295726e-06
BLOCK 2004,6.976375786156043e-07
BLOCK 2005,4.7385793236200277e-07
BLOCK 2006,4.464888612460328e-07
BLOCK 2007,4.721970378837629e-07
BLOCK 2010,6.035528140589197e-07
BLOCK 2011,1.4576885268000746e-06
BLOCK 2012,2.5414709935424173e-06
BLOCK 2026,5.177300283609508e-07
BLOCK 2027,6.030885500568146e-07
BLOCK 2051,1.751280249889796e-06
BLOCK 2054,1.7766145796005065e-06
BLOCK 2055,3.528961410972604e-06
BLOCK 2056,3.3789714791014556e-06
BLOCK 5030,1.6738805964212255e-16
BLOCK 5031,2.744719101810333e-13
BLOCK 1012,2.2845748046022457e-06
BLOCK 1013,8.255192740466983e-06
BLOCK 1014,1.3368192497000252e-06
BLOCK 1015,2.450181104234541e-06
BLOCK 1021,6.602118672004424e-07
BLOCK 1022,6.556130919603837e-07
BLOCK 1023,6.09908106612451e-07
BLOCK 1031,5.395474383569491e-07
BLOCK 1032,5.186467159965954e-07
BLOCK 1034,9.609866565712274e-07
BLOCK 1036,2.9456555834195276e-07
BLOCK 1048,9.418523014581092e-07
BLOCK 1049,8.329101334574131e-07
BLOCK 1050,5.695093910993391e-07
BLOCK 1051,1.7442953618546787e-06
BLOCK 1053,1.5747748945349173e-06
BLOCK 1055,1.341237527638128e-16
BLOCK 1056,4.2991413459092626e-19
BLOCK 1057,1.708210162557042e-19
BLOCK 1058,1.6673203982851757e-06
BLOCK 1059,2.5758210014794955e-07
BLOCK 1060,2.8023602949173534e-06
BLOCK 1061,3.49113046258252e-06
BLOCK 1062,5.947214272725175e-06
BLOCK 1063,2.3043074590264005e-06
BLOCK 1064,2.1001952564509455e-06
BLOCK 1065,1.0535497262815371e-06
BLOCK 1066,3.274836051193302e-06
BLOCK 1067,7.757856457592822e-07
BLOCK 3039,4.5327953819144095e-06
BLOCK 3040,3.1913810352310274e-06
BLOCK 3041,2.8787905917957334e-06
BLOCK 3042,3.5872098443699246e-06
BLOCK 3043,4.264017429310348e-06
BLOCK 3044,2.6180701233755284e-06
BLOCK 3045,3.667866467484189e-06
BLOCK 3046,3.817279627526183e-06
BLOCK 3047,2.3212940593297455e-06
BLOCK 3048,2.8462719002082146e-06
BLOCK 3049,6.457251700484209e-06
BLOCK 3050,2.866012692951752e-06
BLOCK 2059,3.8884958386586186e-06
BLOCK 2060,5.701372911203435e-06
BLOCK 2061,1.951529590335863e-06
BLOCK 2064,4.890283265318671e-06
BLOCK 2014,3.050396842448871e-06
BLOCK 2015,3.6609238625558166e-06
BLOCK 2016,1.4191801775934907e-06
BLOCK 2017,1.6773818864926386e-06
BLOCK 2018,4.292695423809753e-06
BLOCK 2019,8.724900748317742e-06
BLOCK 2020,1.3026784900270317e-06
BLOCK 2021,2.9961803310178734e-06
BLOCK 2022,1.2654761120093762e-05
BLOCK 2023,4.7291705996900024e-07
BLOCK 2024,2.1904613580024526e-07
BLOCK 3001,1.5433247079235787e-06
BLOCK 3002,1.6609950122529871e-06
BLOCK 3003,1.9836042635209306e-06
BLOCK 3004,5.383142924600681e-06
BLOCK 3005,3.197378397498223e-06
BLOCK 3006,3.589353751561195e-06
BLOCK 3007,4.163514084449931e-06
BLOCK 3008,7.475400580571179e-06
BLOCK 3009,7.739709675410424e-06
BLOCK 3018,5.864219287640971e-07
BLOCK 3019,1.1672615750853844e-06
BLOCK 3020,2.8366555313000877e-07
BLOCK 3021,2.444126320940711e-07
BLOCK 3022,2.2946425976953246e-07
BLOCK 3023,2.5699385827229213e-07
BLOCK 3024,8.917989767976694e-07
BLOCK 3029,5.352416481919468e-07
BLOCK 2030,2.3709554777047326e-07
BLOCK 3000,9.207204014007544e-07
BLOCK 3016,9.499419081127568e-07
BLOCK 3032,9.24590262743056e-07
BLOCK 3033,4.934427926305969e-06
BLOCK 3034,9.043090599141514e-07
BLOCK 3035,1.6853573004614285e-06
BLOCK 3036,5.67685598008226e-13
BLOCK 3037,1.4473161063675304e-12
BLOCK 3038,3.7157621413866683e-06
BLOCK 4002,4.910211973780778e-07
BLOCK 4003,4.828910878679605e-07
BLOCK 4004,7.703878168535491e-07
BLOCK 4005,1.1758059658341405e-14
BLOCK 4006,5.475077832739666e-19
BLOCK 4007,1.9856270414037702e-17
BLOCK 4008,1.1752406352396747e-07
BLOCK 4009,1.3008624327337395e-07
BLOCK 4010,1.2936903349080259e-07
BLOCK 4011,2.1614626915749276e-07
BLOCK 4012,1.421402724366331e-07
BLOCK 4013,2.989152260747843e-07
BLOCK 4014,1.5213233286969692e-07
BLOCK 4015,1.4073553275274452e-07
BLOCK 4016,2.6647873123986094e-13
BLOCK 4017,1.4938940598737374e-07
BLOCK 4018,2.21065660436764e-12
BLOCK 4019,5.671716219806347e-07
BLOCK 4020,1.5538853307031468e-07
BLOCK 4021,5.205411380396445e-07
BLOCK 4022,7.706239407524717e-12
BLOCK 4023,8.855530888177777e-07
BLOCK 4024,8.929808514658074e-07
BLOCK 4025,8.430399549377596e-07
BLOCK 4026,1.0482172062266122e-06
BLOCK 4027,1.1777516559461198e-06
BLOCK 4028,1.1789345586698854e-06
BLOCK 4029,1.196667891679826e-06
BLOCK 4030,1.0329522437046918e-06
BLOCK 4031,1.5157508896226567e-06
BLOCK 4032,1.0962433717489655e-06
BLOCK 4033,1.664193386690964e-06
BLOCK 5000,1.6933365096669536e-07
BLOCK 5001,1.6729279881078785e-07
BLOCK 5002,1.7811505139170078e-07
BLOCK 5003,1.8617566782749213e-07
BLOCK 5004,1.772840171533171e-07
BLOCK 5005,4.388184772197362e-08
BLOCK 5006,5.301633605410875e-09
BLOCK 5007,8.952027419707876e-10
BLOCK 5008,7.68182711905251e-11
BLOCK 5009,1.195791816867601e-10
BLOCK 5010,3.36201282268742e-11
BLOCK 5011,1.2719655580895048e-10
BLOCK 5012,3.162552510426801e-10
BLOCK 5013,3.096891616460092e-11
BLOCK 5014,3.17461920874501e-20
BLOCK 5015,3.5314078159197736e-14
BLOCK 5016,1.0403992263196791e-13
BLOCK 5017,1.1146777694829145e-12
BLOCK 5018,1.4145668139608475e-12
BLOCK 5019,1.1541316537768195e-11
