,OBJECTID,GEOID,NAME,County_Name,State_Name,Lattitude,Longitude,Total Population,Population of one race,Population of one race: White alone,Population of one race: Black or African American alone,Population of one race: American Indian and Alaska Native alone,Population of one race: Asian alone,Population of one race: Native Hawaiian and Other Pacific Islander alone,Population of one race: Some Other Race alone,Hispanic or Latino Population,Non-Hispanic or Latino Population,Total population 18 years and over,Total population 18 years and over: Hispanic or Latino,Total population 18 years and over: Not Hispanic or Latino,Total housing units,Total occupied housing units,Total vacant housing units,Total group quarters population,Group quarters population: Institutionalized population,Group quarters population: Correctional facilities for adults,Group quarters population: Juvenile facilities,Group quarters population: Nursing facilities/Skilled-nursing facilities,Group quarters population: Other institutional facilities,Group quarters population: Noninstitutionalized population:,Group quarters population: College/University student housing,Group quarters population: Military quarters,Group quarters population: Other noninstitutional facilities,Percent of Population 18 Years and Over,Percent Hispanic or Latino,"Percent White alone, not Hispanic or Latino","Percent Black or African American alone, not Hispanic or Latino","Percent American Indian and Alaska Native alone, not Hispanic or Latino","Percent Asian alone, not Hispanic or Latino","Percent Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Percent Some Other Race alone, not Hispanic or Latino","Percent Population of two or more races, not Hispanic or Latino",Percent of Housing Units that are Occupied,Percent of Housing Units that are Vacant,STATE,COUNTY,TRACT,BLKGRP,BLOCK,TRIBAL TRACT,TRIBAL BLKGRP,URBAN AREA,URBAN AREA TYPE,URBAN/ RURAL,AREALAND,AREAWATR,POP100,Total Housing Count,Shape_Length,Shape_Area,y,x,Additional Cancer Prob,Expected Cancers
179,180,390299501003008,BLOCK 3008,Columbiana County,Ohio,40.8417467,-80.5733648,6,5,4,0,0,0,0,1,1,5,6,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,100.0,16.700000762939453,50.0,0.0,0.0,0.0,0.0,16.700000762939453,16.700000762939453,100.0,0.0,39,29,950100,3,3008,999999,9,,,,6357,0,6,2,431.9660646827326,11118.011993339249,629.5942250296295,-4357.2243112740825,1.303450211351197e-28,7.820701268107181e-28
180,181,390299501003009,BLOCK 3009,Columbiana County,Ohio,40.8425249,-80.5732525,10,10,10,0,0,0,0,0,0,10,9,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,90.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,3,3009,999999,9,,,,13401,0,10,3,692.0869155365613,23438.78591898893,716.1532812488477,-4347.773745457883,2.2205090759945226e-28,2.2205090759945226e-27
181,182,390299501003018,BLOCK 3018,Columbiana County,Ohio,40.8358327,-80.556157,25,25,25,0,0,0,0,0,0,25,24,0,24,14,14,0,0,0,0,0,0,0,0,0,0,0,96.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,3,3018,999999,9,,,,103393,0,25,14,2188.7136997567973,180800.95437515024,-28.219008690984147,-2909.1081176225744,7.727855382834012e-37,1.931963845708503e-35
182,183,390299501003019,BLOCK 3019,Columbiana County,Ohio,40.8338374,-80.5606754,40,39,39,0,0,0,0,0,0,40,40,0,40,21,21,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,97.5,0.0,0.0,0.0,0.0,0.0,2.5,100.0,0.0,39,29,950100,3,3019,999999,9,,,,417559,0,40,21,3869.373381209398,730133.9469476725,-250.15589493333644,-3289.352440889224,8.074484736407842e-41,3.229793894563137e-39
183,184,390299501003020,BLOCK 3020,Columbiana County,Ohio,40.8348845,-80.5575325,15,14,14,0,0,0,0,0,0,15,13,0,13,6,6,0,0,0,0,0,0,0,0,0,0,0,86.69999694824219,0.0,93.3000030517578,0.0,0.0,0.0,0.0,0.0,6.699999809265137,100.0,0.0,39,29,950100,3,3020,999999,9,,,,20295,0,15,6,1460.7884685935965,35488.97924050715,-133.68713655900078,-3024.8628245164605,3.358475601059561e-57,5.037713401589341e-56
184,185,390299501003021,BLOCK 3021,Columbiana County,Ohio,40.8356644,-80.5591264,5,5,5,0,0,0,0,0,0,5,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,3,3021,999999,9,,,,11908,0,5,2,694.8027909979307,20823.235960173395,-46.93898962311072,-3158.996904486369,9.152492074095757e-52,4.5762460370478784e-51
185,186,390299501003022,BLOCK 3022,Columbiana County,Ohio,40.8330858,-80.5684058,9,9,9,0,0,0,0,0,0,9,6,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,950100,3,3022,999999,9,,,,107650,0,9,4,2220.234868029041,188230.80067624457,-333.75623758925974,-3939.9014611282864,3.7728278328324944e-56,3.395545049549245e-55
186,187,390299501003023,BLOCK 3023,Columbiana County,Ohio,40.8365213,-80.5705251,17,16,13,0,0,1,0,2,2,15,17,2,15,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,11.800000190734863,76.5,0.0,0.0,5.900000095367432,0.0,0.0,5.900000095367432,100.0,0.0,39,29,950100,3,3023,999999,9,,,,463653,0,17,4,3821.816737543529,810797.519598418,48.37385447136112,-4118.250385977439,1.298806682346015e-68,2.2079713599882253e-67
187,188,390299501003024,BLOCK 3024,Columbiana County,Ohio,40.8318308,-80.5731525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,950100,3,3024,999999,9,,,,7084,0,0,0,624.6685270391093,12386.9435441634,-473.34967829247375,-4339.358281684483,9.733381330368652e-85,0.0
188,189,390299501003029,BLOCK 3029,Columbiana County,Ohio,40.8419694,-80.5688087,13,10,7,0,0,0,0,3,5,8,11,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,84.5999984741211,38.5,38.5,0.0,0.0,0.0,0.0,0.0,23.100000381469727,100.0,0.0,39,29,950100,3,3029,999999,9,,,,53094,0,13,2,1466.4770085553366,92860.59432957356,654.365108889598,-3973.8073649259295,1.5630394282657035e-73,2.0319512567454146e-72
189,190,390299514011011,BLOCK 1011,Columbiana County,Ohio,40.8014129,-80.565815,89,88,86,0,0,0,0,2,0,89,65,0,65,35,33,2,0,0,0,0,0,0,0,0,0,0,73.0,0.0,96.5999984741211,0.0,0.0,0.0,0.0,2.200000047683716,1.100000023841858,94.3000030517578,5.699999809265137,39,29,951401,1,1011,999999,9,,,,1953342,0,89,35,9997.84266948652,3412258.286537929,-3856.727622486281,-3721.873623563308,1.6198687098432167e-33,1.441683151760463e-31
190,191,390299515001005,BLOCK 1005,Columbiana County,Ohio,40.842503,-80.5340543,9,9,9,0,0,0,0,0,1,8,9,1,8,5,2,3,0,0,0,0,0,0,0,0,0,0,100.0,11.100000381469728,88.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,39,29,951500,1,1005,999999,9,,,,11411,0,9,5,569.376109879013,19957.411329099574,713.7173479011103,-1049.0633432670484,1.130683516996921e-186,1.017615165297229e-185
191,192,390299515001006,BLOCK 1006,Columbiana County,Ohio,40.8408618,-80.5324232,36,34,32,2,0,0,0,0,0,36,30,0,30,18,18,0,0,0,0,0,0,0,0,0,0,0,83.30000305175781,0.0,88.9000015258789,5.599999904632568,0.0,0.0,0.0,0.0,5.599999904632568,100.0,0.0,39,29,951500,1,1006,999999,9,,,,136793,0,36,18,2003.3882719189453,239244.1981396627,531.1669456044427,-911.7987079935608,8.554632198892974e-289,3.0796675916014706e-287
192,193,390299515001009,BLOCK 1009,Columbiana County,Ohio,40.8390397,-80.5294111,69,68,66,1,1,0,0,0,0,69,44,0,44,32,29,3,0,0,0,0,0,0,0,0,0,0,63.79999923706055,0.0,95.6999969482422,1.399999976158142,1.399999976158142,0.0,0.0,0.0,1.399999976158142,90.5999984741211,9.399999618530272,39,29,951500,1,1009,999999,9,,,,68128,0,69,32,2264.99477649329,119144.35652205072,328.4950664766498,-658.3165130133116,8.335163691798588e-143,5.751262947341026e-141
193,194,390299515001010,BLOCK 1010,Columbiana County,Ohio,40.8439168,-80.5284555,35,34,34,0,0,0,0,0,0,35,27,0,27,14,14,0,0,0,0,0,0,0,0,0,0,0,77.0999984741211,0.0,97.0999984741211,0.0,0.0,0.0,0.0,0.0,2.900000095367432,100.0,0.0,39,29,951500,1,1010,999999,9,,,,83548,0,35,14,3039.174765624604,146134.54890641206,870.9740861208368,-577.8983377682482,0.0,0.0
194,195,390299515001011,BLOCK 1011,Columbiana County,Ohio,40.8427715,-80.5233716,67,61,61,0,0,0,0,0,1,66,58,1,57,34,33,1,0,0,0,0,0,0,0,0,0,0,86.5999984741211,1.5,91.0,0.0,0.0,0.0,0.0,0.0,7.5,97.0999984741211,2.900000095367432,39,29,951500,1,1011,999999,9,,,,851348,0,67,34,5565.539619976727,1489046.9101666266,743.582558122477,-150.06455653081693,1.6198687098432167e-33,1.0853120355949552e-31
195,196,390299515001012,BLOCK 1012,Columbiana County,Ohio,40.8366313,-80.5221712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951500,1,1012,999999,9,,,,58491,0,0,0,1585.357717519824,102283.4684399099,60.60913612688224,-49.04532500484594,0.0,0.0
196,197,390299515001013,BLOCK 1013,Columbiana County,Ohio,40.8365306,-80.5261845,21,16,16,0,0,0,0,0,2,19,15,2,13,5,5,0,0,0,0,0,0,0,0,0,0,0,71.4000015258789,9.5,66.69999694824219,0.0,0.0,0.0,0.0,0.0,23.799999237060547,100.0,0.0,39,29,951500,1,1013,999999,9,,,,33347,0,21,5,989.0615359995842,58313.70651772453,49.40829192080732,-386.783147266445,9.574050654021354e-124,2.0105506373444843e-122
197,198,390299515001014,BLOCK 1014,Columbiana County,Ohio,40.8379675,-80.5263058,10,9,8,0,0,0,0,1,1,9,9,1,8,6,6,0,0,0,0,0,0,0,0,0,0,0,90.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,39,29,951500,1,1014,999999,9,,,,44341,0,10,6,1145.530748524146,77543.35671420502,209.2344392874008,-396.9911052640277,6.54964490504622e-66,6.5496449050462196e-65
198,199,390299515001015,BLOCK 1015,Columbiana County,Ohio,40.8355274,-80.5221533,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,39,29,951500,1,1015,999999,9,,,,59690,0,1,2,1633.4897570121832,104377.09525752735,-62.177476775677405,-47.538956923086005,0.0,0.0
199,200,390299515001016,BLOCK 1016,Columbiana County,Ohio,40.835222,-80.5260552,21,21,17,3,0,1,0,0,0,21,12,0,12,7,7,0,0,0,0,0,0,0,0,0,0,0,57.09999847412109,0.0,81.0,14.300000190734863,0.0,4.800000190734863,0.0,0.0,0.0,100.0,0.0,39,29,951500,1,1016,999999,9,,,,27871,0,21,7,887.714551481491,48737.365119696384,-96.1470678434546,-375.901952137224,0.0,0.0
200,201,390299515002000,BLOCK 2000,Columbiana County,Ohio,40.8386373,-80.5311924,53,47,47,0,0,0,0,0,0,53,27,0,27,16,16,0,0,0,0,0,0,0,0,0,0,0,50.900001525878906,0.0,88.69999694824219,0.0,0.0,0.0,0.0,0.0,11.300000190734863,100.0,0.0,39,29,951500,2,2000,999999,9,,,,17248,0,53,16,703.087700136576,30163.74958542903,283.7361815853933,-808.2211755423514,0.0,0.0
201,202,390299515002001,BLOCK 2001,Columbiana County,Ohio,40.8388523,-80.5330348,20,20,19,0,1,0,0,0,1,19,20,1,19,16,16,0,0,0,0,0,0,0,0,0,0,0,100.0,5.0,90.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2001,999999,9,,,,9431,0,20,16,582.6659127953552,16492.901684870427,307.6505957295038,-963.2676865659172,0.0,0.0
202,203,390299515002002,BLOCK 2002,Columbiana County,Ohio,40.8388494,-80.5348981,26,24,23,0,0,0,0,1,2,24,15,2,13,6,6,0,0,0,0,0,0,0,0,0,0,0,57.70000076293945,7.699999809265137,88.5,0.0,0.0,0.0,0.0,0.0,3.799999952316284,100.0,0.0,39,29,951500,2,2002,999999,9,,,,8126,0,26,6,535.4877823470874,14210.256484065025,307.3280292129945,-1120.0730294838254,0.0,0.0
203,204,390299515002003,BLOCK 2003,Columbiana County,Ohio,40.8393213,-80.5371112,75,75,74,0,0,0,0,1,0,75,54,0,54,29,29,0,0,0,0,0,0,0,0,0,0,0,72.0,0.0,98.6999969482422,0.0,0.0,0.0,0.0,1.2999999523162842,0.0,100.0,0.0,39,29,951500,2,2003,999999,9,,,,50902,0,75,29,1331.9681752841616,89020.57642234146,359.8173875145575,-1306.3156657208472,0.0,0.0
204,205,390299515002004,BLOCK 2004,Columbiana County,Ohio,40.8400584,-80.5390893,23,23,22,1,0,0,0,0,1,22,23,1,22,17,17,0,0,0,0,0,0,0,0,0,0,0,100.0,4.300000190734863,95.6999969482422,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2004,999999,9,,,,25058,0,23,17,880.5674332896955,43823.78475035459,441.8048975872273,-1472.7819611229438,0.0,0.0
205,206,390299515002005,BLOCK 2005,Columbiana County,Ohio,40.8385503,-80.5391656,17,15,15,0,0,0,0,0,0,17,17,0,17,12,12,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,88.19999694824219,0.0,0.0,0.0,0.0,0.0,11.800000190734863,100.0,0.0,39,29,951500,2,2005,999999,9,,,,12690,0,17,12,597.8492772546615,22192.295114888428,274.0591860943629,-1479.2029602292616,0.0,0.0
206,207,390299515002006,BLOCK 2006,Columbiana County,Ohio,40.837878,-80.5311919,16,16,16,0,0,0,0,0,0,16,16,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2006,999999,9,,,,8820,0,16,8,558.7845697053172,15423.892053498676,199.27936921431944,-808.179098221551,0.0,0.0
207,208,390299515002007,BLOCK 2007,Columbiana County,Ohio,40.8378542,-80.5330997,18,18,18,0,0,0,0,0,0,18,15,0,15,11,4,7,0,0,0,0,0,0,0,0,0,0,83.30000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,36.400001525878906,63.59999847412109,39,29,951500,2,2007,999999,9,,,,9556,0,18,11,592.1881327802305,16711.402003463714,196.6320991830348,-968.7293227799912,0.0,0.0
208,209,390299515002008,BLOCK 2008,Columbiana County,Ohio,40.8383523,-80.5330954,16,16,16,0,0,0,0,0,0,16,13,0,13,10,10,0,0,0,0,0,0,0,0,0,0,0,81.30000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2008,999999,9,,,,8603,0,16,10,570.0858706474396,15044.518451527398,252.03567911414189,-968.36745782306,0.0,0.0
209,210,390299515002009,BLOCK 2009,Columbiana County,Ohio,40.8383471,-80.5349168,13,13,13,0,0,0,0,0,0,13,12,0,12,10,10,0,0,0,0,0,0,0,0,0,0,0,92.3000030517578,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2009,999999,9,,,,8360,0,13,10,540.0980814303053,14619.569652492011,251.4572839817496,-1121.6467212737875,0.0,0.0
210,211,390299515002010,BLOCK 2010,Columbiana County,Ohio,40.8378331,-80.5349462,28,27,26,0,0,1,0,0,1,27,20,0,20,12,12,0,0,0,0,0,0,0,0,0,0,0,71.4000015258789,3.5999999046325684,92.9000015258789,0.0,0.0,0.0,0.0,0.0,3.5999999046325684,100.0,0.0,39,29,951500,2,2010,999999,9,,,,8449,0,28,12,538.9248591698189,14776.04919507784,194.285149701384,-1124.1208677218162,0.0,0.0
211,212,390299515002011,BLOCK 2011,Columbiana County,Ohio,40.8375697,-80.5365128,37,32,30,0,2,0,0,0,0,37,32,0,32,18,11,7,0,0,0,0,0,0,0,0,0,0,86.5,0.0,81.0999984741211,0.0,5.400000095367432,0.0,0.0,0.0,13.5,61.09999847412109,38.900001525878906,39,29,951500,2,2011,999999,9,,,,13545,0,37,18,614.1952318046983,23686.69709296137,164.98721162932551,-1255.9575285005822,0.0,0.0
212,213,390299515002012,BLOCK 2012,Columbiana County,Ohio,40.8375573,-80.5378682,28,27,26,0,0,1,0,0,0,28,18,0,18,7,0,7,0,0,0,0,0,0,0,0,0,0,64.30000305175781,0.0,92.9000015258789,0.0,0.0,3.5999999046325684,0.0,0.0,3.5999999046325684,0.0,100.0,39,29,951500,2,2012,999999,9,,,,12089,0,28,7,581.4003398539586,21141.51432276902,163.60796169720226,-1370.02072899402,0.0,0.0
213,214,390299515002013,BLOCK 2013,Columbiana County,Ohio,40.8383134,-80.5378637,12,10,10,0,0,0,0,0,0,12,8,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,83.30000305175781,0.0,0.0,0.0,0.0,0.0,16.700000762939453,100.0,0.0,39,29,951500,2,2013,999999,9,,,,6203,0,12,5,436.81002607829896,10848.19710584372,247.7088386018077,-1369.6420331089544,0.0,0.0
214,215,390299515002014,BLOCK 2014,Columbiana County,Ohio,40.837549,-80.5391891,20,16,15,1,0,0,0,0,0,20,11,0,11,8,8,0,0,0,0,0,0,0,0,0,0,0,55.0,0.0,75.0,5.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,39,29,951500,2,2014,999999,9,,,,12571,0,20,8,592.1344719078659,21983.98721389218,162.68475408142547,-1481.1805942913115,0.0,0.0
215,216,390299515002015,BLOCK 2015,Columbiana County,Ohio,40.8365997,-80.5391836,5,4,4,0,0,0,0,0,0,5,5,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,39,29,951500,2,2015,999999,9,,,,11551,0,5,3,570.6127289498946,20200.04556854121,57.09427339665552,-1480.71774376629,0.0,0.0
216,217,390299515002016,BLOCK 2016,Columbiana County,Ohio,40.8365221,-80.5373877,14,14,14,0,0,0,0,0,0,14,13,0,13,6,5,1,0,0,0,0,0,0,0,0,0,0,92.9000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,83.30000305175781,16.700000762939453,39,29,951500,2,2016,999999,9,,,,16841,0,14,6,871.0588983402438,29449.66651197296,48.46283833815513,-1329.584423973272,0.0,0.0
217,218,390299515002017,BLOCK 2017,Columbiana County,Ohio,40.8368297,-80.5365114,10,10,10,0,0,0,0,0,0,10,10,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2017,999999,9,,,,6170,0,10,4,453.9694006580024,10789.3242252687,82.67713503943898,-1255.8397120034483,0.0,0.0
218,219,390299515002018,BLOCK 2018,Columbiana County,Ohio,40.8368345,-80.5349194,37,35,35,0,0,0,0,0,0,37,32,0,32,14,11,3,0,0,0,0,0,0,0,0,0,0,86.5,0.0,94.5999984741211,0.0,0.0,0.0,0.0,0.0,5.400000095367432,78.5999984741211,21.399999618530277,39,29,951500,2,2018,999999,9,,,,8343,0,37,14,532.8292047429671,14589.17025768556,83.21103823878795,-1121.865523340359,0.0,0.0
219,220,390299515002019,BLOCK 2019,Columbiana County,Ohio,40.8373542,-80.533125,36,36,36,0,0,0,0,0,0,36,28,0,28,11,11,0,0,0,0,0,0,0,0,0,0,0,77.80000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2019,999999,9,,,,9227,0,36,11,596.3442793198914,16135.406024200223,141.0171825683805,-970.8584352029352,0.0,0.0
220,221,390299515002020,BLOCK 2020,Columbiana County,Ohio,40.8373741,-80.5311909,17,17,17,0,0,0,0,0,0,17,17,0,17,9,9,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2020,999999,9,,,,8535,0,17,9,555.3621736219853,14925.62983932205,143.2306562494865,-808.0949435799508,6.463344085640014e-110,1.0987684945588024e-108
221,222,390299515002021,BLOCK 2021,Columbiana County,Ohio,40.8368888,-80.5311897,19,16,16,0,0,0,0,0,0,19,19,0,19,10,10,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,84.19999694824219,0.0,0.0,0.0,0.0,0.0,15.800000190734863,100.0,0.0,39,29,951500,2,2021,999999,9,,,,8262,0,19,10,554.2620333660581,14447.916205267304,89.25081818283842,-807.9939580104589,0.0,0.0
222,223,390299515002022,BLOCK 2022,Columbiana County,Ohio,40.8361928,-80.5307573,58,58,58,0,0,0,0,0,0,58,47,0,47,37,34,3,0,0,0,0,0,0,0,0,0,0,81.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,91.9000015258789,8.100000381469727,39,29,951500,2,2022,999999,9,,,,67233,0,58,37,2273.824503016864,117569.7900177021,11.834854255301842,-771.6054911243676,0.0,0.0
223,224,390299515002023,BLOCK 2023,Columbiana County,Ohio,40.8364317,-80.5311948,8,8,8,0,0,0,0,0,0,8,7,0,7,10,10,0,0,0,0,0,0,0,0,0,0,0,87.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2023,999999,9,,,,7631,0,8,10,541.3971841400543,13344.939484005132,38.40766141378072,-808.4231466813354,6.048103023941976e-36,4.838482419153581e-35
224,225,390299515002024,BLOCK 2024,Columbiana County,Ohio,40.8364037,-80.5330911,31,28,27,1,0,0,0,0,0,31,22,0,22,13,13,0,0,0,0,0,0,0,0,0,0,0,71.0,0.0,87.0999984741211,3.200000047683716,0.0,0.0,0.0,0.0,9.699999809265137,100.0,0.0,39,29,951500,2,2024,999999,9,,,,7765,0,31,13,558.9433503927211,13578.174059911667,35.29322608306573,-968.005592866128,6.331620380784517e-33,1.9628023180432002e-31
225,226,390299515002025,BLOCK 2025,Columbiana County,Ohio,40.8363651,-80.534921,27,27,26,0,0,0,0,1,1,26,17,0,17,9,9,0,0,0,0,0,0,0,0,0,0,0,63.0,3.700000047683716,96.3000030517578,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2025,999999,9,,,,7037,0,27,9,521.1698683535294,12305.20724230784,30.99975452139848,-1122.0001707654471,0.0,0.0
226,227,390299515002026,BLOCK 2026,Columbiana County,Ohio,40.8351017,-80.5312373,36,34,34,0,0,0,0,0,0,36,25,0,25,16,16,0,0,0,0,0,0,0,0,0,0,0,69.4000015258789,0.0,94.4000015258789,0.0,0.0,0.0,0.0,0.0,5.599999904632568,100.0,0.0,39,29,951500,2,2026,999999,9,,,,88044,0,36,16,2243.8573603082523,153957.1640067308,-109.5280167813838,-811.9997189354026,0.0,0.0
227,228,390299515002027,BLOCK 2027,Columbiana County,Ohio,40.8352232,-80.5373169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951500,2,2027,999999,9,,,,21951,0,0,0,1126.202659124162,38383.771853587976,-96.01359204361736,-1323.6262753862566,0.0,0.0
228,229,390299515002028,BLOCK 2028,Columbiana County,Ohio,40.8358636,-80.5378303,9,9,8,0,0,0,0,1,1,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,22.200000762939453,11.100000381469728,88.9000015258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39,29,951500,2,2028,999999,9,,,,21796,0,9,1,1074.9188354834157,38114.50158746548,-24.78200684305243,-1366.8312680989438,0.0,0.0
229,230,390299515002029,BLOCK 2029,Columbiana County,Ohio,40.8373296,-80.5349803,22,22,22,0,0,0,0,0,0,22,14,0,14,8,8,0,0,0,0,0,0,0,0,0,0,0,63.59999847412109,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,2,2029,999999,9,,,,7464,0,22,8,511.384917093896,13052.149592768055,138.28092867030185,-1126.9905409864878,0.0,0.0
230,231,390299515002030,BLOCK 2030,Columbiana County,Ohio,40.8368661,-80.5330922,22,22,21,1,0,0,0,0,0,22,18,0,18,12,6,6,0,0,0,0,0,0,0,0,0,0,81.80000305175781,0.0,95.5,4.5,0.0,0.0,0.0,0.0,0.0,50.0,50.0,39,29,951500,2,2030,999999,9,,,,8935,0,22,12,573.008747997278,15625.630353300685,86.72590096901467,-968.098162971614,2.466465321239706e-32,5.4262237067273525e-31
231,232,390299515003000,BLOCK 3000,Columbiana County,Ohio,40.8319404,-80.5217442,7,7,7,0,0,0,0,0,0,7,6,0,6,4,1,3,0,0,0,0,0,0,0,0,0,0,85.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,39,29,951500,3,3000,999999,9,,,,327323,0,7,4,3467.386642941486,572316.5264052793,-461.1588885699959,-13.111293128977865,6.258158802596409e-35,4.380711161817487e-34
232,233,390299515003001,BLOCK 3001,Columbiana County,Ohio,40.8325754,-80.5256477,22,22,20,0,2,0,0,0,0,22,13,0,13,9,9,0,0,0,0,0,0,0,0,0,0,0,59.09999847412109,0.0,90.9000015258789,0.0,9.100000381469728,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,3,3001,999999,9,,,,64713,0,22,9,1721.5056356923224,113150.59441224008,-390.52794446869854,-341.60893577866767,9.126309093620166e-30,2.0077880005964364e-28
233,234,390299515003002,BLOCK 3002,Columbiana County,Ohio,40.8340138,-80.5275506,29,29,29,0,0,0,0,0,0,29,21,0,21,12,12,0,0,0,0,0,0,0,0,0,0,0,72.4000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,3,3002,999999,9,,,,16448,0,29,12,687.217806668507,28761.02030773581,-230.5349523516009,-501.7468028215355,7.26185232649213e-29,2.1059371746827176e-27
234,235,390299515003003,BLOCK 3003,Columbiana County,Ohio,40.8342619,-80.5295061,12,12,12,0,0,0,0,0,0,12,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,75.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,3,3003,999999,9,,,,10551,0,12,9,641.8547008627418,18448.546492477333,-202.93883072746735,-666.3112039382328,3.466152890851096e-29,4.159383469021315e-28
235,236,390299515003004,BLOCK 3004,Columbiana County,Ohio,40.8342951,-80.5319587,21,21,21,0,0,0,0,0,0,21,21,0,21,12,12,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,3,3004,999999,9,,,,12709,0,21,12,759.8210696642948,22222.504130638365,-199.2460002643601,-872.7088771383274,2.121442833278612e-27,4.455029949885085e-26
236,237,390299515003005,BLOCK 3005,Columbiana County,Ohio,40.834348,-80.5338966,18,17,17,0,0,0,0,0,0,18,9,0,9,5,4,1,0,0,0,0,0,0,0,0,0,0,50.0,0.0,94.4000015258789,0.0,0.0,0.0,0.0,0.0,5.599999904632568,80.0,20.0,39,29,951500,3,3005,999999,9,,,,5304,0,18,5,395.4869760818454,9274.649477474186,-193.3619420870223,-1035.7921563527989,9.19866312541875e-28,1.655759362575375e-26
237,238,390299515003006,BLOCK 3006,Columbiana County,Ohio,40.8343692,-80.5351154,16,16,16,0,0,0,0,0,0,16,7,0,7,7,3,4,0,0,0,0,0,0,0,0,0,0,43.79999923706055,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,42.900001525878906,57.09999847412109,39,29,951500,3,3006,999999,9,,,,6990,0,16,7,463.3233186608762,12223.585942706686,-191.00386962228757,-1138.3598330039736,1.8241378774157458e-28,2.9186206038651932e-27
