,OBJECTID,GEOID,NAME,County_Name,State_Name,Lattitude,Longitude,Total Population,Population of one race,Population of one race: White alone,Population of one race: Black or African American alone,Population of one race: American Indian and Alaska Native alone,Population of one race: Asian alone,Population of one race: Native Hawaiian and Other Pacific Islander alone,Population of one race: Some Other Race alone,Hispanic or Latino Population,Non-Hispanic or Latino Population,Total population 18 years and over,Total population 18 years and over: Hispanic or Latino,Total population 18 years and over: Not Hispanic or Latino,Total housing units,Total occupied housing units,Total vacant housing units,Total group quarters population,Group quarters population: Institutionalized population,Group quarters population: Correctional facilities for adults,Group quarters population: Juvenile facilities,Group quarters population: Nursing facilities/Skilled-nursing facilities,Group quarters population: Other institutional facilities,Group quarters population: Noninstitutionalized population:,Group quarters population: College/University student housing,Group quarters population: Military quarters,Group quarters population: Other noninstitutional facilities,Percent of Population 18 Years and Over,Percent Hispanic or Latino,"Percent White alone, not Hispanic or Latino","Percent Black or African American alone, not Hispanic or Latino","Percent American Indian and Alaska Native alone, not Hispanic or Latino","Percent Asian alone, not Hispanic or Latino","Percent Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Percent Some Other Race alone, not Hispanic or Latino","Percent Population of two or more races, not Hispanic or Latino",Percent of Housing Units that are Occupied,Percent of Housing Units that are Vacant,STATE,COUNTY,TRACT,BLKGRP,BLOCK,TRIBAL TRACT,TRIBAL BLKGRP,URBAN AREA,URBAN AREA TYPE,URBAN/ RURAL,AREALAND,AREAWATR,POP100,Total Housing Count,Shape_Length,Shape_Area,y,x,Additional Cancer Prob,Expected Cancers
614,615,420076006012033,BLOCK 2033,Beaver County,Pennsylvania,40.8120505,-80.4572502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,2,2033,999999,9,,,,9171,0,0,0,1780.8933097173376,16025.0178803017,-2673.5091485239323,5414.358027297008,0.0,0.0
615,616,420076006012034,BLOCK 2034,Beaver County,Pennsylvania,40.8230939,-80.4702354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,2,2034,999999,9,,,,18684,0,0,0,3645.3337917938406,32656.27247638557,-1445.153608235568,4321.593237650611,0.0,0.0
616,617,420076006012035,BLOCK 2035,Beaver County,Pennsylvania,40.8200879,-80.4665499,2,2,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2035,999999,9,,,,70308,0,2,2,3756.7454303432655,122889.1555442354,-1779.5104869240952,4631.745154213256,0.0,0.0
617,618,420076006012036,BLOCK 2036,Beaver County,Pennsylvania,40.8173191,-80.4744132,66,66,66,0,0,0,0,0,0,66,52,0,52,29,29,0,0,0,0,0,0,0,0,0,0,0,78.80000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2036,999999,9,,,,1940688,0,66,29,9774.234725447006,3391766.911030101,-2087.483649170108,3970.011990736912,0.0,0.0
618,619,420076006012037,BLOCK 2037,Beaver County,Pennsylvania,40.8221031,-80.4730799,12,11,11,0,0,0,0,0,0,12,7,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,58.29999923706055,0.0,91.6999969482422,0.0,0.0,0.0,0.0,0.0,8.300000190734863,100.0,0.0,42,7,600601,2,2037,999999,9,,,,19070,0,12,2,865.8504070732284,33333.341543418894,-1555.3601269999292,4082.215369925656,0.0,0.0
619,620,420076006012038,BLOCK 2038,Beaver County,Pennsylvania,40.8218605,-80.4777948,7,7,5,0,0,0,0,2,2,5,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,28.600000381469727,28.600000381469727,71.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2038,999999,9,,,,122388,0,7,3,2163.7088917925385,213928.30431039823,-1582.3444845410042,3685.434664989305,0.0,0.0
620,621,420076006012039,BLOCK 2039,Beaver County,Pennsylvania,40.8056637,-80.4638501,80,80,76,0,0,0,0,4,0,80,64,0,64,30,30,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,95.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,42,7,600601,2,2039,999999,9,,,,3090663,0,80,30,9611.595437756703,5399711.389456678,-3383.911847394572,4858.94584328501,0.0,0.0
621,622,420076006012041,BLOCK 2041,Beaver County,Pennsylvania,40.8052853,-80.4391554,26,26,26,0,0,0,0,0,0,26,19,0,19,10,8,2,0,0,0,0,0,0,0,0,0,0,73.0999984741211,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,42,7,600601,2,2041,999999,9,,,,124527,0,26,10,3283.339821257403,217558.58798390688,-3426.001216288376,6937.119298197901,0.0,0.0
622,623,420076006012042,BLOCK 2042,Beaver County,Pennsylvania,40.807494,-80.4361706,1,1,1,0,0,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2042,999999,9,,,,37056,0,1,3,1723.7280143407834,64743.92649440184,-3180.327883634086,7188.304043022711,0.0,0.0
623,624,420076006012043,BLOCK 2043,Beaver County,Pennsylvania,40.8091028,-80.4270661,7,7,7,0,0,0,0,0,0,7,4,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,57.09999847412109,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2043,999999,9,,,,25373,0,7,6,1835.8038346555247,44334.68052603942,-3001.381327934439,7954.489874531931,0.0,0.0
624,625,420076006012044,BLOCK 2044,Beaver County,Pennsylvania,40.8086862,-80.4256385,12,12,12,0,0,0,0,0,0,12,8,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2044,999999,9,,,,6968,0,12,5,443.4609453869021,12174.430975584071,-3047.7196764582823,8074.629022845324,0.0,0.0
625,626,420076006012045,BLOCK 2045,Beaver County,Pennsylvania,40.8104709,-80.4250471,12,12,12,0,0,0,0,0,0,12,10,0,10,6,0,6,0,0,0,0,0,0,0,0,0,0,83.30000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42,7,600601,2,2045,999999,9,,,,13354,0,12,6,635.1232857775085,23334.90789966993,-2849.207793093028,8124.398070259721,0.0,0.0
626,627,420076006012046,BLOCK 2046,Beaver County,Pennsylvania,40.8107371,-80.4239088,18,18,14,4,0,0,0,0,1,17,14,0,14,4,4,0,0,0,0,0,0,0,0,0,0,0,77.80000305175781,5.599999904632568,72.19999694824219,22.200000762939453,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2046,999999,9,,,,10743,0,18,4,548.2909969824569,18771.444507814103,-2819.598411487543,8220.191283849454,0.0,0.0
627,628,420076006012047,BLOCK 2047,Beaver County,Pennsylvania,40.8097877,-80.4237765,13,13,13,0,0,0,0,0,0,13,7,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,53.79999923706055,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2047,999999,9,,,,10642,0,13,3,547.6280259153144,18592.35033614912,-2925.200015155397,8231.324941174544,0.0,0.0
628,629,420076006012048,BLOCK 2048,Beaver County,Pennsylvania,40.8088486,-80.4236569,17,16,16,0,0,0,0,0,0,17,11,0,11,6,6,0,0,0,0,0,0,0,0,0,0,0,64.69999694824219,0.0,94.0999984741211,0.0,0.0,0.0,0.0,0.0,5.900000095367432,100.0,0.0,42,7,600601,2,2048,999999,9,,,,10385,0,17,6,539.5195587724928,18146.82677336013,-3029.655951541551,8241.389834716629,0.0,0.0
629,630,420076006012049,BLOCK 2049,Beaver County,Pennsylvania,40.8089333,-80.4224663,8,8,8,0,0,0,0,0,0,8,8,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2049,999999,9,,,,10621,0,8,5,545.2745756199477,18558.441613811625,-3020.2347846671105,8341.584334924164,0.0,0.0
630,631,420076006012050,BLOCK 2050,Beaver County,Pennsylvania,40.8089953,-80.4212951,10,10,10,0,0,0,0,0,0,10,7,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,70.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2050,999999,9,,,,10399,0,10,3,542.6671696001899,18169.696381575508,-3013.338535006494,8440.146234970798,0.0,0.0
631,632,420076006012051,BLOCK 2051,Beaver County,Pennsylvania,40.8082468,-80.4232733,6,5,5,0,0,0,0,0,1,5,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,50.0,16.700000762939453,83.30000305175781,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2051,999999,9,,,,1654,0,6,2,217.41490719082708,2890.5777927570334,-3096.5940651790334,8273.671550093877,0.0,0.0
632,633,420076006012052,BLOCK 2052,Beaver County,Pennsylvania,40.807761,-80.427025,38,38,38,0,0,0,0,0,0,38,31,0,31,16,16,0,0,0,0,0,0,0,0,0,0,0,81.5999984741211,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2052,999999,9,,,,115670,0,38,16,3005.314414911877,202099.80721058988,-3150.6295181618084,7957.948629790495,0.0,0.0
633,634,420076006012053,BLOCK 2053,Beaver County,Pennsylvania,40.8081254,-80.4243495,8,6,6,0,0,0,0,0,0,8,8,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,42,7,600601,2,2053,999999,9,,,,1509,0,8,2,207.15478357100744,2636.6594873474146,-3110.097366933008,8183.104339122869,0.0,0.0
634,635,420076006012054,BLOCK 2054,Beaver County,Pennsylvania,40.8087604,-80.4247299,11,11,11,0,0,0,0,0,0,11,8,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,72.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2054,999999,9,,,,8433,0,11,3,488.1042314766364,14734.417496216864,-3039.466422832418,8151.091918446122,0.0,0.0
635,636,420076006012055,BLOCK 2055,Beaver County,Pennsylvania,40.8152547,-80.4598751,4,4,4,0,0,0,0,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2055,999999,9,,,,12224,0,4,4,699.4797783902596,21363.45995966554,-2317.106516889724,5193.460523390208,0.0,0.0
636,637,420076006012056,BLOCK 2056,Beaver County,Pennsylvania,40.8070334,-80.4485035,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2056,999999,9,,,,101888,0,1,1,3049.6637364253147,178016.90066671686,-3231.560344819572,6150.433372520351,0.0,0.0
637,638,420076006012057,BLOCK 2057,Beaver County,Pennsylvania,40.8059336,-80.4427749,35,34,34,0,0,0,0,0,1,34,29,1,28,18,18,0,0,0,0,0,0,0,0,0,0,0,82.9000015258789,2.900000095367432,97.0999984741211,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,2,2057,999999,9,,,,138496,0,35,18,2472.9268968723945,241969.67601961907,-3353.890915405077,6632.521605913416,6.883787612874993e-40,2.4093256645062475e-38
638,639,420076006012058,BLOCK 2058,Beaver County,Pennsylvania,40.8069185,-80.4407944,7,7,7,0,0,0,0,0,0,7,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,57.09999847412109,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42,7,600601,2,2058,999999,9,,,,11107,0,7,7,547.9254575446945,19405.43417700627,-3244.3406526575254,6799.189855912146,6.875729574973534e-31,4.8130107024814734e-30
639,640,420076006012065,BLOCK 2065,Beaver County,Pennsylvania,40.8066203,-80.4505677,4,4,4,0,0,0,0,0,0,4,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42,7,600601,2,2065,999999,9,,,,53560,0,4,1,2553.2934602209543,93577.96547915896,-3277.509388926987,5976.721376439996,0.0,0.0
640,641,420076006012066,BLOCK 2066,Beaver County,Pennsylvania,40.8025024,-80.4467718,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,42,7,600601,2,2066,999999,9,,,,116385,0,0,3,5529.970878835856,203312.9636178092,-3735.542719183184,6296.163952047074,0.0,0.0
641,642,420076006012067,BLOCK 2067,Beaver County,Pennsylvania,40.8255191,-80.4749101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,2,2067,999999,9,,,,4510,0,0,0,895.0844509717707,7884.42648789945,-1175.3990166873712,3928.195550926858,0.0,0.0
642,643,420076006021000,BLOCK 1000,Beaver County,Pennsylvania,40.8058655,-80.4219395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600602,1,1000,999999,9,,,,0,3841,0,0,585.8628518250323,6710.584722473622,-3361.4656670479635,8385.916992881179,0.0,0.0
643,644,420076006021001,BLOCK 1001,Beaver County,Pennsylvania,40.80732,-80.42866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600602,1,1001,999999,9,,,,0,37824,0,0,4899.808534136122,66083.16195214243,-3199.681874616147,7820.355810800085,1.1484147022578268e-284,0.0
644,645,420076006021002,BLOCK 1002,Beaver County,Pennsylvania,40.8041643,-80.4321523,41,36,35,0,1,0,0,0,1,40,35,0,35,15,9,6,0,0,0,0,0,0,0,0,0,0,85.4000015258789,2.400000095367432,85.4000015258789,0.0,0.0,0.0,0.0,0.0,12.199999809265137,60.0,40.0,42,7,600602,1,1002,999999,9,,,,678590,0,41,15,5203.535408130522,1185514.3160324504,-3550.689859339324,7526.462596446854,4.869392190757725e-253,1.9964507982106673e-251
645,646,420076006021003,BLOCK 1003,Beaver County,Pennsylvania,40.8021531,-80.4386007,19,19,19,0,0,0,0,0,3,16,9,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0,47.400001525878906,15.800000190734863,84.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600602,1,1003,999999,9,,,,18165,0,19,5,759.0964867230789,31733.60227807575,-3774.395299930228,6983.799872580907,1.7136003047020405e-251,3.255840578933877e-250
646,647,420076006021004,BLOCK 1004,Beaver County,Pennsylvania,40.8049861,-80.4217594,14,13,13,0,0,0,0,0,2,12,10,1,9,5,5,0,0,0,0,0,0,0,0,0,0,0,71.4000015258789,14.300000190734863,85.69999694824219,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600602,1,1004,999999,9,,,,28904,0,14,5,1108.3494497549386,50497.535406906376,-3459.281182390799,8401.073241341239,0.0,0.0
647,648,420076006021008,BLOCK 1008,Beaver County,Pennsylvania,40.8008375,-80.4274783,15,12,11,0,0,0,1,0,0,15,12,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,73.30000305175781,0.0,0.0,0.0,6.699999809265137,0.0,20.0,100.0,0.0,42,7,600602,1,1008,999999,9,,,,429819,0,15,6,3766.636373078522,750830.4422542468,-3920.729268526637,7919.801336373599,8.487447897818596e-117,1.2731171846727893e-115
648,649,420076006021010,BLOCK 1010,Beaver County,Pennsylvania,40.800429,-80.4358421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600602,1,1010,999999,9,,,,8782,677,0,0,1894.797863984276,16523.757220356747,-3966.166655400871,7215.948839424136,0.0,0.0
649,650,420076053002008,BLOCK 2008,Beaver County,Pennsylvania,40.8390644,-80.4067782,1,1,1,0,0,0,0,0,0,1,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,605300,2,2008,999999,9,,,,240459,0,1,3,3390.402106483069,173972.92376477318,331.2424433571049,9661.810518196908,0.0,0.0
650,651,420076053002025,BLOCK 2025,Beaver County,Pennsylvania,40.8274074,-80.405725,10,10,10,0,0,0,0,0,0,10,6,0,6,7,7,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,605300,2,2025,999999,9,,,,554217,0,10,7,3399.905263562828,145583.41054088756,-965.3637226002394,9750.44216731685,0.0,0.0
651,652,420076053002026,BLOCK 2026,Beaver County,Pennsylvania,40.8333499,-80.406419,11,11,11,0,0,0,0,0,0,11,11,0,11,6,4,2,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69999694824219,33.29999923706055,42,7,605300,2,2026,999999,9,,,,27377,0,11,6,344.2660611980061,4012.094822879249,-304.38043863278364,9692.038858878306,0.0,0.0
652,653,420076053002027,BLOCK 2027,Beaver County,Pennsylvania,40.8354198,-80.4061254,20,20,20,0,0,0,0,0,0,20,20,0,20,9,9,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,605300,2,2027,999999,9,,,,83465,0,20,9,920.2585748149806,35730.05446670727,-74.14580683152406,9716.746656242283,0.0,0.0
653,654,420076006011000,BLOCK 1000,Beaver County,Pennsylvania,40.849986,-80.4142558,3,3,3,0,0,0,0,0,0,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1000,999999,9,,,,474379,0,3,1,4372.943235516768,815568.0658988318,1546.0501899577437,9032.535898151384,0.0,0.0
654,655,420076006011001,BLOCK 1001,Beaver County,Pennsylvania,40.850456,-80.4267854,20,20,20,0,0,0,0,0,0,20,20,0,20,8,5,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,37.5,42,7,600601,1,1001,999999,9,,,,480261,0,20,8,4615.506467471892,840185.3262797508,1598.3282115757593,7978.112078925728,1.1484147022578268e-284,2.2968294045156535e-283
655,656,420076006011002,BLOCK 1002,Beaver County,Pennsylvania,40.848332,-80.4463366,44,44,44,0,0,0,0,0,0,44,42,0,42,19,19,0,0,0,0,0,0,0,0,0,0,0,95.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1002,999999,9,,,,1036716,0,44,19,7893.839053634121,1813562.0926704756,1362.0760457959095,6332.788048624401,4.869392190757725e-253,2.142532563933399e-251
656,657,420076006011003,BLOCK 1003,Beaver County,Pennsylvania,40.8463259,-80.4568458,12,12,12,0,0,0,0,0,0,12,8,0,8,7,7,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1003,999999,9,,,,762485,0,12,7,5074.393842459464,1333761.8377355384,1138.937877353607,5448.39016196964,1.7136003047020405e-251,2.0563203656424485e-250
657,658,420076006011005,BLOCK 1005,Beaver County,Pennsylvania,40.8467488,-80.4711636,10,10,8,1,0,1,0,0,0,10,9,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,90.0,0.0,80.0,10.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1005,999999,9,,,,647598,0,10,3,5898.628762811739,1132812.8512322628,1185.9769738273033,4243.480902803303,1.130683516996921e-186,1.130683516996921e-185
658,659,420076006011007,BLOCK 1007,Beaver County,Pennsylvania,40.8447484,-80.4848597,21,21,20,1,0,0,0,0,0,21,14,0,14,9,9,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,95.1999969482422,4.800000190734863,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1007,999999,9,,,,980701,0,21,9,7320.089290046176,1715391.136690466,963.472815434935,3090.8905547353943,3.6653336677126366e-166,7.697200702196537e-165
659,660,420076006011008,BLOCK 1008,Beaver County,Pennsylvania,40.8504015,-80.4790541,13,12,12,0,0,0,0,0,1,12,13,1,12,5,5,0,0,0,0,0,0,0,0,0,0,0,100.0,7.699999809265137,92.3000030517578,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1008,999999,9,,,,310643,0,13,5,3644.9490393260894,543447.5383304068,1592.2661856641255,3579.4587282959974,8.487447897818596e-117,1.1033682267164174e-115
660,661,420076006011009,BLOCK 1009,Beaver County,Pennsylvania,40.8507389,-80.469083,8,8,8,0,0,0,0,0,0,8,8,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,7,600601,1,1009,999999,9,,,,192049,0,8,4,2872.7703250867626,335980.47277785983,1629.7951313965889,4418.573042136396,8.335163691798588e-143,6.66813095343887e-142
661,662,420076006011018,BLOCK 1018,Beaver County,Pennsylvania,40.8451736,-80.4284464,60,60,60,0,0,0,0,0,0,60,47,0,47,28,24,4,0,0,0,0,0,0,0,0,0,0,78.30000305175781,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69999694824219,14.300000190734863,42,7,600601,1,1018,999999,9,,,,1823722,0,60,28,7959.378501762748,3189998.9911227347,1010.7677405238068,7838.331239667818,0.0,0.0
662,663,420076006011019,BLOCK 1019,Beaver County,Pennsylvania,40.8455974,-80.4149039,6,4,4,0,0,0,0,0,0,6,5,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,83.30000305175781,0.0,66.69999694824219,0.0,0.0,0.0,0.0,0.0,33.29999923706055,100.0,0.0,42,7,600601,1,1019,999999,9,,,,94160,0,6,3,1967.8099242301432,164703.59301916344,1057.9069438466734,8977.995285232982,0.0,0.0
663,664,420076006011020,BLOCK 1020,Beaver County,Pennsylvania,40.8448439,-80.4129268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,1,1020,999999,9,,,,0,5778,0,0,610.3419379598314,10106.03360632638,974.0952645079102,9144.377395326856,0.0,0.0
664,665,420076006011021,BLOCK 1021,Beaver County,Pennsylvania,40.8467853,-80.4118034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,1,1021,999999,9,,,,0,13375,0,0,1899.508074563007,23396.30590173172,1190.0368627399628,9238.916701106684,0.0,0.0
665,666,420076006011022,BLOCK 1022,Beaver County,Pennsylvania,40.8466866,-80.41016,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,42,7,600601,1,1022,999999,9,,,,117196,0,0,2,2027.669470850626,205004.88237545537,1179.0584781998116,9377.216411225198,0.0,0.0
666,667,420076006011024,BLOCK 1024,Beaver County,Pennsylvania,40.844859,-80.4120495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,600601,1,1024,999999,9,,,,13616,0,0,0,702.0532187528877,23817.265862903278,975.7748349896672,9218.206247914286,0.0,0.0
667,668,420076006011026,BLOCK 1026,Beaver County,Pennsylvania,40.8444303,-80.4092246,8,5,5,0,0,0,0,0,1,7,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,25.0,12.5,50.0,0.0,0.0,0.0,0.0,0.0,37.5,100.0,0.0,42,7,600601,1,1026,999999,9,,,,13534,0,8,1,720.5532123486504,23673.523640911277,928.0906054843678,9455.934646738044,0.0,0.0
668,669,420076053002004,BLOCK 2004,Beaver County,Pennsylvania,40.8441635,-80.4054124,15,10,9,0,0,1,0,0,0,15,12,0,12,8,8,0,0,0,0,0,0,0,0,0,0,0,80.0,0.0,60.0,0.0,0.0,6.699999809265137,0.0,0.0,33.29999923706055,100.0,0.0,42,7,605300,2,2004,999999,9,,,,256814,0,15,8,730.8961524046401,14801.97049870267,898.4144859789653,9776.748902451332,0.0,0.0
669,670,420076053002005,BLOCK 2005,Beaver County,Pennsylvania,40.8508737,-80.4066681,8,7,7,0,0,0,0,0,0,8,7,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,87.5,0.0,87.5,0.0,0.0,0.0,0.0,0.0,12.5,100.0,0.0,42,7,605300,2,2005,999999,9,,,,57814,0,8,4,186.79332360624144,710.532083317896,1644.7889129156486,9671.07594222406,0.0,0.0
670,671,420076053002006,BLOCK 2006,Beaver County,Pennsylvania,40.8515868,-80.4077683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,605300,2,2006,999999,9,,,,0,7765,0,0,60.07577447113668,59.72998897731653,1724.1069069915732,9578.489025479905,0.0,0.0
671,672,420076053002007,BLOCK 2007,Beaver County,Pennsylvania,40.8509574,-80.4082056,3,3,3,0,0,0,0,0,0,3,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42,7,605300,2,2007,999999,9,,,,15471,0,3,1,2.724638098276813,0.1180066005367711,1654.0988499571265,9541.688208531408,0.0,0.0
672,673,420076053002009,BLOCK 2009,Beaver County,Pennsylvania,40.844355,-80.4083057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,42,7,605300,2,2009,999999,9,,,,4921,0,0,0,487.5816372058932,8606.619908565353,919.7149990417504,9533.264330689572,0.0,0.0
673,674,420076053002010,BLOCK 2010,Beaver County,Pennsylvania,40.8477178,-80.4074416,19,16,15,0,0,1,0,0,0,19,18,0,18,4,4,0,0,0,0,0,0,0,0,0,0,0,94.6999969482422,0.0,78.9000015258789,0.0,0.0,5.300000190734863,0.0,0.0,15.800000190734863,100.0,0.0,42,7,605300,2,2010,999999,9,,,,73302,0,19,4,1217.2778514062918,29629.324505739365,1293.7586822263038,9605.982341008905,0.0,0.0
674,675,420730113003015,BLOCK 3015,Lawrence County,Pennsylvania,40.885167,-80.4791762,69,67,67,0,0,0,0,0,0,69,51,0,51,28,28,0,0,0,0,0,0,0,0,0,0,0,73.9000015258789,0.0,97.0999984741211,0.0,0.0,0.0,0.0,0.0,2.900000095367432,100.0,0.0,42,73,11300,3,3015,999999,9,,,,3993002,0,69,28,11445.736065803036,6992817.486711106,5459.226952809077,3569.183446883864,7.556883824526356e-37,5.214249838923186e-35
675,676,420730113003019,BLOCK 3019,Lawrence County,Pennsylvania,40.8702374,-80.4877943,47,47,47,0,0,0,0,0,0,47,38,0,38,20,20,0,0,0,0,0,0,0,0,0,0,0,80.9000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42,73,11300,3,3019,999999,9,,,,3375604,0,47,20,12320.703381419402,5908941.0393002825,3798.6100346239714,2843.930349103186,8.074484736407842e-41,3.795007826111686e-39
