,Date,Hour,Minute,EST,Elevation angle,Zenith (Incidence) angle,wind_speed (m/s),wind_direction (deg),mixing_height,overall_cloud_cover,time_interval,stability_class
2023-02-03 00:00:00,20230203,0.0,0,00:00:00,-64.57,154.57,4.629996,290.0,3000.0,100.0,0 days 00:15:00,D
2023-02-03 00:15:00,20230203,0.0,15,00:15:00,-65.36,155.36,4.629996,282.63074021243006,3250.0,100.0,0 days 00:15:00,D
2023-02-03 00:30:00,20230203,0.0,30,00:30:00,-65.73,155.73000000000002,4.629996,275.0,3500.0,100.0,0 days 00:15:00,D
2023-02-03 00:45:00,20230203,0.0,45,00:45:00,-65.68,155.68,4.629996,267.36925978756994,3750.0,100.0,0 days 00:15:00,D
2023-02-03 01:00:00,20230203,1.0,0,01:00:00,-65.2,155.2,4.629996,260.0,4000.0,100.0,0 days 00:15:00,D
2023-02-03 01:15:00,20230203,1.0,15,01:15:00,-64.32,154.32,4.629996,260.0,3625.0,100.0,0 days 00:15:00,D
2023-02-03 01:30:00,20230203,1.0,30,01:30:00,-63.08,153.07999999999998,4.629996,260.0,3250.0,100.0,0 days 00:15:00,D
2023-02-03 01:45:00,20230203,1.0,45,01:45:00,-61.52,151.52,4.629996,260.0,2875.0,100.0,0 days 00:15:00,D
2023-02-03 02:00:00,20230203,2.0,0,02:00:00,-59.7,149.7,4.629996,260.0,2500.0,100.0,0 days 00:15:00,D
2023-02-03 02:15:00,20230203,2.0,15,02:15:00,-57.66,147.66,5.14444,262.4952312784634,3125.0,100.0,0 days 00:15:00,D
2023-02-03 02:30:00,20230203,2.0,30,02:30:00,-55.45,145.45,5.6588840000000005,265.0,3750.0,100.0,0 days 00:15:00,D
2023-02-03 02:45:00,20230203,2.0,45,02:45:00,-53.09,143.09,6.173328,267.5047687215366,4375.0,100.0,0 days 00:15:00,D
2023-02-03 03:00:00,20230203,3.0,0,03:00:00,-50.62,140.62,6.687772,270.0,5000.0,100.0,0 days 00:15:00,D
2023-02-03 03:15:00,20230203,3.0,15,03:15:00,-48.05,138.05,6.559161,272.4952312784634,5000.0,100.0,0 days 00:15:00,D
2023-02-03 03:30:00,20230203,3.0,30,03:30:00,-45.42,135.42000000000002,6.43055,275.0,5000.0,100.0,0 days 00:15:00,D
2023-02-03 03:45:00,20230203,3.0,45,03:45:00,-42.72,132.72,6.301939,277.5047687215366,5000.0,100.0,0 days 00:15:00,D
2023-02-03 04:00:00,20230203,4.0,0,04:00:00,-39.98,129.98,6.173328,280.0,5000.0,100.0,0 days 00:15:00,D
2023-02-03 04:15:00,20230203,4.0,15,04:15:00,-37.21,127.21000000000001,6.044717,280.0,4850.0,100.0,0 days 00:15:00,D
2023-02-03 04:30:00,20230203,4.0,30,04:30:00,-34.41,124.41,5.916106,280.0,4700.0,100.0,0 days 00:15:00,D
2023-02-03 04:45:00,20230203,4.0,45,04:45:00,-31.59,121.59,5.787495,280.0,4550.0,100.0,0 days 00:15:00,D
2023-02-03 05:00:00,20230203,5.0,0,05:00:00,-28.76,118.76,5.6588840000000005,280.0,4400.0,100.0,0 days 00:15:00,D
2023-02-03 05:15:00,20230203,5.0,15,05:15:00,-25.92,115.92,5.787495,280.0,4525.0,87.5,0 days 00:15:00,D
2023-02-03 05:30:00,20230203,5.0,30,05:30:00,-23.09,113.09,5.916106,280.0,4650.0,75.0,0 days 00:15:00,D
2023-02-03 05:45:00,20230203,5.0,45,05:45:00,-20.26,110.26,6.044717,280.0,4775.0,62.5,0 days 00:15:00,D
2023-02-03 06:00:00,20230203,6.0,0,06:00:00,-17.45,107.45,6.173328,280.0,4900.0,50.0,0 days 00:15:00,D
2023-02-03 06:15:00,20230203,6.000000000000001,15,06:15:00,-14.65,104.65,5.787495,280.0,4875.0,62.5,0 days 00:15:00,D
2023-02-03 06:30:00,20230203,6.0,30,06:30:00,-11.87,101.87,5.401662,280.0,4850.0,75.0,0 days 00:15:00,D
2023-02-03 06:45:00,20230203,6.0,45,06:45:00,-9.12,99.12,5.015829,280.0,4825.0,87.5,0 days 00:15:00,D
2023-02-03 07:00:00,20230203,7.0,0,07:00:00,-6.38,96.38,4.629996,280.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 07:15:00,20230203,7.0,15,07:15:00,-3.45,93.45,4.244163,280.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 07:30:00,20230203,7.0,30,07:30:00,-0.3,90.3,3.85833,280.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 07:45:00,20230203,7.0,45,07:45:00,2.02,87.98,3.4724969999999997,280.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 08:00:00,20230203,8.0,0,08:00:00,4.46,85.54,3.086664,280.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 08:15:00,20230203,8.0,15,08:15:00,6.93,83.07,3.601108,284.9616312267025,4800.0,87.5,0 days 00:15:00,D
2023-02-03 08:30:00,20230203,8.0,30,08:30:00,9.36,80.64,4.115552,290.0,4800.0,75.0,0 days 00:15:00,D
2023-02-03 08:45:00,20230203,8.0,45,08:45:00,11.72,78.28,4.629996,295.0383687732975,4800.0,62.5,0 days 00:15:00,D
2023-02-03 09:00:00,20230203,9.0,0,09:00:00,14.02,75.98,5.14444,300.0,4800.0,50.0,0 days 00:15:00,D
2023-02-03 09:15:00,20230203,9.0,15,09:15:00,16.24,73.76,5.401662,295.0383687732975,4550.0,62.5,0 days 00:15:00,D
2023-02-03 09:30:00,20230203,9.0,30,09:30:00,18.36,71.64,5.6588840000000005,290.0,4300.0,75.0,0 days 00:15:00,D
2023-02-03 09:45:00,20230203,9.0,45,09:45:00,20.38,69.62,5.916106,284.9616312267025,4050.0,87.5,0 days 00:15:00,D
2023-02-03 10:00:00,20230203,10.0,0,10:00:00,22.29,67.71000000000001,6.173328,280.0,3800.0,100.0,0 days 00:15:00,D
2023-02-03 10:15:00,20230203,10.0,15,10:15:00,24.07,65.93,6.044717,277.5047687215366,3750.0,100.0,0 days 00:15:00,D
2023-02-03 10:30:00,20230203,10.0,30,10:30:00,25.72,64.28,5.916106,275.0,3700.0,100.0,0 days 00:15:00,D
2023-02-03 10:45:00,20230203,10.0,45,10:45:00,27.22,62.78,5.787495,272.4952312784634,3650.0,100.0,0 days 00:15:00,D
2023-02-03 11:00:00,20230203,11.0,0,11:00:00,28.56,61.44,5.6588840000000005,270.0,3600.0,100.0,0 days 00:15:00,D
2023-02-03 11:15:00,20230203,11.999999999999998,15,12:15:00,32.54,57.46,5.401662,274.9616312267025,3825.0,100.0,0 days 00:15:00,D
2023-02-03 11:30:00,20230203,11.0,30,11:30:00,30.73,59.269999999999996,5.14444,280.0,4050.0,100.0,0 days 00:15:00,D
2023-02-03 11:45:00,20230203,11.0,45,11:45:00,31.53,58.47,4.887218,285.0383687732975,4275.0,100.0,0 days 00:15:00,D
2023-02-03 12:00:00,20230203,12.0,0,12:00:00,32.14,57.86,4.629996,290.0,4500.0,100.0,0 days 00:15:00,D
2023-02-03 12:30:00,20230203,12.000000000000002,30,12:30:00,32.73,57.27,5.6588840000000005,295.0,4000.0,100.0,0 days 00:30:00,D
2023-02-03 12:45:00,20230203,12.0,45,12:45:00,32.71,57.29,6.173328,297.5047687215366,3750.0,100.0,0 days 00:15:00,D
2023-02-03 13:00:00,20230203,13.0,0,13:00:00,32.48,57.52,6.687772,300.0,3500.0,100.0,0 days 00:15:00,D
2023-02-03 13:15:00,20230203,13.0,15,13:15:00,32.04,57.96,6.559161,300.0,3475.0,100.0,0 days 00:15:00,D
2023-02-03 13:30:00,20230203,13.0,30,13:30:00,31.39,58.61,6.43055,300.0,3450.0,100.0,0 days 00:15:00,D
2023-02-03 13:45:00,20230203,13.0,45,13:45:00,30.56,59.44,6.301939,300.0,3425.0,100.0,0 days 00:15:00,D
2023-02-03 14:00:00,20230203,14.0,0,14:00:00,29.53,60.47,6.173328,300.0,3400.0,100.0,0 days 00:15:00,D
2023-02-03 14:15:00,20230203,14.0,15,14:15:00,28.32,61.68,6.559161,304.9616312267025,3525.0,100.0,0 days 00:15:00,D
2023-02-03 14:30:00,20230203,14.0,30,14:30:00,26.95,63.05,6.9449939999999994,310.0,3650.0,100.0,0 days 00:15:00,D
2023-02-03 14:45:00,20230203,14.0,45,14:45:00,25.42,64.58,7.330827,315.03836877329746,3775.0,100.0,0 days 00:15:00,D
2023-02-03 15:00:00,20230203,15.0,0,15:00:00,23.75,66.25,7.71666,320.0,3900.0,100.0,0 days 00:15:00,D
2023-02-03 15:15:00,20230203,15.0,15,15:15:00,21.94,68.06,7.202216,317.5047687215366,4125.0,100.0,0 days 00:15:00,D
2023-02-03 15:30:00,20230203,15.0,30,15:30:00,20.01,69.99,6.687772000000001,315.0,4350.0,100.0,0 days 00:15:00,D
2023-02-03 15:45:00,20230203,15.0,45,15:45:00,17.97,72.03,6.173328000000001,312.4952312784634,4575.0,100.0,0 days 00:15:00,D
2023-02-03 16:00:00,20230203,16.0,0,16:00:00,15.83,74.17,5.6588840000000005,310.0,4800.0,100.0,0 days 00:15:00,D
2023-02-03 16:15:00,20230203,16.0,15,16:15:00,13.6,76.4,5.14444,310.0,4575.0,100.0,0 days 00:15:00,D
2023-02-03 16:30:00,20230203,16.0,30,16:30:00,11.29,78.71000000000001,4.629996,310.0,4350.0,100.0,0 days 00:15:00,D
2023-02-03 16:45:00,20230203,16.0,45,16:45:00,8.9,81.1,4.115552,310.0,4125.0,100.0,0 days 00:15:00,D
2023-02-03 17:00:00,20230203,17.0,0,17:00:00,6.47,83.53,3.601108,310.0,3900.0,100.0,0 days 00:15:00,D
2023-02-03 17:15:00,20230203,17.0,15,17:15:00,4.0,86.0,3.4724969999999997,307.5047687215366,3975.0,100.0,0 days 00:15:00,D
2023-02-03 17:30:00,20230203,17.0,30,17:30:00,1.57,88.43,3.343886,305.0,4050.0,100.0,0 days 00:15:00,D
2023-02-03 17:45:00,20230203,17.0,45,17:45:00,-0.76,90.76,3.2152749999999997,302.4952312784634,4125.0,100.0,0 days 00:15:00,D
2023-02-03 18:00:00,20230203,18.0,0,18:00:00,-4.04,94.04,3.086664,300.0,4200.0,100.0,0 days 00:15:00,D
2023-02-03 18:15:00,20230203,18.0,15,18:15:00,-6.88,96.88,2.958053,304.9616312267025,8150.0,75.0,0 days 00:15:00,E
2023-02-03 18:30:00,20230203,18.0,30,18:30:00,-9.62,99.62,2.8294420000000002,310.0,12100.0,50.0,0 days 00:15:00,E
2023-02-03 18:45:00,20230203,18.0,45,18:45:00,-12.38,102.38,2.700831,315.03836877329746,16050.0,25.0,0 days 00:15:00,F
2023-02-03 19:00:00,20230203,19.0,0,19:00:00,-15.16,105.16,2.57222,320.0,20000.0,0.0,0 days 00:15:00,F
2023-02-03 19:15:00,20230203,19.0,15,19:15:00,-17.96,107.96000000000001,2.57222,315.03836877329746,20000.0,0.0,0 days 00:15:00,F
2023-02-03 19:30:00,20230203,19.0,30,19:30:00,-20.77,110.77,2.57222,310.0,20000.0,0.0,0 days 00:15:00,F
2023-02-03 19:45:00,20230203,19.0,45,19:45:00,-23.6,113.6,2.57222,304.9616312267025,20000.0,0.0,0 days 00:15:00,F
2023-02-03 20:00:00,20230203,20.0,0,20:00:00,-26.43,116.43,2.57222,300.0,20000.0,0.0,0 days 00:15:00,F
2023-02-03 20:15:00,20230203,20.0,15,20:15:00,-29.26,119.26,2.314998,302.4952312784634,20000.0,0.0,0 days 00:15:00,F
2023-02-03 20:30:00,20230203,20.0,30,20:30:00,-32.08,122.08,2.057776,305.0,20000.0,0.0,0 days 00:15:00,F
2023-02-03 20:45:00,20230203,20.0,45,20:45:00,-34.89,124.89,1.800554,307.5047687215366,20000.0,0.0,0 days 00:15:00,G
2023-02-03 21:00:00,20230203,21.0,0,21:00:00,-37.68,127.68,1.543332,310.0,20000.0,0.0,0 days 00:15:00,G
2023-02-03 21:15:00,20230203,21.0,15,21:15:00,-40.44,130.44,1.157499,300.3141048156182,20000.0,0.0,0 days 00:15:00,G
2023-02-03 21:30:00,20230203,21.0,30,21:30:00,-43.17,133.17000000000002,0.771666,290.0,20000.0,0.0,0 days 00:15:00,G
2023-02-03 21:45:00,20230203,21.0,45,21:45:00,-45.84,135.84,0.38583299999999987,279.6858951843818,20000.0,0.0,0 days 00:15:00,G
2023-02-03 22:00:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,5.769032247120798,20000.0,0.0,0 days 00:15:00,G
2023-02-03 22:01:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,31.047303329050393,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:02:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,297.1140468023627,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:03:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,326.19419495856727,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:04:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,168.88466844938637,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:05:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,317.0844419748175,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:06:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,226.1962238413132,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:07:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,279.8081448450748,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:08:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,109.17027251326648,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:09:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,79.71851475232027,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:10:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,240.72355845431719,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:11:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,316.19832391955,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:12:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,187.9701661704239,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:13:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,232.66012533377827,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:14:00,20230203,22.0,0,22:00:00,-48.46,138.46,0.001,15.539074426222586,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:15:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,321.6123620009804,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:16:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,13.42940893140998,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:17:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,310.358718764577,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:18:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,4.085030673400323,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:19:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,260.45887657295503,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:20:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,144.9068277365408,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:21:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,195.11938305764417,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:22:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,93.00833046444741,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:23:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,182.80276519077583,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:24:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,15.022390377163486,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:25:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,335.77338061429276,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:26:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,295.11825833055326,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:27:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,202.51521044095847,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:28:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,141.37257725722807,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:29:00,20230203,22.0,15,22:15:00,-51.0,141.0,0.001,57.18198894460783,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:30:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,101.14293943587818,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:31:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,172.63985416471505,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:32:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,111.45166141475146,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:33:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,19.31125814193588,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:34:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,292.6487971210932,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:35:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,146.6823998549134,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:36:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,354.888339828769,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:37:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,351.22159589966236,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:38:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,351.19128286365094,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:39:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,225.18679401592232,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:40:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,221.41289962640013,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:41:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,124.35008620256046,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:42:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,304.7482927997927,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:43:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,250.97823990303795,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:44:00,20230203,22.0,30,22:30:00,-53.43,143.43,0.001,133.02385937738418,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:45:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,36.33029296202607,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:46:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,29.55347203735097,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:47:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,144.97811653641946,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:48:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,160.43078574648314,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:49:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,335.8970754922617,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:50:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,218.94696987039475,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:51:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,275.0231433214656,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:52:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,149.89336024864755,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:53:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,46.410069683935184,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:54:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,240.5731388525411,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:55:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,50.655247441662354,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:56:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,87.52609292323945,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:57:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,11.456417354367217,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:58:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,231.92820896484696,20000.0,0.0,0 days 00:01:00,G
2023-02-03 22:59:00,20230203,22.0,45,22:45:00,-55.75,145.75,0.001,176.66880614165697,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:00:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,359.4293507549415,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:01:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,102.3689665769425,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:02:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,226.88139094518368,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:03:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,34.439239405282635,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:04:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,212.41881391082023,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:05:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,204.91356686833484,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:06:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,103.53850723242778,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:07:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,303.96557695507306,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:08:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,231.84237417212026,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:09:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,237.57566675540198,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:10:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,16.36750808506693,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:11:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,194.72232506744996,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:12:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,293.09893938125145,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:13:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,19.206354335714014,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:14:00,20230203,23.0,0,23:00:00,-57.92,147.92000000000002,0.001,306.40905583911143,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:15:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,283.09706034386744,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:16:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,154.51368587572944,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:17:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,53.392753401475865,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:18:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,171.56747801886405,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:19:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,298.2730089096007,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:20:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,57.05028131868395,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:21:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,92.17519977342798,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:22:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,316.9895141219114,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:23:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,277.61096340386405,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:24:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,130.70137697862873,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:25:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,150.66812732808106,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:26:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,179.54620013956207,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:27:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,272.53424099409324,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:28:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,146.63651660488227,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:29:00,20230203,23.0,15,23:15:00,-59.9,149.9,0.001,344.9212062275062,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:30:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,251.12120821924827,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:31:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,118.59100390621452,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:32:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,129.60175553831476,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:33:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,91.45579399255644,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:34:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,314.66595264706666,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:35:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,44.11873363347307,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:36:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,202.86471035618453,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:37:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,355.6985760681727,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:38:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,95.63056821880764,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:39:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,267.8130273991016,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:40:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,13.079245411034686,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:41:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,329.5115062970179,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:42:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,187.92366166095033,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:43:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,242.21301032629947,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:44:00,20230203,23.0,30,23:30:00,-61.65,151.65,0.001,152.69842446803543,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:45:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,62.672759376937755,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:46:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,5.242406053316979,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:47:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,288.15743863087044,20000.0,0.0,0 days 00:01:00,G
2023-02-03 23:48:00,20230203,23.0,45,23:45:00,-63.12,153.12,0.001,191.35328501919867,20000.0,0.0,0 days 00:01:00,G
