,ethyl_acryl_20 Cumulative Hazard Index PAC1
BLOCK 1030,1.0840121153781626e-06
BLOCK 1033,5.542455024757445e-07
BLOCK 1035,4.144691054913565e-07
BLOCK 1037,4.1845892550003486e-07
BLOCK 1038,5.247969465112174e-07
BLOCK 2009,1.0922039937739106e-06
BLOCK 2013,5.3875555598508956e-06
BLOCK 2008,1.0940043093784006e-06
BLOCK 1009,3.489700030643867e-06
BLOCK 1016,3.626650222503731e-06
BLOCK 1020,1.1252829632601852e-06
BLOCK 1026,1.100120426121465e-06
BLOCK 1027,6.722133462519969e-07
BLOCK 1028,1.4407298748891326e-06
BLOCK 1029,2.357971168381176e-06
BLOCK 1039,6.763950104282501e-07
BLOCK 1040,1.0650460966595088e-06
BLOCK 1052,2.0202367479645577e-06
BLOCK 1054,2.5911359930905814e-06
BLOCK 2025,5.019391410144371e-07
BLOCK 2028,2.331015605383605e-06
BLOCK 2029,2.437542371504805e-06
BLOCK 1005,2.2851163364148707e-06
BLOCK 1006,4.924320553393812e-06
BLOCK 1007,4.365450618424934e-06
BLOCK 1008,4.955501825881178e-06
BLOCK 1011,1.817600060700208e-06
BLOCK 1024,1.1147269234001958e-06
BLOCK 1025,1.2046472839397417e-06
BLOCK 3010,1.126203318558934e-05
BLOCK 3011,1.077962718718679e-05
BLOCK 3012,6.47230546251962e-06
BLOCK 3013,2.762998231817268e-06
BLOCK 3014,2.7927931451278382e-06
BLOCK 3015,8.197689517960895e-07
BLOCK 3017,1.0596861137162408e-06
BLOCK 3025,2.157737054915709e-06
BLOCK 3026,5.790962112708491e-07
BLOCK 3027,2.2746901367072283e-06
BLOCK 3028,1.250069692352659e-05
BLOCK 3030,7.697563238813845e-07
BLOCK 3031,1.5159881257096044e-06
BLOCK 4047,2.7109980560794056e-06
BLOCK 4057,2.740948073117797e-06
BLOCK 4000,6.068515684862596e-13
BLOCK 4001,2.8484192413419272e-06
BLOCK 1000,8.063753564782732e-07
BLOCK 1001,8.054975159347779e-07
BLOCK 1002,1.0877922420551213e-06
BLOCK 1003,1.4152222190569086e-06
BLOCK 1004,2.820992378726614e-06
BLOCK 1010,4.490792558501881e-06
BLOCK 1017,1.846621497602461e-06
BLOCK 1018,1.2831808887854701e-06
BLOCK 1019,1.107121590313708e-06
BLOCK 2000,1.757068069842121e-06
BLOCK 2001,2.2026070625173253e-06
BLOCK 2002,2.320400747034183e-06
BLOCK 2003,2.1687077947366288e-06
BLOCK 2004,1.065153855635879e-06
BLOCK 2005,7.319644080841722e-07
BLOCK 2006,6.91978865140572e-07
BLOCK 2007,7.30034030367817e-07
BLOCK 2010,9.249428825880261e-07
BLOCK 2011,2.2230144354447157e-06
BLOCK 2012,3.807300197801565e-06
BLOCK 2026,7.977295223273555e-07
BLOCK 2027,9.231191592861837e-07
BLOCK 2051,2.6653344053176813e-06
BLOCK 2054,2.7018204759742306e-06
BLOCK 2055,5.471389744270408e-06
BLOCK 2056,5.200763880917715e-06
BLOCK 5030,9.856638691580642e-15
BLOCK 5031,2.805406121364635e-12
BLOCK 1012,3.50899906006028e-06
BLOCK 1013,1.1595715866620497e-05
BLOCK 1014,2.656487209858365e-06
BLOCK 1015,3.75580152614507e-06
BLOCK 1021,1.009718536942894e-06
BLOCK 1022,1.0027321474314305e-06
BLOCK 1023,9.427774691214642e-07
BLOCK 1031,8.312882040456755e-07
BLOCK 1032,8.022847483667632e-07
BLOCK 1034,1.4538761174825198e-06
BLOCK 1036,4.7335487614467375e-07
BLOCK 1048,1.459419882873688e-06
BLOCK 1049,1.265085928813848e-06
BLOCK 1050,8.785232144322864e-07
BLOCK 1051,2.6609831302869676e-06
BLOCK 1053,2.4102260428532324e-06
BLOCK 1055,3.4543614610664016e-15
BLOCK 1056,1.4045928440442172e-17
BLOCK 1057,1.8545204109931277e-17
BLOCK 1058,2.5837642025762963e-06
BLOCK 1059,4.098696970838524e-07
BLOCK 1060,4.47670931970412e-06
BLOCK 1061,5.689217128480094e-06
BLOCK 1062,9.253705645059823e-06
BLOCK 1063,3.561879555233825e-06
BLOCK 1064,3.215535972495676e-06
BLOCK 1065,1.5891608377618374e-06
BLOCK 1066,5.079645466097059e-06
BLOCK 1067,1.2303497347570942e-06
BLOCK 3039,7.495833609325918e-06
BLOCK 3040,5.302951582390614e-06
BLOCK 3041,4.805596821780178e-06
BLOCK 3042,5.937165949578807e-06
BLOCK 3043,6.994937380571979e-06
BLOCK 3044,4.401993670841071e-06
BLOCK 3045,5.861729704780758e-06
BLOCK 3046,5.948000051523776e-06
BLOCK 3047,3.785562846923086e-06
