,ethyl_acryl_50 Cumulative Hazard Index PAC1
BLOCK 1030,2.7097352388767187e-06
BLOCK 1033,1.3854629000373546e-06
BLOCK 1035,1.0360599523224346e-06
BLOCK 1037,1.046033416383322e-06
BLOCK 1038,1.3118495255196035e-06
BLOCK 2009,2.7302127051768113e-06
BLOCK 2013,1.3467422499093804e-05
BLOCK 2008,2.734713004172904e-06
BLOCK 1009,8.723300239911081e-06
BLOCK 1016,9.06563844405941e-06
BLOCK 1020,2.8129011253624267e-06
BLOCK 1026,2.7500016313281253e-06
BLOCK 1027,1.6803504006473465e-06
BLOCK 1028,3.6014325451774104e-06
BLOCK 1029,5.894286121505919e-06
BLOCK 1039,1.6908034229104684e-06
BLOCK 1040,2.662325354306189e-06
BLOCK 1052,5.050041996000683e-06
BLOCK 1054,6.4771347197996555e-06
BLOCK 2025,1.2547112332815982e-06
BLOCK 2028,5.826904550855484e-06
BLOCK 2029,6.09319247139362e-06
BLOCK 1005,5.712168871430101e-06
BLOCK 1006,1.230946106760175e-05
BLOCK 1007,1.0912438345023038e-05
BLOCK 1008,1.2387405761810777e-05
BLOCK 1011,4.543505432082399e-06
BLOCK 1024,2.786513898886065e-06
BLOCK 1025,3.0112903254498103e-06
BLOCK 3010,2.815201763104316e-05
BLOCK 3011,2.6946133937703758e-05
BLOCK 3012,1.6179002005383844e-05
BLOCK 3013,6.906743538652643e-06
BLOCK 3014,6.981222712262951e-06
BLOCK 3015,2.0491992523939292e-06
BLOCK 3017,2.6489268558437586e-06
BLOCK 3025,5.393755338145316e-06
BLOCK 3026,1.4475829080869585e-06
BLOCK 3027,5.686106209994338e-06
BLOCK 3028,3.124833983278943e-05
BLOCK 3030,1.9241812951896144e-06
BLOCK 3031,3.789557688219115e-06
BLOCK 4047,6.776757252866982e-06
BLOCK 4057,6.851624143580263e-06
BLOCK 4000,1.5169637465916752e-12
BLOCK 4001,7.120272812325611e-06
BLOCK 1000,2.0157189096070955e-06
BLOCK 1001,2.0135245471815476e-06
BLOCK 1002,2.719184526683244e-06
BLOCK 1003,3.5376703483447636e-06
BLOCK 1004,7.05171312091052e-06
BLOCK 1010,1.1225759079281792e-05
BLOCK 1017,4.616051125198968e-06
BLOCK 1018,3.207602962059274e-06
BLOCK 1019,2.7675026362115147e-06
BLOCK 2000,4.39219193071041e-06
BLOCK 2001,5.505918144300249e-06
BLOCK 2002,5.800370294164932e-06
BLOCK 2003,5.4211792016497625e-06
BLOCK 2004,2.662594722416963e-06
BLOCK 2005,1.8297117920100833e-06
BLOCK 2006,1.7297588180323957e-06
BLOCK 2007,1.8248863731350133e-06
BLOCK 2010,2.3121054528275556e-06
BLOCK 2011,5.556931022080645e-06
BLOCK 2012,9.51721421246858e-06
BLOCK 2026,1.9941066774780735e-06
BLOCK 2027,2.3075466409592586e-06
BLOCK 2051,6.662610554827869e-06
BLOCK 2054,6.75381580058448e-06
BLOCK 2055,1.3676985141910584e-05
BLOCK 2056,1.300049414326303e-05
BLOCK 5030,2.4638913920380164e-14
BLOCK 5031,7.01275171981841e-12
BLOCK 1012,8.771542560586192e-06
BLOCK 1013,2.898613351089896e-05
BLOCK 1014,6.6404949742349635e-06
BLOCK 1015,9.388481550385509e-06
BLOCK 1021,2.5240215142306875e-06
BLOCK 1022,2.5065574420278376e-06
BLOCK 1023,2.356687064891544e-06
BLOCK 1031,2.0779942476743312e-06
BLOCK 1032,2.005493502721929e-06
BLOCK 1034,3.634294573478352e-06
BLOCK 1036,1.1832583512554935e-06
BLOCK 1048,3.6481524780380956e-06
BLOCK 1049,3.1623704872690238e-06
BLOCK 1050,2.1960689170784224e-06
BLOCK 1051,6.6517335515937765e-06
BLOCK 1053,6.024909084802426e-06
BLOCK 1055,8.634963434522006e-15
BLOCK 1056,3.511099803947226e-17
BLOCK 1057,4.6357962587264286e-17
BLOCK 1058,6.458707249989304e-06
BLOCK 1059,1.0245626831840244e-06
BLOCK 1060,1.1190554815504265e-05
BLOCK 1061,1.4221494313544165e-05
BLOCK 1062,2.313174541214737e-05
BLOCK 1063,8.903729405353153e-06
BLOCK 1064,8.037964717310922e-06
BLOCK 1065,3.972469551988224e-06
BLOCK 1066,1.2697731072573614e-05
BLOCK 1067,3.0755394567254147e-06
BLOCK 3039,1.8737543785533292e-05
BLOCK 3040,1.3255935583199637e-05
BLOCK 3041,1.201268405313806e-05
BLOCK 3042,1.4841298878860076e-05
BLOCK 3043,1.7485439549040025e-05
BLOCK 3044,1.1003786029669126e-05
