,butyl_acryl Cumulative Hazard Index PAC1
BLOCK 4030,2.0474292794447657e-05
BLOCK 4031,2.9659563109064845e-05
BLOCK 4032,2.155291393665867e-05
BLOCK 4033,3.226144818263735e-05
BLOCK 5000,6.8792669343352184e-06
BLOCK 5001,6.433246778299832e-06
BLOCK 5002,6.340049771387617e-06
BLOCK 5003,6.241937537837061e-06
BLOCK 5004,5.629186395948982e-06
BLOCK 5005,2.466837042021884e-06
BLOCK 5006,5.778548638261379e-07
BLOCK 5007,2.9930553117244123e-07
BLOCK 5008,6.873605629230396e-08
BLOCK 5009,7.140246062696293e-08
BLOCK 5010,2.697967013284691e-08
BLOCK 5011,5.2326334914536817e-08
BLOCK 5012,8.002396024773934e-08
BLOCK 5013,1.7017717535374056e-08
BLOCK 5014,6.549486650944004e-10
BLOCK 5015,3.773617397120066e-09
BLOCK 5016,3.180743072502345e-10
BLOCK 5017,5.810020175804612e-09
BLOCK 5018,1.0344973320239995e-08
BLOCK 5019,1.8134474202551592e-08
BLOCK 5020,1.149527355788907e-11
BLOCK 5021,7.271830927271433e-11
BLOCK 5022,5.322541194466137e-15
BLOCK 5023,2.588966908598187e-13
BLOCK 5024,3.852002114516148e-11
BLOCK 5025,4.258476416189206e-09
BLOCK 5026,3.878768475734286e-11
BLOCK 5027,2.7693724893403075e-06
BLOCK 5028,2.6326861394128832e-05
BLOCK 5029,2.9055934966434604e-07
BLOCK 5032,6.556227568689815e-17
BLOCK 5033,3.2815331676906285e-13
BLOCK 5034,8.212844385670987e-07
BLOCK 5035,2.820344915737414e-09
BLOCK 2063,3.902645751596929e-05
BLOCK 4034,2.5029555096846168e-05
BLOCK 4035,2.1145694984761555e-05
BLOCK 4036,2.1880186274733296e-05
BLOCK 4037,1.9257012924136305e-05
BLOCK 4038,1.1864994091812374e-05
BLOCK 4039,9.120170116552271e-06
BLOCK 4040,7.006098888654969e-06
BLOCK 4041,2.283865418817262e-05
BLOCK 4042,1.5179747107572952e-05
BLOCK 4043,2.4425348320746138e-05
BLOCK 4044,3.077165776456475e-05
BLOCK 4045,3.590265565209797e-05
BLOCK 4046,3.280468434686803e-05
BLOCK 4048,3.0186106553911587e-05
BLOCK 4049,3.285590071255292e-05
BLOCK 4050,3.07109353997821e-05
BLOCK 4051,4.103585952793852e-05
BLOCK 4052,3.795081300032714e-05
BLOCK 4053,3.668572737322723e-05
BLOCK 4054,3.4546360534892195e-05
BLOCK 4055,3.456436198344429e-05
BLOCK 4056,3.52840713868323e-05
BLOCK 4058,3.7260424431096747e-05
BLOCK 4059,3.6699359229916025e-05
BLOCK 4061,2.696826271206547e-05
BLOCK 4062,2.875099073732945e-05
BLOCK 2035,7.365230936864442e-05
BLOCK 2037,8.536878968183984e-05
BLOCK 2038,0.00010690781223972716
BLOCK 2040,3.190450397288218e-05
BLOCK 2041,5.2311125418015547e-05
BLOCK 2042,4.537103030268068e-05
BLOCK 2043,3.649103290390342e-05
BLOCK 2044,3.582687445302658e-05
BLOCK 1045,1.4429690565205713e-05
BLOCK 1047,5.901619127280988e-06
BLOCK 1041,1.2114399423924983e-05
BLOCK 1042,9.302351441884122e-06
BLOCK 1043,1.6035382220324233e-05
BLOCK 1044,1.9791235696330855e-05
BLOCK 1046,2.1572963999544926e-05
BLOCK 2033,7.235876773538243e-05
BLOCK 2045,3.104049116945517e-05
BLOCK 2046,2.891242536225727e-05
BLOCK 2047,3.14635339995903e-05
BLOCK 2048,3.355780127032927e-05
BLOCK 2049,3.215177338033253e-05
BLOCK 2050,3.0785903766555365e-05
BLOCK 2052,3.8265593754164684e-05
BLOCK 2062,2.704882318614909e-05
BLOCK 2031,3.173243060442462e-05
BLOCK 2032,3.04204284451157e-05
BLOCK 2034,6.263260828529737e-05
BLOCK 2036,0.00011414867163211599
BLOCK 2039,5.341792167113206e-05
BLOCK 2053,3.554259357351314e-05
BLOCK 2057,5.028371447004575e-06
BLOCK 2058,1.849437571362601e-05
BLOCK 2065,7.216892266521412e-05
BLOCK 2066,6.515395686655531e-05
BLOCK 2067,5.271592754894085e-05
BLOCK 4063,3.092912794177148e-05
BLOCK 4064,3.5448741962888674e-05
BLOCK 4065,6.920833466488531e-06
