,butyl_acryl Cumulative Hazard Index PAC1
BLOCK 1030,1.4272800004099946e-05
BLOCK 1033,7.221718793976675e-06
BLOCK 1035,5.356551838399173e-06
BLOCK 1037,5.404541231358266e-06
BLOCK 1038,6.8516759171776835e-06
BLOCK 2009,1.4325902545790465e-05
BLOCK 2013,6.910786122752232e-05
BLOCK 2008,1.4413255164914247e-05
BLOCK 1009,4.491626956748364e-05
BLOCK 1016,4.696035953970662e-05
BLOCK 1020,1.4730019996123834e-05
BLOCK 1026,1.4424149014129531e-05
BLOCK 1027,8.666710923190952e-06
BLOCK 1028,1.868407036727449e-05
BLOCK 1029,3.05452906980531e-05
BLOCK 1039,8.880466668349798e-06
BLOCK 1040,1.3688561344846254e-05
BLOCK 1052,2.6031939315342662e-05
BLOCK 1054,3.3428772927351394e-05
BLOCK 2025,6.561047107760547e-06
BLOCK 2028,2.9984550354034114e-05
BLOCK 2029,3.1367285608346516e-05
BLOCK 1005,2.934057758491695e-05
BLOCK 1006,6.295438909724257e-05
BLOCK 1007,5.586804902183088e-05
BLOCK 1008,6.36951744826127e-05
BLOCK 1011,2.4750807666771017e-05
BLOCK 1024,1.4596251851409098e-05
BLOCK 1025,1.5828744687522284e-05
BLOCK 3010,0.0001546079281646423
BLOCK 3011,0.00014816008677723277
BLOCK 3012,8.808690979731731e-05
BLOCK 3013,3.717708763549444e-05
BLOCK 3014,3.7495011353699156e-05
BLOCK 3015,1.0882792958481634e-05
BLOCK 3017,1.4368814930970235e-05
BLOCK 3025,2.8018353579635658e-05
BLOCK 3026,7.50054933686217e-06
BLOCK 3027,2.9830039988420304e-05
BLOCK 3028,0.00016710616400183035
BLOCK 3030,9.933939799501593e-06
BLOCK 3031,1.958311761374444e-05
BLOCK 4047,3.513410688117972e-05
BLOCK 4057,3.5404272299273714e-05
BLOCK 4000,8.078059319127234e-12
BLOCK 4001,3.843734347897403e-05
BLOCK 1000,1.0518552641789724e-05
BLOCK 1001,1.0463168846651758e-05
BLOCK 1002,1.4054550648890283e-05
BLOCK 1003,1.8236247334724597e-05
BLOCK 1004,3.639050222999114e-05
BLOCK 1010,5.7949919295855284e-05
BLOCK 1017,2.4032007436510093e-05
BLOCK 1018,1.6701420529658315e-05
BLOCK 1019,1.4474463824051258e-05
BLOCK 2000,2.2636686570222358e-05
BLOCK 2001,2.837905413482565e-05
BLOCK 2002,2.989331899487997e-05
BLOCK 2003,2.793410956300052e-05
BLOCK 2004,1.3987739406523922e-05
BLOCK 2005,9.567780346350002e-06
BLOCK 2006,9.039103945633464e-06
BLOCK 2007,9.537410471634384e-06
BLOCK 2010,1.2107520327832073e-05
BLOCK 2011,2.8615763910783917e-05
BLOCK 2012,4.879947948533797e-05
BLOCK 2026,1.051545016339943e-05
BLOCK 2027,1.2178175764400495e-05
BLOCK 2051,3.43478324062857e-05
BLOCK 2054,3.4807871836856026e-05
BLOCK 2055,7.010344797985876e-05
BLOCK 2056,6.689175781755915e-05
BLOCK 5030,1.3166327184514765e-13
BLOCK 5031,3.790747164359726e-11
BLOCK 1012,4.5515629078462086e-05
BLOCK 1013,0.00014796585693057696
BLOCK 1014,3.39362788018952e-05
BLOCK 1015,4.864914016756074e-05
BLOCK 1021,1.320500060681939e-05
BLOCK 1022,1.3121982891623511e-05
BLOCK 1023,1.2320546259052227e-05
BLOCK 1031,1.094026730033421e-05
BLOCK 1032,1.0533751036971248e-05
BLOCK 1034,1.9008989639046894e-05
BLOCK 1036,6.109152674867037e-06
BLOCK 1048,1.8817300034772285e-05
BLOCK 1049,1.659978383407149e-05
BLOCK 1050,1.1525879641408135e-05
BLOCK 1051,3.4310986687920084e-05
BLOCK 1053,3.112831689127308e-05
BLOCK 1055,4.427347818857746e-14
BLOCK 1056,1.8038959860199612e-16
BLOCK 1057,2.3753629568919128e-16
BLOCK 1058,3.338347023410814e-05
BLOCK 1059,5.2950106974558844e-06
BLOCK 1060,5.8637022744309706e-05
BLOCK 1061,7.395951194582312e-05
BLOCK 1062,0.0001198962684250783
BLOCK 1063,4.601011560960554e-05
BLOCK 1064,4.164296227070269e-05
BLOCK 1065,2.1690962428292962e-05
BLOCK 1066,6.663872786030497e-05
BLOCK 1067,1.6476601065483704e-05
BLOCK 3039,9.702582463982015e-05
BLOCK 3040,6.883775142194137e-05
BLOCK 3041,6.238670929816904e-05
BLOCK 3042,7.704279348767491e-05
BLOCK 3043,9.072309447804319e-05
BLOCK 3044,5.713929718398336e-05
BLOCK 3045,7.621643580265205e-05
BLOCK 3046,7.74256938800323e-05
BLOCK 3047,4.9328277985581426e-05
BLOCK 3048,6.14903109295935e-05
BLOCK 3049,0.00013124052912401107
BLOCK 3050,6.200916866472412e-05
BLOCK 2059,7.959114209485582e-05
BLOCK 2060,0.00011258923869131986
BLOCK 2061,3.7766356881453545e-05
BLOCK 2064,9.972180799311064e-05
BLOCK 2014,5.844721491767592e-05
BLOCK 2015,7.012042170144087e-05
BLOCK 2016,3.071874437333083e-05
BLOCK 2017,3.46231447163855e-05
BLOCK 2018,8.301219698723009e-05
BLOCK 2019,0.00017621033781265892
BLOCK 2020,6.450517287575964e-05
BLOCK 2021,5.972202831630068e-05
BLOCK 2022,0.00024053524720785076
BLOCK 2023,1.0388612598361958e-05
BLOCK 2024,4.702185471142432e-06
BLOCK 3001,3.304062251424523e-05
BLOCK 3002,3.5540836398161276e-05
BLOCK 3003,4.169703699289423e-05
BLOCK 3004,0.00011584050866863777
BLOCK 3005,6.861081314891799e-05
BLOCK 3006,7.499092747051152e-05
BLOCK 3007,8.632323656790477e-05
BLOCK 3008,0.0001537486072238025
BLOCK 3009,0.00015986910017472562
BLOCK 3018,1.2706726540745696e-05
BLOCK 3019,2.4542634652475894e-05
BLOCK 3020,5.588908827126378e-06
BLOCK 3021,4.935296624377954e-06
BLOCK 3022,4.5369074251096356e-06
BLOCK 3023,5.263807032568128e-06
BLOCK 3024,1.7862491347994443e-05
BLOCK 3029,1.1113954012002716e-05
BLOCK 2030,5.054946086208869e-06
BLOCK 3000,1.9243436732103517e-05
BLOCK 3016,1.9709809871336993e-05
BLOCK 3032,2.0781932433846765e-05
BLOCK 3033,0.00010606848748110419
BLOCK 3034,1.812150519651982e-05
BLOCK 3035,3.269313852622246e-05
BLOCK 3036,3.0285985632019413e-07
BLOCK 3037,4.1744505655023486e-07
BLOCK 3038,7.452378874450012e-05
BLOCK 4002,1.1447175373295178e-05
BLOCK 4003,1.0266631356364141e-05
BLOCK 4004,1.6161228448805808e-05
BLOCK 4005,1.7884540956285822e-12
BLOCK 4006,2.0113191192505744e-16
BLOCK 4007,3.4611791962907604e-15
BLOCK 4008,2.377687039177026e-06
BLOCK 4009,2.6191033881349773e-06
BLOCK 4010,2.614098397252604e-06
BLOCK 4011,4.697426658127937e-06
BLOCK 4012,2.852548639386434e-06
BLOCK 4013,6.2038726565302536e-06
BLOCK 4014,3.123739936452452e-06
BLOCK 4015,2.8750645059328155e-06
BLOCK 4016,2.2170370976228297e-08
BLOCK 4017,3.0477355453418237e-06
BLOCK 4018,1.3227318133922154e-10
BLOCK 4019,1.1483551667401747e-05
BLOCK 4020,3.1069052209096843e-06
BLOCK 4021,1.061854326555491e-05
BLOCK 4022,8.165061632729876e-07
BLOCK 4023,1.764949783643137e-05
BLOCK 4024,1.774692275854308e-05
BLOCK 4025,1.673198462907512e-05
BLOCK 4026,2.0630022308587995e-05
BLOCK 4027,2.3056313701478565e-05
BLOCK 4028,2.3139549030453625e-05
BLOCK 4029,2.370699070800049e-05
