,ethyl_acryl_80 Cumulative Hazard Index PAC1
BLOCK 1030,4.335458362375269e-06
BLOCK 1033,2.216680297598966e-06
BLOCK 1035,1.657650799153512e-06
BLOCK 1037,1.6736079072666089e-06
BLOCK 1038,2.0989021045279907e-06
BLOCK 2009,4.368221416579713e-06
BLOCK 2013,2.1547289438336704e-05
BLOCK 2008,4.375421698967406e-06
BLOCK 1009,1.3956900449178296e-05
BLOCK 1016,1.4504626665615105e-05
BLOCK 1020,4.500519287464668e-06
BLOCK 1026,4.399882836534793e-06
BLOCK 1027,2.6884874550426952e-06
BLOCK 1028,5.762135215465688e-06
BLOCK 1029,9.430601074630659e-06
BLOCK 1039,2.705211835392685e-06
BLOCK 1040,4.259604611952868e-06
BLOCK 1052,8.079847244036808e-06
BLOCK 1054,1.0363133446508735e-05
BLOCK 2025,2.00748332554876e-06
BLOCK 2028,9.322793496327369e-06
BLOCK 2029,9.748842571282436e-06
BLOCK 1005,9.139221406445334e-06
BLOCK 1006,1.9694601581809688e-05
BLOCK 1007,1.7459426071621137e-05
BLOCK 1008,1.981930969774037e-05
BLOCK 1011,7.2694108034645854e-06
BLOCK 1024,4.458300874371938e-06
BLOCK 1025,4.817933366959876e-06
BLOCK 3010,4.504200207649701e-05
BLOCK 3011,4.311264068822072e-05
BLOCK 3012,2.5885698548248072e-05
BLOCK 3013,1.1050488845488026e-05
BLOCK 3014,1.1169652279398073e-05
BLOCK 3015,3.278629552991769e-06
BLOCK 3017,4.238167597971277e-06
BLOCK 3025,8.629773621374921e-06
BLOCK 3026,2.316069604903068e-06
BLOCK 3027,9.097522283281447e-06
BLOCK 3028,4.999598274205226e-05
BLOCK 3030,3.078606266497842e-06
BLOCK 3031,6.0631272507286245e-06
BLOCK 4047,1.0842516449654554e-05
BLOCK 4057,1.096230021404272e-05
BLOCK 4000,2.4270759246970906e-12
BLOCK 4001,1.1392126383309295e-05
BLOCK 1000,3.2250624627359165e-06
BLOCK 1001,3.2215515784283163e-06
BLOCK 1002,4.350576811311368e-06
BLOCK 1003,5.6601184776326195e-06
