,ethyl_acryl_20 Cumulative Hazard Index PAC2
BLOCK 1030,1.3705900309379066e-07
BLOCK 1033,7.007701755440443e-08
BLOCK 1035,5.2404139774769237e-08
BLOCK 1037,5.290859977586645e-08
BLOCK 1038,6.63536369152114e-08
BLOCK 2009,1.38094757833483e-07
BLOCK 2013,6.811851857282737e-07
BLOCK 2008,1.383223839443955e-07
BLOCK 1009,4.412264406561212e-07
BLOCK 1016,4.58541982155644e-07
BLOCK 1020,1.4227715627427634e-07
BLOCK 1026,1.3909568606133468e-07
BLOCK 1027,8.499249205485017e-08
BLOCK 1028,1.8216124854920064e-07
BLOCK 1029,2.9813428565739e-07
BLOCK 1039,8.552120821506615e-08
BLOCK 1040,1.3466100072706435e-07
BLOCK 1052,2.5543223250126595e-07
BLOCK 1054,3.276148956781193e-07
BLOCK 2025,6.346356955354947e-08
BLOCK 2028,2.947261110255131e-07
BLOCK 2029,3.0819501248911317e-07
BLOCK 1005,2.889227551788917e-07
BLOCK 1006,6.226152423831259e-07
BLOCK 1007,5.519535264675205e-07
BLOCK 1008,6.265577021229074e-07
BLOCK 1011,2.2981150192761242e-07
BLOCK 1024,1.409424845678409e-07
BLOCK 1025,1.5231172555559956e-07
BLOCK 3010,1.4239352303618708e-06
BLOCK 3011,1.3629413684948816e-06
BLOCK 3012,8.183374722725955e-07
BLOCK 3013,3.4934460402287275e-07
BLOCK 3014,3.5311177697018646e-07
BLOCK 3015,1.0364894792824125e-07
BLOCK 3017,1.3398330173423743e-07
BLOCK 3025,2.7281732878244597e-07
BLOCK 3026,7.321906119516483e-08
BLOCK 3027,2.8760450004344244e-07
BLOCK 3028,1.5805478868826725e-06
BLOCK 3030,9.732551221488768e-08
BLOCK 3031,1.9167665957247882e-07
BLOCK 4047,3.4276986915946506e-07
BLOCK 4057,3.465566529229399e-07
BLOCK 4000,7.67283592338949e-14
BLOCK 4001,3.601449615489793e-07
BLOCK 1000,1.0195550484208048e-07
BLOCK 1001,1.0184451350899489e-07
BLOCK 1002,1.3753695014490036e-07
BLOCK 1003,1.789361426393793e-07
BLOCK 1004,3.566771973102612e-07
BLOCK 1010,5.678013579715023e-07
BLOCK 1017,2.334808790072078e-07
BLOCK 1018,1.6224126180046178e-07
BLOCK 1019,1.3998089072931936e-07
BLOCK 2000,2.2215803181911864e-07
BLOCK 2001,2.7849054813437434e-07
BLOCK 2002,2.933840024985748e-07
BLOCK 2003,2.742044338172751e-07
BLOCK 2004,1.346746254252261e-07
BLOCK 2005,9.254722401064247e-08
BLOCK 2006,8.749158064995739e-08
BLOCK 2007,9.230315326489637e-08
BLOCK 2010,1.169468012467619e-07
BLOCK 2011,2.810707906884124e-07
BLOCK 2012,4.813827836300826e-07
BLOCK 2026,1.0086235339771162e-07
BLOCK 2027,1.167162155419312e-07
BLOCK 2051,3.3699630412062644e-07
