,ethyl_acryl_80 Cumulative Hazard Index PAC1
BLOCK 1030,4.686689381806038e-06
BLOCK 1033,2.376235326360201e-06
BLOCK 1035,1.760512490428028e-06
BLOCK 1037,1.765623824229278e-06
BLOCK 1038,2.2419577092164556e-06
BLOCK 2009,4.711104204637904e-06
BLOCK 2013,2.6729697765403987e-05
BLOCK 2008,4.7190721418662605e-06
BLOCK 1009,1.641526725856818e-05
BLOCK 1016,1.7476814036468306e-05
BLOCK 1020,4.867778581711136e-06
BLOCK 1026,4.747982613445458e-06
BLOCK 1027,2.9367820723925347e-06
BLOCK 1028,6.43137390493785e-06
BLOCK 1029,1.079693293392585e-05
BLOCK 1039,2.893935000933661e-06
BLOCK 1040,4.781680440845916e-06
BLOCK 1052,9.157456531268034e-06
BLOCK 1054,1.1980326264422208e-05
BLOCK 2025,2.1395609260068565e-06
BLOCK 2028,1.2011596620117143e-05
BLOCK 2029,1.2580741631930896e-05
BLOCK 1005,1.041140783111928e-05
BLOCK 1006,2.5475457221873958e-05
BLOCK 1007,2.1529055538659927e-05
BLOCK 1008,2.415360018505217e-05
BLOCK 1011,7.959811933207064e-06
BLOCK 1024,4.819122190099442e-06
BLOCK 1025,5.219476419427833e-06
BLOCK 3010,8.221709238447055e-05
BLOCK 3011,7.637424870049492e-05
BLOCK 3012,3.9243253048597345e-05
BLOCK 3013,2.301492013590869e-05
BLOCK 3014,1.7229533817937798e-05
BLOCK 3015,6.410765354433254e-06
BLOCK 3017,8.832809068804961e-06
BLOCK 3025,9.738935660755459e-06
BLOCK 3026,2.555234233680504e-06
BLOCK 3027,2.834666203164971e-05
BLOCK 3028,9.99758249272997e-05
BLOCK 3030,3.460898044729722e-06
BLOCK 3031,8.711061925666926e-06
BLOCK 4047,1.2255816385374547e-05
BLOCK 4057,1.2525198260760027e-05
BLOCK 4000,6.955555081471055e-13
BLOCK 4001,3.412756753830021e-05
BLOCK 1000,3.467687023113514e-06
BLOCK 1001,3.4687896511431265e-06
BLOCK 1002,4.744343320412355e-06
BLOCK 1003,6.277267432314602e-06
BLOCK 1004,1.3147528203015479e-05
BLOCK 1010,2.2100767841909987e-05
BLOCK 1017,8.251184783301144e-06
BLOCK 1018,5.616927489622036e-06
BLOCK 1019,4.793164525489443e-06
BLOCK 2000,7.88377282489493e-06
BLOCK 2001,1.0048624018181438e-05
BLOCK 2002,1.0628062153543263e-05
BLOCK 2003,9.88184370304379e-06
BLOCK 2004,4.586195854745613e-06
BLOCK 2005,3.1333890439863463e-06
BLOCK 2006,2.9587394449129805e-06
BLOCK 2007,3.126191767685123e-06
BLOCK 2010,3.978138253348641e-06
BLOCK 2011,1.0147581108090124e-05
BLOCK 2012,1.8259108350497014e-05
BLOCK 2026,3.4217957801234156e-06
BLOCK 2027,3.9719170231046565e-06
BLOCK 2051,1.2344053771993523e-05
BLOCK 2054,1.2526019425224716e-05
BLOCK 2055,2.716791632959954e-05
BLOCK 2056,2.591118112313749e-05
BLOCK 5030,8.505745283279848e-15
BLOCK 5031,5.207001135947965e-12
BLOCK 1012,1.691517528221919e-05
BLOCK 1013,7.106338186605991e-05
BLOCK 1014,8.868865557726197e-05
BLOCK 1015,1.821874528893162e-05
BLOCK 1021,4.35784568995122e-06
BLOCK 1022,4.323677934868245e-06
BLOCK 1023,4.0928503835766705e-06
BLOCK 1031,3.5739696004858846e-06
BLOCK 1032,3.4508407133495542e-06
BLOCK 1034,6.369679169088075e-06
BLOCK 1036,1.9921299623105295e-06
BLOCK 1048,6.467819820005329e-06
BLOCK 1049,5.495346568830824e-06
BLOCK 1050,3.792237293294887e-06
BLOCK 1051,1.2325940461530285e-05
BLOCK 1053,1.1086529411075898e-05
BLOCK 1055,4.174955830272804e-15
BLOCK 1056,1.4714969307198587e-17
BLOCK 1057,1.1815654792856454e-17
BLOCK 1058,1.198013617732619e-05
BLOCK 1059,1.7307942341362466e-06
BLOCK 1060,4.268818400949549e-05
BLOCK 1061,4.878601702990764e-05
BLOCK 1062,9.374344797348696e-05
BLOCK 1063,2.0187323108280947e-05
BLOCK 1064,1.8118009038191495e-05
BLOCK 1065,1.4039616384793132e-05
BLOCK 1066,5.00232600615117e-05
BLOCK 1067,1.1347289717200439e-05
BLOCK 3039,7.897048811761714e-05
BLOCK 3040,4.967503021156642e-05
BLOCK 3041,4.445437066688204e-05
BLOCK 3042,5.6969194273501064e-05
BLOCK 3043,6.957882136307242e-05
BLOCK 3044,4.109573212907515e-05
BLOCK 3045,6.73263031206003e-05
BLOCK 3046,6.950848675187225e-05
BLOCK 3047,4.219837533643271e-05
BLOCK 3048,4.307986135676752e-05
BLOCK 3049,0.00010979512719903147
BLOCK 3050,4.990421994457814e-05
BLOCK 2059,3.1970736443376395e-05
BLOCK 2060,6.0666215099750374e-05
BLOCK 2061,1.4020512904733728e-05
BLOCK 2064,4.230487823051038e-05
BLOCK 2014,2.2670326300060646e-05
BLOCK 2015,2.7388531672851947e-05
BLOCK 2016,1.1212869328900135e-05
BLOCK 2017,1.3394180650090875e-05
BLOCK 2018,3.4702839974773745e-05
BLOCK 2019,0.000104387068036877
BLOCK 2020,0.0003977988392144267
BLOCK 2021,2.6957941148438892e-05
BLOCK 2022,0.00013789939685511935
BLOCK 2023,5.573510082695058e-06
BLOCK 2024,1.6012433450780926e-06
BLOCK 3001,1.838631965146649e-05
BLOCK 3002,1.799182679241084e-05
BLOCK 3003,2.4073008368938803e-05
BLOCK 3004,5.6952227205691266e-05
BLOCK 3005,2.2697175119783427e-05
BLOCK 3006,2.3869164157780256e-05
BLOCK 3007,2.810764101455183e-05
BLOCK 3008,8.894574849935577e-05
BLOCK 3009,9.075950368026956e-05
BLOCK 3018,7.607636252434596e-06
BLOCK 3019,2.1510383328662746e-05
BLOCK 3020,1.954495990676043e-06
BLOCK 3021,1.802027528063304e-06
BLOCK 3022,1.5615046718899895e-06
BLOCK 3023,1.7620405162236612e-06
BLOCK 3024,6.1442277603740695e-06
BLOCK 3029,3.80153954740243e-06
BLOCK 2030,1.731637017923788e-06
BLOCK 3000,1.214456380262031e-05
BLOCK 3016,1.3344472751188148e-05
BLOCK 3032,1.994847095803651e-05
BLOCK 3033,0.00010598483662455061
BLOCK 3034,6.248240553211758e-06
BLOCK 3035,1.179729378140823e-05
BLOCK 3036,6.001882104060218e-13
BLOCK 3037,1.5314602389959105e-12
BLOCK 3038,4.0082741801436575e-05
BLOCK 4002,6.313745087732856e-06
BLOCK 4003,5.96629029813679e-06
BLOCK 4004,1.0012672081316381e-05
BLOCK 4005,2.2804499483087743e-13
BLOCK 4006,1.6576518145017796e-17
BLOCK 4007,3.964434301330544e-16
BLOCK 4008,7.757371450375292e-07
BLOCK 4009,8.620324363698293e-07
BLOCK 4010,8.729935274183187e-07
BLOCK 4011,2.175098015640356e-06
BLOCK 4012,9.451082385095893e-07
BLOCK 4013,1.994099178294643e-06
BLOCK 4014,1.0152874905995185e-06
BLOCK 4015,9.358330126447781e-07
BLOCK 4016,1.4362397698271268e-10
BLOCK 4017,9.9573256300763e-07
BLOCK 4018,2.5283706431208593e-11
BLOCK 4019,3.7660045943816823e-06
