,ethyl_acryl_50 Cumulative Hazard Index PAC3
BLOCK 1030,2.929260601776689e-07
BLOCK 1033,1.4851875076420353e-07
BLOCK 1035,1.1003502594318093e-07
BLOCK 1037,1.1035449300205313e-07
BLOCK 1038,1.4012617123617754e-07
BLOCK 2009,2.9445202814342247e-07
BLOCK 2013,1.6706515875695532e-06
BLOCK 2008,2.94950037776642e-07
BLOCK 1009,1.0259821321810952e-06
BLOCK 1016,1.0923306118886935e-06
BLOCK 1020,3.042444432723223e-07
BLOCK 1026,2.9675699143788666e-07
BLOCK 1027,1.8355387609128223e-07
BLOCK 1028,4.019718112355327e-07
BLOCK 1029,6.748266779990132e-07
BLOCK 1039,1.8087586122617888e-07
BLOCK 1040,2.988631629830467e-07
BLOCK 1052,5.723566134692094e-07
BLOCK 1054,7.487907745505209e-07
BLOCK 2025,1.3372619807028025e-07
BLOCK 2028,7.507452249840471e-07
BLOCK 2029,7.863177565513358e-07
BLOCK 1005,6.507307031509421e-07
BLOCK 1006,1.5922594196657849e-06
BLOCK 1007,1.3456026001568857e-06
BLOCK 1008,1.5096411058902895e-06
BLOCK 1011,4.975017884481666e-07
BLOCK 1024,3.012033360138373e-07
BLOCK 1025,3.2622615649942265e-07
BLOCK 3010,5.138708156111184e-06
BLOCK 3011,4.77352048499622e-06
BLOCK 3012,2.4527700830156375e-06
BLOCK 3013,1.4384716654973817e-06
BLOCK 3014,1.0768751775142278e-06
BLOCK 3015,4.0068374176612915e-07
BLOCK 3017,5.520655947182841e-07
BLOCK 3025,6.08700048376059e-07
BLOCK 3026,1.5970648701593677e-07
BLOCK 3027,1.771714605272021e-06
BLOCK 3028,6.248659154296454e-06
BLOCK 3030,2.1631201608001745e-07
BLOCK 3031,5.444561911346468e-07
BLOCK 4047,7.660093758219668e-07
BLOCK 4057,7.828462013530696e-07
BLOCK 4000,4.3473402659745563e-14
BLOCK 4001,2.1330310349241124e-06
BLOCK 1000,2.1673633877960063e-07
BLOCK 1001,2.1680525490743459e-07
BLOCK 1002,2.965295294315166e-07
BLOCK 1003,3.9233989450372463e-07
BLOCK 1004,8.217428815604609e-07
BLOCK 1010,1.3813355918068667e-06
BLOCK 1017,5.15713087313446e-07
BLOCK 1018,3.5106752459976015e-07
BLOCK 1019,2.9958093781199834e-07
BLOCK 2000,4.927492148076427e-07
BLOCK 2001,6.280560976111222e-07
BLOCK 2002,6.642719669126258e-07
BLOCK 2003,6.176320441592077e-07
BLOCK 2004,2.866450437592461e-07
BLOCK 2005,1.9584214631802507e-07
BLOCK 2006,1.8492624923152857e-07
BLOCK 2007,1.9539230430393472e-07
BLOCK 2010,2.486404091381102e-07
BLOCK 2011,6.342410840935049e-07
BLOCK 2012,1.1412253374912523e-06
BLOCK 2026,2.1386805801451922e-07
BLOCK 2027,2.4825157166321764e-07
BLOCK 2051,7.715243626105103e-07
BLOCK 2054,7.828975255292216e-07
BLOCK 2055,1.6980409934057582e-06
BLOCK 2056,1.619492904824383e-06
BLOCK 5030,5.316235516649115e-16
BLOCK 5031,3.254464300567993e-13
BLOCK 1012,1.0572272341901522e-06
BLOCK 1013,4.441582272069509e-06
BLOCK 1014,5.543191866214599e-06
BLOCK 1015,1.138702577470723e-06
BLOCK 1021,2.7237276995040134e-07
BLOCK 1022,2.7023722712556106e-07
BLOCK 1023,2.5581011244567935e-07
BLOCK 1031,2.233791806918631e-07
BLOCK 1032,2.1568341575746777e-07
BLOCK 1034,3.9811578527905863e-07
BLOCK 1036,1.245115120039465e-07
BLOCK 1048,4.042497429354086e-07
BLOCK 1049,3.434685101956051e-07
BLOCK 1050,2.3702128284755843e-07
BLOCK 1051,7.703922498890299e-07
BLOCK 1053,6.929269505330135e-07
BLOCK 1055,2.609418425563185e-16
BLOCK 1056,9.197106173765603e-19
BLOCK 1057,7.384985274097836e-19
BLOCK 1058,7.4877889378361e-07
BLOCK 1059,1.081775843630548e-07
BLOCK 1060,2.6680841291901897e-06
BLOCK 1061,3.0492090676648378e-06
BLOCK 1062,5.859124991074617e-06
BLOCK 1063,1.261742040468573e-06
BLOCK 1064,1.1324063904093556e-06
BLOCK 1065,8.774999106978363e-07
BLOCK 1066,3.1265388621541e-06
BLOCK 1067,7.092249133167881e-07
BLOCK 3039,4.935789865742453e-06
BLOCK 3040,3.1047739040630587e-06
BLOCK 3041,2.7784738002221628e-06
BLOCK 3042,3.560671568040243e-06
BLOCK 3043,4.348794714839097e-06
BLOCK 3044,2.568553177306562e-06
BLOCK 3045,4.208008492307017e-06
BLOCK 3046,4.344398681973555e-06
BLOCK 3047,2.6374702537756765e-06
BLOCK 3048,2.692564629784627e-06
BLOCK 3049,6.8623822525922456e-06
BLOCK 3050,3.1190986523139067e-06
BLOCK 2059,1.9982254219134945e-06
BLOCK 2060,3.7917416596985668e-06
BLOCK 2061,8.763059106919475e-07
BLOCK 2064,2.6441268658568617e-06
BLOCK 2014,1.4169339644736415e-06
BLOCK 2015,1.7118298277083997e-06
BLOCK 2016,7.00823410348569e-07
BLOCK 2017,8.37159079150908e-07
BLOCK 2018,2.168986540957681e-06
BLOCK 2019,6.524369353822502e-06
BLOCK 2020,2.4863104255786647e-05
BLOCK 2021,1.6849171873367572e-06
BLOCK 2022,8.618946921991403e-06
BLOCK 2023,3.4835386279754595e-07
BLOCK 2024,1.000804333823139e-07
BLOCK 3001,1.1491762602359345e-06
BLOCK 3002,1.1245197853647824e-06
BLOCK 3003,1.5046039802663254e-06
BLOCK 3004,3.5596110974347923e-06
BLOCK 3005,1.4186120613862192e-06
BLOCK 3006,1.4918633702535307e-06
BLOCK 3007,1.7567753850390893e-06
BLOCK 3008,5.559260611256861e-06
BLOCK 3009,5.672623395941176e-06
BLOCK 3018,4.754902092170909e-07
