,ethyl_acryl_20 Cumulative Hazard Index PAC2
BLOCK 1030,1.481626441289736e-07
BLOCK 1033,7.512111009382281e-08
BLOCK 1035,5.5655957618293005e-08
BLOCK 1037,5.5817544757811775e-08
BLOCK 1038,7.087612494917288e-08
BLOCK 2009,1.489344820751265e-07
BLOCK 2013,8.450192396075619e-07
BLOCK 2008,1.4918637644060124e-07
BLOCK 1009,5.18944014202195e-07
BLOCK 1016,5.525032208547307e-07
BLOCK 1020,1.5388750713894773e-07
BLOCK 1026,1.5010033756821874e-07
BLOCK 1027,9.28419533766004e-08
BLOCK 1028,2.033182243390905e-07
BLOCK 1029,3.4132881478848877e-07
BLOCK 1039,9.14874075803344e-08
BLOCK 1040,1.511656437582207e-07
BLOCK 1052,2.8949923125606506e-07
BLOCK 1054,3.787400171548306e-07
BLOCK 2025,6.763900447570353e-08
BLOCK 2028,3.7972858247358286e-07
BLOCK 2029,3.977212470121156e-07
BLOCK 1005,3.2914101782638163e-07
BLOCK 1006,8.05368309032862e-07
BLOCK 1007,6.806087483822477e-07
BLOCK 1008,7.635797846010317e-07
BLOCK 1011,2.516374964749313e-07
BLOCK 1024,1.5234930841322252e-07
BLOCK 1025,1.6500590593295262e-07
BLOCK 3010,2.599169863394074e-06
BLOCK 3011,2.4144571378589085e-06
BLOCK 3012,1.240616491136432e-06
BLOCK 3013,7.275821254532012e-07
BLOCK 3014,5.446858282277522e-07
BLOCK 3015,2.0266671597451235e-07
BLOCK 3017,2.792359894387131e-07
BLOCK 3025,3.078818203956656e-07
BLOCK 3026,8.077989164391422e-08
BLOCK 3027,8.96137135766643e-07
BLOCK 3028,3.160585514309449e-06
BLOCK 3030,1.0941109247789522e-07
BLOCK 3031,2.753871364055878e-07
BLOCK 4047,3.8744922346796207e-07
BLOCK 4057,3.9596532677373607e-07
BLOCK 4000,2.1988942477308808e-14
BLOCK 4001,1.0788917788735908e-06
BLOCK 1000,1.0962571583061453e-07
BLOCK 1001,1.0966057375932478e-07
BLOCK 1002,1.4998528678618113e-07
BLOCK 1003,1.9844637971676765e-07
BLOCK 1004,4.1563935299001265e-07
BLOCK 1010,6.986825739827722e-07
BLOCK 1017,2.6084881140971766e-07
BLOCK 1018,1.7757072443798666e-07
BLOCK 1019,1.5152869584202017e-07
BLOCK 2000,2.4923363429697903e-07
BLOCK 2001,3.176721525798975e-07
BLOCK 2002,3.3599021875634354e-07
BLOCK 2003,3.1239964346602603e-07
BLOCK 2004,1.44985692239454e-07
BLOCK 2005,9.905738742661716e-08
BLOCK 2006,9.353610272291374e-08
BLOCK 2007,9.882985634861237e-08
BLOCK 2010,1.2576286463849645e-07
BLOCK 2011,3.2080053231700916e-07
BLOCK 2012,5.772342803748075e-07
BLOCK 2026,1.0817493312455902e-07
BLOCK 2027,1.2556618979030575e-07
BLOCK 2051,3.90238715889467e-07
BLOCK 2054,3.9599128665467594e-07
BLOCK 2055,8.588728611916299e-07
BLOCK 2056,8.191430655959953e-07
BLOCK 5030,2.688963591977265e-16
BLOCK 5031,1.6461151858699126e-13
BLOCK 1012,5.347478553726718e-07
BLOCK 1013,2.2465620612486628e-06
BLOCK 1014,2.803758611693455e-06
BLOCK 1015,5.759582628196678e-07
BLOCK 1021,1.3776674482327467e-07
BLOCK 1022,1.3668658257554875e-07
BLOCK 1023,1.2938931630696652e-07
BLOCK 1031,1.1298567984902458e-07
BLOCK 1032,1.0909314505514695e-07
BLOCK 1034,2.013678379474029e-07
BLOCK 1036,6.297819603968282e-08
BLOCK 1048,2.0447040719231314e-07
BLOCK 1049,1.7372712627464528e-07
BLOCK 1050,1.1988588505998952e-07
BLOCK 1051,3.896660907902702e-07
BLOCK 1053,3.5048397236124225e-07
