,ethyl_acryl_20 Cumulative Hazard Index PAC1
BLOCK 1030,1.1718318217473375e-06
BLOCK 1033,5.941396889238713e-07
BLOCK 1035,4.4018802843559026e-07
BLOCK 1037,4.414660358117839e-07
BLOCK 1038,5.605657155070944e-07
BLOCK 2009,1.1779363582305454e-06
BLOCK 2013,6.683333985987083e-06
BLOCK 2008,1.1799286136665728e-06
BLOCK 1009,4.104375385053724e-06
BLOCK 1016,4.369798201305593e-06
BLOCK 1020,1.2171102837353138e-06
BLOCK 1026,1.1871572153122756e-06
BLOCK 1027,7.34295449433112e-07
BLOCK 1028,1.6080623197728065e-06
BLOCK 1029,2.6996006260544108e-06
BLOCK 1039,7.23582223589918e-07
BLOCK 1040,1.1955828188150182e-06
BLOCK 1052,2.2896757381161495e-06
BLOCK 1054,2.9954892265882064e-06
BLOCK 2025,5.349630353987462e-07
BLOCK 2028,3.0033078795637923e-06
BLOCK 2029,3.1456134990958248e-06
BLOCK 1005,2.6032062318995644e-06
BLOCK 1006,6.369731171441728e-06
BLOCK 1007,5.382996464477781e-06
BLOCK 1008,6.039221932753616e-06
BLOCK 1011,1.990223835756273e-06
BLOCK 1024,1.2049445301773052e-06
BLOCK 1025,1.3050467105606257e-06
BLOCK 3010,2.0557070737753125e-05
BLOCK 3011,1.9096160999429556e-05
BLOCK 3012,9.812148611715419e-06
BLOCK 3013,5.7545131740389545e-06
BLOCK 3014,4.307969732346767e-06
BLOCK 3015,1.6029094808893255e-06
BLOCK 3017,2.2085028255607325e-06
BLOCK 3025,2.4350653067657194e-06
BLOCK 3026,6.388955066382306e-07
BLOCK 3027,7.087630073790721e-06
BLOCK 3028,2.4997358158629295e-05
BLOCK 3030,8.653422768706261e-07
BLOCK 3031,2.178061897026012e-06
BLOCK 4047,3.0643711310647906e-06
BLOCK 4057,3.131725766301367e-06
BLOCK 4000,1.7391254504780603e-13
BLOCK 4001,8.533053160182034e-06
BLOCK 1000,8.670397524784968e-07
BLOCK 1001,8.673154470055687e-07
BLOCK 1002,1.1862472682179783e-06
BLOCK 1003,1.5695304577598892e-06
BLOCK 1004,3.287329428193737e-06
BLOCK 1010,5.525943994227375e-06
BLOCK 1017,2.0630769629677663e-06
BLOCK 1018,1.404423002373167e-06
BLOCK 1019,1.1984542307505233e-06
BLOCK 2000,1.971211471257925e-06
BLOCK 2001,2.5124979340410057e-06
BLOCK 2002,2.6573771847092605e-06
BLOCK 2003,2.4707971801403848e-06
BLOCK 2004,1.1467050204393183e-06
BLOCK 2005,7.834538823741537e-07
BLOCK 2006,7.397855397175905e-07
BLOCK 2007,7.816543183935702e-07
BLOCK 2010,9.946699294135626e-07
BLOCK 2011,2.5372405737799824e-06
BLOCK 2012,4.565398399328021e-06
BLOCK 2026,8.555653801669672e-07
BLOCK 2027,9.93114410159691e-07
BLOCK 2051,3.086433480216694e-06
BLOCK 2054,3.1319310853597125e-06
BLOCK 2055,6.792903538515621e-06
BLOCK 2056,6.478676973350141e-06
BLOCK 5030,2.126725750018382e-15
BLOCK 5031,1.3019274651880218e-12
BLOCK 1012,4.229369401583858e-06
BLOCK 1013,1.7768263575330324e-05
BLOCK 1014,2.2175181747030075e-05
BLOCK 1015,4.555306260482824e-06
BLOCK 1021,1.0896097090568093e-06
BLOCK 1022,1.0810666076429766e-06
BLOCK 1023,1.0233518653369169e-06
