,ethyl_acryl_80 Cumulative Hazard Index PAC2
BLOCK 1030,5.925699218375453e-07
BLOCK 1033,3.0044354701106e-07
BLOCK 1035,2.2259353327250928e-07
BLOCK 1037,2.232397938680695e-07
BLOCK 1038,2.83465917257253e-07
BLOCK 2009,5.956568534599651e-07
BLOCK 2013,3.3796169588441824e-06
BLOCK 2008,5.966642937991827e-07
BLOCK 1009,2.0754935614281604e-06
BLOCK 1016,2.2097121195534655e-06
BLOCK 1020,6.154662574577299e-07
BLOCK 1026,6.003196407804604e-07
BLOCK 1027,3.713172735208951e-07
BLOCK 1028,8.13162217865705e-07
BLOCK 1029,1.3651294514159125e-06
BLOCK 1039,3.658998277042559e-07
BLOCK 1040,6.045802856241966e-07
BLOCK 1052,1.1578393315396373e-06
BLOCK 1054,1.5147538955016568e-06
BLOCK 2025,2.7051919754109673e-07
BLOCK 2028,1.5187076186355018e-06
BLOCK 2029,1.5906684821981588e-06
BLOCK 1005,1.3163848981874953e-06
BLOCK 1006,3.2210348211564764e-06
BLOCK 1007,2.7220644933937844e-06
BLOCK 1008,3.053903471673263e-06
BLOCK 1011,1.0064130030491684e-06
BLOCK 1024,6.093142998976307e-07
BLOCK 1025,6.599338001575417e-07
BLOCK 3010,1.0395264554358348e-05
BLOCK 3011,9.656514203510853e-06
BLOCK 3012,4.961790615339894e-06
BLOCK 3013,2.90993243097696e-06
BLOCK 3014,2.1784468045668477e-06
BLOCK 3015,8.105565390662736e-07
BLOCK 3017,1.1167919512282137e-06
BLOCK 3025,1.2313596812449428e-06
BLOCK 3026,3.230755927642016e-07
BLOCK 3027,3.5840607166453653e-06
BLOCK 3028,1.2640621542532153e-05
BLOCK 3030,4.3758481025318324e-07
BLOCK 3031,1.1013986342797264e-06
BLOCK 4047,1.5495859797600001e-06
BLOCK 4057,1.5836457571075895e-06
BLOCK 4000,8.79437998806685e-14
BLOCK 4001,4.31497980369313e-06
BLOCK 1000,4.3844318683044425e-07
BLOCK 1001,4.3858259956982056e-07
BLOCK 1002,5.998595002820222e-07
BLOCK 1003,7.936774914420759e-07
BLOCK 1004,1.6623311521054053e-06
BLOCK 1010,2.794349957023102e-06
BLOCK 1017,1.0432532484633633e-06
BLOCK 1018,7.101862343200278e-07
BLOCK 1019,6.060322963262513e-07
BLOCK 2000,9.967988629177496e-07
BLOCK 2001,1.2705156804597213e-06
BLOCK 2002,1.3437779734365042e-06
BLOCK 2003,1.24942851417795e-06
BLOCK 2004,5.798638437034678e-07
BLOCK 2005,3.9617562625114734e-07
BLOCK 2006,3.740934930349745e-07
BLOCK 2007,3.952656257992683e-07
BLOCK 2010,5.029829975498279e-07
BLOCK 2011,1.2830274964251886e-06
BLOCK 2012,2.308622894890428e-06
BLOCK 2026,4.3264084576273076e-07
BLOCK 2027,5.021964052201292e-07
BLOCK 2051,1.5607424309417087e-06
BLOCK 2054,1.5837495824996773e-06
BLOCK 2055,3.4350239037424715e-06
BLOCK 2056,3.2761263489024396e-06
BLOCK 5030,1.075439058805498e-15
BLOCK 5031,6.583564654646852e-13
BLOCK 1012,2.1387003230392066e-06
BLOCK 1013,8.985025293409876e-06
BLOCK 1014,1.1213508176435398e-05
BLOCK 1015,2.303519519290204e-06
BLOCK 1021,5.509919837869359e-07
BLOCK 1022,5.466719227994333e-07
BLOCK 1023,5.17486830107395e-07
BLOCK 1031,4.518812138545372e-07
BLOCK 1032,4.3631319364189756e-07
BLOCK 1034,8.0536173402263e-07
BLOCK 1036,2.518785009817911e-07
BLOCK 1048,8.177703220696388e-07
BLOCK 1049,6.948139339901039e-07
BLOCK 1050,4.794782784625719e-07
BLOCK 1051,1.5584522422624502e-06
BLOCK 1053,1.4017450979521238e-06
BLOCK 1055,5.278679785402397e-16
BLOCK 1056,1.8605133606802814e-18
BLOCK 1057,1.493933364614034e-18
BLOCK 1058,1.5147298615010108e-06
BLOCK 1059,2.1883605259193915e-07
BLOCK 1060,5.397356598901724e-06
BLOCK 1061,6.168346980792917e-06
BLOCK 1062,1.1852619858716741e-05
BLOCK 1063,2.5524201631159786e-06
BLOCK 1064,2.2907827519552456e-06
BLOCK 1065,1.7751239107209702e-06
BLOCK 1066,6.3247800077773425e-06
BLOCK 1067,1.4347147918299409e-06
BLOCK 3039,9.984774359698725e-06
BLOCK 3040,6.280750946290002e-06
BLOCK 3041,5.62066755558278e-06
BLOCK 3042,7.203001574810485e-06
BLOCK 3043,8.797322241308011e-06
BLOCK 3044,5.196012108273867e-06
BLOCK 3045,8.512521084213834e-06
BLOCK 3046,8.788429359432126e-06
BLOCK 3047,5.335426766675396e-06
BLOCK 3048,5.4468790221200345e-06
BLOCK 3049,1.3882142519417778e-05
BLOCK 3050,6.309728958509881e-06
BLOCK 2059,4.042277021576326e-06
BLOCK 2060,7.670440989623608e-06
BLOCK 2061,1.7727085281847235e-06
BLOCK 2064,5.348892649834642e-06
BLOCK 2014,2.8663630954099676e-06
BLOCK 2015,3.4629177977169126e-06
BLOCK 2016,1.4177191105505912e-06
BLOCK 2017,1.6935170936896502e-06
BLOCK 2018,4.387715399109324e-06
BLOCK 2019,1.3198364924202848e-05
BLOCK 2020,5.029640495814588e-05
BLOCK 2021,3.4084753176187103e-06
BLOCK 2022,1.743555592421049e-05
BLOCK 2023,7.046966771223638e-07
BLOCK 2024,2.024560551248162e-07
BLOCK 3001,2.324707082369325e-06
BLOCK 3002,2.27482867490252e-06
BLOCK 3003,3.043713701819849e-06
BLOCK 3004,7.2008563133632604e-06
BLOCK 3005,2.8697577737657204e-06
BLOCK 3006,3.0179402958112967e-06
BLOCK 3007,3.5538396685065533e-06
BLOCK 3008,1.1246014178079465e-05
BLOCK 3009,1.1475339545781216e-05
BLOCK 3018,9.618850434112704e-07
BLOCK 3019,2.7197036392562103e-06
BLOCK 3020,2.471201827291549e-07
BLOCK 3021,2.278425610194982e-07
BLOCK 3022,1.974316251814929e-07
BLOCK 3023,2.2278673193632494e-07
BLOCK 3024,7.768563834955719e-07
BLOCK 3029,4.806544255336407e-07
BLOCK 2030,2.1894261146162843e-07
BLOCK 3000,1.535519561250844e-06
BLOCK 3016,1.6872321869318351e-06
BLOCK 3032,2.5222204659586395e-06
BLOCK 3033,1.3400381642184554e-05
BLOCK 3034,7.900074262681532e-07
BLOCK 3035,1.4916118574194312e-06
BLOCK 3036,7.588586568352002e-14
BLOCK 3037,1.9363290378109204e-13
BLOCK 3038,5.067932871446008e-06
BLOCK 4002,7.982896087938095e-07
BLOCK 4003,7.543585434425823e-07
BLOCK 4004,1.2659700332698874e-06
BLOCK 4005,2.883327520850175e-14
BLOCK 4006,2.09588160454248e-18
BLOCK 4007,5.0125031396133316e-17
BLOCK 4008,9.808170799325082e-08
BLOCK 4009,1.0899260689733473e-07
BLOCK 4010,1.1037849197243107e-07
BLOCK 4011,2.7501239278211393e-07
BLOCK 4012,1.1949644394948832e-07
BLOCK 4013,2.5212748231311583e-07
BLOCK 4014,1.2836968271947933e-07
BLOCK 4015,1.1832371424244321e-07
BLOCK 4016,1.815935341160735e-11
BLOCK 4017,1.2589722061016017e-07
BLOCK 4018,3.1967904683137303e-12
BLOCK 4019,4.761615004390632e-07
BLOCK 4020,1.3127729039094984e-07
BLOCK 4021,4.446033740305085e-07
BLOCK 4022,1.187764233555385e-12
BLOCK 4023,7.3417143667029e-07
BLOCK 4024,7.407144865817795e-07
BLOCK 4025,7.024806194046005e-07
BLOCK 4026,8.749560484665715e-07
BLOCK 4027,9.867412969162244e-07
BLOCK 4028,9.862100027588173e-07
BLOCK 4029,1.0048233543803611e-06
BLOCK 4030,8.603838940896982e-07
BLOCK 4031,1.2845167766244655e-06
BLOCK 4032,9.284071450996995e-07
BLOCK 4033,1.4122778924969895e-06
BLOCK 5000,3.033977547936058e-07
BLOCK 5001,2.8148459509464613e-07
BLOCK 5002,2.7949552016134483e-07
BLOCK 5003,2.7673615606099887e-07
BLOCK 5004,2.4653533842338424e-07
BLOCK 5005,8.729851642070755e-08
BLOCK 5006,1.5236435945086253e-08
BLOCK 5007,5.616146679732815e-09
BLOCK 5008,8.380646836763862e-10
BLOCK 5009,9.990293457941561e-10
BLOCK 5010,3.200921845151754e-10
BLOCK 5011,8.006062834587183e-10
BLOCK 5012,1.4488888375109874e-09
BLOCK 5013,2.2189903702932698e-10
BLOCK 5014,9.164409158683995e-19
BLOCK 5015,2.1524428867474196e-12
BLOCK 5016,1.7584342924287345e-12
BLOCK 5017,2.655979890167606e-11
BLOCK 5018,3.987638320564209e-11
