,ethyl_acryl_80 Cumulative Hazard Index PAC3
BLOCK 1030,4.686689381806039e-07
BLOCK 1033,2.3762353263602013e-07
BLOCK 1035,1.7605124904280274e-07
BLOCK 1037,1.7656238242292768e-07
BLOCK 1038,2.2419577092164558e-07
BLOCK 2009,4.711104204637905e-07
BLOCK 2013,2.672969776540398e-06
BLOCK 2008,4.7190721418662645e-07
BLOCK 1009,1.6415267258568182e-06
BLOCK 1016,1.7476814036468314e-06
BLOCK 1020,4.867778581711136e-07
BLOCK 1026,4.7479826134454604e-07
BLOCK 1027,2.9367820723925343e-07
BLOCK 1028,6.431373904937849e-07
BLOCK 1029,1.0796932933925853e-06
BLOCK 1039,2.893935000933659e-07
BLOCK 1040,4.781680440845917e-07
BLOCK 1052,9.157456531268035e-07
BLOCK 1054,1.1980326264422196e-06
BLOCK 2025,2.139560926006856e-07
BLOCK 2028,1.2011596620117158e-06
BLOCK 2029,1.2580741631930893e-06
BLOCK 1005,1.0411407831119275e-06
BLOCK 1006,2.547545722187395e-06
BLOCK 1007,2.1529055538659932e-06
BLOCK 1008,2.4153600185052173e-06
BLOCK 1011,7.959811933207062e-07
BLOCK 1024,4.819122190099439e-07
BLOCK 1025,5.219476419427831e-07
BLOCK 3010,8.221709238447058e-06
BLOCK 3011,7.637424870049492e-06
BLOCK 3012,3.924325304859735e-06
BLOCK 3013,2.3014920135908678e-06
BLOCK 3014,1.7229533817937802e-06
BLOCK 3015,6.410765354433255e-07
BLOCK 3017,8.83280906880496e-07
BLOCK 3025,9.738935660755457e-07
BLOCK 3026,2.5552342336805046e-07
BLOCK 3027,2.8346662031649707e-06
BLOCK 3028,9.997582492729973e-06
BLOCK 3030,3.4608980447297216e-07
BLOCK 3031,8.711061925666925e-07
BLOCK 4047,1.2255816385374543e-06
BLOCK 4057,1.2525198260760028e-06
BLOCK 4000,6.955555081471055e-14
BLOCK 4001,3.412756753830021e-06
BLOCK 1000,3.4676870231135113e-07
BLOCK 1001,3.4687896511431255e-07
BLOCK 1002,4.7443433204123567e-07
BLOCK 1003,6.277267432314603e-07
BLOCK 1004,1.3147528203015467e-06
BLOCK 1010,2.210076784190999e-06
BLOCK 1017,8.251184783301144e-07
BLOCK 1018,5.616927489622036e-07
BLOCK 1019,4.793164525489442e-07
BLOCK 2000,7.883772824894935e-07
BLOCK 2001,1.004862401818143e-06
BLOCK 2002,1.062806215354326e-06
BLOCK 2003,9.881843703043785e-07
BLOCK 2004,4.5861958547456095e-07
BLOCK 2005,3.1333890439863453e-07
BLOCK 2006,2.958739444912981e-07
BLOCK 2007,3.1261917676851265e-07
BLOCK 2010,3.9781382533486393e-07
BLOCK 2011,1.0147581108090123e-06
BLOCK 2012,1.8259108350497024e-06
BLOCK 2026,3.4217957801234155e-07
BLOCK 2027,3.971917023104658e-07
BLOCK 2051,1.2344053771993514e-06
BLOCK 2054,1.252601942522473e-06
BLOCK 2055,2.716791632959957e-06
BLOCK 2056,2.5911181123137475e-06
BLOCK 5030,8.505745283279848e-16
BLOCK 5031,5.207001135947965e-13
