,ethyl_acryl_100 Cumulative Hazard Index PAC3
BLOCK 1030,5.858521203553382e-07
BLOCK 1033,2.970375015284072e-07
BLOCK 1035,2.2007005188636194e-07
BLOCK 1037,2.207089860041063e-07
BLOCK 1038,2.8025234247235524e-07
BLOCK 2009,5.889040562868453e-07
BLOCK 2013,3.341303175139108e-06
BLOCK 2008,5.899000755532842e-07
BLOCK 1009,2.0519642643621913e-06
BLOCK 1016,2.1846612237773887e-06
BLOCK 1020,6.084888865446448e-07
BLOCK 1026,5.935139828757735e-07
BLOCK 1027,3.6710775218256457e-07
BLOCK 1028,8.039436224710658e-07
BLOCK 1029,1.349653355998027e-06
BLOCK 1039,3.6175172245235797e-07
BLOCK 1040,5.977263259660936e-07
BLOCK 1052,1.1447132269384193e-06
BLOCK 1054,1.4975815491010425e-06
BLOCK 2025,2.6745239614056055e-07
BLOCK 2028,1.5014904499680946e-06
BLOCK 2029,1.572635513102672e-06
BLOCK 1005,1.3014614063018852e-06
BLOCK 1006,3.1845188393315706e-06
BLOCK 1007,2.691205200313772e-06
BLOCK 1008,3.01928221178058e-06
BLOCK 1011,9.950035768963341e-07
BLOCK 1024,6.024066720276749e-07
BLOCK 1025,6.524523129988456e-07
BLOCK 3010,1.0277416312222373e-05
BLOCK 3011,9.547040969992446e-06
BLOCK 3012,4.905540166031276e-06
BLOCK 3013,2.8769433309947646e-06
BLOCK 3014,2.1537503550284565e-06
BLOCK 3015,8.013674835322588e-07
BLOCK 3017,1.1041311894365691e-06
BLOCK 3025,1.2174000967521184e-06
BLOCK 3026,3.1941297403187365e-07
BLOCK 3027,3.543429210544044e-06
BLOCK 3028,1.2497318308592914e-05
BLOCK 3030,4.326240321600351e-07
BLOCK 3031,1.088912382269294e-06
BLOCK 4047,1.5320187516439338e-06
BLOCK 4057,1.5656924027061405e-06
BLOCK 4000,8.694680531949118e-14
BLOCK 4001,4.2660620698482265e-06
BLOCK 1000,4.3347267755920146e-07
BLOCK 1001,4.336105098148693e-07
BLOCK 1002,5.930590588630334e-07
BLOCK 1003,7.846797890074495e-07
BLOCK 1004,1.643485763120923e-06
BLOCK 1010,2.762671183613734e-06
BLOCK 1017,1.0314261746268923e-06
BLOCK 1018,7.021350491995207e-07
BLOCK 1019,5.991618756239969e-07
BLOCK 2000,9.854984296152858e-07
BLOCK 2001,1.2561121952222447e-06
BLOCK 2002,1.3285439338252524e-06
BLOCK 2003,1.2352640883184164e-06
BLOCK 2004,5.732900875184924e-07
BLOCK 2005,3.916842926360503e-07
BLOCK 2006,3.6985249846305724e-07
BLOCK 2007,3.9078460860786954e-07
BLOCK 2010,4.972808182762206e-07
BLOCK 2011,1.2684821681870106e-06
BLOCK 2012,2.2824506749825055e-06
BLOCK 2026,4.277361160290386e-07
BLOCK 2027,4.965031433264354e-07
BLOCK 2051,1.5430487252210209e-06
BLOCK 2054,1.565795051058444e-06
BLOCK 2055,3.3960819868115173e-06
BLOCK 2056,3.2389858096487674e-06
BLOCK 5030,1.0632471033298233e-15
BLOCK 5031,6.508928601135989e-13
BLOCK 1012,2.1144544683803053e-06
BLOCK 1013,8.883164544139022e-06
BLOCK 1014,1.1086383732429203e-05
BLOCK 1015,2.277405154941447e-06
BLOCK 1021,5.447455399008029e-07
BLOCK 1022,5.404744542511222e-07
BLOCK 1023,5.116202248913591e-07
BLOCK 1031,4.467583613837264e-07
BLOCK 1032,4.3136683151493565e-07
BLOCK 1034,7.962315705581176e-07
BLOCK 1036,2.490230240078932e-07
BLOCK 1048,8.084994858708175e-07
BLOCK 1049,6.869370203912106e-07
BLOCK 1050,4.74042565695117e-07
BLOCK 1051,1.5407844997780609e-06
BLOCK 1053,1.3858539010660276e-06
BLOCK 1055,5.218836851126371e-16
BLOCK 1056,1.8394212347531218e-18
BLOCK 1057,1.4769970548195675e-18
BLOCK 1058,1.497557787567221e-06
BLOCK 1059,2.1635516872610968e-07
BLOCK 1060,5.336168258380382e-06
BLOCK 1061,6.098418135329678e-06
BLOCK 1062,1.1718249982149237e-05
BLOCK 1063,2.523484080937146e-06
BLOCK 1064,2.2648127808187112e-06
BLOCK 1065,1.7549998213956735e-06
BLOCK 1066,6.2530777243082035e-06
BLOCK 1067,1.4184498266335768e-06
BLOCK 3039,9.871579731484912e-06
BLOCK 3040,6.209547808126119e-06
BLOCK 3041,5.55694760044433e-06
BLOCK 3042,7.121343136080489e-06
BLOCK 3043,8.697589429678197e-06
BLOCK 3044,5.137106354613128e-06
BLOCK 3045,8.416016984614038e-06
BLOCK 3046,8.688797363947117e-06
BLOCK 3047,5.274940507551356e-06
BLOCK 3048,5.385129259569256e-06
BLOCK 3049,1.3724764505184505e-05
BLOCK 3050,6.238197304627816e-06
BLOCK 2059,3.996450843826992e-06
BLOCK 2060,7.583483319397135e-06
BLOCK 2061,1.7526118213838963e-06
BLOCK 2064,5.288253731713725e-06
BLOCK 2014,2.8338679289472854e-06
BLOCK 2015,3.4236596554168014e-06
BLOCK 2016,1.4016468206971385e-06
BLOCK 2017,1.674318158301817e-06
BLOCK 2018,4.337973081915364e-06
BLOCK 2019,1.3048738707645012e-05
BLOCK 2020,4.972620851157332e-05
BLOCK 2021,3.369834374673515e-06
BLOCK 2022,1.7237893843982813e-05
BLOCK 2023,6.967077255950921e-07
BLOCK 2024,2.0016086676462784e-07
BLOCK 3001,2.2983525204718702e-06
BLOCK 3002,2.2490395707295653e-06
BLOCK 3003,3.0092079605326524e-06
BLOCK 3004,7.119222194869588e-06
BLOCK 3005,2.8372241227724383e-06
BLOCK 3006,2.983726740507063e-06
BLOCK 3007,3.513550770078181e-06
BLOCK 3008,1.1118521222513728e-05
BLOCK 3009,1.1345246791882358e-05
BLOCK 3018,9.509804184341824e-07
BLOCK 3019,2.6888711105272744e-06
BLOCK 3020,2.4431864949460713e-07
BLOCK 3021,2.2525957285604178e-07
BLOCK 3022,1.9519339739536772e-07
BLOCK 3023,2.2026106031030496e-07
BLOCK 3024,7.680493773142162e-07
BLOCK 3029,4.752053791117997e-07
BLOCK 2030,2.1646051956733462e-07
BLOCK 3000,1.5181118002349934e-06
BLOCK 3016,1.6681045017954536e-06
BLOCK 3032,2.493626749402577e-06
BLOCK 3033,1.3248465217910357e-05
BLOCK 3034,7.810513303483978e-07
BLOCK 3035,1.4747018659106194e-06
BLOCK 3036,7.502556859083854e-14
BLOCK 3037,1.9143774104993147e-13
BLOCK 3038,5.010479116706052e-06
BLOCK 4002,7.89239620059052e-07
BLOCK 4003,7.458065890579599e-07
BLOCK 4004,1.2516180807786814e-06
BLOCK 4005,2.850640033383392e-14
BLOCK 4006,2.0721211738647533e-18
BLOCK 4007,4.955677776428437e-17
BLOCK 4008,9.696978276881271e-08
BLOCK 4009,1.0775698782660285e-07
BLOCK 4010,1.091271615055102e-07
BLOCK 4011,2.718946532685592e-07
BLOCK 4012,1.1814174578021056e-07
BLOCK 4013,2.49269182706656e-07
BLOCK 4014,1.2691439109386113e-07
BLOCK 4015,1.1698231098583972e-07
BLOCK 4016,1.7953485839243683e-11
BLOCK 4017,1.2446995860435656e-07
BLOCK 4018,3.1605493380185077e-12
BLOCK 4019,4.7076338906766515e-07
BLOCK 4020,1.2978903602050574e-07
BLOCK 4021,4.3956302841898217e-07
BLOCK 4022,1.1742988786079921e-12
BLOCK 4023,7.258483379376308e-07
BLOCK 4024,7.323172111000589e-07
BLOCK 4025,6.945167907113985e-07
BLOCK 4026,8.650369134874822e-07
BLOCK 4027,9.75554883460706e-07
BLOCK 4028,9.750296124383699e-07
BLOCK 4029,9.934319496352796e-07
BLOCK 4030,8.506299595986263e-07
BLOCK 4031,1.2699545648281433e-06
BLOCK 4032,9.17882049806131e-07
BLOCK 4033,1.3962672882292522e-06
BLOCK 5000,2.999582182735431e-07
BLOCK 5001,2.782934820116844e-07
BLOCK 5002,2.763269566713387e-07
BLOCK 5003,2.735988747194113e-07
BLOCK 5004,2.4374043540714383e-07
BLOCK 5005,8.630883725982988e-08
BLOCK 5006,1.50637046804651e-08
BLOCK 5007,5.55247797651479e-09
BLOCK 5008,8.285637759071756e-10
BLOCK 5009,9.877036261235846e-10
BLOCK 5010,3.16463387857878e-10
BLOCK 5011,7.915300312233608e-10
BLOCK 5012,1.4324631850748967e-09
BLOCK 5013,2.1938342895520556e-10
BLOCK 5014,9.060514784094659e-19
BLOCK 5015,2.128041236440702e-12
BLOCK 5016,1.7384994086948262e-12
BLOCK 5017,2.625869779975796e-11
BLOCK 5018,3.9424315666720706e-11
BLOCK 5019,1.6072239151720417e-10
BLOCK 5020,6.855347127050397e-14
BLOCK 5021,8.433767292563291e-13
BLOCK 5022,7.7258054937025e-23
BLOCK 5023,2.9285114429593817e-19
BLOCK 5024,2.770119027580003e-20
BLOCK 5025,8.324959522487813e-19
BLOCK 5026,1.560080478814936e-13
BLOCK 5027,1.2118356174352862e-07
BLOCK 5028,3.3176217587207384e-06
BLOCK 5029,7.915883993688429e-09
BLOCK 5032,7.402034733097858e-30
BLOCK 5033,2.635374359943591e-15
BLOCK 5034,3.0873350102221664e-08
BLOCK 5035,3.591539846253129e-14
BLOCK 2063,2.074942627888781e-06
BLOCK 4034,1.0769885757338196e-06
BLOCK 4035,8.98213847544875e-07
BLOCK 4036,9.299224509863491e-07
BLOCK 4037,8.12274333578144e-07
BLOCK 4038,4.899725554916851e-07
BLOCK 4039,3.7138577974284533e-07
BLOCK 4040,2.834114777921354e-07
BLOCK 4041,9.802632899388965e-07
BLOCK 4042,6.364460647815035e-07
BLOCK 4043,1.056259359111552e-06
BLOCK 4044,1.3431772652790824e-06
BLOCK 4045,1.5790025114473303e-06
BLOCK 4046,1.4252990249634282e-06
BLOCK 4048,1.3118817863228795e-06
BLOCK 4049,1.4357015144787645e-06
BLOCK 4050,1.34637689669148e-06
BLOCK 4051,1.823279426871627e-06
BLOCK 4052,1.6734460476839251e-06
BLOCK 4053,1.6126173714419594e-06
BLOCK 4054,1.5123270323019553e-06
BLOCK 4055,1.51520635596591e-06
BLOCK 4056,1.5652213225789863e-06
BLOCK 4058,1.647385450983055e-06
BLOCK 4059,1.619115502783796e-06
BLOCK 4061,1.1777855937582934e-06
BLOCK 4062,1.2601573219747694e-06
BLOCK 2035,3.633130911743958e-06
BLOCK 2037,4.328376977076239e-06
BLOCK 2038,5.583459304663419e-06
BLOCK 2040,1.613709479054517e-06
BLOCK 2041,2.451437252079036e-06
BLOCK 2042,2.0916649657579824e-06
BLOCK 2043,1.6485132185938743e-06
BLOCK 2044,1.6156483296620769e-06
BLOCK 1045,6.098151247315777e-07
BLOCK 1047,2.436249727456061e-07
BLOCK 1041,5.231604848831563e-07
BLOCK 1042,3.8749563060015654e-07
BLOCK 1043,6.827505611223039e-07
BLOCK 1044,8.5384223472556e-07
BLOCK 1046,9.362357458752057e-07
BLOCK 2033,3.5259980194921303e-06
BLOCK 2045,1.3841485152052474e-06
BLOCK 2046,1.2820911178432167e-06
BLOCK 2047,1.404067174144397e-06
BLOCK 2048,1.5049049799919986e-06
BLOCK 2049,1.4367550113325493e-06
BLOCK 2050,1.3708819949479861e-06
BLOCK 2052,1.7356090787499425e-06
BLOCK 2062,1.3436448563341234e-06
BLOCK 2031,2.092133714991141e-06
BLOCK 2032,1.8899141955683378e-06
BLOCK 2034,3.056546052883344e-06
BLOCK 2036,6.061776751961964e-06
BLOCK 2039,2.6695893504582905e-06
BLOCK 2053,1.6014317565805263e-06
BLOCK 2057,2.938297066147453e-07
BLOCK 2058,1.134658994579934e-06
BLOCK 2065,3.543074162218219e-06
BLOCK 2066,3.1806779459918606e-06
BLOCK 2067,2.5292370931817526e-06
BLOCK 4063,1.3627084307963331e-06
BLOCK 4064,1.576789921237127e-06
BLOCK 4065,2.797632987510173e-07
