,ethyl_acryl_20 Cumulative Hazard Index PAC3
BLOCK 1030,1.171831821747337e-07
BLOCK 1033,5.9413968892387156e-08
BLOCK 1035,4.401880284355902e-08
BLOCK 1037,4.414660358117841e-08
BLOCK 1038,5.605657155070947e-08
BLOCK 2009,1.1779363582305453e-07
BLOCK 2013,6.68333398598708e-07
BLOCK 2008,1.1799286136665734e-07
BLOCK 1009,4.104375385053724e-07
BLOCK 1016,4.3697982013055956e-07
BLOCK 1020,1.217110283735313e-07
BLOCK 1026,1.1871572153122763e-07
BLOCK 1027,7.34295449433112e-08
BLOCK 1028,1.6080623197728074e-07
BLOCK 1029,2.699600626054412e-07
BLOCK 1039,7.235822235899177e-08
BLOCK 1040,1.1955828188150177e-07
BLOCK 1052,2.289675738116149e-07
BLOCK 1054,2.995489226588207e-07
BLOCK 2025,5.3496303539874626e-08
BLOCK 2028,3.0033078795637954e-07
BLOCK 2029,3.1456134990958247e-07
BLOCK 1005,2.603206231899564e-07
BLOCK 1006,6.369731171441729e-07
BLOCK 1007,5.382996464477778e-07
BLOCK 1008,6.039221932753614e-07
BLOCK 1011,1.990223835756274e-07
BLOCK 1024,1.2049445301773054e-07
BLOCK 1025,1.3050467105606253e-07
BLOCK 3010,2.055707073775313e-06
BLOCK 3011,1.909616099942955e-06
BLOCK 3012,9.812148611715422e-07
BLOCK 3013,5.754513174038953e-07
BLOCK 3014,4.3079697323467683e-07
BLOCK 3015,1.6029094808893254e-07
BLOCK 3017,2.2085028255607304e-07
BLOCK 3025,2.43506530676572e-07
BLOCK 3026,6.388955066382306e-08
BLOCK 3027,7.087630073790719e-07
BLOCK 3028,2.4997358158629288e-06
BLOCK 3030,8.653422768706261e-08
BLOCK 3031,2.1780618970260119e-07
BLOCK 4047,3.06437113106479e-07
BLOCK 4057,3.1317257663013663e-07
BLOCK 4000,1.73912545047806e-14
BLOCK 4001,8.533053160182035e-07
BLOCK 1000,8.670397524784963e-08
BLOCK 1001,8.67315447005569e-08
BLOCK 1002,1.1862472682179777e-07
BLOCK 1003,1.5695304577598893e-07
BLOCK 1004,3.2873294281937376e-07
BLOCK 1010,5.525943994227375e-07
BLOCK 1017,2.063076962967767e-07
BLOCK 1018,1.404423002373167e-07
BLOCK 1019,1.1984542307505228e-07
BLOCK 2000,1.9712114712579258e-07
BLOCK 2001,2.5124979340410075e-07
BLOCK 2002,2.657377184709262e-07
BLOCK 2003,2.4707971801403846e-07
BLOCK 2004,1.1467050204393184e-07
BLOCK 2005,7.834538823741536e-08
BLOCK 2006,7.397855397175904e-08
BLOCK 2007,7.816543183935702e-08
BLOCK 2010,9.946699294135626e-08
BLOCK 2011,2.537240573779982e-07
BLOCK 2012,4.565398399328022e-07
BLOCK 2026,8.555653801669668e-08
BLOCK 2027,9.93114410159691e-08
BLOCK 2051,3.0864334802166923e-07
BLOCK 2054,3.1319310853597086e-07
BLOCK 2055,6.792903538515613e-07
BLOCK 2056,6.478676973350134e-07
BLOCK 5030,2.126725750018382e-16
BLOCK 5031,1.3019274651880218e-13
BLOCK 1012,4.2293694015838554e-07
BLOCK 1013,1.776826357533032e-06
BLOCK 1014,2.2175181747030064e-06
