,ethyl_acryl_50 Cumulative Hazard Index PAC1
BLOCK 1030,2.9292606017766887e-06
BLOCK 1033,1.485187507642036e-06
BLOCK 1035,1.100350259431809e-06
BLOCK 1037,1.1035449300205306e-06
BLOCK 1038,1.4012617123617752e-06
BLOCK 2009,2.9445202814342244e-06
BLOCK 2013,1.670651587569553e-05
BLOCK 2008,2.949500377766421e-06
BLOCK 1009,1.025982132181095e-05
BLOCK 1016,1.0923306118886935e-05
BLOCK 1020,3.042444432723224e-06
BLOCK 1026,2.967569914378867e-06
BLOCK 1027,1.8355387609128222e-06
BLOCK 1028,4.0197181123553255e-06
BLOCK 1029,6.748266779990128e-06
BLOCK 1039,1.8087586122617886e-06
BLOCK 1040,2.9886316298304687e-06
BLOCK 1052,5.72356613469209e-06
BLOCK 1054,7.487907745505211e-06
BLOCK 2025,1.3372619807028021e-06
BLOCK 2028,7.507452249840473e-06
BLOCK 2029,7.863177565513358e-06
BLOCK 1005,6.507307031509423e-06
BLOCK 1006,1.592259419665784e-05
BLOCK 1007,1.3456026001568858e-05
BLOCK 1008,1.5096411058902898e-05
BLOCK 1011,4.975017884481665e-06
BLOCK 1024,3.012033360138374e-06
BLOCK 1025,3.2622615649942265e-06
BLOCK 3010,5.1387081561111835e-05
BLOCK 3011,4.773520484996222e-05
BLOCK 3012,2.4527700830156377e-05
BLOCK 3013,1.4384716654973817e-05
BLOCK 3014,1.0768751775142285e-05
BLOCK 3015,4.006837417661293e-06
BLOCK 3017,5.520655947182843e-06
BLOCK 3025,6.087000483760588e-06
BLOCK 3026,1.5970648701593673e-06
BLOCK 3027,1.7717146052720207e-05
BLOCK 3028,6.24865915429645e-05
BLOCK 3030,2.1631201608001746e-06
BLOCK 3031,5.444561911346467e-06
BLOCK 4047,7.660093758219668e-06
BLOCK 4057,7.828462013530696e-06
BLOCK 4000,4.3473402659745566e-13
BLOCK 4001,2.1330310349241126e-05
BLOCK 1000,2.1673633877960056e-06
BLOCK 1001,2.168052549074346e-06
BLOCK 1002,2.965295294315166e-06
BLOCK 1003,3.923398945037245e-06
BLOCK 1004,8.21742881560461e-06
BLOCK 1010,1.3813355918068678e-05
BLOCK 1017,5.157130873134455e-06
BLOCK 1018,3.5106752459976003e-06
BLOCK 1019,2.995809378119984e-06
BLOCK 2000,4.927492148076429e-06
BLOCK 2001,6.280560976111221e-06
BLOCK 2002,6.642719669126262e-06
BLOCK 2003,6.176320441592076e-06
BLOCK 2004,2.8664504375924636e-06
BLOCK 2005,1.95842146318025e-06
BLOCK 2006,1.8492624923152855e-06
BLOCK 2007,1.953923043039347e-06
BLOCK 2010,2.4864040913811015e-06
BLOCK 2011,6.342410840935052e-06
BLOCK 2012,1.1412253374912518e-05
BLOCK 2026,2.138680580145192e-06
BLOCK 2027,2.482515716632177e-06
BLOCK 2051,7.715243626105099e-06
BLOCK 2054,7.828975255292212e-06
BLOCK 2055,1.6980409934057562e-05
BLOCK 2056,1.619492904824382e-05
BLOCK 5030,5.316235516649114e-15
BLOCK 5031,3.254464300567993e-12
BLOCK 1012,1.0572272341901526e-05
BLOCK 1013,4.441582272069509e-05
BLOCK 1014,5.5431918662146e-05
BLOCK 1015,1.1387025774707231e-05
BLOCK 1021,2.7237276995040147e-06
BLOCK 1022,2.7023722712556105e-06
BLOCK 1023,2.558101124456794e-06
BLOCK 1031,2.2337918069186308e-06
