,ethyl_acryl_20 Cumulative Hazard Index PAC3
BLOCK 1030,1.1963781056341863e-07
BLOCK 1033,6.002826910580775e-08
BLOCK 1035,4.418190886673167e-08
BLOCK 1037,4.403717325148693e-08
BLOCK 1038,5.659039664812357e-08
BLOCK 2009,1.201548599136865e-07
BLOCK 2013,6.761294864422244e-07
BLOCK 2008,1.2043143747623313e-07
BLOCK 1009,4.3019417982714624e-07
BLOCK 1016,4.4372256807203984e-07
BLOCK 1020,1.242125609504213e-07
BLOCK 1026,1.2110943231336324e-07
BLOCK 1027,7.445328786680164e-08
BLOCK 1028,1.639206837675938e-07
BLOCK 1029,2.802125573967473e-07
BLOCK 1039,7.309776973366902e-08
BLOCK 1040,1.2156949007280264e-07
BLOCK 1052,2.3329851010869055e-07
BLOCK 1054,3.054503954780622e-07
BLOCK 2025,5.3985390115824035e-08
BLOCK 2028,3.0497573373584357e-07
BLOCK 2029,3.1977130127628565e-07
BLOCK 1005,2.607366084719099e-07
BLOCK 1006,6.74185014974003e-07
BLOCK 1007,5.574844510926475e-07
BLOCK 1008,6.385227496847143e-07
BLOCK 1011,1.9975544510530542e-07
BLOCK 1024,1.2295306178031622e-07
BLOCK 1025,1.333729679971342e-07
BLOCK 3010,2.1517886576078314e-06
BLOCK 3011,1.98859496954218e-06
BLOCK 3012,9.929980643738946e-07
BLOCK 3013,5.88761521823576e-07
BLOCK 3014,4.321121350566228e-07
BLOCK 3015,1.5536368249034285e-07
BLOCK 3017,2.2365207639257376e-07
BLOCK 3025,2.5121624843073684e-07
BLOCK 3026,6.405442434055238e-08
BLOCK 3027,7.559492836427411e-07
BLOCK 3028,2.6245238602096095e-06
BLOCK 3030,8.666211396678951e-08
BLOCK 3031,2.0097229318173564e-07
BLOCK 4047,3.166388771349764e-07
BLOCK 4057,3.2558994007829225e-07
BLOCK 4000,3.35917136656988e-15
BLOCK 4001,9.038635457316581e-07
BLOCK 1000,8.79522806467387e-08
BLOCK 1001,8.742167032522197e-08
BLOCK 1002,1.1891901336532157e-07
BLOCK 1003,1.577401465521221e-07
BLOCK 1004,3.338755155222802e-07
BLOCK 1010,5.639742875111273e-07
BLOCK 1017,2.127129862577182e-07
BLOCK 1018,1.4362074768560088e-07
BLOCK 1019,1.22283515613077e-07
BLOCK 2000,2.0017295886975665e-07
BLOCK 2001,2.5642657850373065e-07
BLOCK 2002,2.7144549449875907e-07
BLOCK 2003,2.520919444962977e-07
BLOCK 2004,1.1692361845914457e-07
BLOCK 2005,7.942454940547935e-08
BLOCK 2006,7.487551576898441e-08
BLOCK 2007,7.9211570079209e-08
BLOCK 2010,1.0123867369392923e-07
BLOCK 2011,2.5896519295238847e-07
BLOCK 2012,4.7155297405260477e-07
BLOCK 2026,8.684188673899878e-08
BLOCK 2027,1.0114436618715782e-07
BLOCK 2051,3.154098215529339e-07
BLOCK 2054,3.2020726913745404e-07
BLOCK 2055,6.908792441331775e-07
BLOCK 2056,6.602119339327802e-07
BLOCK 5030,3.043784180992868e-17
BLOCK 5031,4.845184144902029e-14
BLOCK 1012,4.3023558783301503e-07
BLOCK 1013,2.0120416394170976e-06
BLOCK 1014,2.494847576429769e-06
BLOCK 1015,4.64021096599854e-07
BLOCK 1021,1.1103142073200775e-07
BLOCK 1022,1.101516581330889e-07
BLOCK 1023,1.0378383308287234e-07
BLOCK 1031,9.071851338625773e-08
BLOCK 1032,8.742421854454214e-08
BLOCK 1034,1.6327845107784774e-07
BLOCK 1036,4.948052421952651e-08
BLOCK 1048,1.6359039072991633e-07
BLOCK 1049,1.405234738016113e-07
BLOCK 1050,9.622362140088744e-08
BLOCK 1051,3.1454802124109267e-07
BLOCK 1053,2.8234395105787174e-07
BLOCK 1055,2.3747230867278856e-17
BLOCK 1056,7.473504142352473e-20
BLOCK 1057,3.074123035562639e-20
BLOCK 1058,3.03267065683358e-07
BLOCK 1059,4.3220810027508645e-08
BLOCK 1060,1.084642174274939e-06
BLOCK 1061,1.2203190005940309e-06
BLOCK 1062,2.4377552231566567e-06
BLOCK 1063,5.111763514231978e-07
BLOCK 1064,4.6170320052700704e-07
BLOCK 1065,3.6484380124764766e-07
BLOCK 1066,1.2910003878820046e-06
BLOCK 1067,2.878974220937337e-07
BLOCK 3039,1.9950481498060205e-06
BLOCK 3040,1.2388626126111085e-06
BLOCK 3041,1.105450610020809e-06
BLOCK 3042,1.4260030063742203e-06
BLOCK 3043,1.7546243242094675e-06
BLOCK 3044,1.0197384275711049e-06
BLOCK 3045,1.7438495960946765e-06
BLOCK 3046,1.8231580331894396e-06
BLOCK 3047,1.076166119466287e-06
