,ethyl_acryl_20 Cumulative Hazard Index PAC1
BLOCK 1030,1.1963781056341865e-06
BLOCK 1033,6.002826910580775e-07
BLOCK 1035,4.4181908866731696e-07
BLOCK 1037,4.4037173251486956e-07
BLOCK 1038,5.659039664812352e-07
BLOCK 2009,1.2015485991368651e-06
BLOCK 2013,6.761294864422248e-06
BLOCK 2008,1.2043143747623315e-06
BLOCK 1009,4.301941798271461e-06
BLOCK 1016,4.437225680720401e-06
BLOCK 1020,1.2421256095042141e-06
BLOCK 1026,1.2110943231336324e-06
BLOCK 1027,7.445328786680166e-07
BLOCK 1028,1.6392068376759376e-06
BLOCK 1029,2.8021255739674723e-06
BLOCK 1039,7.309776973366899e-07
BLOCK 1040,1.2156949007280263e-06
BLOCK 1052,2.3329851010869056e-06
BLOCK 1054,3.0545039547806237e-06
BLOCK 2025,5.398539011582404e-07
BLOCK 2028,3.049757337358438e-06
BLOCK 2029,3.197713012762855e-06
BLOCK 1005,2.6073660847190984e-06
BLOCK 1006,6.741850149740027e-06
BLOCK 1007,5.5748445109264765e-06
BLOCK 1008,6.385227496847142e-06
BLOCK 1011,1.997554451053055e-06
BLOCK 1024,1.229530617803162e-06
BLOCK 1025,1.3337296799713416e-06
BLOCK 3010,2.1517886576078317e-05
BLOCK 3011,1.9885949695421798e-05
BLOCK 3012,9.92998064373894e-06
BLOCK 3013,5.887615218235757e-06
BLOCK 3014,4.321121350566227e-06
BLOCK 3015,1.5536368249034276e-06
BLOCK 3017,2.236520763925739e-06
BLOCK 3025,2.5121624843073685e-06
BLOCK 3026,6.405442434055237e-07
BLOCK 3027,7.559492836427412e-06
BLOCK 3028,2.624523860209609e-05
BLOCK 3030,8.666211396678951e-07
BLOCK 3031,2.0097229318173566e-06
BLOCK 4047,3.166388771349764e-06
BLOCK 4057,3.2558994007829206e-06
BLOCK 4000,3.3591713665698803e-14
BLOCK 4001,9.038635457316579e-06
BLOCK 1000,8.795228064673869e-07
BLOCK 1001,8.742167032522194e-07
BLOCK 1002,1.1891901336532156e-06
BLOCK 1003,1.5774014655212211e-06
BLOCK 1004,3.3387551552228037e-06
BLOCK 1010,5.6397428751112715e-06
BLOCK 1017,2.127129862577182e-06
BLOCK 1018,1.436207476856007e-06
BLOCK 1019,1.2228351561307696e-06
BLOCK 2000,2.001729588697566e-06
BLOCK 2001,2.5642657850373046e-06
BLOCK 2002,2.7144549449875913e-06
BLOCK 2003,2.5209194449629775e-06
BLOCK 2004,1.169236184591446e-06
BLOCK 2005,7.942454940547932e-07
BLOCK 2006,7.487551576898439e-07
BLOCK 2007,7.921157007920898e-07
BLOCK 2010,1.0123867369392922e-06
BLOCK 2011,2.589651929523887e-06
BLOCK 2012,4.715529740526049e-06
BLOCK 2026,8.684188673899876e-07
BLOCK 2027,1.0114436618715783e-06
BLOCK 2051,3.154098215529337e-06
BLOCK 2054,3.202072691374538e-06
BLOCK 2055,6.908792441331779e-06
BLOCK 2056,6.602119339327809e-06
BLOCK 5030,3.043784180992868e-16
BLOCK 5031,4.845184144902028e-13
BLOCK 1012,4.302355878330151e-06
BLOCK 1013,2.012041639417096e-05
BLOCK 1014,2.4948475764297695e-05
BLOCK 1015,4.6402109659985425e-06
BLOCK 1021,1.1103142073200778e-06
BLOCK 1022,1.1015165813308886e-06
BLOCK 1023,1.0378383308287232e-06
BLOCK 1031,9.071851338625772e-07
BLOCK 1032,8.742421854454213e-07
BLOCK 1034,1.632784510778477e-06
BLOCK 1036,4.94805242195265e-07
BLOCK 1048,1.6359039072991623e-06
BLOCK 1049,1.4052347380161124e-06
BLOCK 1050,9.62236214008875e-07
BLOCK 1051,3.1454802124109245e-06
BLOCK 1053,2.823439510578715e-06
BLOCK 1055,2.3747230867278863e-16
BLOCK 1056,7.473504142352475e-19
BLOCK 1057,3.0741230355626383e-19
BLOCK 1058,3.03267065683358e-06
BLOCK 1059,4.3220810027508646e-07
BLOCK 1060,1.0846421742749384e-05
BLOCK 1061,1.2203190005940306e-05
BLOCK 1062,2.437755223156656e-05
BLOCK 1063,5.111763514231977e-06
BLOCK 1064,4.617032005270072e-06
BLOCK 1065,3.6484380124764767e-06
BLOCK 1066,1.291000387882004e-05
BLOCK 1067,2.878974220937337e-06
BLOCK 3039,1.9950481498060214e-05
BLOCK 3040,1.2388626126111085e-05
BLOCK 3041,1.1054506100208093e-05
BLOCK 3042,1.4260030063742217e-05
BLOCK 3043,1.7546243242094677e-05
BLOCK 3044,1.0197384275711062e-05
BLOCK 3045,1.7438495960946748e-05
BLOCK 3046,1.8231580331894406e-05
BLOCK 3047,1.0761661194662881e-05
BLOCK 3048,1.0718543329842246e-05
BLOCK 3049,2.8586916266816828e-05
BLOCK 3050,1.2571810535590828e-05
BLOCK 2059,8.02432406096485e-06
BLOCK 2060,1.5691099970742262e-05
BLOCK 2061,3.61694034347119e-06
BLOCK 2064,1.064135197297779e-05
BLOCK 2014,5.875306214793995e-06
BLOCK 2015,7.098932375578732e-06
BLOCK 2016,2.742456240124947e-06
BLOCK 2017,3.4131865336232756e-06
BLOCK 2018,9.043024756266793e-06
BLOCK 2019,3.1498956741446276e-05
BLOCK 2020,0.00014421866544699985
BLOCK 2021,6.9548842992974585e-06
BLOCK 2022,3.8464692343630814e-05
BLOCK 2023,1.400393888060702e-06
BLOCK 2024,3.9432014710055224e-07
BLOCK 3001,4.7257252723210015e-06
BLOCK 3002,4.585782022706304e-06
BLOCK 3003,6.249626610793444e-06
BLOCK 3004,1.4868132673750516e-05
BLOCK 3005,5.733923023324309e-06
BLOCK 3006,6.169222869183296e-06
BLOCK 3007,7.243743297841556e-06
BLOCK 3008,2.357629955630889e-05
BLOCK 3009,2.408959665508293e-05
BLOCK 3018,1.9109605555539402e-06
BLOCK 3019,5.563897461108937e-06
BLOCK 3020,5.004880037498773e-07
BLOCK 3021,4.4968739898318183e-07
BLOCK 3022,3.9889130776807e-07
BLOCK 3023,4.432454327364344e-07
BLOCK 3024,1.5634609299602749e-06
BLOCK 3029,9.492519187535199e-07
BLOCK 2030,4.2535537353208486e-07
BLOCK 3000,3.1330293414674685e-06
BLOCK 3016,3.4127955164504504e-06
BLOCK 3032,4.995888147949839e-06
BLOCK 3033,2.959771476771936e-05
BLOCK 3034,1.5894535064343018e-06
BLOCK 3035,3.054097219471497e-06
BLOCK 3036,1.7601696756813708e-11
