,butyl_acryl Cumulative Hazard Index PAC2
BLOCK 2056,5.3644593133769315e-06
BLOCK 5030,2.7613914612099037e-16
BLOCK 5031,4.116581151360319e-13
BLOCK 1012,3.5254461359619185e-06
BLOCK 1013,1.6282085561321687e-05
BLOCK 1014,2.0360023727965785e-05
BLOCK 1015,3.796971784012013e-06
BLOCK 1021,9.165215402487731e-07
BLOCK 1022,9.098333752888969e-07
BLOCK 1023,8.560701409146865e-07
BLOCK 1031,7.535792799381399e-07
BLOCK 1032,7.245064481218971e-07
BLOCK 1034,1.3473894514349169e-06
BLOCK 1036,4.0341889368809214e-07
BLOCK 1048,1.3326346032800865e-06
BLOCK 1049,1.163760476077229e-06
BLOCK 1050,7.968226191759169e-07
BLOCK 1051,2.5625172929993444e-06
BLOCK 1053,2.30393546095384e-06
BLOCK 1055,1.9226544085908898e-16
BLOCK 1056,6.062600472844736e-19
BLOCK 1057,1.1314170850490367e-18
BLOCK 1058,2.4756644912703156e-06
BLOCK 1059,3.526968743555054e-07
BLOCK 1060,8.959991027856602e-06
BLOCK 1061,1.0008840543121235e-05
BLOCK 1062,1.992429407163638e-05
BLOCK 1063,4.170673817161491e-06
BLOCK 1064,3.778192808173775e-06
BLOCK 1065,3.14015962397809e-06
BLOCK 1066,1.0682249428914613e-05
BLOCK 1067,2.432110977033855e-06
BLOCK 3039,1.629754486997863e-05
BLOCK 3040,1.014839375447757e-05
BLOCK 3041,9.054069448335893e-06
BLOCK 3042,1.1678596574124011e-05
BLOCK 3043,1.436241091575379e-05
BLOCK 3044,8.347593964810804e-06
BLOCK 3045,1.4300740271130762e-05
BLOCK 3046,1.4968222336844124e-05
BLOCK 3047,8.842600140227118e-06
BLOCK 3048,8.78601184821727e-06
BLOCK 3049,2.3346249558272718e-05
BLOCK 3050,1.0300297067019533e-05
BLOCK 2059,6.566740951768138e-06
BLOCK 2060,1.2795684695239716e-05
BLOCK 2061,2.933350654472095e-06
BLOCK 2064,8.678829816363873e-06
BLOCK 2014,4.739098049305158e-06
BLOCK 2015,5.738855743804676e-06
BLOCK 2016,2.2085328881150487e-06
BLOCK 2017,2.7492131888869975e-06
BLOCK 2018,7.2742215897747235e-06
BLOCK 2019,5.4554756908040056e-05
BLOCK 2020,0.0004888132856126187
BLOCK 2021,5.617462935672041e-06
BLOCK 2022,3.0928613687065554e-05
BLOCK 2023,1.229732279538787e-06
BLOCK 2024,3.335061368698458e-07
BLOCK 3001,4.183962688940865e-06
BLOCK 3002,4.024170556851685e-06
BLOCK 3003,5.494851129567472e-06
BLOCK 3004,1.3755496319848831e-05
BLOCK 3005,5.035092285826431e-06
BLOCK 3006,5.434863095832013e-06
BLOCK 3007,6.294119449374011e-06
BLOCK 3008,2.0837725385941293e-05
BLOCK 3009,2.1411664733888748e-05
BLOCK 3018,1.6402150885342005e-06
BLOCK 3019,4.580054115221951e-06
BLOCK 3020,4.077773831856724e-07
BLOCK 3021,3.6722845144428395e-07
BLOCK 3022,3.257281820068571e-07
BLOCK 3023,3.6373396487080193e-07
BLOCK 3024,1.281404221033673e-06
BLOCK 3029,7.757272939854485e-07
BLOCK 2030,3.5534173458131886e-07
BLOCK 3000,2.706288123462565e-06
BLOCK 3016,2.8625565138826787e-06
BLOCK 3032,4.082617857044826e-06
BLOCK 3033,2.4400064401947205e-05
BLOCK 3034,1.3020137047810547e-06
BLOCK 3035,2.489378352496078e-06
BLOCK 3036,9.46159406143716e-06
BLOCK 3037,1.164688893289458e-05
BLOCK 3038,8.31823443080889e-06
BLOCK 4002,1.2564773223208968e-06
BLOCK 4003,1.2670326466783878e-06
BLOCK 4004,2.1724692473394793e-06
BLOCK 4005,1.751319248862305e-14
BLOCK 4006,8.136624706737768e-19
BLOCK 4007,2.9500171161425e-17
BLOCK 4008,1.6275832017451028e-07
BLOCK 4009,1.8049634506775198e-07
BLOCK 4010,1.816042617261408e-07
BLOCK 4011,4.4348462285582725e-07
BLOCK 4012,1.9767531401214333e-07
BLOCK 4013,4.1759219524280045e-07
BLOCK 4014,2.118466567699496e-07
BLOCK 4015,1.9570623116489244e-07
BLOCK 4016,3.252904140460517e-07
BLOCK 4017,2.0799571492778033e-07
BLOCK 4018,3.2843397906028187e-12
BLOCK 4019,7.944914336315694e-07
BLOCK 4020,2.16815967142751e-07
BLOCK 4021,7.33658618679817e-07
BLOCK 4022,3.0403108327344497e-05
BLOCK 4023,1.2279617459306067e-06
BLOCK 4024,1.2384517212266732e-06
BLOCK 4025,1.1701279581115805e-06
BLOCK 4026,1.4608937635814123e-06
BLOCK 4027,1.6478682377084296e-06
BLOCK 4028,1.6477806470811037e-06
BLOCK 4029,1.676354769068219e-06
BLOCK 4030,1.4376700348265112e-06
BLOCK 4031,2.1438959994290683e-06
BLOCK 4032,1.54043259942835e-06
BLOCK 4033,2.361489224556417e-06
BLOCK 5000,3.907041974430585e-07
BLOCK 5001,3.4542377737564775e-07
BLOCK 5002,3.4346934508622827e-07
BLOCK 5003,3.457643604132934e-07
BLOCK 5004,3.15427972428988e-07
BLOCK 5005,8.790245347876224e-08
BLOCK 5006,1.327374095437595e-08
BLOCK 5007,7.09466458754651e-08
BLOCK 5008,6.290768879324649e-08
BLOCK 5009,2.592774725014098e-08
BLOCK 5010,1.1611002027929986e-08
BLOCK 5011,4.850391130991621e-09
BLOCK 5012,2.0832203003423356e-09
BLOCK 5013,1.747903792196352e-09
BLOCK 5014,9.783538107466925e-09
BLOCK 5015,4.563659429613228e-08
BLOCK 5016,4.945307017921577e-10
BLOCK 5017,2.8405557950252916e-08
BLOCK 5018,6.921507598302318e-08
BLOCK 5019,2.7223506194089187e-08
BLOCK 5020,2.922559101096896e-12
BLOCK 5021,2.9489924340120777e-13
BLOCK 5022,3.5068205704190556e-14
BLOCK 5023,1.742228922151351e-12
BLOCK 5024,4.584604029067568e-10
BLOCK 5025,6.77129578517067e-08
BLOCK 5026,5.3716539083176496e-11
BLOCK 5027,1.7633623692280278e-07
BLOCK 5028,5.802938749745875e-06
BLOCK 5029,6.382943012016941e-09
BLOCK 5032,3.78881467500496e-16
BLOCK 5033,9.040511024109859e-16
BLOCK 5034,4.32013440697362e-08
BLOCK 5035,1.7892643233266093e-08
BLOCK 2063,3.4864221545625284e-06
BLOCK 4034,1.813077183441961e-06
BLOCK 4035,1.5085748604738875e-06
BLOCK 4036,1.5647187763665848e-06
BLOCK 4037,1.363155653885916e-06
BLOCK 4038,8.058270085256641e-07
BLOCK 4039,6.112528794628182e-07
BLOCK 4040,4.653755538378415e-07
BLOCK 4041,1.6408380382943551e-06
BLOCK 4042,1.0468335910437798e-06
BLOCK 4043,1.765393690123909e-06
BLOCK 4044,2.2717409774728736e-06
BLOCK 4045,2.6772011106583356e-06
BLOCK 4046,2.4126046460356378e-06
BLOCK 4048,2.2188658006224524e-06
BLOCK 4049,2.428685763737303e-06
BLOCK 4050,2.2783678994799837e-06
BLOCK 4051,3.091590758934079e-06
BLOCK 4052,2.8367076132171605e-06
BLOCK 4053,2.7330103530063194e-06
BLOCK 4054,2.562599909282184e-06
BLOCK 4055,2.5680125587232385e-06
BLOCK 4056,2.6516940152137055e-06
BLOCK 4058,2.7952455678770105e-06
BLOCK 4059,2.7464376133549005e-06
BLOCK 4061,1.968568371265526e-06
BLOCK 4062,2.1152090329498524e-06
BLOCK 2035,6.11537560123357e-06
BLOCK 2037,7.329749130970316e-06
BLOCK 2038,9.331316259004454e-06
BLOCK 2040,2.6638159177925825e-06
BLOCK 2041,4.023908442545687e-06
BLOCK 2042,3.4403206065536562e-06
BLOCK 2043,2.7439001231122334e-06
BLOCK 2044,2.6888576203207885e-06
BLOCK 1045,9.945913206273673e-07
BLOCK 1047,3.988558374132977e-07
BLOCK 1041,8.643158439305783e-07
BLOCK 1042,6.235568431836152e-07
BLOCK 1043,1.1036573249389347e-06
BLOCK 1044,1.4043320936133523e-06
BLOCK 1046,1.544476759318769e-06
BLOCK 2033,5.794972189038005e-06
BLOCK 2045,2.3025021063749936e-06
BLOCK 2046,2.1302984044037966e-06
BLOCK 2047,2.3364207110911234e-06
BLOCK 2048,2.5051797515233013e-06
BLOCK 2049,2.3914144835023585e-06
BLOCK 2050,2.2810843410073805e-06
BLOCK 2052,2.8824307427146947e-06
BLOCK 2062,2.243166886615797e-06
BLOCK 2031,3.888832811584277e-06
BLOCK 2032,3.5145129576532863e-06
BLOCK 2034,5.139964803748707e-06
BLOCK 2036,1.0147457668432274e-05
BLOCK 2039,4.369673986811785e-06
BLOCK 2053,2.664404442045186e-06
BLOCK 2057,4.82994378517758e-07
BLOCK 2058,2.0279264967648937e-06
BLOCK 2065,5.90711073775053e-06
BLOCK 2066,5.305103993593103e-06
BLOCK 2067,4.177716003754213e-06
BLOCK 4063,2.2945536182324924e-06
BLOCK 4064,2.6695044209328755e-06
BLOCK 4065,4.594497362510439e-07
