,ethyl_acryl_100 Cumulative Hazard Index PAC1
BLOCK 1030,5.981239260829821e-06
BLOCK 1033,3.0010866819147492e-06
BLOCK 1035,2.208854932128821e-06
BLOCK 1037,2.201618939257795e-06
BLOCK 1038,2.82921177363292e-06
BLOCK 2009,6.007088913703311e-06
BLOCK 2013,3.380279370432987e-05
BLOCK 2008,6.020916286236949e-06
BLOCK 1009,2.1507367161309293e-05
BLOCK 1016,2.2183712929633217e-05
BLOCK 1020,6.209951876802785e-06
BLOCK 1026,6.054812337321342e-06
BLOCK 1027,3.7222590950936716e-06
BLOCK 1028,8.195141860215476e-06
BLOCK 1029,1.400910248846887e-05
BLOCK 1039,3.6544905674143563e-06
BLOCK 1040,6.077812720896148e-06
BLOCK 1052,1.1663655508101343e-05
BLOCK 1054,1.5270857006371953e-05
BLOCK 2025,2.6989756277829538e-06
BLOCK 2028,1.5247126503157255e-05
BLOCK 2029,1.598682433816771e-05
BLOCK 1005,1.3035411062634867e-05
BLOCK 1006,3.370558071595672e-05
BLOCK 1007,2.787118779986327e-05
BLOCK 1008,3.192266158467296e-05
BLOCK 1011,9.986684854910877e-06
BLOCK 1024,6.1469837745804365e-06
BLOCK 1025,6.66792236301406e-06
BLOCK 3010,0.00010757771927855396
BLOCK 3011,9.94189232459195e-05
BLOCK 3012,4.964449767670037e-05
BLOCK 3013,2.9434871074729047e-05
BLOCK 3014,2.1603254482090538e-05
BLOCK 3015,7.767338377742576e-06
BLOCK 3017,1.1181386334182913e-05
BLOCK 3025,1.255944488616162e-05
BLOCK 3026,3.2023725266392703e-06
BLOCK 3027,3.7793349052667096e-05
BLOCK 3028,0.00013121190599980995
BLOCK 3030,4.332633939417508e-06
BLOCK 3031,1.004752063462745e-05
BLOCK 4047,1.583022018294843e-05
BLOCK 4057,1.627772460358758e-05
BLOCK 4000,1.6794028214794676e-13
BLOCK 4001,4.5188256962436364e-05
BLOCK 1000,4.3971352501886185e-06
BLOCK 1001,4.370607622573977e-06
BLOCK 1002,5.945303313811189e-06
BLOCK 1003,7.886148644173608e-06
BLOCK 1004,1.66919582719468e-05
BLOCK 1010,2.8195644292336442e-05
BLOCK 1017,1.0634491376107172e-05
BLOCK 1018,7.180255562028087e-06
BLOCK 1019,6.113510110998915e-06
BLOCK 2000,1.0007558270331247e-05
BLOCK 2001,1.2819933026555599e-05
BLOCK 2002,1.3570797068462755e-05
BLOCK 2003,1.2603224922449678e-05
BLOCK 2004,5.845544430750059e-06
BLOCK 2005,3.970795110179221e-06
BLOCK 2006,3.7433681917384543e-06
BLOCK 2007,3.960147303252344e-06
BLOCK 2010,5.061382575966509e-06
BLOCK 2011,1.2946849929639283e-05
BLOCK 2012,2.357508172944544e-05
BLOCK 2026,4.341621599406459e-06
BLOCK 2027,5.05666771400577e-06
BLOCK 2051,1.576877409440471e-05
BLOCK 2054,1.6008620357966148e-05
BLOCK 2055,3.4540201296239054e-05
BLOCK 2056,3.3007002728571916e-05
BLOCK 5030,1.5217263972911566e-15
BLOCK 5031,2.4223283171900002e-12
BLOCK 1012,2.1509437336191706e-05
BLOCK 1013,0.00010059112910401002
BLOCK 1014,0.00012472879772417546
BLOCK 1015,2.3198528857773896e-05
BLOCK 1021,5.550966619503328e-06
BLOCK 1022,5.50698327868421e-06
BLOCK 1023,5.188626690436045e-06
BLOCK 1031,4.535431828739207e-06
BLOCK 1032,4.370735019668352e-06
BLOCK 1034,8.163033721823383e-06
BLOCK 1036,2.4737568559179756e-06
BLOCK 1048,8.178629006333995e-06
