,butyl_acryl Cumulative Hazard Index PAC1
BLOCK 1021,1.4493829008585236e-05
BLOCK 1022,1.438806267898721e-05
BLOCK 1023,1.3537853391208997e-05
BLOCK 1031,1.1917067682742675e-05
BLOCK 1032,1.1457311272625346e-05
BLOCK 1034,2.1307554115714973e-05
BLOCK 1036,6.379647621114014e-06
BLOCK 1048,2.1074221633266473e-05
BLOCK 1049,1.8403654040291042e-05
BLOCK 1050,1.260091583813078e-05
BLOCK 1051,4.052352928464077e-05
BLOCK 1053,3.643432821973512e-05
BLOCK 1055,3.0404767391669884e-15
BLOCK 1056,9.587368189614937e-18
BLOCK 1057,1.7892177158915e-17
BLOCK 1058,3.91500431177631e-05
BLOCK 1059,5.577531966552179e-06
BLOCK 1060,0.00014169288137075544
BLOCK 1061,0.00015827933882145217
BLOCK 1062,0.0003150818597375056
BLOCK 1063,6.595484175976312e-05
BLOCK 1064,5.974816533856203e-05
BLOCK 1065,4.965833823965353e-05
BLOCK 1066,0.0001689285956200451
BLOCK 1067,3.846128986937259e-05
BLOCK 3039,0.00025772861654849947
BLOCK 3040,0.00016048622681499403
BLOCK 3041,0.00014318063313647456
BLOCK 3042,0.00018468478303265874
BLOCK 3043,0.0002271264982026179
BLOCK 3044,0.00013200846269933368
BLOCK 3045,0.0002261512414969516
BLOCK 3046,0.00023670677183846534
BLOCK 3047,0.0001398364673338244
BLOCK 3048,0.00013894158271599426
BLOCK 3049,0.00036919650464245203
BLOCK 3050,0.00016288841873426236
BLOCK 2059,0.00010384613598144958
BLOCK 2060,0.00020235036262239553
BLOCK 2061,4.638787081490755e-05
BLOCK 2064,0.00013724661104947515
BLOCK 2014,7.494387612854664e-05
BLOCK 2015,9.075399780900414e-05
BLOCK 2016,3.492563637019146e-05
BLOCK 2017,4.347592949867811e-05
BLOCK 2018,0.00011503420188480953
BLOCK 2019,0.000862726388313192
BLOCK 2020,0.007730070563176295
BLOCK 2021,8.883429758737196e-05
BLOCK 2022,0.0004891036583070832
BLOCK 2023,1.9446929071776153e-05
BLOCK 2024,5.274050536546399e-06
BLOCK 3001,6.61649913599951e-05
BLOCK 3002,6.363804601532896e-05
BLOCK 3003,8.689532018850879e-05
BLOCK 3004,0.00021752877901156292
BLOCK 3005,7.96247152177203e-05
BLOCK 3006,8.594667221315742e-05
BLOCK 3007,9.95349122226588e-05
BLOCK 3008,0.00032952682005674594
BLOCK 3009,0.0003386030702103338
BLOCK 3018,2.5938285121005952e-05
BLOCK 3019,7.242876275234709e-05
BLOCK 3020,6.448572571308307e-06
BLOCK 3021,5.8073336507468156e-06
BLOCK 3022,5.151050320108439e-06
BLOCK 3023,5.752072002608029e-06
BLOCK 3024,2.0264066751230182e-05
BLOCK 3029,1.2267315346746625e-05
BLOCK 2030,5.619357663146437e-06
BLOCK 3000,4.279711451057078e-05
BLOCK 3016,4.52683355683772e-05
BLOCK 3032,6.456232890210426e-05
BLOCK 3033,0.0003858614835656768
BLOCK 3034,2.058998416863063e-05
BLOCK 3035,3.9366913481333336e-05
BLOCK 3036,0.00014962520841342477
BLOCK 3037,0.00018418335986903055
BLOCK 3038,0.0001315441723941871
BLOCK 4002,1.986987393437697e-05
BLOCK 4003,2.0036795342821007e-05
BLOCK 4004,3.435532763234528e-05
BLOCK 4005,2.769528114479924e-13
BLOCK 4006,1.2867220466469027e-17
BLOCK 4007,4.665143346457908e-16
BLOCK 4008,2.573852505085278e-06
BLOCK 4009,2.854360805722589e-06
BLOCK 4010,2.8718813482273437e-06
BLOCK 4011,7.013245198650291e-06
BLOCK 4012,3.1260282215873835e-06
BLOCK 4013,6.603783552676845e-06
BLOCK 4014,3.35013317682711e-06
BLOCK 4015,3.094889237026205e-06
BLOCK 4016,5.144127477937564e-06
BLOCK 4017,3.2892345616486194e-06
BLOCK 4018,5.193839668860271e-11
BLOCK 4019,1.25640505783597e-05
BLOCK 4020,3.428717619931877e-06
BLOCK 4021,1.1602043272145944e-05
BLOCK 4022,0.0004807933409905641
BLOCK 4023,1.9418929935646807e-05
BLOCK 4024,1.9584817917072972e-05
BLOCK 4025,1.8504349105020345e-05
BLOCK 4026,2.310250602872931e-05
BLOCK 4027,2.605931166608679e-05
BLOCK 4028,2.605792651198024e-05
BLOCK 4029,2.6509796348055552e-05
BLOCK 4030,2.2735247062372732e-05
BLOCK 4031,3.39034716188783e-05
BLOCK 4032,2.4360329479332042e-05
BLOCK 4033,3.734448076042705e-05
BLOCK 5000,6.178578006076273e-06
BLOCK 5001,5.46251554919629e-06
BLOCK 5002,5.431608247875238e-06
BLOCK 5003,5.467901513512547e-06
BLOCK 5004,4.98816328492353e-06
BLOCK 5005,1.3900853108269376e-06
BLOCK 5006,2.099103220692011e-07
BLOCK 5007,1.1219469580306114e-06
BLOCK 5008,9.948192646373874e-07
BLOCK 5009,4.100201890719968e-07
BLOCK 5010,1.8361584602307897e-07
BLOCK 5011,7.670385974591401e-08
BLOCK 5012,3.294394893564623e-08
BLOCK 5013,2.76412692719423e-08
BLOCK 5014,1.5471641658319795e-07
BLOCK 5015,7.216949795667433e-07
BLOCK 5016,7.820485516713195e-09
BLOCK 5017,4.4920417223655806e-07
BLOCK 5018,1.0945639922896686e-06
BLOCK 5019,4.3051126074373614e-07
BLOCK 5020,4.6217213691764875e-11
BLOCK 5021,4.6635229189028206e-12
BLOCK 5022,5.545669739267349e-13
BLOCK 5023,2.755152714099812e-11
BLOCK 5024,7.25007148782778e-09
BLOCK 5025,1.0708095660269898e-06
BLOCK 5026,8.494708506176749e-10
BLOCK 5027,2.788573049011765e-06
BLOCK 5028,9.176740348435334e-05
BLOCK 5029,1.0093956391096557e-07
BLOCK 5032,5.991613904659007e-15
BLOCK 5033,1.429662208463885e-14
BLOCK 5034,6.831840457539678e-07
BLOCK 5035,2.8295342787490564e-07
BLOCK 2063,5.513411779308181e-05
BLOCK 4034,2.867191824977984e-05
BLOCK 4035,2.3856532677261478e-05
BLOCK 4036,2.4744389951843665e-05
BLOCK 4037,2.155688010796333e-05
BLOCK 4038,1.2743310832498873e-05
BLOCK 4039,9.66632460545852e-06
BLOCK 4040,7.359427363017029e-06
BLOCK 4041,2.594813641953864e-05
BLOCK 4042,1.655457771883186e-05
BLOCK 4043,2.791785370428507e-05
BLOCK 4044,3.592520615538498e-05
BLOCK 4045,4.2337133842969014e-05
BLOCK 4046,3.815281765823799e-05
BLOCK 4048,3.508904056798297e-05
BLOCK 4049,3.840712370561316e-05
BLOCK 4050,3.60300039917765e-05
BLOCK 4051,4.88902724668645e-05
BLOCK 4052,4.4859562255527197e-05
BLOCK 4053,4.321969860568133e-05
BLOCK 4054,4.052483577469502e-05
BLOCK 4055,4.061043116120471e-05
BLOCK 4056,4.193376582198418e-05
BLOCK 4058,4.420388339898528e-05
BLOCK 4059,4.343203667631005e-05
BLOCK 4061,3.113084866187343e-05
BLOCK 4062,3.3449817265253476e-05
BLOCK 2035,9.670826532183321e-05
BLOCK 2037,0.0001159123118386004
BLOCK 2038,0.00014756500130518697
BLOCK 2040,4.2125461025557114e-05
BLOCK 2041,6.363390095188531e-05
BLOCK 2042,5.440507005712756e-05
BLOCK 2043,4.3391908923635336e-05
BLOCK 2044,4.2521469344607844e-05
BLOCK 1045,1.5728420884339753e-05
BLOCK 1047,6.3074876614195915e-06
BLOCK 1041,1.366825055518124e-05
BLOCK 1042,9.860898915461822e-06
BLOCK 1043,1.7453185603685477e-05
BLOCK 1044,2.220804241062975e-05
BLOCK 1046,2.4424283635738684e-05
BLOCK 2033,9.164142066385686e-05
BLOCK 2045,3.641166121709292e-05
BLOCK 2046,3.3688439883594936e-05
BLOCK 2047,3.694804845446426e-05
BLOCK 2048,3.961679607060109e-05
BLOCK 2049,3.7817717413525695e-05
BLOCK 2050,3.60729616717446e-05
BLOCK 2052,4.5582625698743975e-05
BLOCK 2062,3.547333681159866e-05
BLOCK 2031,6.149782120644903e-05
BLOCK 2032,5.557834444661012e-05
BLOCK 2034,8.12831643383517e-05
BLOCK 2036,0.00016047142359381267
BLOCK 2039,6.9101821186791e-05
BLOCK 2053,4.213476792071453e-05
BLOCK 2057,7.638050637025006e-06
BLOCK 2058,3.20695352976774e-05
BLOCK 2065,9.34147744574502e-05
BLOCK 2066,8.389466780565837e-05
BLOCK 2067,6.606620657099691e-05
BLOCK 4063,3.628596419530455e-05
BLOCK 4064,4.221541874963619e-05
BLOCK 4065,7.265716759318836e-06
