,butyl_acryl Cumulative Hazard Index PAC3
BLOCK 1012,9.589213489816421e-07
BLOCK 1013,4.4287272726794994e-06
BLOCK 1014,5.537926454006695e-06
BLOCK 1015,1.0327763252512673e-06
BLOCK 1021,2.492938589476663e-07
BLOCK 1022,2.4747467807858005e-07
BLOCK 1023,2.328510783287947e-07
BLOCK 1031,2.0497356414317408e-07
BLOCK 1032,1.9706575388915598e-07
BLOCK 1034,3.664899307902976e-07
BLOCK 1036,1.0972993908316101e-07
BLOCK 1048,3.6247661209218365e-07
BLOCK 1049,3.165428494930063e-07
BLOCK 1050,2.1673575241584947e-07
BLOCK 1051,6.970047036958217e-07
BLOCK 1053,6.266704453794444e-07
BLOCK 1055,5.22961999136722e-17
BLOCK 1056,1.649027328613768e-19
BLOCK 1057,3.0774544713333795e-19
BLOCK 1058,6.733807416255249e-07
BLOCK 1059,9.593354982469749e-08
BLOCK 1060,2.437117559576995e-06
BLOCK 1061,2.722404627728976e-06
BLOCK 1062,5.419407987485093e-06
BLOCK 1063,1.1344232782679255e-06
BLOCK 1064,1.0276684438232668e-06
BLOCK 1065,8.541234177220405e-07
BLOCK 1066,2.905571844664777e-06
BLOCK 1067,6.615341857532083e-07
BLOCK 3039,4.432932204634192e-06
BLOCK 3040,2.7603631012178973e-06
BLOCK 3041,2.462706889947358e-06
BLOCK 3042,3.176578268161728e-06
BLOCK 3043,3.906575769085026e-06
BLOCK 3044,2.270545558428538e-06
BLOCK 3045,3.889801353747571e-06
BLOCK 3046,4.071356475621601e-06
BLOCK 3047,2.405187238141778e-06
BLOCK 3048,2.3897952227151006e-06
BLOCK 3049,6.350179879850178e-06
BLOCK 3050,2.8016808022293103e-06
BLOCK 2059,1.7861535388809329e-06
BLOCK 2060,3.4804262371052036e-06
BLOCK 2061,7.9787137801641e-07
BLOCK 2064,2.36064171005097e-06
BLOCK 2014,1.2890346694110017e-06
BLOCK 2015,1.5609687623148717e-06
BLOCK 2016,6.007209455672934e-07
BLOCK 2017,7.477859873772631e-07
BLOCK 2018,1.9785882724187246e-06
BLOCK 2019,1.4838893878986905e-05
BLOCK 2020,0.0001329572136866322
BLOCK 2021,1.527949918502795e-06
BLOCK 2022,8.41258292288183e-06
BLOCK 2023,3.3448718003454996e-07
BLOCK 2024,9.071366922859809e-08
BLOCK 3001,1.1380378513919155e-06
BLOCK 3002,1.094574391463658e-06
BLOCK 3003,1.4945995072423519e-06
BLOCK 3004,3.7414949989988826e-06
BLOCK 3005,1.3695451017447893e-06
BLOCK 3006,1.4782827620663073e-06
BLOCK 3007,1.7120004902297314e-06
BLOCK 3008,5.6678613049760376e-06
BLOCK 3009,5.8239728076177434e-06
BLOCK 3018,4.461385040813025e-07
BLOCK 3019,1.2457747193403712e-06
BLOCK 3020,1.1091544822650287e-07
BLOCK 3021,9.988613879284527e-08
BLOCK 3022,8.859806550586514e-08
BLOCK 3023,9.893563844485812e-08
BLOCK 3024,3.4854194812115916e-07
BLOCK 3029,2.1099782396404201e-07
BLOCK 2030,9.665295180611873e-08
BLOCK 3000,7.361103695818178e-07
BLOCK 3016,7.786153717760881e-07
BLOCK 3032,1.110472057116194e-06
BLOCK 3033,6.636817517329644e-06
BLOCK 3034,3.541477277004467e-07
BLOCK 3035,6.771109118789335e-07
BLOCK 3036,2.573553584710908e-06
BLOCK 3037,3.167953789747326e-06
BLOCK 3038,2.2625597651800176e-06
BLOCK 4002,3.417618316712839e-07
BLOCK 4003,3.446328798965215e-07
BLOCK 4004,5.909116352763387e-07
BLOCK 4005,4.763588356905469e-15
BLOCK 4006,2.213161920232673e-19
BLOCK 4007,8.024046555907601e-18
BLOCK 4008,4.427026308746679e-08
BLOCK 4009,4.909500585842855e-08
BLOCK 4010,4.939635918951031e-08
BLOCK 4011,1.20627817416785e-07
BLOCK 4012,5.376768541130299e-08
BLOCK 4013,1.135850771060417e-07
BLOCK 4014,5.7622290641426285e-08
BLOCK 4015,5.323209487685073e-08
BLOCK 4016,8.847899262052602e-08
BLOCK 4017,5.657483446035625e-08
BLOCK 4018,8.933404230439667e-13
BLOCK 4019,2.1610166994778678e-07
BLOCK 4020,5.897394306282828e-08
BLOCK 4021,1.995551442809102e-07
BLOCK 4022,8.269645465037703e-06
BLOCK 4023,3.340055948931251e-07
BLOCK 4024,3.3685886817365513e-07
BLOCK 4025,3.182748046063498e-07
BLOCK 4026,3.973631036941442e-07
BLOCK 4027,4.4822016065669276e-07
BLOCK 4028,4.4819633600606036e-07
BLOCK 4029,4.559684971865555e-07
BLOCK 4030,3.91046249472811e-07
BLOCK 4031,5.831397118447067e-07
BLOCK 4032,4.18997667044511e-07
BLOCK 4033,6.423250690793453e-07
BLOCK 5000,1.062715417045119e-07
BLOCK 5001,9.395526744617619e-08
BLOCK 5002,9.342366186345409e-08
BLOCK 5003,9.40479060324158e-08
BLOCK 5004,8.579640850068473e-08
BLOCK 5005,2.390946734622333e-08
BLOCK 5006,3.6104575395902575e-09
BLOCK 5007,1.929748767812651e-08
BLOCK 5008,1.711089135176305e-08
BLOCK 5009,7.052347252038348e-09
BLOCK 5010,3.1581925515969555e-09
BLOCK 5011,1.319306387629721e-09
BLOCK 5012,5.666359216931149e-10
BLOCK 5013,4.754298314774078e-10
BLOCK 5014,2.6611223652310048e-09
BLOCK 5015,1.2413153648547984e-08
BLOCK 5016,1.3451235088746697e-10
BLOCK 5017,7.726311762468797e-09
BLOCK 5018,1.8826500667382305e-08
BLOCK 5019,7.404793684792258e-09
BLOCK 5020,7.949360754983559e-13
BLOCK 5021,8.021259420512852e-14
BLOCK 5022,9.538551951539833e-15
BLOCK 5023,4.738862668251678e-13
BLOCK 5024,1.247012295906378e-10
BLOCK 5025,1.841792453566421e-08
BLOCK 5026,1.4610898630624007e-11
BLOCK 5027,4.796345644300235e-08
BLOCK 5028,1.5783993399308774e-06
BLOCK 5029,1.7361604992686078e-09
BLOCK 5032,1.0305575916013484e-16
BLOCK 5033,2.459018998557881e-16
BLOCK 5034,1.1750765586968246e-08
BLOCK 5035,4.86679895944838e-09
BLOCK 2063,9.483068260410076e-07
BLOCK 4034,4.931569938962132e-07
BLOCK 4035,4.103323620488974e-07
BLOCK 4036,4.2560350717171106e-07
BLOCK 4037,3.707783378569694e-07
BLOCK 4038,2.1918494631898057e-07
BLOCK 4039,1.662607832138866e-07
BLOCK 4040,1.2658215064389293e-07
BLOCK 4041,4.4630794641606464e-07
BLOCK 4042,2.847387367639081e-07
BLOCK 4043,4.801870837137034e-07
BLOCK 4044,6.179135458726218e-07
BLOCK 4045,7.28198702099067e-07
BLOCK 4046,6.562284637216935e-07
BLOCK 4048,6.035314977693069e-07
BLOCK 4049,6.606025277365463e-07
BLOCK 4050,6.197160686585555e-07
BLOCK 4051,8.409126864300695e-07
BLOCK 4052,7.715844707950679e-07
BLOCK 4053,7.433788160177193e-07
BLOCK 4054,6.970271753247541e-07
BLOCK 4055,6.984994159727209e-07
BLOCK 4056,7.21260772138128e-07
BLOCK 4058,7.603067944625466e-07
BLOCK 4059,7.470310308325328e-07
BLOCK 4061,5.354505969842229e-07
BLOCK 4062,5.7533685696236e-07
BLOCK 2035,1.6633821635355317e-06
BLOCK 2037,1.993691763623928e-06
BLOCK 2038,2.5381180224492106e-06
BLOCK 2040,7.245579296395824e-07
BLOCK 2041,1.0945030963724263e-06
BLOCK 2042,9.357672049825939e-07
BLOCK 2043,7.463408334865275e-07
BLOCK 2044,7.313692727272548e-07
BLOCK 1045,2.705288392106437e-07
BLOCK 1047,1.0848878777641702e-07
BLOCK 1041,2.3509390954911734e-07
BLOCK 1042,1.696074613459434e-07
BLOCK 1043,3.0019479238339004e-07
BLOCK 1044,3.81978329462832e-07
BLOCK 1046,4.200976785347052e-07
BLOCK 2033,1.5762324354183363e-06
BLOCK 2045,6.262805729339976e-07
BLOCK 2046,5.794411659978331e-07
BLOCK 2047,6.355064334167855e-07
BLOCK 2048,6.814088924143388e-07
BLOCK 2049,6.504647395126415e-07
BLOCK 2050,6.204549407540072e-07
BLOCK 2052,7.840211620183961e-07
BLOCK 2062,6.10141393159497e-07
BLOCK 2031,1.0577625247509236e-06
BLOCK 2032,9.559475244816941e-07
BLOCK 2034,1.398070426619648e-06
BLOCK 2036,2.7601084858135783e-06
BLOCK 2039,1.188551324412806e-06
BLOCK 2053,7.247180082362896e-07
BLOCK 2057,1.3137447095683013e-07
BLOCK 2058,5.515960071200514e-07
BLOCK 2065,1.6067341206681427e-06
BLOCK 2066,1.4429882862573236e-06
BLOCK 2067,1.1363387530211456e-06
BLOCK 4063,6.241185841592378e-07
BLOCK 4064,7.261052024937424e-07
BLOCK 4065,1.24970328260284e-07
