,ethyl_acryl_100 Cumulative Hazard Index PAC2
BLOCK 1030,7.562486421738851e-07
BLOCK 1033,3.7944774139151995e-07
BLOCK 1035,2.792805086599659e-07
BLOCK 1037,2.7836561300960625e-07
BLOCK 1038,3.5771643114899e-07
BLOCK 2009,7.595169890889245e-07
BLOCK 2013,4.273916445375041e-06
BLOCK 2008,7.612652775701891e-07
BLOCK 1009,2.719322284763243e-06
BLOCK 1016,2.8048372669651213e-06
BLOCK 1020,7.851663292509268e-07
BLOCK 1026,7.6555098517856e-07
BLOCK 1027,4.7063046029919994e-07
BLOCK 1028,1.0361673616364394e-06
BLOCK 1029,1.7712658318753742e-06
BLOCK 1039,4.620620257650335e-07
BLOCK 1040,7.684590796535356e-07
BLOCK 1052,1.474715064242698e-06
BLOCK 1054,1.9307980122999024e-06
BLOCK 2025,3.4124979201853456e-07
BLOCK 2028,1.927797603847469e-06
BLOCK 2029,2.021322617469481e-06
BLOCK 1005,1.648155421712454e-06
BLOCK 1006,4.261625147994529e-06
BLOCK 1007,3.5239432850401854e-06
BLOCK 1008,4.0361985911655484e-06
BLOCK 1011,1.2626842920002257e-06
BLOCK 1024,7.772048450618944e-07
BLOCK 1025,8.430706435994789e-07
BLOCK 3010,1.3601780598437853e-05
BLOCK 3011,1.2570208686265678e-05
BLOCK 3012,6.276890510847176e-06
BLOCK 3013,3.72165036577034e-06
BLOCK 3014,2.7314459689999526e-06
BLOCK 3015,9.820772661513595e-07
BLOCK 3017,1.4137385020231276e-06
BLOCK 3025,1.587975790204343e-06
BLOCK 3026,4.0489767578197686e-07
BLOCK 3027,4.778469420452159e-06
BLOCK 3028,1.6590011103424246e-05
BLOCK 3030,5.478042911907195e-07
BLOCK 3031,1.270376172194276e-06
BLOCK 4047,2.0015220920969284e-06
BLOCK 4057,2.0581031107984292e-06
BLOCK 4000,2.12338287773266e-14
BLOCK 4001,5.71345777685977e-06
BLOCK 1000,5.559596293341932e-07
BLOCK 1001,5.526055614748708e-07
BLOCK 1002,7.517050166887705e-07
BLOCK 1003,9.970992538610307e-07
BLOCK 1004,2.1104774826599405e-06
BLOCK 1010,3.5649665197207005e-06
BLOCK 1017,1.3445908636457335e-06
BLOCK 1018,9.078484043943558e-07
BLOCK 1019,7.729725427699777e-07
BLOCK 2000,1.2653234594671677e-06
BLOCK 2001,1.6209110723231223e-06
BLOCK 2002,1.7158479052079334e-06
BLOCK 2003,1.593511197091337e-06
BLOCK 2004,7.390918245775936e-07
BLOCK 2005,5.020545541605912e-07
BLOCK 2006,4.7329942654164355e-07
BLOCK 2007,5.007082797215609e-07
BLOCK 2010,6.399449233980642e-07
BLOCK 2011,1.636958037080831e-06
BLOCK 2012,2.9807574600448256e-06
BLOCK 2026,5.489406619939201e-07
BLOCK 2027,6.393487914260166e-07
BLOCK 2051,1.9937530464189853e-06
BLOCK 2054,2.024078436064685e-06
BLOCK 2055,4.367151888030225e-06
BLOCK 2056,4.173299195566566e-06
BLOCK 5030,1.9240218816324968e-16
BLOCK 5031,3.062713964263219e-13
BLOCK 1012,2.7195840310127423e-06
BLOCK 1013,1.2718418622346085e-05
BLOCK 1014,1.5770307758229084e-05
BLOCK 1015,2.9331473268449766e-06
BLOCK 1021,7.018463541900756e-07
BLOCK 1022,6.962852421324863e-07
BLOCK 1023,6.560332597103044e-07
BLOCK 1031,5.734454036336929e-07
BLOCK 1032,5.526216691534697e-07
BLOCK 1034,1.0321077119546806e-06
BLOCK 1036,3.127738553459509e-07
BLOCK 1048,1.0340795295364818e-06
BLOCK 1049,8.882700690990428e-07
BLOCK 1050,6.082440215746107e-07
BLOCK 1051,1.988305476686765e-06
BLOCK 1053,1.784738692625438e-06
BLOCK 1055,1.5010982743828842e-16
BLOCK 1056,4.724114670202025e-19
BLOCK 1057,1.9431995291215714e-19
BLOCK 1058,1.916996855417416e-06
BLOCK 1059,2.732052579617592e-07
BLOCK 1060,6.85618674963249e-06
BLOCK 1061,7.71382042911115e-06
BLOCK 1062,1.540941838355756e-05
BLOCK 1063,3.2312228036827406e-06
BLOCK 1064,2.9184955562255052e-06
BLOCK 1065,2.306232686804598e-06
BLOCK 1066,8.160608137042009e-06
BLOCK 1067,1.8198430205167976e-06
BLOCK 3039,1.2611000211864899e-05
BLOCK 3040,7.831037397082005e-06
BLOCK 3041,6.987720009932636e-06
BLOCK 3042,9.013980047175208e-06
BLOCK 3043,1.1091244953912712e-05
BLOCK 3044,6.445920379112845e-06
BLOCK 3045,1.1023136272650244e-05
BLOCK 3046,1.1524456863384855e-05
BLOCK 3047,6.8026083289823156e-06
BLOCK 3048,6.775352876403843e-06
BLOCK 3049,1.8070220868225346e-05
BLOCK 3050,7.94683102476883e-06
BLOCK 2059,5.072296247222887e-06
BLOCK 2060,9.918580916188123e-06
BLOCK 2061,2.286322535235697e-06
BLOCK 2064,6.7265590556699145e-06
BLOCK 2014,3.7138696590727617e-06
BLOCK 2015,4.487342207813004e-06
BLOCK 2016,1.7335479461289536e-06
BLOCK 2017,2.1575266793857947e-06
BLOCK 2018,5.71623231891764e-06
BLOCK 2019,1.9910965566346134e-05
BLOCK 2020,9.116279327312604e-05
BLOCK 2021,4.3962872465240596e-06
BLOCK 2022,2.43141120850648e-05
BLOCK 2023,8.852100948413184e-07
BLOCK 2024,2.492557114028135e-07
BLOCK 3001,2.987202209442916e-06
BLOCK 3002,2.89874197099145e-06
BLOCK 3003,3.950483226204632e-06
BLOCK 3004,9.398370877261e-06
BLOCK 3005,3.6244992116601648e-06
BLOCK 3006,3.899658808629599e-06
BLOCK 3007,4.578879375550758e-06
BLOCK 3008,1.4902934484489018e-05
BLOCK 3009,1.5227397321239035e-05
BLOCK 3018,1.2079469848033191e-06
BLOCK 3019,3.5170234897669883e-06
BLOCK 3020,3.163660146217136e-07
BLOCK 3021,2.842541862661951e-07
BLOCK 3022,2.521452109946976e-07
BLOCK 3023,2.8018212225558677e-07
BLOCK 3024,9.882872311071089e-07
BLOCK 3029,6.000364527381335e-07
BLOCK 2030,2.6887354604712457e-07
BLOCK 3000,1.980435093401976e-06
BLOCK 3016,2.157279511534241e-06
BLOCK 3032,3.157976237233904e-06
BLOCK 3033,1.8709161843673696e-05
BLOCK 3034,1.0047175306691892e-06
BLOCK 3035,1.9305409087773583e-06
BLOCK 3036,1.1126297956815842e-11
BLOCK 3037,2.672749358649584e-11
BLOCK 3038,6.482749025242898e-06
BLOCK 4002,9.333786685690026e-07
BLOCK 4003,9.476715441068198e-07
BLOCK 4004,1.6127969033087307e-06
BLOCK 4005,1.2906268889064182e-14
BLOCK 4006,5.955328055823046e-19
BLOCK 4007,2.1332983736629466e-17
BLOCK 4008,1.2433605811171002e-07
BLOCK 4009,1.3831905602761415e-07
BLOCK 4010,1.3935089861629364e-07
BLOCK 4011,3.343959934608428e-07
BLOCK 4012,1.5178276102848128e-07
BLOCK 4013,3.166953334506451e-07
BLOCK 4014,1.6168281931749612e-07
BLOCK 4015,1.4938590475533542e-07
BLOCK 4016,4.563940469651706e-13
BLOCK 4017,1.5897686854360976e-07
BLOCK 4018,2.3750657505551443e-12
BLOCK 4019,6.047884057018906e-07
BLOCK 4020,1.6687578750175713e-07
BLOCK 4021,5.614057777198741e-07
BLOCK 4022,1.7809459444110792e-10
BLOCK 4023,9.379037568243781e-07
BLOCK 4024,9.471212695312689e-07
BLOCK 4025,8.976491555883394e-07
BLOCK 4026,1.1223879515125772e-06
BLOCK 4027,1.2684821941487254e-06
BLOCK 4028,1.266711481610766e-06
BLOCK 4029,1.2857509857159934e-06
BLOCK 4030,1.1010653806569123e-06
BLOCK 4031,1.651789928654783e-06
BLOCK 4032,1.1895794510143404e-06
BLOCK 4033,1.823613842768087e-06
BLOCK 5000,2.614287502761497e-07
BLOCK 5001,2.498456386132611e-07
BLOCK 5002,2.5834478709286316e-07
BLOCK 5003,2.6385208240736e-07
BLOCK 5004,2.4230828979332507e-07
BLOCK 5005,6.276708002515383e-08
BLOCK 5006,7.468715196054012e-09
BLOCK 5007,1.4085289706868063e-09
BLOCK 5008,1.2026022448069537e-10
BLOCK 5009,1.8057699607940332e-10
BLOCK 5010,4.933788773721637e-11
BLOCK 5011,1.8151846289478568e-10
BLOCK 5012,4.381767444048343e-10
BLOCK 5013,4.3020715560880125e-11
BLOCK 5014,2.698618868734946e-19
BLOCK 5015,5.4785939085752e-14
BLOCK 5016,1.409216745719506e-13
BLOCK 5017,1.688393910770404e-12
BLOCK 5018,2.2214944466235778e-12
BLOCK 5019,1.7453570522768487e-11
BLOCK 5020,6.733378052972558e-15
BLOCK 5021,2.1170096630190574e-13
BLOCK 5022,5.225601969700908e-25
BLOCK 5023,3.403687437944219e-21
BLOCK 5024,1.4454530595400382e-22
BLOCK 5025,1.165196904041473e-16
BLOCK 5026,1.1793906600097962e-14
BLOCK 5027,1.3555302324200674e-07
BLOCK 5028,4.431305791046304e-06
BLOCK 5029,4.559425085965268e-09
BLOCK 5032,9.761749682535364e-33
BLOCK 5033,4.4371930645420213e-16
BLOCK 5034,3.3019544331026737e-08
BLOCK 5035,3.755985521587804e-16
BLOCK 2063,2.7246149036479333e-06
BLOCK 4034,1.4017783860804262e-06
BLOCK 4035,1.1641928345823502e-06
BLOCK 4036,1.2070977749187589e-06
BLOCK 4037,1.050695840142157e-06
BLOCK 4038,6.213057592171555e-07
BLOCK 4039,4.697778162125882e-07
BLOCK 4040,3.573903688911387e-07
BLOCK 4041,1.26958313990274e-06
BLOCK 4042,8.09416901991246e-07
BLOCK 4043,1.367986854210328e-06
BLOCK 4044,1.758729952650061e-06
BLOCK 4045,2.072997654635048e-06
BLOCK 4046,1.8645784053606838e-06
BLOCK 4048,1.711800492927171e-06
BLOCK 4049,1.8756083939702256e-06
BLOCK 4050,1.7598353996822893e-06
BLOCK 4051,2.3955671655982884e-06
BLOCK 4052,2.1965477819171157e-06
BLOCK 4053,2.1155529106179654e-06
BLOCK 4054,1.9829742526082693e-06
BLOCK 4055,1.987750347986665e-06
BLOCK 4056,2.0573482927410255e-06
BLOCK 4058,2.1660213477322466e-06
BLOCK 4059,2.127571161645376e-06
BLOCK 4061,1.5276094282643887e-06
BLOCK 4062,1.64111133410073e-06
BLOCK 2035,4.78518232874439e-06
BLOCK 2037,5.74249021036099e-06
BLOCK 2038,7.314031282995753e-06
BLOCK 2040,2.0743034080435674e-06
BLOCK 2041,3.1260295625340624e-06
BLOCK 2042,2.6741015460204468e-06
BLOCK 2043,2.1316222052264018e-06
BLOCK 2044,2.0883052004124006e-06
BLOCK 1045,7.728942937228698e-07
BLOCK 1047,3.0920998921090815e-07
BLOCK 1041,6.722118464487e-07
BLOCK 1042,4.856706841117376e-07
BLOCK 1043,8.604296141251161e-07
BLOCK 1044,1.0914055811826437e-06
BLOCK 1046,1.1999959379542285e-06
BLOCK 2033,4.519310012631285e-06
BLOCK 2045,1.7888955785877972e-06
BLOCK 2046,1.6549917978065848e-06
BLOCK 2047,1.8146822905586192e-06
BLOCK 2048,1.945285165263295e-06
BLOCK 2049,1.8567294041169171e-06
BLOCK 2050,1.77085511878574e-06
BLOCK 2052,2.23848017749921e-06
BLOCK 2062,1.7478978007618709e-06
BLOCK 2031,2.720558640379305e-06
BLOCK 2032,2.4460889320992425e-06
BLOCK 2034,4.0264119922837615e-06
BLOCK 2036,7.939503420198438e-06
BLOCK 2039,3.404238363228936e-06
BLOCK 2053,2.0687210771212937e-06
BLOCK 2057,3.5748441785764106e-07
BLOCK 2058,1.4381532372974449e-06
BLOCK 2065,4.595927064401329e-06
BLOCK 2066,4.121515770368017e-06
BLOCK 2067,3.2760730494640697e-06
BLOCK 4063,1.7806201815755006e-06
BLOCK 4064,2.072286188035177e-06
BLOCK 4065,3.5276468987363116e-07
