,ethyl_acryl_20 Cumulative Hazard Index PAC2
BLOCK 1030,1.5126619726409254e-07
BLOCK 1033,7.589781151309022e-08
BLOCK 1035,5.586218362460328e-08
BLOCK 1037,5.567918457084555e-08
BLOCK 1038,7.155107622176539e-08
BLOCK 2009,1.5191993782190247e-07
BLOCK 2013,8.548763621683303e-07
BLOCK 2008,1.5226963359063967e-07
BLOCK 1009,5.439236756435181e-07
BLOCK 1016,5.610285343439587e-07
BLOCK 1020,1.5705036442007296e-07
BLOCK 1026,1.531268684421834e-07
BLOCK 1027,9.413634098101357e-08
BLOCK 1028,2.072560369475323e-07
BLOCK 1029,3.5429173923726673e-07
BLOCK 1039,9.24224674793516e-08
BLOCK 1040,1.5370855066676186e-07
BLOCK 1052,2.9497512772363175e-07
BLOCK 1054,3.862016494550211e-07
BLOCK 2025,6.825738980161661e-08
BLOCK 2028,3.8560150242462975e-07
BLOCK 2029,4.0430854184357954e-07
BLOCK 1005,3.296669762288515e-07
BLOCK 1006,8.524178350246013e-07
BLOCK 1007,7.048653979332328e-07
BLOCK 1008,8.073276145438914e-07
BLOCK 1011,2.525643558802713e-07
BLOCK 1024,1.554578942049975e-07
BLOCK 1025,1.6863248827223869e-07
BLOCK 3010,2.720652325711052e-06
BLOCK 3011,2.5143154787314924e-06
BLOCK 3012,1.2555147940359586e-06
BLOCK 3013,7.444111195470499e-07
BLOCK 3014,5.463486765083734e-07
BLOCK 3015,1.9643683993031855e-07
BLOCK 3017,2.8277848739290943e-07
BLOCK 3025,3.1762973939518457e-07
BLOCK 3026,8.098835261449152e-08
BLOCK 3027,9.5579794483565e-07
BLOCK 3028,3.3183635014144468e-06
BLOCK 3030,1.0957278777410168e-07
BLOCK 3031,2.541028994251831e-07
BLOCK 4047,4.003480055729587e-07
BLOCK 4057,4.1166544147830035e-07
BLOCK 4000,4.247228164628584e-15
BLOCK 4001,1.1428159773618666e-06
BLOCK 1000,1.1120403300162362e-07
BLOCK 1001,1.1053314638821165e-07
BLOCK 1002,1.5035737322052154e-07
BLOCK 1003,1.9944156460613138e-07
BLOCK 1004,4.221414564074808e-07
BLOCK 1010,7.130709382324596e-07
BLOCK 1017,2.6894745388906887e-07
BLOCK 1018,1.8158945109673658e-07
BLOCK 1019,1.546113415797525e-07
BLOCK 2000,2.5309224684681875e-07
BLOCK 2001,3.2421751305069376e-07
BLOCK 2002,3.4320694706739635e-07
BLOCK 2003,3.187369413171578e-07
BLOCK 2004,1.4783446012075752e-07
BLOCK 2005,1.004218440758934e-07
BLOCK 2006,9.467019235158941e-08
BLOCK 2007,1.0015255987026421e-07
BLOCK 2010,1.2800292076243925e-07
BLOCK 2011,3.2742725545704295e-07
BLOCK 2012,5.962164039745575e-07
BLOCK 2026,1.098000866814927e-07
BLOCK 2027,1.2788368138606162e-07
BLOCK 2051,3.9879402725083566e-07
BLOCK 2054,4.0485976557609096e-07
BLOCK 2055,8.73525481087926e-07
BLOCK 2056,8.34750721064436e-07
BLOCK 5030,3.8484627575771893e-17
BLOCK 5031,6.12609489585314e-14
BLOCK 1012,5.43976030593467e-07
BLOCK 1013,2.5439606935158703e-06
BLOCK 1014,3.1544049816928115e-06
BLOCK 1015,5.866933405285513e-07
BLOCK 1021,1.4038455494851556e-07
BLOCK 1022,1.39272211432641e-07
BLOCK 1023,1.3122093838064318e-07
BLOCK 1031,1.1470156864929144e-07
BLOCK 1032,1.1053636827470846e-07
BLOCK 1034,2.0644401860417534e-07
BLOCK 1036,6.256158234652782e-08
BLOCK 1048,2.068384250608137e-07
BLOCK 1049,1.7767335768019817e-07
BLOCK 1050,1.2166205004709913e-07
BLOCK 1051,3.9770439467264594e-07
BLOCK 1053,3.5698660478581484e-07
BLOCK 1055,3.002523442989281e-17
BLOCK 1056,9.44925811102037e-20
BLOCK 1057,3.8868222288723014e-20
BLOCK 1058,3.834411175306825e-07
BLOCK 1059,5.464700118420632e-08
BLOCK 1060,1.3713866571292328e-06
BLOCK 1061,1.5429320697165912e-06
BLOCK 1062,3.082219247669335e-06
BLOCK 1063,6.463149270868017e-07
BLOCK 1064,5.837626673329977e-07
BLOCK 1065,4.612967601981752e-07
BLOCK 1066,1.6322993410002347e-06
BLOCK 1067,3.6400823483115763e-07
BLOCK 3039,2.522474672168532e-06
BLOCK 3040,1.566378015945079e-06
BLOCK 3041,1.397696173589529e-06
BLOCK 3042,1.8029923069099338e-06
BLOCK 3043,2.218490524862546e-06
BLOCK 3044,1.2893244486531226e-06
BLOCK 3045,2.2048673054070605e-06
BLOCK 3046,2.3051423408142346e-06
BLOCK 3047,1.360669806221742e-06
BLOCK 3048,1.355218122163963e-06
BLOCK 3049,3.614437688907873e-06
BLOCK 3050,1.5895392631206787e-06
BLOCK 2059,1.0145697088576249e-06
BLOCK 2060,1.9839321802087924e-06
BLOCK 2061,4.57314296300955e-07
BLOCK 2064,1.345458295433973e-06
BLOCK 2014,7.42854808767057e-07
BLOCK 2015,8.975661624294946e-07
BLOCK 2016,3.4674734070545334e-07
BLOCK 2017,4.315523203431727e-07
BLOCK 2018,1.1433709461946522e-06
BLOCK 2019,3.982626714435737e-06
BLOCK 2020,1.823454390709193e-05
BLOCK 2021,8.793531872674946e-07
BLOCK 2022,4.863351905516539e-06
BLOCK 2023,1.7706129619158312e-07
BLOCK 2024,4.985657032305834e-08
BLOCK 3001,5.975054942015062e-07
