,ethyl_acryl_100 Cumulative Hazard Index PAC3
BLOCK 1030,5.98123926082982e-07
BLOCK 1033,3.001086681914748e-07
BLOCK 1035,2.208854932128822e-07
BLOCK 1037,2.2016189392577947e-07
BLOCK 1038,2.82921177363292e-07
BLOCK 2009,6.007088913703309e-07
BLOCK 2013,3.380279370432984e-06
BLOCK 2008,6.02091628623695e-07
BLOCK 1009,2.1507367161309286e-06
BLOCK 1016,2.2183712929633224e-06
BLOCK 1020,6.209951876802787e-07
BLOCK 1026,6.054812337321338e-07
BLOCK 1027,3.722259095093673e-07
BLOCK 1028,8.195141860215476e-07
BLOCK 1029,1.4009102488468874e-06
BLOCK 1039,3.654490567414356e-07
BLOCK 1040,6.077812720896141e-07
BLOCK 1052,1.1663655508101346e-06
BLOCK 1054,1.5270857006371962e-06
BLOCK 2025,2.6989756277829527e-07
BLOCK 2028,1.5247126503157255e-06
BLOCK 2029,1.5986824338167724e-06
BLOCK 1005,1.3035411062634865e-06
BLOCK 1006,3.370558071595673e-06
BLOCK 1007,2.787118779986328e-06
BLOCK 1008,3.1922661584672977e-06
BLOCK 1011,9.98668485491088e-07
BLOCK 1024,6.146983774580441e-07
BLOCK 1025,6.667922363014057e-07
BLOCK 3010,1.0757771927855392e-05
BLOCK 3011,9.941892324591947e-06
BLOCK 3012,4.964449767670036e-06
BLOCK 3013,2.943487107472906e-06
BLOCK 3014,2.160325448209053e-06
BLOCK 3015,7.767338377742575e-07
BLOCK 3017,1.1181386334182915e-06
BLOCK 3025,1.2559444886161624e-06
BLOCK 3026,3.2023725266392713e-07
BLOCK 3027,3.7793349052667085e-06
BLOCK 3028,1.3121190599980997e-05
BLOCK 3030,4.3326339394175085e-07
BLOCK 3031,1.0047520634627457e-06
BLOCK 4047,1.5830220182948437e-06
BLOCK 4057,1.627772460358758e-06
BLOCK 4000,1.6794028214794677e-14
BLOCK 4001,4.518825696243637e-06
BLOCK 1000,4.397135250188619e-07
BLOCK 1001,4.3706076225739784e-07
BLOCK 1002,5.945303313811187e-07
BLOCK 1003,7.886148644173612e-07
BLOCK 1004,1.6691958271946806e-06
BLOCK 1010,2.8195644292336414e-06
BLOCK 1017,1.0634491376107168e-06
BLOCK 1018,7.180255562028084e-07
BLOCK 1019,6.113510110998917e-07
BLOCK 2000,1.000755827033124e-06
BLOCK 2001,1.2819933026555607e-06
BLOCK 2002,1.357079706846275e-06
BLOCK 2003,1.2603224922449663e-06
BLOCK 2004,5.845544430750059e-07
BLOCK 2005,3.970795110179222e-07
BLOCK 2006,3.743368191738454e-07
BLOCK 2007,3.9601473032523457e-07
BLOCK 2010,5.061382575966508e-07
BLOCK 2011,1.2946849929639295e-06
BLOCK 2012,2.357508172944544e-06
BLOCK 2026,4.3416215994064577e-07
BLOCK 2027,5.056667714005767e-07
BLOCK 2051,1.5768774094404707e-06
BLOCK 2054,1.600862035796615e-06
BLOCK 2055,3.4540201296239075e-06
BLOCK 2056,3.3007002728571907e-06
BLOCK 5030,1.5217263972911565e-16
BLOCK 5031,2.4223283171900004e-13
BLOCK 1012,2.150943733619168e-06
BLOCK 1013,1.0059112910401e-05
BLOCK 1014,1.2472879772417559e-05
BLOCK 1015,2.319852885777393e-06
BLOCK 1021,5.550966619503328e-07
BLOCK 1022,5.506983278684212e-07
BLOCK 1023,5.188626690436044e-07
BLOCK 1031,4.53543182873921e-07
BLOCK 1032,4.3707350196683525e-07
BLOCK 1034,8.163033721823386e-07
BLOCK 1036,2.4737568559179757e-07
BLOCK 1048,8.178629006333991e-07
BLOCK 1049,7.025408728328794e-07
BLOCK 1050,4.810657261544648e-07
BLOCK 1051,1.5725688770158948e-06
BLOCK 1053,1.4115660568946649e-06
BLOCK 1055,1.1872322715573725e-16
BLOCK 1056,3.7363452391597834e-19
BLOCK 1057,1.536894173032516e-19
BLOCK 1058,1.516170240193775e-06
BLOCK 1059,2.1608052220611859e-07
BLOCK 1060,5.422620429254792e-06
BLOCK 1061,6.100930703024275e-06
BLOCK 1062,1.2187449085177329e-05
BLOCK 1063,2.5556034901854425e-06
BLOCK 1064,2.308264667196536e-06
BLOCK 1065,1.8240203977454553e-06
BLOCK 1066,6.454299162933232e-06
BLOCK 1067,1.4393303889541945e-06
BLOCK 3039,9.974154713020415e-06
BLOCK 3040,6.193638668601217e-06
BLOCK 3041,5.526651280583082e-06
BLOCK 3042,7.129238764584033e-06
BLOCK 3043,8.772166463549149e-06
BLOCK 3044,5.098137027116525e-06
BLOCK 3045,8.718298688368838e-06
BLOCK 3046,9.114797701040742e-06
BLOCK 3047,5.3802447692860175e-06
BLOCK 3048,5.3586881840648535e-06
BLOCK 3049,1.4291901959414594e-05
BLOCK 3050,6.285220901408081e-06
